market_code,code,所属概念,股票代码,所属概念数量
151,920284,专精特新;锂电池概念;宁德时代概念;人造肉;新型工业化;固态电池;融资融券,920284.BJ,7
17,600170,参股券商;水泥概念;PPP概念;证金持股;土壤修复;国企改革;乡村振兴;装配式建筑;上海国企改革;新型城镇化;房屋检测;地下管网;雄安新区;水利;物业管理;绿色电力;一带一路;光伏建筑一体化;DeepSeek概念;碳中和;人工智能;核电;低空经济;数字孪生;机器人概念;黄金概念;数据中心(AIDC);融资融券;沪股通,600170.SH,29
17,603516,军工信息化;虚拟现实;安防;MR(混合现实);华为概念;液冷服务器;智慧城市;2025年报预增;人工智能;同花顺新质50;星闪概念;芯片概念;融资融券;沪股通,603516.SH,14
17,688328,存储芯片;MiniLED;先进封装;电子纸;共封装光学(CPO);柔性屏(折叠屏);第三代半导体;芯片概念;OLED;AI眼镜;消费电子概念;MR(混合现实);智能穿戴;华为概念;专精特新;虚拟现实;小米概念;机器视觉;新型工业化;机器人概念;锂电池概念;新能源汽车;融资融券,688328.SH,23
33,000919,高压氧舱;仿制药一致性评价;民营医院;创新药;医美概念;养老概念;医疗器械概念;创投;国企改革,000919.SZ,9
17,601868,虚拟电厂;超超临界发电;碳交易;生物质能发电;风电;柔性直流输电;绿色电力;光热发电;特高压;算力租赁;土壤修复;储能;数据中心(AIDC);水泥概念;东数西算(算力);雅下水电概念;氢能源;核电;阿里巴巴概念;水利;海工装备;光纤概念;央企国企改革;可控核聚变;AI智能体;燃料电池;民爆概念;华为概念;新型城镇化;低空经济;军工;一带一路;高端装备;参股保险;国企改革;机器人概念;人工智能;宁德时代概念;海峡两岸;同花顺中特估100;证金持股;中字头股票;融资融券;沪股通,601868.SH,44
17,600120,量子科技;创投;信托概念;参股券商;参股保险;共同富裕示范区;参股银行;期货概念;国企改革;证金持股;融资融券;中芯国际概念;沪股通,600120.SH,13
17,603194,智能物流;共同富裕示范区;人民币贬值受益;机器人概念;新能源汽车;汽车拆解概念;军工;锂电池概念;储能;沪股通;融资融券,603194.SH,11
17,688327,华为昇腾;华为欧拉;云计算;算力租赁;多模态AI;ChatGPT概念;智慧政务;信创;网络安全;数据确权;东数西算(算力);AI智能体;虚拟数字人;AIGC概念;鸿蒙概念;AI应用;人脸识别;区块链;元宇宙;智慧城市;DeepSeek概念;车联网(车路协同);人工智能;互联网金融;华为概念;AI PC;智能电网;智能医疗;跨境支付(CIPS);机器视觉;无人零售;机器人概念;芯片概念;无人机;无人驾驶;人形机器人;专精特新;养老概念;沪股通;融资融券,688327.SH,40
33,000635,消毒剂;西部大开发;国企改革;氢能源;央企国企改革;碳交易;绿色电力,000635.SZ,7
17,600095,参股券商;互联网金融;黑龙江自贸区;参股银行;创投;2025年报预增;股权转让(并购重组);融资融券;沪股通,600095.SH,9
33,002190,成飞概念;军工;大飞机;无人机;航空发动机;商业航天;低空经济;国企改革;长安汽车概念;新能源汽车;西部大开发;储能;华为汽车;专精特新;锂电池概念;融资融券;深股通,002190.SZ,17
151,920191,新股与次新股;融资融券,920191.BJ,2
22,688076,肝炎概念;流感;创新药;辅助生殖;减肥药;合成生物;CRO概念;智能医疗;AI应用;ST板块;人民币贬值受益;专精特新,688076.SH,12
17,688375,军工信息化;卫星导航;商业航天;6G概念;军民融合;军工;无人机;5G;毫米波雷达;DeepSeek概念;芯片概念;央企国企改革;先进封装;第三代半导体;国企改革;回购增持再贷款概念;沪股通;融资融券,688375.SH,18
33,002836,烟草,002836.SZ,1
33,300500,建筑节能;新型城镇化;房屋检测;装配式建筑;雄安新区;医疗废物处理;智慧城市;乡村振兴;光伏建筑一体化;人工智能;虚拟数字人;数字孪生;DeepSeek概念;碳中和;AIGC概念;车联网(车路协同);华为概念;虚拟现实;光伏概念;储能;华为昇腾;数据中心(AIDC);东数西算(算力);风电;绿色电力,300500.SZ,25
151,920017,阿尔茨海默概念;辅助生殖;创新药;减肥药;专精特新;流感;CRO概念;融资融券;仿制药一致性评价,920017.BJ,9
33,002567,猪肉;养鸡;预制菜;合成生物;人造肉;回购增持再贷款概念;融资融券;深股通,002567.SZ,8
33,300696,成飞概念;军民融合;航空发动机;军工;无人机;大飞机;3D打印;低空经济;创投;西部大开发;融资融券;深股通,300696.SZ,12
33,301662,固态电池;宁德时代概念;锂电池概念;钠离子电池;动力电池回收;比亚迪概念;粤港澳大湾区;深股通;融资融券,301662.SZ,9
33,300287,Web3.0;虚拟数字人;信创;AIGC概念;网络安全;在线教育;智慧政务;华为鲲鹏;元宇宙;数据要素;AI智能体;鸿蒙概念;智慧城市;算力租赁;时空大数据;数字经济;DeepSeek概念;智能电网;东数西算(算力);人工智能;物联网;数字孪生;华为概念;京津冀一体化;数据中心(AIDC);虚拟现实;MCU芯片;食品安全;低空经济;5G;卫星导航;机器人概念;军工;乡村振兴;芯片概念;共封装光学(CPO);深股通;融资融券,300287.SZ,38
33,001358,净水概念;碳中和;融资融券,001358.SZ,3
33,002899,足球概念;冰雪产业;体育产业;跨境电商;养老概念;人民币贬值受益;鸿蒙概念;华为概念;AI眼镜,002899.SZ,9
33,002099,染料;生物疫苗;减肥药;肝炎概念;仿制药一致性评价;创新药;人民币贬值受益;深股通;融资融券,002099.SZ,9
17,600096,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;乡村振兴;西部大开发;碳中和;国企改革;融资融券;高股息精选;沪股通,600096.SH,13
151,920227,AI应用;抖音概念(字节概念);小红书概念;融资融券;ERP概念;拼多多概念;阿里巴巴概念,920227.BJ,7
33,301155,风电;绿色电力;海工装备;2025年报预增;深股通;融资融券,301155.SZ,6
33,002250,锂电池概念;2025年报预增;氟化工概念;人民币贬值受益;回购增持再贷款概念;CRO概念;创新药;证金持股;深股通;融资融券,002250.SZ,10
17,601083,航运概念;中韩自贸区;自由贸易港;统一大市场;上海国企改革;上海自贸区;跨境电商;国企改革;一带一路;海峡两岸;沪股通;融资融券,601083.SH,12
17,601326,航运概念;国企改革;雄安新区;京津冀一体化;沪股通;融资融券,601326.SH,6
33,002858,体育产业;职业教育;NFT概念;IP经济(谷子经济);Web3.0;在线教育;数字经济;AIGC概念;人工智能;AI应用;低空经济;虚拟现实;回购增持再贷款概念;无人驾驶;百度概念;多模态AI,002858.SZ,16
17,603365,高股息精选;网红经济,603365.SH,2
33,002397,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济),002397.SZ,5
33,003816,绿色电力;同花顺中特估100;央企国企改革;国企改革;核电;核污染防治;一带一路;DeepSeek概念;中字头股票;融资融券;深股通,003816.SZ,11
151,920106,两轮车;碳纤维;2025年报预增;军工;新能源汽车;飞行汽车(eVTOL);低空经济;农机;融资融券;长安汽车概念;比亚迪概念,920106.BJ,11
33,002224,工业大麻;体育产业;农机;回购增持再贷款概念;储能;机器人概念,002224.SZ,6
17,600328,水泥概念;小金属概念;国企改革;锂电池概念;回购增持再贷款概念;西部大开发;央企国企改革;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,600328.SH,13
17,600955,环氧丙烷;消毒剂;锂电池概念;沪股通,600955.SH,4
33,302132,成飞概念;军民融合;大飞机;央企国企改革;军工;国企改革;无人机;商业航天;低空经济;西部大开发;人形机器人;机器人概念;DeepSeek概念;传感器;专精特新;融资融券;股权转让(并购重组);深股通;中字头股票,302132.SZ,19
151,920679,融资融券;人民币贬值受益,920679.BJ,2
33,301100,可降解塑料;POE胶膜;专精特新;光伏概念;一带一路;融资融券,301100.SZ,6
33,301311,智能物流;烟草;成飞概念;西部大开发;机器人概念;军工;人工智能;国企改革;新型工业化;数字孪生;专精特新;央企国企改革;比亚迪概念;华为概念;统一大市场;储能;中船系;深股通;融资融券,301311.SZ,19
17,601336,互联网保险;蚂蚁集团概念;证金持股;沪股通;融资融券,601336.SH,5
33,301161,芯片概念;2025年报预增;机器人概念;农机;海工装备;股权转让(并购重组);融资融券,301161.SZ,7
17,603271,锂电池概念;华为概念;消费电子概念;固态电池;比亚迪概念;宁德时代概念;5G;低空经济;新能源汽车;钠离子电池;家用电器;储能;高铁;数据中心(AIDC);绿色电力;PCB概念;沪股通;融资融券,603271.SH,18
33,000566,猴痘概念;民营医院;肝炎概念;海南自贸区;流感;创新药;仿制药一致性评价;医疗器械概念;参股银行;脑机接口;国企改革;创投;央企国企改革;维生素;深股通;融资融券,000566.SZ,16
33,300334,净水概念;垃圾分类;污水处理;雄安新区;PPP概念;京津冀一体化,300334.SZ,6
33,000985,国企改革;黑龙江自贸区;央企国企改革,000985.SZ,3
33,000788,仿制药一致性评价;创新药;医药电商;流感;民营医院;医疗器械概念;冷链物流;西部大开发;京津冀一体化;股权转让(并购重组),000788.SZ,10
17,688113,小米概念;专精特新;比亚迪概念;新能源汽车;小米汽车;华为汽车;军工;航空发动机;融资融券,688113.SH,9
17,605128,人形机器人;华为汽车;机器人概念;新能源汽车;华为概念;高铁;沪股通,605128.SH,7
17,603137,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;融资融券,603137.SH,5
33,001267,共封装光学(CPO);铜缆高速连接;新型城镇化;污水处理;土壤修复;乡村振兴;深股通;股权转让(并购重组),001267.SZ,8
17,603569,统一大市场;中俄贸易概念;航运概念;智能物流;雄安新区;一带一路;数字经济;数据要素;比亚迪概念;无人驾驶;动力电池回收;储能;沪股通,603569.SH,13
33,000625,证金持股;俄乌冲突概念;网约车;兵装重组概念;国企改革;西部大开发;深股通;融资融券;智能物流;央企国企改革;一带一路;华为汽车;长安汽车概念;DeepSeek概念;车联网(车路协同);飞行汽车(eVTOL);燃料电池;腾讯概念;动力电池回收;无人驾驶;低空经济;机器人概念;人形机器人;换电概念;新能源汽车;华为概念;智能座舱;锂电池概念;固态电池;宁德时代概念;股权转让(并购重组),000625.SZ,31
17,600153,高股息精选;白酒概念;物业管理;新型城镇化;国企改革;沪股通;融资融券;一带一路;福建自贸区;海峡两岸;DeepSeek概念;金属铜;小米汽车;新能源汽车;光伏概念,600153.SH,15
33,000036,盐湖提锂;物业管理;锂电池概念;碳中和;深股通;融资融券,000036.SZ,6
17,603033,可降解塑料;新能源汽车;高铁;沪股通;融资融券,603033.SH,5
17,600812,生物疫苗;仿制药一致性评价;流感;肝炎概念;创新药;维生素;重组蛋白;眼科医疗;合成生物;证金持股;化肥;国企改革;雄安新区;数字经济;DeepSeek概念;沪股通;融资融券,600812.SH,17
33,002145,钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;西部大开发;宁德时代概念;回购增持再贷款概念;深股通;融资融券,002145.SZ,10
33,002903,工业母机;富士康概念;第三代半导体;苹果概念;芯片概念;消费电子概念;军工;同花顺新质50;新型工业化;专精特新;比亚迪概念;减速器;华为概念;新能源汽车;小米概念;机器人概念;融资融券,002903.SZ,17
17,688180,创新药;生物疫苗;猴痘概念;AIGC概念;沪股通;融资融券,688180.SH,6
33,000898,特钢概念;证金持股;煤化工概念;国企改革;央企国企改革;金属回收;回购增持再贷款概念;氢能源;海工装备;数据要素;深股通;融资融券;比亚迪概念;数据中心(AIDC),000898.SZ,14
17,688701,土壤修复;污水处理;固废处理;融资融券,688701.SH,4
33,002363,长安汽车概念;华为汽车;数字经济;新能源汽车;比亚迪概念;特斯拉概念;百度概念;军工;华为概念;商业航天,002363.SZ,10
33,002111,大飞机;成飞概念;高端装备;机器人概念;无人机;军工;低空经济;无人驾驶;医疗器械概念;智慧城市;换电概念;2025年报预增;智能医疗;海工装备;回购增持再贷款概念;深股通,002111.SZ,16
17,600645,细胞免疫治疗;重组蛋白;基因测序;肝炎概念;创新药;辅助生殖;牙科医疗;独角兽概念;融资融券;沪股通,600645.SH,10
33,002882,固态电池;锂电池概念;比亚迪概念;粤港澳大湾区;无人机;核电;深股通,002882.SZ,7
17,601163,人民币贬值受益;新能源汽车;大飞机;军工;沪股通;融资融券,601163.SH,6
33,000620,存储芯片;短剧游戏;AI智能体;数据要素;芯片概念;京津冀一体化;IP经济(谷子经济);体育产业;旅游概念;乡村振兴;参股银行;深股通,000620.SZ,12
33,002659,体育产业;职业教育;足球概念;冰雪产业;在线教育;京津冀一体化;数字经济;人工智能;腾讯概念;百度概念;智谱AI;国企改革;华为概念;股权转让(并购重组),002659.SZ,14
22,603825,免税店;旅游概念;IP经济(谷子经济);文化传媒概念;网红经济;ST板块;在线教育;NFT概念;虚拟数字人;元宇宙;AI视频;AI应用;创投;AIGC概念;区块链;数据要素;Web3.0;数字经济;AI智能体;DeepSeek概念;人工智能;小红书概念;国企改革;腾讯概念;机器人概念;抖音概念(字节概念);百度概念;人形机器人;农村电商;华为概念;数据中心(AIDC),603825.SH,31
33,002370,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;猴痘概念;股权转让(并购重组);2025年报预增;融资融券,002370.SZ,8
17,600876,光热发电;碳中和;光伏概念;国企改革;央企国企改革;沪股通;融资融券,600876.SH,7
33,300582,智慧灯杆;传感器;换电概念;专精特新;新能源汽车;充电桩;人民币贬值受益;储能;回购增持再贷款概念,300582.SZ,9
33,300847,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,300847.SZ,6
33,301167,装配式建筑;房屋检测;建筑节能;新型城镇化;地下管网;智慧城市;乡村振兴;换电概念;光伏建筑一体化;国企改革;储能;充电桩;可控核聚变;虚拟电厂;融资融券,301167.SZ,15
17,600326,雅下水电概念;水利;一带一路;西部大开发;参股银行;国企改革;水泥概念;金属铜;小金属概念;绿色电力;同花顺中特估100;沪股通;融资融券,600326.SH,13
17,601886,高股息精选;眼科医疗;民营医院;医美概念;装配式建筑;建筑节能;光伏建筑一体化;一带一路;绿色电力;融资融券;光伏概念;数字经济;沪股通,601886.SH,13
17,688176,创新药;沪股通;融资融券,688176.SH,3
33,000790,流感;医药电商;装配式建筑;合成生物;创新药;医美概念;医疗器械概念;眼科医疗;西部大开发;锂电池概念;氟化工概念;融资融券,000790.SZ,12
33,001218,消毒剂,001218.SZ,1
33,001238,宠物经济;露营经济;跨境电商;共同富裕示范区;人民币贬值受益;长三角一体化;碳中和;深股通,001238.SZ,8
33,002628,小金属概念;新疆振兴;无人驾驶;西部大开发;机器人概念;氟化工概念;装配式建筑;PPP概念;融资融券,002628.SZ,9
33,000735,海南自贸区;生态农业;猪肉;养鸡;乡村振兴;动物疫苗;宠物经济;冷链物流;统一大市场;自由贸易港;职业教育;深股通;融资融券,000735.SZ,13
33,300540,天然气;氢能源;智慧灯杆;燃料电池;西部大开发;专精特新;一带一路;国企改革;商业航天;储能;充电桩;车联网(车路协同),300540.SZ,12
33,300020,家庭医生;ST板块;共同富裕示范区;智慧城市;创投;数字乡村;数字经济;智能医疗;数字孪生;车联网(车路协同);机器人概念;人工智能;数据要素;区块链;ETC;无人驾驶;智慧政务;元宇宙;百度概念;阿里巴巴概念;华为鲲鹏;华为概念;东数西算(算力);数据中心(AIDC),300020.SZ,24
33,300933,智能电网;特高压;充电桩;东数西算(算力);高压快充;算力租赁;光伏概念;专精特新;机器人概念;融资融券,300933.SZ,10
33,002912,财税数字化;信创;网络安全;ChatGPT概念;华为鲲鹏;数据安全;国产操作系统;智慧政务;多模态AI;云计算;AI智能体;数据要素;AI应用;车联网(车路协同);数字孪生;数字经济;人工智能;DeepSeek概念;东数西算(算力);华为概念;智能医疗;工业互联网;低空经济;职业教育;数据中心(AIDC);无人机;专精特新;粤港澳大湾区;深圳国企改革;国企改革;融资融券,002912.SZ,31
17,600720,同花顺中特估100;乡村振兴;国企改革;PPP概念;地下管网;新疆振兴;西部大开发;央企国企改革;新型城镇化;污水处理;一带一路;水利;数字经济;碳中和;DeepSeek概念;智慧城市;数据要素;人工智能;智慧政务;车联网(车路协同);低空经济;沪股通;融资融券;机器人概念;储能;3D打印;数据中心(AIDC);股权转让(并购重组);中字头股票,600720.SH,29
33,300255,减肥药;创新药;医美概念;雄安新区;深股通;融资融券,300255.SZ,6
17,688307,光刻机;智能穿戴;专精特新;机器视觉;海峡两岸;智能座舱;虚拟现实;无人驾驶;无人机;华为概念;机器人概念;安防;人工智能;融资融券,688307.SH,14
33,300992,空气能热泵;水利;中俄贸易概念;人民币贬值受益;液冷服务器;融资融券,300992.SZ,6
17,688065,合成生物;可降解塑料;专精特新;同花顺新质50;沪股通;融资融券,688065.SH,6
33,002762,毛发医疗;三胎概念;消毒剂;ST板块;家用电器;网红经济;医美概念;托育服务;IP经济(谷子经济);股权转让(并购重组),002762.SZ,10
33,300578,Web3.0;云办公;AI视频;多模态AI;信创;虚拟数字人;鸿蒙概念;空间计算;AI应用;在线教育;元宇宙;国产操作系统;东数西算(算力);人工智能;DeepSeek概念;虚拟现实;数字经济;华为概念;数据中心(AIDC);智能医疗;5G,300578.SZ,21
33,301566,5G;专精特新;军工;医疗器械概念;深股通;融资融券,301566.SZ,6
33,002810,锂电池概念;2026一季报预增;人民币贬值受益;专精特新;融资融券;深股通,002810.SZ,6
17,688178,盐湖提锂;动力电池回收;固废处理;污水处理;融资融券,688178.SH,5
17,688278,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券,688278.SH,6
33,301330,电子身份证;无人零售;空间计算;数据安全;信创;人脸识别;AI智能体;鸿蒙概念;多模态AI;AIGC概念;脑机接口;车联网(车路协同);DeepSeek概念;人工智能;智能医疗;数字经济;物联网;安防;华为概念;养老概念;机器视觉;跨境电商;粤港澳大湾区;机器人概念;人民币贬值受益;辅助生殖;充电桩;芯片概念;深股通;融资融券,301330.SZ,30
33,300482,芬太尼;猴痘概念;肝炎概念;流感;基因测序;幽门螺杆菌概念;辅助生殖;医药电商;宠物经济;三胎概念;智能医疗;医疗器械概念;工业大麻;食品安全;AI应用;DeepSeek概念;人工智能;腾讯概念;粤港澳大湾区;深股通;芯片概念;融资融券,300482.SZ,22
17,688567,钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;人形机器人;飞行汽车(eVTOL);机器人概念;储能;低空经济;新能源汽车;高压快充;人民币贬值受益;数据中心(AIDC);无人机;国企改革;沪股通;融资融券,688567.SH,18
33,301152,钠离子电池;动力电池回收;固态电池;锂电池概念;比亚迪概念;储能;专精特新;新能源汽车;芯片概念;融资融券,301152.SZ,10
17,603216,工业互联网;智能家居;参股银行;芯片概念,603216.SH,4
33,002805,磷化工;钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;专精特新;融资融券,002805.SZ,9
33,301592,西部大开发;军工信息化;军工;无人机;芯片概念;存储芯片;深股通;融资融券,301592.SZ,8
33,301360,富士康概念;华为手机;芯片概念;消费电子概念;苹果概念;专精特新;AI眼镜;智能穿戴;华为概念;机器视觉;东数西算(算力);宁德时代概念;锂电池概念;无线充电;固态电池;MR(混合现实);腾讯概念;钙钛矿电池;人工智能;融资融券,301360.SZ,20
17,603208,养老概念;新型城镇化;共同富裕示范区;安防,603208.SH,4
151,920527,体育产业;融资融券;专精特新,920527.BJ,3
33,002571,C2M概念;创投;一带一路;新能源汽车;光伏概念;拼多多概念;参股银行;网络游戏;股权转让(并购重组),002571.SZ,9
33,001208,特高压;商业航天;卫星导航;军工;核电;高铁;海工装备;可控核聚变;水利;高端装备;工业互联网;充电桩;风电;机器人概念;专精特新;人形机器人;比亚迪概念;新能源汽车;光伏概念;国企改革;新疆振兴;深股通,001208.SZ,22
17,603638,减速器;人形机器人;工业母机;新型工业化;机器人概念;高端装备;储能;雅下水电概念;智能电网;融资融券;沪股通,603638.SH,11
17,603002,PCB概念;先进封装;5G;芯片概念;英伟达概念;3D打印;海峡两岸;比亚迪概念;沪股通,603002.SH,9
33,301078,毛发医疗;养老概念;IP经济(谷子经济);跨境电商;三胎概念;文化传媒概念;AI应用;在线教育;AI智能体;AIGC概念;DeepSeek概念;ChatGPT概念;人工智能;百度概念;抖音概念(字节概念);2025年报预增;智能穿戴;融资融券;深股通,301078.SZ,19
33,000099,旅游概念;数字经济;飞行汽车(eVTOL);低空经济;国企改革;同花顺新质50;军工;无人机;卫星导航;华为概念;粤港澳大湾区;风电;融资融券;深股通;中字头股票,000099.SZ,15
33,003027,钠离子电池;2025年报预增;碳中和;储能,003027.SZ,4
33,002209,新型工业化;工业互联网;机器人概念;粤港澳大湾区;污水处理;2025年报预增;消毒剂,002209.SZ,7
33,002244,租售同权;特色小镇;物业管理;证金持股;养老概念;海峡两岸;共同富裕示范区;乡村振兴;固态电池;深股通;融资融券,002244.SZ,11
17,600990,军工信息化;国产航母;军民融合;大飞机;军工;卫星导航;商业航天;低空经济;可控核聚变;核电;量子科技;水利;安防;央企国企改革;DeepSeek概念;毫米波雷达;新能源汽车;国企改革;比亚迪概念;PCB概念;沪股通;融资融券,600990.SH,22
17,688591,汽车芯片;国家大基金持股;MCU芯片;星闪概念;芯片概念;无线耳机;小米概念;智能穿戴;鸿蒙概念;消费电子概念;WiFi 6;物联网;专精特新;上海自贸区;5G;英伟达概念;苹果概念;智能家居;沪股通;融资融券,688591.SH,20
17,688687,重组蛋白;肝炎概念;创新药;仿制药一致性评价;沪股通;融资融券,688687.SH,6
33,002825,燃料电池;创投;专精特新;氢能源;人民币贬值受益;固态电池;消费电子概念,002825.SZ,7
17,600793,食品安全;西部大开发;国企改革,600793.SH,3
17,603518,三胎概念;网红经济;露营经济;IP经济(谷子经济),603518.SH,4
33,000785,免税店;预制菜;跨境电商;乡村振兴;京津冀一体化;智能物流;AI应用;DeepSeek概念;鸿蒙概念;数据要素;人工智能;空间计算;AI智能体;AI语料;回购增持再贷款概念;AIGC概念;智能家居;AI视频;阿里巴巴概念;抖音概念(字节概念);华为概念;苹果概念;融资融券;深股通,000785.SZ,24
17,600805,统一大市场;乡村振兴;垃圾分类;碳交易;国企改革;碳中和;绿色电力;光伏建筑一体化;氢能源;超超临界发电;农机;钠离子电池;锂电池概念;时空大数据;储能;风电;机器人概念;新能源汽车;虚拟电厂;无人驾驶;光伏概念;高端装备;工业母机;融资融券,600805.SH,24
33,002305,租售同权;ST板块;物业管理;特色小镇;PPP概念;雄安新区;国企改革;央企国企改革,002305.SZ,8
17,600339,天然气;煤化工概念;新疆振兴;同花顺中特估100;地下管网;碳中和;氢能源;西部大开发;国企改革;海工装备;一带一路;中俄贸易概念;期货概念;可控核聚变;储能;沪股通;中字头股票;融资融券,600339.SH,18
33,000968,俄乌冲突概念;天然气;煤炭概念;新疆振兴;深股通;国企改革;融资融券,000968.SZ,7
33,301355,食品安全;海峡两岸;一带一路;融资融券,301355.SZ,4
17,688008,存储芯片;中芯国际概念;芯片概念;消费电子概念;数据中心(AIDC);数据安全;2025年报预增;人民币贬值受益;人工智能;沪股通;融资融券,688008.SH,11
151,920768,小米概念;融资融券;家用电器;华为概念;粤港澳大湾区,920768.BJ,5
17,600679,网红经济;三胎概念;体育产业;共享单车;跨境电商;物业管理;两轮车;国企改革;医疗器械概念;创投;互联网金融,600679.SH,11
17,603202,参股银行;两轮车;人民币贬值受益;新型工业化;比亚迪概念;智能座舱;汽车电子;沪股通;融资融券,603202.SH,9
33,300471,天然气;页岩气;中俄贸易概念;氢能源;一带一路;燃料电池;专精特新;西部大开发;创投;物联网;军工;成飞概念;融资融券,300471.SZ,13
33,300011,高铁;语音技术;人工智能;高端装备;低空经济;空气能热泵;机器人概念;一带一路;汽车热管理;国企改革;储能;高压快充;动力电池回收,300011.SZ,13
33,000739,减肥药;创新药;CRO概念;流感;仿制药一致性评价;合成生物;医美概念;宠物经济;养老概念;共同富裕示范区;深股通;融资融券;AI智能体;AIGC概念;工业互联网,000739.SZ,15
22,600423,煤化工概念;消毒剂;国企改革;西部大开发;ST板块;芯片概念,600423.SH,6
17,600503,石墨烯;参股银行;机器人概念;创新药;融资融券,600503.SH,5
17,600802,水泥概念;国企改革;福建自贸区;参股银行;参股券商;海峡两岸;核电;融资融券,600802.SH,8
17,601077,高股息精选;西部大开发;小米概念;融资融券;沪股通,601077.SH,5
17,600439,网红经济;跨境电商;参股银行;一带一路;人民币贬值受益,600439.SH,5
17,600152,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);无人机;华为汽车;换电概念;机器人概念;储能;数据中心(AIDC);华为概念;共同富裕示范区;两轮车,600152.SH,14
17,688356,创新药;医美概念;医疗器械概念;2025年报预增;3D打印;人民币贬值受益;沪股通;融资融券,688356.SH,8
33,300601,生物疫苗;肝炎概念;流感;创新药;合成生物;深股通;融资融券,300601.SZ,7
33,000159,新疆振兴;西部大开发;金属铜;乡村振兴;一带一路;光伏概念;特高压;融资融券,000159.SZ,8
17,603817,绿色电力;PPP概念;垃圾分类;福建自贸区;固废处理;污水处理;国企改革;海峡两岸,603817.SH,8
17,603585,,603585.SH,0
33,000661,生物疫苗;阿尔茨海默概念;创新药;流感;医美概念;辅助生殖;证金持股;智能医疗;国企改革;回购增持再贷款概念;AI智能体;深股通;融资融券,000661.SZ,13
33,000523,广东自贸区;代糖概念;物业管理;国企改革;啤酒概念;创投;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,000523.SZ,10
17,600778,跨境电商;一带一路;西部大开发;免税店;新疆振兴;2025年报预增,600778.SH,6
33,300875,军民融合;核污染防治;核电;军工;高端装备;京津冀一体化;无人机;食品安全;低空经济;专精特新;锂电池概念;机器人概念;融资融券,300875.SZ,13
17,688067,三胎概念;医疗器械概念;辅助生殖;智能医疗;幽门螺杆菌概念;专精特新;人工智能;机器视觉;医药电商;融资融券,688067.SH,10
33,002414,军民融合;毫米波雷达;商业航天;无人机;机器视觉;传感器;军工;低空经济;高端装备;汽车电子;无人驾驶;先进封装;芯片概念;机器人概念;华为概念;车联网(车路协同);鸿蒙概念;智能家居;安防;华为昇腾;智能电网;深股通;融资融券,002414.SZ,23
17,601360,智谱AI;数据安全;多模态AI;ChatGPT概念;AI视频;信创;云计算;网络安全;AI语料;云办公;AIGC概念;虚拟数字人;国产操作系统;AI应用;AI智能体;鸿蒙概念;区块链;车联网(车路协同);DeepSeek概念;数字经济;智慧城市;人工智能;文化传媒概念;物联网;安防;EDR概念;网络游戏;机器人概念;智能穿戴;跨境电商;比亚迪概念;新能源汽车;消费电子概念;参股银行;同花顺漂亮100;沪股通;融资融券,601360.SH,37
17,603607,烟草;小米概念;消费电子概念;专精特新;知识产权保护;IP经济(谷子经济),603607.SH,6
33,300562,无人零售;三胎概念;体育产业;养老概念;医疗器械概念;智能医疗;血氧仪;AI应用;人工智能;区块链;人民币贬值受益;华为概念;传感器;智能穿戴;无线耳机;芯片概念,300562.SZ,16
17,688505,创新药;沪股通;融资融券,688505.SH,3
17,603178,减速器;汽车热管理;飞行汽车(eVTOL);机器人概念;无人驾驶;低空经济;长安汽车概念;新能源汽车;比亚迪概念;华为汽车;数字经济;共同富裕示范区;融资融券;沪股通,603178.SH,14
151,920870,第三代半导体;风电;新型工业化;融资融券;高端装备;专精特新;工业母机,920870.BJ,7
33,300451,DRG/DIP;家庭医生;养老概念;AI应用;区块链;智能医疗;AIGC概念;数据要素;鸿蒙概念;AI智能体;DeepSeek概念;蚂蚁集团概念;华为鲲鹏;人工智能;信创;阿里巴巴概念;云计算;医疗器械概念;物联网;华为昇腾;医药电商;华为概念;深股通;股权转让(并购重组);融资融券,300451.SZ,25
17,600764,国产航母;中船系;央企国企改革;军工信息化;国企改革;军工;海工装备;核电;商业航天;智慧城市;卫星导航;车联网(车路协同);风电;无人驾驶;新能源汽车;量子科技;毫米波雷达;比亚迪概念;天然气;芯片概念;汽车芯片;中字头股票;沪股通;融资融券,600764.SH,24
17,603909,房屋检测;新型城镇化;水利;海峡两岸;福建自贸区;智慧城市;新疆振兴;国企改革;人工智能,603909.SH,9
17,600108,玉米;粮食概念;土地流转;农业种植;代糖概念;乡村振兴;西部大开发;啤酒概念;国企改革;水利;参股券商;回购增持再贷款概念;跨境电商;融资融券;生态农业;沪股通,600108.SH,16
