股票代码,所属概念数量,code,所属概念,market_code
688113.SH,9,688113,专精特新;比亚迪概念;小米概念;新能源汽车;华为汽车;小米汽车;军工;航空发动机;融资融券,17
002652.SZ,2,002652,雄安新区;中芯国际概念,33
603169.SH,27,603169,一体化压铸;中俄贸易概念;数字经济;光热发电;一带一路;核污染防治;核电;工业互联网;高端装备;西部大开发;军工;机器人概念;碳中和;可控核聚变;新疆振兴;国企改革;储能;航空发动机;氢能源;商业航天;光伏概念;锂电池概念;天然气;煤化工概念;超超临界发电;沪股通;融资融券,17
002837.SZ,20,002837,液冷服务器;中国AI 50;数据中心(AIDC);英伟达概念;东数西算(算力);华为概念;比亚迪概念;军工;充电桩;新能源汽车;储能;抖音概念(字节概念);腾讯概念;阿里巴巴概念;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,33
601608.SH,24,601608,大飞机;国产航母;高端装备;新型工业化;商业航天;军工;工业互联网;机器人概念;一体化压铸;人工智能;减速器;核电;海工装备;人形机器人;一带一路;华为概念;风电;国企改革;光伏概念;F5G概念;同花顺中特估100;融资融券;沪股通;中字头股票,17
000796.SZ,13,000796,旅游概念;免税店;冰雪产业;体育产业;养老概念;露营经济;海南自贸区;跨境支付(CIPS);互联网金融;乡村振兴;国企改革;海峡两岸;深股通,33
002641.SZ,13,002641,地下管网;新型城镇化;京津冀一体化;水利;共同富裕示范区;天然气;光伏建筑一体化;机器人概念;储能;光伏概念;工业互联网;融资融券;深股通,33
002942.SZ,2,002942,磷化工;乡村振兴,33
002539.SZ,12,002539,磷化工;化肥;生态农业;玉米;锂电池概念;农业种植;硅能源;西部大开发;乡村振兴;电子竞技;融资融券;深股通,33
300030.SZ,12,300030,家庭医生;智能医疗;医疗器械概念;细胞免疫治疗;数据要素;人工智能;DeepSeek概念;横琴新区;云计算;PPP概念;粤港澳大湾区;国企改革,33
605008.SH,2,605008,可降解塑料;沪股通,17
300410.SZ,21,300410,PCB概念;苹果概念;先进封装;消费电子概念;OLED;5G;芯片概念;宁德时代概念;BC电池;比亚迪概念;光伏概念;锂电池概念;华为概念;新能源汽车;专精特新;储能;粤港澳大湾区;高端装备;机器人概念;食品安全;国企改革,33
002322.SZ,17,002322,电力物联网;数据要素;智能电网;AI应用;信创;东数西算(算力);人工智能;土壤修复;数字孪生;储能;核电;PM2.5;特高压;虚拟现实;无人机;高股息精选;深股通,33
688629.SH,23,688629,共封装光学(CPO);铜缆高速连接;5G;卫星导航;数据中心(AIDC);商业航天;高压快充;华为概念;比亚迪概念;无人机;军工;低空经济;新能源汽车;核电;腾讯概念;阿里巴巴概念;机器人概念;高铁;西部大开发;国企改革;液冷服务器;沪股通;融资融券,17
002997.SZ,11,002997,一体化压铸;小米汽车;华为汽车;机器人概念;人工智能;新能源汽车;新型工业化;专精特新;比亚迪概念;深股通;融资融券,33
301001.SZ,13,301001,小红书概念;虚拟数字人;拼多多概念;网红经济;AI应用;跨境电商;AI智能体;抖音概念(字节概念);阿里巴巴概念;数字经济;人工智能;DeepSeek概念;融资融券,33
002125.SZ,11,002125,小金属概念;固态电池;金属镍;钠离子电池;锂电池概念;宁德时代概念;比亚迪概念;污水处理;国企改革;深股通;融资融券,33
301618.SZ,6,301618,粤港澳大湾区;专精特新;创投;PCB概念;深股通;融资融券,33
002035.SZ,12,002035,高股息精选;净水概念;创投;数字经济;空气能热泵;鸿蒙概念;家用电器;智能家居;粤港澳大湾区;无人机;深股通;融资融券,33
688380.SH,16,688380,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;2026中报预增;沪股通;融资融券,17
601919.SH,12,601919,高股息精选;航运概念;同花顺中特估100;俄乌冲突概念;中字头股票;同花顺漂亮100;国企改革;一带一路;央企国企改革;人民币贬值受益;沪股通;融资融券,17
002166.SZ,16,002166,禽流感;合成生物;啤酒概念;宠物经济;工业大麻;农业种植;参股银行;乡村振兴;西部大开发;代糖概念;人民币贬值受益;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,33
603281.SH,6,603281,硅能源;有机硅概念;光伏概念;人民币贬值受益;高股息精选;沪股通,17
301136.SZ,30,301136,水利;房屋检测;新型城镇化;土壤修复;海工装备;地下管网;污水处理;乡村振兴;福建自贸区;数字经济;数字乡村;数据要素;智慧城市;人工智能;时空大数据;AI应用;海峡两岸;碳中和;智慧政务;数字孪生;国企改革;低空经济;车联网(车路协同);无人机;物联网;卫星导航;商业航天;虚拟现实;数据中心(AIDC);融资融券,33
603890.SH,20,603890,AI PC;F5G概念;富士康概念;数据中心(AIDC);小米汽车;华为概念;5G;特斯拉概念;AI眼镜;机器人概念;华为汽车;消费电子概念;汽车电子;新能源汽车;人民币贬值受益;人形机器人;比亚迪概念;液冷服务器;沪股通;融资融券,17
600731.SH,8,600731,农业种植;合成生物;乡村振兴;国企改革;人民币贬值受益;锂电池概念;储能;商业航天,17
600423.SH,7,600423,煤化工概念;消毒剂;国企改革;西部大开发;ST板块;芯片概念;2026中报预增,22
003037.SZ,12,003037,地下管网;装配式建筑;新型城镇化;智能物流;新疆振兴;水泥概念;水利;一带一路;风电;海工装备;粤港澳大湾区;光伏概念,33
600452.SH,6,600452,央企国企改革;国企改革;水泥概念;西部大开发;沪股通;融资融券,17
600096.SH,13,600096,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;高股息精选;锂电池概念;乡村振兴;西部大开发;国企改革;碳中和;融资融券;沪股通,17
603277.SH,4,603277,机器人概念;人民币贬值受益;高股息精选;沪股通,17
002049.SZ,25,002049,汽车芯片;MCU芯片;存储芯片;第三代半导体;芯片概念;5G;消费电子概念;智能穿戴;汽车电子;共封装光学(CPO);卫星导航;商业航天;物联网;军工;ETC;车联网(车路协同);大飞机;数字货币;移动支付;人工智能;区块链;京津冀一体化;深股通;融资融券;同花顺漂亮100,33
002368.SZ,47,002368,国资云;财税数字化;云计算;数据安全;数字乡村;智慧政务;国产操作系统;华为鲲鹏;网络安全;DRG/DIP;信创;AI智能体;数据要素;东数西算(算力);AIGC概念;阿里巴巴概念;智慧城市;电力物联网;AI应用;鸿蒙概念;数字货币;时空大数据;DeepSeek概念;数字经济;安防;跨境支付(CIPS);数字孪生;军工信息化;人工智能;互联网金融;华为概念;物联网;数据中心(AIDC);智能医疗;工业互联网;水利;雄安新区;国企改革;无人驾驶;雅下水电概念;央企国企改革;体育产业;新型工业化;汽车电子;芯片概念;深股通;融资融券,33
600509.SH,14,600509,超超临界发电;绿色电力;抽水蓄能;第三代半导体;智能电网;AI眼镜;新疆振兴;芯片概念;一带一路;国企改革;西部大开发;天然气;融资融券;沪股通,17
002780.SZ,6,002780,冰雪产业;体育产业;露营经济;三胎概念;旅游概念;2026中报预增,33
603383.SH,14,603383,AI应用;互联网金融;AI智能体;华为鲲鹏;区块链;鸿蒙概念;腾讯概念;信创;DeepSeek概念;福建自贸区;华为概念;海峡两岸;融资融券;沪股通,17
603075.SH,10,603075,医疗器械概念;家用电器;人民币贬值受益;智能家居;汽车热管理;机器人概念;新能源汽车;芯片概念;沪股通;融资融券,17
688232.SH,21,688232,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;数字经济;DeepSeek概念;云计算;阿里巴巴概念;腾讯概念;人工智能;智慧城市;MLOps概念;房屋检测;华为概念;沪股通;融资融券,17
000753.SZ,24,000753,装配式建筑;地下管网;乡村振兴;水利;新型城镇化;PPP概念;海工装备;污水处理;国企改革;垃圾分类;跨境电商;数字经济;创投;海峡两岸;智慧城市;DeepSeek概念;智慧政务;低空经济;风电;绿色电力;充电桩;新能源汽车;光伏概念;深股通,33
688662.SH,7,688662,共封装光学(CPO);芯片概念;5G;储能;消费电子概念;沪股通;融资融券,17
920985.BJ,8,920985,石墨电极;氢能源;融资融券;光伏概念;TOPCON电池;HJT电池;换电概念;储能,151
002123.SZ,34,002123,云办公;ChatGPT概念;智慧政务;云计算;鸿蒙概念;AIGC概念;AI应用;数字货币;数据要素;信创;区块链;百度概念;阿里巴巴概念;腾讯概念;元宇宙;DeepSeek概念;语音技术;人工智能;算力租赁;智能医疗;物联网;养老概念;东数西算(算力);跨境电商;华为概念;数据中心(AIDC);机器人概念;一带一路;三胎概念;无人机;比亚迪概念;5G;深股通;融资融券,33
002159.SZ,9,002159,冰雪产业;旅游概念;露营经济;IP经济(谷子经济);体育产业;文化传媒概念;参股券商;特色小镇;国企改革,33
002111.SZ,15,002111,大飞机;低空经济;军工;成飞概念;高端装备;无人机;智慧城市;机器人概念;医疗器械概念;智能医疗;海工装备;换电概念;无人驾驶;2026中报预增;深股通,33
688722.SH,11,688722,人形机器人;专精特新;机器人概念;大飞机;商业航天;军工;海工装备;医疗器械概念;国企改革;央企国企改革;融资融券,17
603709.SH,4,603709,养老概念;跨境电商;人民币贬值受益;工业互联网,17
300873.SZ,20,300873,新型工业化;工业互联网;数字孪生;机器人概念;人工智能;AI智能体;人形机器人;新能源汽车;粤港澳大湾区;DeepSeek概念;智能物流;数字经济;芯片概念;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,33
301208.SZ,22,301208,数字货币;蚂蚁集团概念;信创;云计算;鸿蒙概念;网络安全;数据要素;阿里巴巴概念;腾讯概念;AI智能体;互联网金融;东数西算(算力);数字经济;AI应用;人工智能;跨境支付(CIPS);DeepSeek概念;华为概念;数据中心(AIDC);商业航天;深股通;融资融券,33
002984.SZ,11,002984,一带一路;飞行汽车(eVTOL);人民币贬值受益;工业互联网;低空经济;机器人概念;大飞机;无人机;新能源汽车;融资融券;深股通,33
603690.SH,13,603690,中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;光纤概念;传感器;专精特新;华为概念;磷化工;合成生物;融资融券;沪股通,17
601669.SH,42,601669,抽水蓄能;中字头股票;绿色电力;雅下水电概念;碳交易;风电;光热发电;土壤修复;新型城镇化;水利;同花顺中特估100;PPP概念;央企国企改革;污水处理;雄安新区;碳中和;虚拟电厂;乡村振兴;国企改革;一带一路;海工装备;京津冀一体化;核电;证金持股;储能;特高压;DeepSeek概念;AI智能体;燃料电池;智慧城市;同花顺漂亮100;人工智能;高端装备;低空经济;光伏概念;东数西算(算力);数据中心(AIDC);金属钴;商业航天;小金属概念;沪股通;融资融券,17
601188.SH,14,601188,冰雪产业;参股银行;旅游概念;乡村振兴;国企改革;黑龙江自贸区;污水处理;水利;石墨电极;绿色电力;DeepSeek概念;风电;石墨烯;宁德时代概念,17
601778.SH,16,601778,算力租赁;东数西算(算力);数据中心(AIDC);虚拟电厂;绿色电力;光伏建筑一体化;储能;风电;光伏概念;阿里巴巴概念;碳交易;腾讯概念;碳中和;氢能源;沪股通;融资融券,17
002225.SZ,8,002225,中俄贸易概念;燃料电池;氢能源;碳中和;小金属概念;俄乌冲突概念;证金持股;深股通,33
601566.SH,7,601566,网红经济;高股息精选;IP经济(谷子经济);福建自贸区;海峡两岸;融资融券;沪股通,17
601117.SH,17,601117,中字头股票;煤化工概念;环氧丙烷;磷化工;同花顺中特估100;新疆振兴;国企改革;氟化工概念;央企国企改革;氢能源;污水处理;一带一路;储能;沪股通;融资融券;可控核聚变;芯片概念,17
300334.SZ,7,300334,净水概念;垃圾分类;污水处理;雄安新区;PPP概念;京津冀一体化;芯片概念,33
603693.SH,10,603693,生物质能发电;绿色电力;风电;充电桩;储能;国企改革;海工装备;钠离子电池;沪股通;融资融券,17
603936.SH,28,603936,先进封装;存储芯片;PCB概念;共封装光学(CPO);第三代半导体;MiniLED;苹果概念;6G概念;消费电子概念;汽车电子;5G;AI PC;液冷服务器;EDR概念;智能穿戴;商业航天;卫星导航;数据中心(AIDC);比亚迪概念;无人驾驶;新能源汽车;华为概念;军工;充电桩;机器人概念;物联网;沪股通;融资融券,17
920007.BJ,4,920007,融资融券;一带一路;光伏概念;人民币贬值受益,151
600055.SH,14,600055,智能医疗;京津冀一体化;医疗器械概念;一带一路;DeepSeek概念;AI智能体;阿里巴巴概念;云计算;绿色电力;机器人概念;数据中心(AIDC);超导概念;沪股通;融资融券,17
300257.SZ,7,300257,碳中和;一带一路;绿色电力;氢能源;冷链物流;深股通;融资融券,33
002884.SZ,5,002884,高股息精选;水利;空气能热泵;人民币贬值受益;深股通,33
301381.SZ,9,301381,ERP概念;跨境电商;AI应用;人工智能;DeepSeek概念;人民币贬值受益;智能物流;深股通;融资融券,33
002277.SZ,14,002277,第三代半导体;NMN概念;芯片概念;机器人概念;农村电商;免税店;跨境电商;参股银行;乡村振兴;互联网金融;深股通;融资融券;证金持股;股权转让(并购重组),33
002312.SZ,11,002312,化肥;磷化工;农村电商;小金属概念;西部大开发;乡村振兴;国企改革;锂电池概念;数字乡村;融资融券;深股通,33
600688.SH,9,600688,航运概念;国企改革;氢能源;央企国企改革;碳交易;燃料电池;碳纤维;沪股通;融资融券,17
600868.SH,14,600868,绿色电力;储能;水利;氢能源;新型城镇化;水泥概念;时空大数据;数据要素;粤港澳大湾区;智慧城市;职业教育;小金属概念;融资融券;沪股通,17
002957.SZ,28,002957,共封装光学(CPO);光纤概念;苹果概念;无线耳机;AI眼镜;消费电子概念;新型烟草(电子烟);液冷服务器;芯片概念;智能穿戴;宁德时代概念;比亚迪概念;虚拟现实;华为概念;固态电池;锂电池概念;物联网;机器视觉;无人机;粤港澳大湾区;新型工业化;人形机器人;机器人概念;低空经济;工业互联网;智能物流;融资融券;深股通,33
600064.SH,9,600064,证金持股;参股券商;高股息精选;参股银行;国企改革;污水处理;创投;融资融券;沪股通,17
300977.SZ,17,300977,房屋检测;装配式建筑;新型城镇化;水利;智慧政务;AI语料;AI应用;数据要素;雄安新区;数字经济;人工智能;智慧城市;碳中和;PM2.5;数据中心(AIDC);芯片概念;融资融券,33
920267.BJ,9,920267,粤港澳大湾区;海峡两岸;跨境电商;专精特新;MCU芯片;融资融券;智能家居;家用电器;芯片概念,151
600714.SH,6,600714,小金属概念;西部大开发;国企改革;央企国企改革;玻璃基板;沪股通,17
688575.SH,10,688575,肝炎概念;猴痘概念;辅助生殖;基因测序;智能医疗;医疗器械概念;DeepSeek概念;脑机接口;沪股通;融资融券,17
603598.SH,23,603598,快手概念;小红书概念;短剧游戏;拼多多概念;虚拟数字人;文化传媒概念;AIGC概念;多模态AI;AI应用;抖音概念(字节概念);网红经济;元宇宙;百度概念;数据要素;腾讯概念;AI智能体;鸿蒙概念;阿里巴巴概念;京津冀一体化;DeepSeek概念;人工智能;华为概念;沪股通,17
688118.SH,22,688118,华为欧拉;华为鲲鹏;数据安全;智慧政务;云计算;信创;AIGC概念;数据要素;AI智能体;AI应用;智慧城市;数字孪生;互联网金融;数字经济;DeepSeek概念;人工智能;工业互联网;华为概念;数据中心(AIDC);军工;专精特新;融资融券,17
300341.SZ,17,300341,人工智能;AI应用;数据要素;电力物联网;机器人概念;智能医疗;AI语料;机器视觉;福建自贸区;医疗器械概念;智能电网;3D打印;海峡两岸;国企改革;特高压;芯片概念;深股通,33
301559.SZ,10,301559,一带一路;医疗器械概念;智能物流;人民币贬值受益;物联网;核电;天然气;可控核聚变;深股通;融资融券,33
301327.SZ,16,301327,钠离子电池;BC电池;固态电池;光伏建筑一体化;锂电池概念;储能;光伏概念;智能电网;露营经济;网红经济;人民币贬值受益;特斯拉概念;新能源汽车;机器人概念;深股通;融资融券,33
300324.SZ,37,300324,网络安全;信创;智慧政务;时空大数据;腾讯概念;华为鲲鹏;数据要素;物联网;智慧城市;财税数字化;AI应用;军工信息化;数字孪生;独角兽概念;人工智能;区块链;车联网(车路协同);东数西算(算力);DeepSeek概念;数字经济;算力租赁;数据中心(AIDC);华为概念;云游戏;军工;卫星导航;无人机;京津冀一体化;军民融合;大飞机;商业航天;智能医疗;光伏建筑一体化;光伏概念;芯片概念;深股通;融资融券,33
003012.SZ,7,003012,高股息精选;虚拟数字人;智能家居;粤港澳大湾区;石墨烯;装配式建筑;深股通,33
605376.SH,11,605376,3D打印;专精特新;光伏概念;锂电池概念;硅能源;金属镍;人民币贬值受益;小金属概念;MLCC概念;融资融券;沪股通,17
600184.SH,15,600184,光纤概念;共封装光学(CPO);AI眼镜;国产航母;专精特新;军工;无人机;机器视觉;军民融合;机器人概念;人形机器人;央企国企改革;国企改革;沪股通;融资融券,17
000778.SZ,14,000778,地下管网;特钢概念;央企国企改革;PPP概念;国企改革;参股银行;水利;京津冀一体化;钒电池;核电;小金属概念;储能;深股通;融资融券,33
002627.SZ,7,002627,旅游概念;统一大市场;养老概念;NFT概念;特色小镇;国企改革;深股通,33
301002.SZ,11,301002,智慧灯杆;数据中心(AIDC);人形机器人;机器人概念;光伏概念;商业航天;智慧城市;储能;体育产业;深股通;融资融券,33
300855.SZ,9,300855,航空发动机;大飞机;军民融合;军工;核电;专精特新;特钢概念;融资融券;深股通,33
002392.SZ,12,002392,中俄贸易概念;小金属概念;人工智能;AI智能体;特钢概念;碳中和;锂电池概念;固态电池;芯片概念;参股券商;2026中报预增;深股通,33
002792.SZ,26,002792,6G概念;卫星导航;F5G概念;WiFi 6;商业航天;铜缆高速连接;共封装光学(CPO);毫米波雷达;5G;汽车电子;消费电子概念;无人驾驶;低空经济;华为概念;华为汽车;换电概念;数字乡村;粤港澳大湾区;人工智能;储能;一带一路;中俄贸易概念;虚拟电厂;乡村振兴;深股通;融资融券,33
920469.BJ,9,920469,比亚迪概念;粤港澳大湾区;融资融券;碳纤维;机器人概念;消费电子概念;PEEK材料;专精特新;新能源汽车,151
301067.SZ,10,301067,铜缆高速连接;无线充电;卫星导航;无人机;消费电子概念;AI眼镜;低空经济;粤港澳大湾区;机器人概念;融资融券,33
300033.SZ,15,300033,互联网金融;AI语料;ChatGPT概念;AI应用;AIGC概念;多模态AI;鸿蒙概念;数据要素;AI智能体;人工智能;智能医疗;融资融券;深股通;证金持股;2026中报预增,33
688552.SH,9,688552,军工信息化;军民融合;军工;低空经济;专精特新;央企国企改革;国企改革;沪股通;融资融券,17
600282.SH,20,600282,特钢概念;高股息精选;煤化工概念;国企改革;C2M概念;污水处理;一带一路;可燃冰;创投;数字经济;工业互联网;数据要素;人工智能;融资融券;海工装备;机器人概念;人形机器人;核电;商业航天;沪股通,17
601717.SH,17,601717,煤炭概念;高股息精选;风电;中俄贸易概念;储能;DeepSeek概念;汽车热管理;华为汽车;长安汽车概念;华为概念;新能源汽车;机器人概念;高铁;比亚迪概念;沪股通;融资融券;军工,17
300538.SZ,24,300538,光刻胶;消费电子概念;芯片概念;智能穿戴;小米概念;存储芯片;PCB概念;5G;第三代半导体;PET铜箔;PEEK材料;华为概念;宁德时代概念;新能源汽车;机器人概念;粤港澳大湾区;光伏概念;无人机;海峡两岸;低空经济;军工;储能;数字经济;创投,33
000756.SZ,17,000756,流感;肝炎概念;阿尔茨海默概念;仿制药一致性评价;医药电商;创新药;维生素;毛发医疗;幽门螺杆菌概念;辅助生殖;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券,33
002798.SZ,7,002798,智能家居;西部大开发;人工智能;DeepSeek概念;华为概念;绿色电力;股权转让(并购重组),33
603999.SH,12,603999,知识产权保护;文化传媒概念;在线教育;数据要素;IP经济(谷子经济);NFT概念;腾讯概念;参股保险;国企改革;农村电商;西部大开发;参股券商,17
605198.SH,3,605198,乡村振兴;人民币贬值受益;沪股通,17
300773.SZ,25,300773,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);互联网金融;区块链;数据确权;云计算;鸿蒙概念;腾讯概念;数据要素;AI应用;AI智能体;数字经济;DeepSeek概念;人工智能;华为概念;小米概念;跨境电商;智能穿戴;智能物流;参股保险;2026中报预增;深股通;融资融券,33
301636.SZ,5,301636,钙钛矿电池;专精特新;光伏概念;新能源汽车;融资融券,33
601568.SH,8,601568,煤化工概念;水泥概念;国企改革;西部大开发;绿色电力;氢能源;沪股通;融资融券,17
002221.SZ,12,002221,俄乌冲突概念;页岩气;天然气;跨境电商;氢能源;碳纤维;石墨烯;燃料电池;核电;深股通;融资融券;2026中报预增,33
300052.SZ,24,300052,云游戏;电子竞技;元宇宙;数字孪生;云计算;虚拟数字人;手机游戏;NFT概念;网络安全;算力租赁;网络游戏;虚拟现实;阿里巴巴概念;腾讯概念;区块链;数字经济;DeepSeek概念;东数西算(算力);华为概念;互联网金融;粤港澳大湾区;数据中心(AIDC);旅游概念;摘帽,33
688410.SH,6,688410,医疗器械概念;智能医疗;专精特新;西部大开发;沪股通;融资融券,17
600067.SH,17,600067,福建自贸区;两轮车;参股银行;氢能源;锂电池概念;创投;海峡两岸;无人机;储能;新能源汽车;长安汽车概念;比亚迪概念;机器人概念;人形机器人;融资融券;沪股通;股权转让(并购重组),17
300752.SZ,15,300752,虚拟现实;MR(混合现实);智能穿戴;AI PC;小米概念;MicroLED概念;AI眼镜;华为概念;量子科技;小米汽车;消费电子概念;汽车电子;比亚迪概念;MiniLED;粤港澳大湾区,33
002574.SZ,11,002574,参股银行;IP经济(谷子经济);共同富裕示范区;C2M概念;租售同权;黄金概念;小金属概念;光伏概念;HJT电池;TOPCON电池;融资融券,33
301166.SZ,11,301166,医疗器械概念;跨境电商;猴痘概念;基因测序;合成生物;细胞免疫治疗;医药电商;重组蛋白;海峡两岸;减肥药;融资融券,33
301016.SZ,6,301016,高铁;高端装备;无人驾驶;一带一路;深股通;融资融券,33
603398.SH,10,603398,IP经济(谷子经济);ST板块;区块链;三胎概念;人工智能;医疗器械概念;TOPCON电池;光伏概念;机器人概念;硅能源,22
300313.SZ,4,300313,土地流转;乳业;西部大开发;摘帽,33
002746.SZ,5,002746,养鸡;预制菜;乡村振兴;深股通;融资融券,33
300399.SZ,12,300399,互联网保险;互联网金融;AI应用;ChatGPT概念;数据要素;信创;百度概念;阿里巴巴概念;创投;国企改革;5G;深股通,33
688450.SH,12,688450,光纤概念;MR(混合现实);柔性直流输电;风电;智能电网;传感器;物联网;地下管网;机器人概念;工业互联网;人工智能;融资融券,17
000672.SZ,10,000672,储能;创投;一带一路;水泥概念;西部大开发;绿色电力;高股息精选;2026中报预增;深股通;融资融券,33
603703.SH,10,603703,卫星导航;商业航天;5G;量子科技;车联网(车路协同);数据中心(AIDC);家用电器;铜缆高速连接;光纤概念;沪股通,17
688005.SH,12,688005,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属钴;储能;小金属概念;新能源汽车;低空经济;沪股通;融资融券,17
002487.SZ,6,002487,绿色电力;风电;航运概念;海工装备;融资融券;深股通,33
300396.SZ,11,300396,ST板块;猴痘概念;肝炎概念;辅助生殖;中俄贸易概念;国企改革;医疗器械概念;智能医疗;央企国企改革;人工智能;多模态AI,33
601108.SH,8,601108,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;2026中报预增;融资融券,17
300470.SZ,17,300470,天然气;西部大开发;煤化工概念;国企改革;水利;氢能源;海工装备;专精特新;氟化工概念;机器人概念;军工;核电;新能源汽车;储能;商业航天;绿色电力;深股通,33
300622.SZ,11,300622,IP经济(谷子经济);阿里巴巴概念;虚拟现实;粤港澳大湾区;华为概念;小米概念;眼科医疗;智能穿戴;消费电子概念;AI眼镜;深股通,33
920220.BJ,9,920220,一带一路;汽车热管理;低空经济;专精特新;储能;机器人概念;人形机器人;新股与次新股;融资融券,151
300374.SZ,12,300374,装配式建筑;新型城镇化;乡村振兴;雄安新区;国企改革;京津冀一体化;建筑节能;央企国企改革;一带一路;新疆振兴;工业互联网;中字头股票,33
002567.SZ,7,002567,猪肉;养鸡;预制菜;合成生物;人造肉;融资融券;深股通,33
000557.SZ,9,000557,统一大市场;国企改革;西部大开发;一带一路;煤炭概念;无人驾驶;股权转让(并购重组);深股通;融资融券,33
603101.SH,7,603101,预制菜;物业管理;新疆振兴;西部大开发;一带一路;抖音概念(字节概念);低空经济,17
300911.SZ,10,300911,算力租赁;东数西算(算力);腾讯概念;阿里巴巴概念;AIGC概念;DeepSeek概念;人工智能;家用电器;深股通;融资融券,33
300422.SZ,16,300422,净水概念;土壤修复;垃圾分类;消毒剂;污水处理;动力电池回收;雄安新区;碳中和;固废处理;PPP概念;食品安全;西部大开发;锂电池概念;国企改革;天然气;无人驾驶,33
600872.SH,7,600872,预制菜;国企改革;粤港澳大湾区;沪股通;融资融券;稀土永磁;2026中报预增,17
603666.SH,19,603666,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通,17
601518.SH,3,601518,高股息精选;国企改革;沪股通,17
002562.SZ,11,002562,丙烯酸;中俄贸易概念;合成生物;人民币贬值受益;维生素;NMN概念;长三角一体化;PEEK材料;仿制药一致性评价;小金属概念;深股通,33
300346.SZ,13,300346,中芯国际概念;光刻胶;国家大基金持股;存储芯片;OLED;芯片概念;氟化工概念;光伏概念;专精特新;华为概念;磷化工;融资融券;深股通,33
301231.SZ,16,301231,AI视频;短剧游戏;ChatGPT概念;在线教育;AIGC概念;文化传媒概念;AI应用;阿里巴巴概念;AI智能体;IP经济(谷子经济);DeepSeek概念;人工智能;跨境电商;三胎概念;西部大开发;融资融券,33
300250.SZ,25,300250,华为鲲鹏;云办公;数据安全;信创;智慧政务;网络安全;Web3.0;鸿蒙概念;AI智能体;数字乡村;AI应用;东数西算(算力);数字经济;物联网;人工智能;虚拟现实;华为概念;工业互联网;卫星导航;智能家居;5G;WiFi 6;共同富裕示范区;F5G概念;深股通,33
688180.SH,6,688180,创新药;生物疫苗;猴痘概念;AIGC概念;沪股通;融资融券,17
600536.SH,30,600536,华为欧拉;电子身份证;智慧政务;数据安全;华为鲲鹏;云计算;财税数字化;信创;国产操作系统;数字经济;网络安全;智慧城市;阿里巴巴概念;人工智能;DeepSeek概念;水利;中国AI 50;京津冀一体化;机器人概念;华为概念;数据中心(AIDC);AI PC;低空经济;乡村振兴;商业航天;国企改革;央企国企改革;中字头股票;沪股通;融资融券,17
002939.SZ,5,002939,期货概念;央企国企改革;国企改革;融资融券;深股通,33
920098.BJ,14,920098,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发,151
301073.SZ,7,301073,养老概念;预制菜;共同富裕示范区;低空经济;深股通;股权转让(并购重组);融资融券,33
600584.SH,27,600584,国家大基金持股;存储芯片;先进封装;中芯国际概念;共封装光学(CPO);汽车芯片;同花顺果指数;第三代半导体;芯片概念;苹果概念;汽车电子;毫米波雷达;智能穿戴;无人驾驶;机器人概念;物联网;人民币贬值受益;沪股通;融资融券;人工智能;绿色电力;央企国企改革;国企改革;数据中心(AIDC);2026中报预增;玻璃基板;股权转让(并购重组),17
603318.SH,8,603318,天然气;氢能源;国企改革;绿色电力;一带一路;股权转让(并购重组);专精特新;融资融券,17
920108.BJ,5,920108,机器人概念;一带一路;小米概念;家用电器;融资融券,151
300570.SZ,11,300570,共封装光学(CPO);光纤概念;F5G概念;铜缆高速连接;芯片概念;5G;传感器;数据中心(AIDC);人民币贬值受益;融资融券;深股通,33
000065.SZ,17,000065,超超临界发电;煤炭概念;水利;绿色电力;虚拟电厂;新型城镇化;同花顺中特估100;央企国企改革;风电;一带一路;国企改革;智能物流;人民币贬值受益;无人机;新能源汽车;深股通;融资融券,33
000818.SZ,23,000818,算力租赁;云计算;东数西算(算力);数据中心(AIDC);英伟达概念;卫星导航;DeepSeek概念;5G;军工;人工智能;军民融合;创投;燃料电池;氢能源;芯片概念;国企改革;铜缆高速连接;共封装光学(CPO);环氧丙烷;存储芯片;深股通;2026中报预增;融资融券,33
