股票代码,code,所属概念数量,所属概念,market_code
002569.SZ,002569,2,ST板块;股权转让(并购重组),33
000036.SZ,000036,6,盐湖提锂;锂电池概念;物业管理;碳中和;深股通;融资融券,33
002638.SZ,002638,8,储能;智慧灯杆;人民币贬值受益;5G;华为概念;智慧城市;车联网(车路协同);深股通,33
603269.SH,603269,7,液冷服务器;数据中心(AIDC);核电;海峡两岸;氢能源;超超临界发电;一带一路,17
603915.SH,603915,10,减速器;人形机器人;高端装备;机器人概念;海工装备;水利;固废处理;光伏建筑一体化;融资融券;沪股通,17
600228.SH,600228,10,人工智能;DeepSeek概念;苹果概念;小米概念;AI智能体;小红书概念;抖音概念(字节概念);拼多多概念;百度概念;摘帽,17
300081.SZ,300081,33,ST板块;三胎概念;乡村振兴;空间计算;在线教育;数字水印;IP经济(谷子经济);数字经济;京津冀一体化;网络游戏;数字乡村;Web3.0;智慧政务;区块链;数据确权;数据安全;ChatGPT概念;AI应用;AIGC概念;文化传媒概念;AI智能体;虚拟数字人;人工智能;元宇宙;海峡两岸;短剧游戏;MR(混合现实);机器人概念;算力租赁;虚拟现实;华为概念;量子科技;东数西算(算力),33
601083.SH,601083,12,航运概念;中韩自贸区;自由贸易港;统一大市场;上海国企改革;跨境电商;国企改革;上海自贸区;一带一路;海峡两岸;沪股通;融资融券,17
688321.SH,688321,12,创新药;减肥药;肝炎概念;猴痘概念;医药电商;智能医疗;AI应用;中俄贸易概念;DeepSeek概念;粤港澳大湾区;沪股通;融资融券,17
605377.SH,605377,2,高股息精选;沪股通,17
603197.SH,603197,17,华为汽车;飞行汽车(eVTOL);小米汽车;机器人概念;特斯拉概念;人工智能;车联网(车路协同);低空经济;无人驾驶;新能源汽车;比亚迪概念;传感器;小米概念;毫米波雷达;汽车电子;融资融券;沪股通,17
603721.SH,603721,22,足球概念;职业教育;短剧游戏;体育产业;文化传媒概念;网红经济;NFT概念;旅游概念;AI应用;小红书概念;区块链;知识产权保护;数据要素;腾讯概念;AI语料;AI视频;虚拟现实;快手概念;抖音概念(字节概念);国企改革;数据确权;摘帽,17
688386.SH,688386,17,专精特新;消费电子概念;机器人概念;宁德时代概念;低空经济;新能源汽车;智能穿戴;军工;物联网;钙钛矿电池;商业航天;小米汽车;燃料电池;可控核聚变;氢能源;沪股通;融资融券,17
600312.SH,600312,17,柔性直流输电;智能电网;特高压;核电;风电;充电桩;DeepSeek概念;数字孪生;储能;央企国企改革;工业互联网;一带一路;国企改革;高端装备;机器人概念;沪股通;融资融券,17
920819.BJ,920819,5,人民币贬值受益;染料;融资融券;转基因;草甘膦,151
601000.SH,601000,9,高股息精选;证金持股;航运概念;国企改革;雄安新区;智能物流;京津冀一体化;沪股通;融资融券,17
600361.SH,600361,19,金属回收;金属铜;超导概念;碳中和;宁德时代概念;一带一路;华为概念;无线耳机;特高压;比亚迪概念;新能源汽车;机器人概念;小米概念;苹果概念;小米汽车;消费电子概念;液冷服务器;富士康概念;沪股通,17
000793.SZ,000793,17,ST板块;农业种植;海南自贸区;旅游概念;参股券商;化债概念(AMC概念);网红经济;乡村振兴;手机游戏;网络游戏;文化传媒概念;创投;区块链;数字经济;人工智能;信创;抖音概念(字节概念),33
601600.SH,601600,13,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;2026一季报预增;同花顺中特估100;锂电池概念;乡村振兴;央企国企改革;国企改革;沪股通;融资融券;风电,17
601828.SH,601828,7,国企改革;DeepSeek概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);沪股通;融资融券,17
000719.SZ,000719,20,NFT概念;高股息精选;文化传媒概念;知识产权保护;参股银行;国企改革;托育服务;职业教育;数据确权;虚拟数字人;一带一路;在线教育;AIGC概念;数字经济;AI应用;数据要素;人工智能;腾讯概念;深股通;融资融券,33
000973.SZ,000973,15,固态电池;锂电池概念;2026一季报预增;宁德时代概念;特高压;比亚迪概念;国企改革;粤港澳大湾区;证金持股;航运概念;OLED;融资融券;AI眼镜;深股通;股权转让(并购重组),33
002429.SZ,002429,31,光纤概念;共封装光学(CPO);F5G概念;第三代半导体;WiFi 6;PCB概念;MicroLED概念;富士康概念;先进封装;MiniLED;汽车芯片;5G;芯片概念;消费电子概念;小米概念;数据中心(AIDC);智能音箱;粤港澳大湾区;深圳国企改革;智能家居;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;拼多多概念;鸿蒙概念;AIGC概念;深股通;融资融券;AI应用;国企改革;短剧游戏,33
688121.SH,688121,2,碳中和;融资融券,17
000100.SZ,000100,23,MicroLED概念;柔性屏(折叠屏);MiniLED;AI眼镜;OLED;小米概念;消费电子概念;硅能源;比亚迪概念;虚拟现实;光伏概念;AI PC;芯片概念;华为概念;工业互联网;2025年报预增;粤港澳大湾区;绿色电力;参股银行;深股通;融资融券;超级品牌;PCB概念,33
601598.SH,601598,18,高股息精选;同花顺中特估100;航运概念;统一大市场;冷链物流;自由贸易港;国企改革;跨境电商;中俄贸易概念;央企国企改革;一带一路;智能物流;区块链;机器人概念;无人驾驶;中字头股票;融资融券;沪股通,17
000518.SZ,000518,4,医疗器械概念;肝炎概念;新型城镇化;摘帽,33
300584.SZ,300584,9,猴痘概念;幽门螺杆菌概念;肝炎概念;辅助生殖;仿制药一致性评价;创新药;锂电池概念;固态电池;深股通,33
920010.BJ,920010,11,数据中心(AIDC);液冷服务器;锂电池概念;西部大开发;融资融券;算力租赁;氢能源;换电概念;天然气;储能;东数西算(算力),151
688689.SH,688689,12,先进封装;第三代半导体;芯片概念;汽车芯片;专精特新;传感器;汽车电子;5G;比亚迪概念;新能源汽车;无人驾驶;融资融券,17
002340.SZ,002340,33,金属钴;金属镍;小金属概念;金属铜;钠离子电池;金属回收;动力电池回收;黄金概念;固态电池;锂电池概念;稀土永磁;石墨烯;宁德时代概念;汽车拆解概念;固废处理;氢能源;储能;燃料电池;污水处理;一带一路;碳中和;垃圾分类;粤港澳大湾区;比亚迪概念;土壤修复;新能源汽车;特斯拉概念;专精特新;低空经济;机器人概念;人形机器人;深股通;融资融券,33
688117.SH,688117,10,CRO概念;创新药;减肥药;辅助生殖;三胎概念;西部大开发;中俄贸易概念;2025年报预增;沪股通;融资融券,17
688223.SH,688223,11,BC电池;TOPCON电池;钙钛矿电池;光伏概念;数据中心(AIDC);储能;DeepSeek概念;人民币贬值受益;同花顺漂亮100;沪股通;融资融券,17
002379.SZ,002379,4,股权转让(并购重组);金属回收;深股通;融资融券,33
688146.SH,688146,13,光刻机;中芯国际概念;国家大基金持股;中船系;氟化工概念;芯片概念;固态电池;锂电池概念;央企国企改革;国企改革;沪股通;融资融券;中字头股票,17
000959.SZ,000959,16,特钢概念;国企改革;雄安新区;京津冀一体化;DeepSeek概念;创投;2025年报预增;机器人概念;特斯拉概念;人形机器人;新能源汽车;深股通;工业互联网;智能物流;风电;融资融券,33
603789.SH,603789,10,生态农业;乡村振兴;共同富裕示范区;新疆振兴;数据要素;ST板块;农机;无人机;机器人概念;无人驾驶,22
605099.SH,605099,4,足球概念;体育产业;人民币贬值受益;沪股通,17
603077.SH,603077,22,草甘膦;磷化工;化肥;丙烯酸;金属铜;金属铅;金属锌;稀土永磁;硅能源;锂电池概念;黄金概念;西部大开发;天然气;参股银行;一带一路;建筑节能;航运概念;绿色电力;光伏概念;TOPCON电池;沪股通;融资融券,17
603818.SH,603818,4,京津冀一体化;人民币贬值受益;智能家居;海峡两岸,17
600368.SH,600368,10,统一大市场;国企改革;物业管理;乡村振兴;冷链物流;西部大开发;数字乡村;人工智能;沪股通;融资融券,17
002004.SZ,002004,15,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,33
605056.SH,605056,13,高端装备;军工;无人机;机器人概念;低空经济;核电;特高压;人工智能;职业教育;储能;风电;抽水蓄能;沪股通,17
002065.SZ,002065,51,DRG/DIP;智慧政务;智谱AI;AI应用;华为鲲鹏;AI智能体;ChatGPT概念;百度概念;数据安全;数据要素;区块链;腾讯概念;鸿蒙概念;信创;抖音概念(字节概念);云计算;数字乡村;华为昇腾;互联网金融;华为欧拉;网络安全;元宇宙;DeepSeek概念;人脸识别;智慧城市;人工智能;车联网(车路协同);跨境支付(CIPS);数字孪生;智能医疗;算力租赁;工业互联网;东数西算(算力);虚拟现实;华为概念;水利;低空经济;数据中心(AIDC);无人驾驶;养老概念;军民融合;乡村振兴;卫星导航;储能;旅游概念;华为数字能源;传感器;新疆振兴;芯片概念;深股通;融资融券,33
002706.SZ,002706,14,智能电网;数据中心(AIDC);充电桩;光伏概念;储能;换电概念;华为概念;物联网;风电;核电;智能家居;新能源汽车;融资融券;深股通,33
603559.SH,603559,6,ST板块;时空大数据;云计算;数据中心(AIDC);东数西算(算力);5G,22
603137.SH,603137,5,装配式建筑;建筑节能;新型城镇化;光伏建筑一体化;融资融券,17
600421.SH,600421,0,,21
600636.SH,600636,0,,21
600193.SH,600193,0,,21
600599.SH,600599,0,,21
600696.SH,600696,0,,21
603026.SH,603026,9,氟化工概念;环氧丙烷;锂电池概念;宁德时代概念;燃料电池;国企改革;新能源汽车;沪股通;融资融券,17
688559.SH,688559,29,MicroLED概念;苹果概念;富士康概念;电子纸;消费电子概念;新型工业化;3D打印;钙钛矿电池;特斯拉概念;比亚迪概念;PCB概念;先进封装;新能源汽车;第三代半导体;BC电池;宁德时代概念;液冷服务器;飞行汽车(eVTOL);光伏概念;华为概念;固态电池;HJT电池;锂电池概念;TOPCON电池;储能;医疗器械概念;医美概念;沪股通;融资融券,17
605289.SH,605289,18,智慧灯杆;液冷服务器;东数西算(算力);数据中心(AIDC);虚拟现实;光伏概念;新能源汽车;空间计算;风电;储能;换电概念;智慧城市;元宇宙;人工智能;DeepSeek概念;IP经济(谷子经济);沪股通;股权转让(并购重组),17
002881.SZ,002881,33,电力物联网;AI智能体;鸿蒙概念;移动支付;物联网;车联网(车路协同);人工智能;机器视觉;人形机器人;DeepSeek概念;东数西算(算力);工业互联网;智能座舱;华为概念;机器人概念;华为汽车;卫星导航;毫米波雷达;无人驾驶;比亚迪概念;商业航天;无人机;新能源汽车;专精特新;创投;AI眼镜;5G;消费电子概念;MCU芯片;芯片概念;华为海思概念股;深股通;融资融券,33
300520.SZ,300520,45,量子科技;华为昇腾;网络安全;MLOps概念;东数西算(算力);信创;5G;华为鲲鹏;数据中心(AIDC);智慧政务;车联网(车路协同);华为概念;AI智能体;军工信息化;AI应用;数据要素;ChatGPT概念;ETC;商业航天;数字乡村;无人驾驶;智慧城市;AIGC概念;人工智能;区块链;低空经济;DeepSeek概念;军工;数字孪生;比亚迪概念;机器人概念;数字经济;虚拟电厂;在线教育;储能;汽车热管理;新能源汽车;智能物流;智能医疗;水利;宁德时代概念;锂电池概念;养老概念;深股通;融资融券,33
603590.SH,603590,8,创新药;猴痘概念;创投;2025年报预增;知识产权保护;军民融合;专精特新;沪股通,17
301680.SZ,301680,14,注册制次新股;柔性直流输电;核电;特高压;智能电网;宁德时代概念;汽车热管理;储能;新能源汽车;锂电池概念;专精特新;深股通;新股与次新股;融资融券,33
300775.SZ,300775,14,大飞机;军民融合;航空发动机;卫星导航;商业航天;军工;无人机;低空经济;海工装备;高端装备;专精特新;西部大开发;融资融券;深股通,33
688207.SH,688207,32,MLOps概念;空间计算;人脸识别;华为昇腾;多模态AI;信创;智慧政务;机器视觉;元宇宙;AIGC概念;AI智能体;百度概念;数据要素;AI应用;安防;车联网(车路协同);AI PC;智慧城市;虚拟现实;华为概念;机器人概念;人工智能;无人驾驶;高铁;DeepSeek概念;无人机;消费电子概念;互联网金融;智能穿戴;军工;体育产业;融资融券,17
300553.SZ,300553,11,新能源汽车;专精特新;商业航天;人形机器人;航空发动机;高端装备;新型工业化;军工;机器人概念;海工装备;人工智能,33
002380.SZ,002380,25,新型工业化;机器视觉;传感器;机器人概念;专精特新;信创;工业互联网;AI智能体;电力物联网;华为概念;AI应用;数据要素;人工智能;光热发电;智慧城市;数字经济;智能电网;储能;核电;虚拟电厂;垃圾分类;一带一路;碳中和;超超临界发电;深股通,33
688722.SH,688722,11,人形机器人;专精特新;机器人概念;大飞机;商业航天;军工;海工装备;医疗器械概念;国企改革;央企国企改革;融资融券,17
920116.BJ,920116,12,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,151
300730.SZ,300730,30,云办公;电子身份证;东数西算(算力);网络安全;数据安全;华为鲲鹏;数据中心(AIDC);智慧政务;家庭医生;信创;财税数字化;DRG/DIP;智慧城市;芯片概念;物联网;百度概念;华为概念;数据要素;数字乡村;区块链;数字孪生;AI应用;人工智能;智能医疗;数字经济;食品安全;机器视觉;互联网金融;军工;工业互联网,33
688020.SH,688020,12,PET铜箔;PCB概念;先进封装;华为手机;消费电子概念;稀土永磁;5G;小米概念;专精特新;华为概念;沪股通;融资融券,17
603135.SH,603135,6,新型工业化;高端装备;中俄贸易概念;数字经济;沪股通;融资融券,17
001256.SZ,001256,3,共同富裕示范区;专精特新;长三角一体化,33
603228.SH,603228,22,PCB概念;共封装光学(CPO);华为手机;OLED;柔性屏(折叠屏);汽车电子;AI PC;5G;消费电子概念;6G概念;毫米波雷达;英伟达概念;卫星导航;商业航天;特斯拉概念;比亚迪概念;新能源汽车;无人驾驶;华为概念;华为数字能源;沪股通;融资融券,17
000766.SZ,000766,10,工业大麻;民营医院;参股银行;DeepSeek概念;阿尔茨海默概念;流感;创新药;肝炎概念;深股通;融资融券,33
688783.SH,688783,9,国家大基金持股;存储芯片;科创次新股;MCU芯片;芯片概念;注册制次新股;西部大开发;新股与次新股;融资融券,17
688155.SH,688155,16,专精特新;锂电池概念;宁德时代概念;高端装备;固态电池;新型工业化;2025年报预增;机器人概念;新能源汽车;人工智能;燃料电池;一带一路;DeepSeek概念;储能;沪股通;融资融券,17
300432.SZ,300432,22,盐湖提锂;磷化工;锂电池概念;宁德时代概念;储能;长安汽车概念;减速器;华为汽车;西部大开发;人形机器人;深股通;汽车热管理;比亚迪概念;新能源汽车;小米汽车;机器人概念;小米概念;低空经济;华为概念;军工;股权转让(并购重组);融资融券,33
688220.SH,688220,21,汽车芯片;存储芯片;WiFi 6;芯片概念;6G概念;AI眼镜;5G;消费电子概念;智能穿戴;卫星导航;商业航天;小米概念;星闪概念;专精特新;物联网;阿里巴巴概念;车联网(车路协同);人工智能;人民币贬值受益;沪股通;融资融券,17
600618.SH,600618,7,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券,17
300629.SZ,300629,14,卫星导航;军工信息化;商业航天;大飞机;无人机;军工;军民融合;芯片概念;低空经济;碳纤维;新能源汽车;国产操作系统;深股通;融资融券,33
300214.SZ,300214,8,算力租赁;东数西算(算力);丙烯酸;数据中心(AIDC);液冷服务器;DeepSeek概念;专精特新;新疆振兴,33
688277.SH,688277,6,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券,17
300922.SZ,300922,5,京津冀一体化;高端装备;军工;专精特新;融资融券,33
603082.SH,603082,11,新型工业化;机器人概念;数字孪生;智能物流;军工;京津冀一体化;冷链物流;国企改革;央企国企改革;沪股通;融资融券,17
300769.SZ,300769,10,磷化工;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;专精特新;新能源汽车;融资融券;深股通,33
002728.SZ,002728,9,肝炎概念;流感;幽门螺杆菌概念;仿制药一致性评价;医药电商;医美概念;NMN概念;2025年报预增;深股通,33
301392.SZ,301392,13,第三代半导体;PET铜箔;富士康概念;芯片概念;苹果概念;钙钛矿电池;TOPCON电池;专精特新;光伏概念;比亚迪概念;锂电池概念;深股通;融资融券,33
000686.SZ,000686,5,期货概念;证金持股;2025年报预增;深股通;融资融券,33
001380.SZ,001380,11,长安汽车概念;华为汽车;人形机器人;机器人概念;新能源汽车;比亚迪概念;无人机;军工;专精特新;深股通;融资融券,33
300418.SZ,300418,32,AI视频;AI语料;ChatGPT概念;多模态AI;短剧游戏;算力租赁;AIGC概念;Web3.0;虚拟数字人;阿里巴巴概念;AI智能体;AI应用;东数西算(算力);元宇宙;区块链;在线教育;DeepSeek概念;手机游戏;人工智能;独角兽概念;网络游戏;虚拟现实;华为概念;同花顺新质50;京津冀一体化;网红经济;无人驾驶;创投;人民币贬值受益;芯片概念;深股通;融资融券,33
688111.SH,688111,17,云办公;智谱AI;AI应用;AI智能体;鸿蒙概念;云计算;信创;腾讯概念;DeepSeek概念;人工智能;中国AI 50;华为概念;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券,17
600039.SH,600039,13,高股息精选;同花顺中特估100;PPP概念;国企改革;碳交易;雅下水电概念;西部大开发;沪股通;融资融券;一带一路;碳中和;金属铜;锂电池概念,17
300577.SZ,300577,6,IP经济(谷子经济);体育产业;跨境电商;人民币贬值受益;小米概念;深股通,33
301051.SZ,301051,6,柔性屏(折叠屏);智能穿戴;消费电子概念;储能;深股通;融资融券,33
301529.SZ,301529,8,传感器;汽车电子;比亚迪概念;新能源汽车;5G;中俄贸易概念;深股通;融资融券,33
603075.SH,603075,10,医疗器械概念;家用电器;人民币贬值受益;智能家居;汽车热管理;机器人概念;新能源汽车;芯片概念;沪股通;融资融券,17
002135.SZ,002135,16,低空经济;储能;可控核聚变;装配式建筑;光伏概念;新型城镇化;一带一路;雄安新区;养老概念;光伏建筑一体化;PPP概念;乡村振兴;体育产业;绿色电力;深股通;融资融券,33
603578.SH,603578,3,共同富裕示范区;专精特新;光伏概念,17
002685.SZ,002685,13,高端装备;专精特新;军工;新型工业化;传感器;信创;DeepSeek概念;一带一路;芯片概念;航运概念;深股通;股权转让(并购重组);融资融券,33
688516.SH,688516,15,BC电池;钙钛矿电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;机器视觉;高端装备;储能;共封装光学(CPO);锂电池概念;固态电池;先进封装;沪股通;融资融券,17
600305.SH,600305,4,超级品牌;国企改革;沪股通;融资融券,17
603209.SH,603209,12,航运概念;自由贸易港;统一大市场;一带一路;数字经济;DeepSeek概念;数据要素;人工智能;AI智能体;海峡两岸;智谱AI;沪股通,17
000975.SZ,000975,9,金属铅;金属锌;黄金概念;小金属概念;西部大开发;国企改革;2026一季报预增;深股通;融资融券,33
301357.SZ,301357,11,军民融合;军工信息化;西部大开发;军工;专精特新;低空经济;无人机;飞行汽车(eVTOL);卫星导航;深股通;融资融券,33
600987.SH,600987,7,高股息精选;污水处理;共同富裕示范区;染料;黄金概念;沪股通;融资融券,17
002120.SZ,002120,13,冷链物流;统一大市场;跨境电商;智能物流;乡村振兴;一带一路;AI智能体;阿里巴巴概念;抖音概念(字节概念);低空经济;无人驾驶;深股通;融资融券,33
688379.SH,688379,19,共封装光学(CPO);芯片概念;液冷服务器;商业航天;新能源汽车;人形机器人;光伏概念;机器人概念;无人机;高铁;核电;低空经济;锂电池概念;2025年报预增;风电;共同富裕示范区;绿色电力;沪股通;融资融券,17
601678.SH,601678,13,环氧丙烷;氟化工概念;煤化工概念;消毒剂;氢能源;锂电池概念;参股银行;参股保险;燃料电池;绿色电力;芯片概念;沪股通;融资融券,17
300408.SZ,300408,11,共封装光学(CPO);光纤概念;消费电子概念;5G;小米概念;数据中心(AIDC);华为概念;燃料电池;深股通;证金持股;融资融券,33
300019.SZ,300019,26,有机硅概念;硅能源;锂电池概念;MicroLED概念;光伏概念;比亚迪概念;小米概念;新能源汽车;长安汽车概念;无人机;固态电池;军工;宁德时代概念;芯片概念;高铁;商业航天;核电;5G;可控核聚变;装配式建筑;西部大开发;水利;雄安新区;特高压;深股通;融资融券,33
603920.SH,603920,30,共封装光学(CPO);PCB概念;OLED;汽车电子;AI眼镜;5G;毫米波雷达;智能座舱;人形机器人;数据中心(AIDC);特斯拉概念;无人驾驶;新能源汽车;商业航天;东数西算(算力);光伏概念;无人机;机器人概念;飞行汽车(eVTOL);充电桩;储能;低空经济;海峡两岸;粤港澳大湾区;脑机接口;人民币贬值受益;国企改革;股权转让(并购重组);融资融券;沪股通,17
002624.SZ,002624,21,云游戏;手机游戏;NFT概念;电子竞技;网络游戏;元宇宙;AIGC概念;区块链;虚拟数字人;短剧游戏;AI应用;AI智能体;鸿蒙概念;IP经济(谷子经济);文化传媒概念;虚拟现实;人工智能;华为概念;英伟达概念;深股通;融资融券,33
000551.SZ,000551,26,PM2.5;军工;商业航天;家用电器;军民融合;机器人概念;特斯拉概念;新能源汽车;空气能热泵;特高压;无人驾驶;芯片概念;减速器;职业教育;创投;食品安全;氢能源;一带一路;中芯国际概念;污水处理;国企改革;参股银行;猴痘概念;期货概念;融资融券;深股通,33
600955.SH,600955,4,环氧丙烷;消毒剂;锂电池概念;沪股通,17
688271.SH,688271,8,阿尔茨海默概念;智能医疗;医疗器械概念;AI应用;人工智能;高端装备;沪股通;融资融券,17
601155.SH,601155,5,物业管理;养老概念;装配式建筑;沪股通;融资融券,17
300870.SZ,300870,18,第三代半导体;富士康概念;WiFi 6;液冷服务器;消费电子概念;数据中心(AIDC);无人机;比亚迪概念;华为概念;光伏概念;充电桩;海峡两岸;储能;阿里巴巴概念;智能家居;一带一路;深股通;融资融券,33
600580.SH,600580,27,人形机器人;特斯拉概念;机器人概念;飞行汽车(eVTOL);家用电器;工业互联网;智能家居;比亚迪概念;航空发动机;小米概念;新能源汽车;低空经济;阿里巴巴概念;DeepSeek概念;无人机;华为概念;军工;储能;一带一路;氢能源;海工装备;风电;核电;光伏建筑一体化;数据中心(AIDC);沪股通;融资融券,17
603606.SH,603606,8,参股券商;风电;柔性直流输电;海工装备;工业互联网;高端装备;沪股通;融资融券,17
002920.SZ,002920,21,华为汽车;长安汽车概念;小米汽车;智能座舱;同花顺新质50;百度概念;车联网(车路协同);无人驾驶;机器人概念;数字经济;英伟达概念;毫米波雷达;比亚迪概念;华为概念;传感器;汽车电子;中国AI 50;海峡两岸;粤港澳大湾区;深股通;融资融券,33
002281.SZ,002281,21,F5G概念;光纤概念;共封装光学(CPO);6G概念;5G;液冷服务器;芯片概念;量子科技;数据中心(AIDC);东数西算(算力);华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;先进封装;股权转让(并购重组),33
300058.SZ,300058,28,快手概念;小红书概念;智谱AI;Web3.0;短剧游戏;抖音概念(字节概念);ChatGPT概念;AIGC概念;百度概念;虚拟数字人;腾讯概念;阿里巴巴概念;AI应用;元宇宙;NFT概念;AI智能体;文化传媒概念;在线教育;DeepSeek概念;职业教育;人工智能;虚拟现实;华为概念;网红经济;跨境电商;创投;深股通;融资融券,33
002262.SZ,002262,10,芬太尼;仿制药一致性评价;创新药;医药电商;阿尔茨海默概念;猴痘概念;智能医疗;医疗器械概念;深股通;融资融券,33
688305.SH,688305,18,工业母机;新型工业化;机器人概念;高端装备;专精特新;新能源汽车;航空发动机;军工;无人机;低空经济;商业航天;大飞机;华为概念;芯片概念;DeepSeek概念;核电;沪股通;融资融券,17
300125.SZ,300125,9,ST板块;工业大麻;HJT电池;新型烟草(电子烟);烟草;TOPCON电池;光伏概念;绿色电力;芯片概念,33
002424.SZ,002424,12,民营医院;参股银行;仿制药一致性评价;乡村振兴;创新药;流感;肝炎概念;智能医疗;医疗器械概念;西部大开发;ST板块;腾讯概念,33
301191.SZ,301191,18,F5G概念;WiFi 6;6G概念;芯片概念;5G;汽车电子;数据中心(AIDC);网络安全;小米概念;智能座舱;华为概念;安防;信创;车联网(车路协同);粤港澳大湾区;创投;深股通;融资融券,33
920003.BJ,920003,3,数字经济;融资融券;新股与次新股,151
301283.SZ,301283,6,三胎概念;人民币贬值受益;粤港澳大湾区;专精特新;2025年报预增;融资融券,33
001228.SZ,001228,9,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车,33
300473.SZ,300473,18,华为概念;传感器;汽车电子;长安汽车概念;机器人概念;汽车热管理;比亚迪概念;华为汽车;新能源汽车;特斯拉概念;人民币贬值受益;燃料电池;氢能源;2025年报预增;锂电池概念;固态电池;深股通;股权转让(并购重组),33
001300.SZ,001300,4,足球概念;体育产业;跨境电商;人民币贬值受益,33
688177.SH,688177,3,创新药;沪股通;融资融券,17
002922.SZ,002922,15,高压快充;华为数字能源;数据中心(AIDC);5G;充电桩;光伏概念;华为概念;储能;2026一季报预增;新能源汽车;智能家居;粤港澳大湾区;一带一路;深股通;融资融券,33
300684.SZ,300684,28,AI PC;富士康概念;液冷服务器;消费电子概念;共封装光学(CPO);5G;苹果概念;汽车电子;无线充电;同花顺果指数;智能座舱;小米概念;数据中心(AIDC);MR(混合现实);华为概念;比亚迪概念;虚拟现实;光伏概念;无人机;新能源汽车;充电桩;2025年报预增;储能;汽车热管理;石墨烯;一带一路;京津冀一体化;深股通,33
601021.SH,601021,5,免税店;证金持股;跨境电商;沪股通;融资融券,17
688093.SH,688093,9,苹果概念;OLED;消费电子概念;专精特新;新能源汽车;华为概念;PCB概念;沪股通;融资融券,17
301230.SZ,301230,14,CRO概念;创新药;智能医疗;流感;合成生物;医疗器械概念;ChatGPT概念;AI应用;多模态AI;人工智能;2025年报预增;人民币贬值受益;深股通;融资融券,33
603806.SH,603806,14,BC电池;HJT电池;MicroLED概念;MiniLED;PCB概念;光伏概念;储能;POE胶膜;锂电池概念;固态电池;商业航天;钠离子电池;沪股通;融资融券,17
600887.SH,600887,12,超级品牌;高股息精选;证金持股;乳业;同花顺漂亮100;生态农业;三胎概念;宠物经济;西部大开发;沪股通;融资融券;华为概念,17
001872.SZ,001872,9,高股息精选;航运概念;同花顺中特估100;国企改革;央企国企改革;一带一路;深股通;融资融券;粤港澳大湾区,33
002459.SZ,002459,17,硅能源;BC电池;HJT电池;TOPCON电池;钙钛矿电池;绿色电力;京津冀一体化;光伏概念;雄安新区;DeepSeek概念;储能;风电;一带一路;人民币贬值受益;比亚迪概念;融资融券;深股通,33
603023.SH,603023,10,EDR概念;车联网(车路协同);黑龙江自贸区;新能源汽车;无人驾驶;国企改革;智能座舱;传感器;汽车电子;股权转让(并购重组),17
300782.SZ,300782,18,WiFi 6;先进封装;6G概念;芯片概念;无线耳机;消费电子概念;5G;智能穿戴;小米概念;卫星导航;商业航天;虚拟现实;物联网;智能家居;人民币贬值受益;同花顺漂亮100;融资融券;深股通,33
300420.SZ,300420,11,新型工业化;智能物流;智慧城市;物联网;机器人概念;军民融合;区块链;充电桩;液冷服务器;储能;股权转让(并购重组),33
688281.SH,688281,7,碳纤维;航空发动机;军工;西部大开发;大飞机;沪股通;融资融券,17
605100.SH,605100,7,数据中心(AIDC);传感器;汽车电子;农机;固态电池;高端装备;沪股通,17
688353.SH,688353,11,钠离子电池;固态电池;锂电池概念;氟化工概念;宁德时代概念;有机硅概念;储能;比亚迪概念;专精特新;沪股通;融资融券,17
688686.SH,688686,10,苹果概念;传感器;机器视觉;机器人概念;锂电池概念;粤港澳大湾区;AI应用;光伏建筑一体化;融资融券;沪股通,17
688665.SH,688665,11,汽车电子;传感器;小米概念;专精特新;固态电池;新能源汽车;PM2.5;锂电池概念;储能;沪股通;融资融券,17
688500.SH,688500,24,小红书概念;算力租赁;AI语料;智慧政务;抖音概念(字节概念);虚拟数字人;AIGC概念;烟草;阿里巴巴概念;AI智能体;东数西算(算力);数据要素;AI应用;华为概念;数字乡村;数据中心(AIDC);智慧城市;人形机器人;数字经济;人工智能;DeepSeek概念;机器人概念;乡村振兴;融资融券,17
603659.SH,603659,17,钠离子电池;石墨电极;固态电池;PVDF概念;锂电池概念;宁德时代概念;储能;PET铜箔;氢能源;碳中和;2025年报预增;沪股通;特斯拉概念;新能源汽车;消费电子概念;芯片概念;融资融券,17
002830.SZ,002830,3,物业管理;粤港澳大湾区;华为概念,33
