股票代码,code,所属概念,market_code,所属概念数量
300176.SZ,300176,人民币贬值受益;粤港澳大湾区;低空经济;新能源汽车;特斯拉概念;宁德时代概念;股权转让(并购重组),33,7.0
002004.SZ,002004,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,33,15.0
003028.SZ,003028,人形机器人;汽车热管理;机器视觉;机器人概念;智能家居;家用电器;新能源汽车;空气能热泵;汽车电子;储能;光伏概念;智能电网;共封装光学(CPO),33,13.0
000408.SZ,000408,金属铜;黄金概念;小金属概念;盐湖提锂;化肥;锂电池概念;西部大开发;国企改革;2026中报预增;融资融券;深股通,33,11.0
600572.SH,600572,医药电商;仿制药一致性评价;流感;阿尔茨海默概念;毛发医疗;创新药;维生素;幽门螺杆菌概念;高股息精选;眼科医疗;工业大麻;智能医疗;国企改革;AI应用;专精特新;沪股通;融资融券,17,17.0
001376.SZ,001376,碳中和;深股通,33,2.0
002626.SZ,002626,NMN概念;维生素;合成生物;医药电商;医美概念;跨境电商;人民币贬值受益;福建自贸区;海峡两岸;深股通;融资融券,33,11.0
002690.SZ,002690,农机;医疗器械概念;智能医疗;人工智能;高股息精选;鸿蒙概念;食品安全;工业互联网;牙科医疗;机器人概念;机器视觉;深股通;融资融券,33,13.0
001325.SZ,001325,冰雪产业;参股银行;农机;注册制次新股;新股与次新股;融资融券,33,6.0
300237.SZ,300237,股权转让(并购重组);农业种植;垃圾分类;氢能源;PPP概念;固废处理;国企改革;乡村振兴;新型城镇化;长安汽车概念;ST板块;汽车热管理;充电桩;旅游概念;储能;特色小镇;新能源汽车;军工;比亚迪概念,33,19.0
601163.SH,601163,人民币贬值受益;新能源汽车;军工;大飞机;沪股通;融资融券,17,6.0
002438.SZ,002438,航空发动机;无人机;商业航天;军工;核电;液冷服务器;海工装备;可控核聚变;芯片概念;军民融合;风电;超超临界发电;燃料电池;氢能源;深股通;融资融券,33,16.0
601975.SH,601975,航运概念;人民币贬值受益;国企改革;央企国企改革;沪股通;融资融券,17,6.0
000607.SZ,000607,NFT概念;文化传媒概念;职业教育;知识产权保护;短剧游戏;虚拟数字人;在线教育;三胎概念;共同富裕示范区;AI应用;数字经济;数据确权;托育服务;快手概念;创投;蚂蚁集团概念;国企改革;百度概念;阿里巴巴概念;长三角一体化;低空经济;融资融券,33,22.0
301683.SZ,301683,注册制次新股;商业航天;专精特新;粤港澳大湾区;MiniLED;MicroLED概念;超级电容;深股通;新股与次新股;融资融券,33,10.0
301311.SZ,301311,烟草;智能物流;人工智能;军工;成飞概念;数字孪生;西部大开发;机器人概念;专精特新;国企改革;新型工业化;统一大市场;比亚迪概念;华为概念;央企国企改革;储能;中船系;深股通;融资融券,33,19.0
603998.SH,603998,医药电商;流感;肝炎概念;仿制药一致性评价;维生素;创新药;民营医院;合成生物;眼科医疗;三胎概念;工业大麻;养老概念,17,12.0
600586.SH,600586,建筑节能;光伏建筑一体化;钙钛矿电池;光伏概念;一带一路;特斯拉概念;融资融券;沪股通,17,8.0
002530.SZ,002530,虚拟数字人;区块链;数据要素;华为鲲鹏;养老概念;智慧城市;机器人概念;比亚迪概念;深股通;人形机器人;融资融券,33,11.0
300094.SZ,300094,网红经济;预制菜;乡村振兴;冷链物流;食品安全;融资融券,33,6.0
300581.SZ,300581,军民融合;航空发动机;军工;西部大开发;无人机;卫星导航;专精特新;融资融券;深股通,33,9.0
601717.SH,601717,煤炭概念;高股息精选;风电;中俄贸易概念;储能;DeepSeek概念;汽车热管理;华为汽车;长安汽车概念;华为概念;新能源汽车;机器人概念;高铁;比亚迪概念;沪股通;融资融券;军工,17,17.0
000985.SZ,000985,国企改革;黑龙江自贸区;央企国企改革,33,3.0
603325.SH,603325,新型工业化;专精特新;沪股通;融资融券,17,4.0
603927.SH,603927,跨境支付(CIPS);AIGC概念;AI应用;区块链;鸿蒙概念;数据要素;智慧政务;互联网保险;AI智能体;数字乡村;数字货币;华为鲲鹏;DeepSeek概念;百度概念;信创;数据安全;人工智能;阿里巴巴概念;腾讯概念;国资云;智能医疗;网络安全;车联网(车路协同);乡村振兴;工业互联网;国企改革;华为概念;新型工业化;中字头股票;融资融券;沪股通,17,31.0
002122.SZ,002122,文化传媒概念;创投;拼多多概念;小红书概念;DeepSeek概念;AI语料;人工智能;数据要素;抖音概念(字节概念);ST板块;智谱AI;网络安全;蚂蚁集团概念;长安汽车概念;新型工业化;高端装备;风电;数据中心(AIDC);东数西算(算力);工业母机;人形机器人,33,21.0
002863.SZ,002863,中俄贸易概念;一带一路;数字经济;长三角一体化;一体化压铸;长安汽车概念;两轮车;机器人概念;华为汽车;新能源汽车;比亚迪概念;人形机器人;光伏概念;融资融券,33,14.0
688012.SH,688012,国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;MiniLED;同花顺新质50;工业互联网;区块链;沪股通;融资融券,17,11.0
000936.SZ,000936,创投;国企改革;参股银行;参股券商;深股通;融资融券,33,6.0
603080.SH,603080,天然气;新疆振兴;西部大开发;氢能源;股权转让(并购重组),17,5.0
002209.SZ,002209,工业互联网;污水处理;新型工业化;机器人概念;粤港澳大湾区;消毒剂,33,6.0
601888.SH,601888,免税店;证金持股;同花顺中特估100;自由贸易港;旅游概念;同花顺漂亮100;跨境电商;国企改革;央企国企改革;一带一路;数字经济;沪股通;融资融券;中字头股票,17,14.0
002299.SZ,002299,养鸡;预制菜;参股银行;食品安全;海峡两岸;深股通;融资融券;2026一季报预增,33,8.0
600315.SH,600315,合成生物;三胎概念;跨境电商;消毒剂;沪股通;融资融券,17,6.0
600231.SH,600231,特钢概念;国企改革;央企国企改革;天然气;沪股通;融资融券,17,6.0
603888.SH,603888,知识产权保护;AI视频;虚拟数字人;AI语料;在线教育;AIGC概念;文化传媒概念;Web3.0;AI应用;元宇宙;数据确权;多模态AI;数据要素;AI智能体;数字经济;区块链;DeepSeek概念;京津冀一体化;人工智能;阿里巴巴概念;云计算;数据安全;网络安全;乡村振兴;创投;国企改革;沪股通;融资融券,17,28.0
300513.SZ,300513,智慧政务;数据要素;智慧城市;职业教育;数字乡村;数字经济;语音技术;数字孪生;物联网;电力物联网;工业互联网;虚拟现实;碳中和;华为概念;智能家居;东数西算(算力);乡村振兴;智能电网;虚拟电厂;充电桩;农机;储能;碳交易;华为数字能源;光伏概念;5G;芯片概念,33,27.0
002460.SZ,002460,盐湖提锂;金属钴;小金属概念;动力电池回收;固态电池;化肥;锂电池概念;同花顺漂亮100;燃料电池;储能;光伏概念;比亚迪概念;深股通;融资融券;无线耳机;特斯拉概念;无人机;消费电子概念;新能源汽车;低空经济;充电桩;长安汽车概念;人形机器人,33,23.0
002184.SZ,002184,新型工业化;机器视觉;机器人概念;智能物流;工业母机;工业互联网;AI应用;信创;华为鲲鹏;高端装备;DeepSeek概念;创投;智能医疗;华为概念;军工;智能电网;东数西算(算力);储能;数据中心(AIDC);光伏概念;5G;虚拟电厂;风电;芯片概念;先进封装;共封装光学(CPO);2026中报预增,33,27.0
603797.SH,603797,新型城镇化;污水处理;PPP概念;粤港澳大湾区,17,4.0
300741.SZ,300741,宠物经济;人造肉;乡村振兴;西部大开发;烟草;一带一路;人工智能;新型烟草(电子烟);合成生物;融资融券;深股通,33,11.0
300248.SZ,300248,空间计算;华为鲲鹏;华为盘古;智慧政务;AI应用;AI语料;数据要素;元宇宙;鸿蒙概念;虚拟数字人;AI智能体;在线教育;人脸识别;移动支付;云计算;数字乡村;区块链;数字经济;智慧城市;数字货币;职业教育;网络安全;阿里巴巴概念;DeepSeek概念;蚂蚁集团概念;人工智能;物联网;虚拟现实;水利;算力租赁;机器人概念;养老概念;人形机器人;华为概念;创投;乡村振兴;食品安全;智能电网;深股通,33,39.0
300733.SZ,300733,成飞概念;航空发动机;氢能源;军民融合;大飞机;军工;长安汽车概念;机器人概念;西部大开发;新能源汽车;无人机;比亚迪概念;小米概念;减速器;深股通,33,15.0
000420.SZ,000420,碳纤维;风电;大飞机;飞行汽车(eVTOL);国企改革;无人机;低空经济;体育产业;冰雪产业;融资融券;深股通,33,11.0
600052.SH,600052,文化传媒概念;体育产业;国企改革;储能;锂电池概念,17,5.0
605117.SH,605117,2026一季报预增;储能;光伏概念;一带一路;人民币贬值受益;同花顺出海50;共同富裕示范区;家用电器;2026中报预增;融资融券;沪股通,17,11.0
002551.SZ,002551,养老概念;医疗器械概念;人民币贬值受益;独角兽概念;粤港澳大湾区,33,5.0
603711.SH,603711,互联网金融;共同富裕示范区;创投;沪股通,17,4.0
605166.SH,605166,,17,0.0
002178.SZ,002178,智慧政务;鸿蒙概念;AI智能体;数据要素;AI应用;智慧城市;安防;物联网;家庭医生;DeepSeek概念;人工智能;华为概念;智能医疗;数据中心(AIDC);养老概念;碳中和;医疗器械概念,33,17.0
601068.SH,601068,中字头股票;国企改革;央企国企改革;盐湖提锂;PPP概念;一带一路;稀土永磁;高端装备;沪股通;融资融券,17,10.0
000410.SZ,000410,职业教育;工业互联网;工业母机;新型工业化;高端装备;国企改革;央企国企改革;商业航天;股权转让(并购重组);融资融券;深股通,33,11.0
600638.SH,600638,物业管理;租售同权;互联网金融;信托概念;国企改革;期货概念;2026中报预增,17,7.0
603088.SH,603088,液冷服务器;数据中心(AIDC);专精特新;小米概念;汽车热管理;空气能热泵;比亚迪概念;新型工业化;芯片概念;新能源汽车;高端装备;机器人概念;工业母机;特斯拉概念;宁德时代概念;锂电池概念;氢能源;动力电池回收;国企改革;沪股通;融资融券,17,21.0
920028.BJ,920028,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,151,6.0
600604.SH,600604,租售同权;蚂蚁集团概念;数字经济;创投;国企改革;DeepSeek概念;融资融券;沪股通,17,8.0
300511.SZ,300511,人造肉;农业种植;乡村振兴;一带一路;NMN概念;细胞免疫治疗;股权转让(并购重组),33,7.0
300618.SZ,300618,金属钴;金属镍;金属铜;小金属概念;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券,33,9.0
600097.SH,600097,航运概念;上海国企改革;国企改革;上海自贸区;人民币贬值受益,17,5.0
920675.BJ,920675,页岩气;西部大开发;融资融券;天然气;固废处理;专精特新,151,6.0
002722.SZ,002722,创投;独角兽概念;国企改革;人工智能;AIGC概念;氢能源;燃料电池;高端装备;特钢概念;语音技术;ChatGPT概念,33,11.0
000623.SZ,000623,参股券商;医药电商;创新药;维生素;肝炎概念;流感;三胎概念;农业种植;幽门螺杆菌概念;网红经济;乡村振兴;创投;工业互联网;深股通;融资融券;2026中报预增,33,16.0
601588.SH,601588,物业管理;京津冀一体化;养老概念;数字经济;国企改革;小米概念;沪股通;融资融券,17,8.0
600271.SH,600271,互联网金融;数据要素;智慧城市;移动支付;数字经济;AI应用;ETC;人工智能;DeepSeek概念;区块链;智慧政务;AI智能体;电子身份证;网络安全;职业教育;信创;数字货币;蚂蚁集团概念;财税数字化;ChatGPT概念;物联网;食品安全;腾讯概念;人脸识别;ERP概念;智能物流;央企国企改革;国企改革;海峡两岸;数据中心(AIDC);液冷服务器;MCU芯片;芯片概念;沪股通;融资融券,17,35.0
000626.SZ,000626,粮食概念;生态农业;统一大市场;乡村振兴;跨境电商;2026一季报预增;2026中报预增,33,7.0
000876.SZ,000876,猪肉;养鸡;预制菜;农村电商;乡村振兴;参股银行;西部大开发;一带一路;深股通;融资融券,33,10.0
300988.SZ,300988,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券,33,18.0
603275.SH,603275,减速器;新型工业化;机器人概念;专精特新;新能源汽车;工业互联网;物联网;风电;沪股通;融资融券,17,10.0
920180.BJ,920180,医疗器械概念;新股与次新股;融资融券,151,3.0
300072.SZ,300072,页岩气;天然气;化肥;生态农业;碳中和;氢能源;乡村振兴;国企改革;京津冀一体化;PM2.5;人民币贬值受益;深股通;融资融券,33,13.0
600202.SH,600202,中俄贸易概念;创投;一带一路;黑龙江自贸区;国企改革;核电;超超临界发电,17,7.0
600081.SH,600081,减速器;一体化压铸;华为汽车;长安汽车概念;汽车热管理;机器人概念;无人驾驶;EDR概念;比亚迪概念;新能源汽车;氢能源;智能座舱;传感器;汽车电子;2026中报预增;沪股通;融资融券,17,17.0
002707.SZ,002707,旅游概念;冰雪产业;IP经济(谷子经济);宠物经济;露营经济;体育产业;乡村振兴;京津冀一体化;跨境支付(CIPS);互联网金融;足球概念;AI应用;区块链;一带一路;人工智能;AI智能体;阿里巴巴概念;深股通;融资融券,33,19.0
002367.SZ,002367,新型城镇化;一带一路;创投;长三角一体化;物联网;深股通;融资融券,33,7.0
300388.SZ,300388,新型城镇化;PPP概念;地下管网;污水处理;国企改革;央企国企改革;深股通,33,7.0
000905.SZ,000905,航运概念;自由贸易港;福建自贸区;统一大市场;跨境电商;国企改革;一带一路;海峡两岸;智能物流;绿色电力;融资融券;股权转让(并购重组);深股通,33,13.0
600653.SH,600653,物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券,17,6.0
300514.SZ,300514,智慧灯杆;物联网;智能家居;电力物联网;粤港澳大湾区;智能电网;充电桩;虚拟电厂;传感器;5G;芯片概念,33,11.0
600981.SH,600981,参股保险;物业管理;预制菜;参股券商;垃圾分类;三胎概念;乡村振兴;统一大市场;跨境电商;国企改革;冷链物流;中俄贸易概念;医疗器械概念;期货概念;绿色电力;蚂蚁集团概念;创投;一带一路;海工装备;沪股通,17,20.0
002112.SZ,002112,智能电网;风电;数据中心(AIDC);核电;储能;光伏概念;国企改革;专精特新;共同富裕示范区;深股通;融资融券,33,11.0
002549.SZ,002549,氟化工概念;光刻机;俄乌冲突概念;芯片概念;氢能源;啤酒概念;专精特新;眼科医疗;碳中和;冷链物流;融资融券;深股通,33,12.0
300447.SZ,300447,成飞概念;卫星导航;商业航天;军民融合;军工信息化;大飞机;军工;无人机;低空经济;高铁;光纤概念;专精特新;芯片概念;共封装光学(CPO);深股通,33,15.0
688267.SH,688267,人民币贬值受益;专精特新;环氧丙烷;沪股通;融资融券,17,5.0
301162.SZ,301162,虚拟电厂;碳交易;绿色电力;智能电网;AI应用;风电;储能;人工智能;光伏概念;专精特新;深股通;融资融券,33,12.0
300947.SZ,300947,租售同权;IP经济(谷子经济);物业管理;旅游概念;新型城镇化;建筑节能;AI应用;人工智能;元宇宙;DeepSeek概念;ChatGPT概念;空间计算;融资融券,33,13.0
600148.SH,600148,中俄贸易概念;一带一路;换电概念;专精特新;新能源汽车;军工;无人机;国企改革;传感器;央企国企改革,17,10.0
603908.SH,603908,跨境电商;体育产业;露营经济;共同富裕示范区;一带一路;融资融券,17,6.0
601899.SH,601899,金属铅;金属锌;黄金概念;金属铜;金属钴;小金属概念;盐湖提锂;同花顺出海50;福建自贸区;一带一路;锂电池概念;国企改革;证金持股;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;氢能源;2026中报预增,17,19.0
002932.SZ,002932,猴痘概念;流感;辅助生殖;肝炎概念;基因测序;医疗器械概念;食品安全;智能医疗;创投;ST板块;DeepSeek概念;专精特新;股权转让(并购重组),33,13.0
300673.SZ,300673,宠物经济;人民币贬值受益,33,2.0
603825.SH,603825,ST板块;旅游概念;免税店;IP经济(谷子经济);NFT概念;网红经济;文化传媒概念;在线教育;国企改革;数字经济;农村电商;虚拟数字人;AIGC概念;AI视频;区块链;AI应用;数据要素;创投;Web3.0;DeepSeek概念;小红书概念;元宇宙;AI智能体;人工智能;百度概念;腾讯概念;抖音概念(字节概念);机器人概念;人形机器人;华为概念;数据中心(AIDC),22,31.0
603027.SH,603027,西部大开发;融资融券;沪股通,17,3.0
688232.SH,688232,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;数字经济;DeepSeek概念;云计算;阿里巴巴概念;腾讯概念;人工智能;智慧城市;MLOps概念;房屋检测;华为概念;沪股通;融资融券,17,21.0
603606.SH,603606,参股券商;风电;柔性直流输电;海工装备;工业互联网;高端装备;沪股通;融资融券,17,8.0
605338.SH,605338,预制菜;沪股通,17,2.0
300079.SZ,300079,移动支付;AIGC概念;元宇宙;知识产权保护;AI应用;区块链;AI智能体;数据确权;数据安全;云计算;数字货币;AI语料;网络安全;车联网(车路协同);AI视频;互联网金融;DeepSeek概念;人工智能;安防;跨境支付(CIPS);ETC;数字水印;NFT概念;文化传媒概念;短剧游戏;华为概念;星闪概念;IP经济(谷子经济);无人机;商业航天;5G;AI手机;WiFi 6;华为海思概念股;芯片概念;光纤概念;融资融券;深股通,33,38.0
603222.SH,603222,幽门螺杆菌概念;创新药;医美概念;细胞免疫治疗;民营医院;医疗器械概念;融资融券,17,7.0
002330.SZ,002330,预制菜;猪肉;宠物经济;网红经济;冷链物流;乡村振兴;绿色电力,33,7.0
001335.SZ,001335,染料;一带一路;人民币贬值受益;融资融券,33,4.0
920826.BJ,920826,预制菜;跨境电商;人民币贬值受益;融资融券,151,4.0
002564.SZ,002564,光热发电;氢能源;一带一路;海工装备;碳中和;核电;光伏概念;风电;军工;军民融合;高端装备;上海国企改革;国企改革;煤化工概念;深股通,33,15.0
301668.SZ,301668,智能电网;风电;注册制次新股;专精特新;深股通;新股与次新股;融资融券,33,7.0
000595.SZ,000595,风电;储能;西部大开发;国企改革;绿色电力;军工;光伏概念;国产航母;摘帽;股权转让(并购重组),33,10.0
300512.SZ,300512,无人零售;创投;高端装备;柔性屏(折叠屏),33,4.0
002933.SZ,002933,京津冀一体化;军民融合;海工装备;机器人概念;国企改革;军工;无人机;高端装备;专精特新;人形机器人,33,10.0
920720.BJ,920720,专精特新;融资融券;特斯拉概念;比亚迪概念;新能源汽车;小米概念;富士康概念;家用电器;宁德时代概念;华为汽车;减速器;5G,151,12.0
603806.SH,603806,BC电池;HJT电池;MicroLED概念;MiniLED;PCB概念;光伏概念;储能;POE胶膜;锂电池概念;固态电池;商业航天;钠离子电池;沪股通;有机硅概念;OLED;2026中报预增;融资融券,17,17.0
300375.SZ,300375,长安汽车概念;小米汽车;华为汽车;汽车热管理;比亚迪概念;机器人概念;新能源汽车;百度概念;小米概念;传感器;储能;京津冀一体化;宁德时代概念,33,13.0
301296.SZ,301296,食品安全;股权转让(并购重组);融资融券,33,3.0
600449.SH,600449,国资云;水泥概念;算力租赁;统一大市场;参股银行;人工智能;智能物流;国企改革;西部大开发;东数西算(算力);央企国企改革;数据中心(AIDC);融资融券;沪股通,17,14.0
002877.SZ,002877,新型工业化;工业互联网;专精特新;人工智能,33,4.0
920106.BJ,920106,两轮车;碳纤维;军工;新能源汽车;飞行汽车(eVTOL);低空经济;农机;融资融券;长安汽车概念;比亚迪概念,151,10.0
688150.SH,688150,PCB概念;OLED;柔性屏(折叠屏);钙钛矿电池;专精特新;西部大开发;沪股通;融资融券,17,8.0
300880.SZ,300880,虚拟电厂;电力物联网;智能电网;鸿蒙概念;物联网;充电桩;储能;高压快充;专精特新;传感器;融资融券,33,11.0
600777.SH,600777,页岩气;俄乌冲突概念;天然气;融资融券;人民币贬值受益;摘帽,17,6.0
002101.SZ,002101,农机;国企改革;创投;横琴新区;一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;低空经济;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;比亚迪概念;华为概念;3D打印;宁德时代概念;毫米波雷达;汽车电子;5G;深股通;融资融券,33,22.0
001379.SZ,001379,中俄贸易概念;人民币贬值受益;核电;商业航天;光伏概念;融资融券,33,6.0
300008.SZ,300008,军民融合;海工装备;垃圾分类;航运概念;军工;一带一路;人工智能;高端装备;风电;太赫兹;天然气;数字孪生;专精特新;机器人概念;深股通;融资融券,33,16.0
300848.SZ,300848,染料;可降解塑料;专精特新;充电桩;露营经济;小米概念;华为概念;新型工业化;深股通,33,9.0
600506.SH,600506,新疆振兴;碳中和;绿色电力;风电;乡村振兴;西部大开发;国企改革;央企国企改革;高铁;充电桩;人工智能;储能;高压快充;农机;数据中心(AIDC);燃料电池;无人机;机器人概念;新能源汽车;液冷服务器;宁德时代概念;汽车热管理;芯片概念;2026中报预增;股权转让(并购重组),17,25.0
002813.SZ,002813,人工智能;DeepSeek概念;车联网(车路协同);星闪概念;机器人概念;百度概念;数据安全;无人驾驶;卫星导航;智能座舱;汽车电子,33,11.0
300971.SZ,300971,专精特新;中俄贸易概念;新型工业化;高端装备;新能源汽车;军工;机器视觉;军民融合;人工智能;军工信息化;海工装备;商业航天;工业母机;融资融券,33,14.0
002321.SZ,002321,养鸡;预制菜;土地流转;农村电商;乡村振兴;食品安全;区块链;深股通,33,8.0
601106.SH,601106,军民融合;国产航母;军工;商业航天;高端装备;核电;一带一路;中字头股票;央企国企改革;黑龙江自贸区;国企改革;特斯拉概念;工业母机;风电;金属镍;小金属概念;同花顺中特估100;可控核聚变;沪股通;融资融券,17,20.0
301272.SZ,301272,烟草;空气能热泵;中俄贸易概念;专精特新;农机;汽车热管理;冷链物流;融资融券,33,8.0
002133.SZ,002133,物业管理;粮食概念;农业种植;乡村振兴;养老概念;玉米;互联网金融;机器人概念,33,8.0
000428.SZ,000428,预制菜;物业管理;职业教育;国企改革;股权转让(并购重组);融资融券,33,6.0
002651.SZ,002651,西部大开发;军民融合;成飞概念;大飞机;军工;低空经济;高端装备;无人机;机器人概念;商业航天;深股通,33,11.0
301508.SZ,301508,京津冀一体化;人工智能;国企改革;央企国企改革;车联网(车路协同);碳中和;低空经济;百度概念;机器人概念;网络安全;军工;氢能源;数据安全;小米汽车;无人驾驶;无人机;新能源汽车;比亚迪概念;充电桩;小米概念;汽车电子;深股通;融资融券;中字头股票,33,24.0
000735.SZ,000735,海南自贸区;生态农业;猪肉;宠物经济;乡村振兴;动物疫苗;自由贸易港;养鸡;冷链物流;统一大市场;职业教育;深股通;融资融券,33,13.0
688363.SH,688363,重组蛋白;合成生物;创新药;医美概念;沪股通;融资融券,17,6.0
001269.SZ,001269,硅能源;芯片概念;光伏概念;西部大开发;深股通,33,5.0
600635.SH,600635,天然气;互联网金融;污水处理;独角兽概念;创投;绿色电力;充电桩;新能源汽车;高压快充;沪股通;融资融券,17,11.0
002832.SZ,002832,体育产业;网红经济;融资融券;深股通,33,4.0
600208.SH,600208,黄金概念;NFT概念;Web3.0;知识产权保护;数据确权;互联网金融;乡村振兴;区块链;参股银行;独角兽概念;期货概念;长三角一体化;共同富裕示范区;元宇宙;参股券商;参股保险;国企改革;创投;煤炭概念;沪股通;融资融券,17,21.0
600422.SH,600422,医药电商;青蒿素;农业种植;仿制药一致性评价;证金持股;创新药;工业大麻;乡村振兴;养老概念;国企改革;西部大开发;央企国企改革;沪股通;融资融券,17,14.0
300365.SZ,300365,电力物联网;虚拟电厂;智慧政务;信创;智能电网;数据要素;鸿蒙概念;智慧城市;时空大数据;MLOps概念;AI智能体;换电概念;华为数字能源;物联网;AIGC概念;在线教育;光伏建筑一体化;AI应用;数字经济;空间计算;人工智能;DeepSeek概念;东数西算(算力);职业教育;碳中和;水利;工业互联网;京津冀一体化;储能;数据中心(AIDC);风电;华为概念;碳交易;低空经济;柔性直流输电;无人机;特高压;养老概念;机器视觉;一带一路;氢能源;燃料电池,33,42.0
002671.SZ,002671,新型城镇化;地下管网;水利;PPP概念;核电;风电;高端装备;超超临界发电,33,8.0
300987.SZ,300987,AIGC概念;虚拟数字人;文化传媒概念;短剧游戏;智慧政务;DeepSeek概念;百度概念;人工智能;国资云;西部大开发;国企改革;融资融券,33,12.0
002809.SZ,002809,环氧丙烷;丙烯酸;装配式建筑;雄安新区;水利;京津冀一体化;粤港澳大湾区;专精特新;雅下水电概念,33,9.0
600692.SH,600692,乡村振兴;文化传媒概念;粮食概念;土地流转;农业种植;生态农业;国企改革;创投;光伏建筑一体化;绿色电力;风电;融资融券,17,12.0
000868.SZ,000868,国企改革;燃料电池;新能源汽车;无人驾驶;融资融券;深股通,33,6.0
603577.SH,603577,光热发电;核电;特高压;工业互联网;海工装备;光伏概念,17,6.0
603876.SH,603876,钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;一带一路;比亚迪概念;2026中报预增;沪股通;融资融券,17,10.0
300707.SZ,300707,新型工业化;新能源汽车;储能;特斯拉概念;锂电池概念,33,5.0
600876.SH,600876,光热发电;光伏概念;碳中和;国企改革;央企国企改革;沪股通;融资融券,17,7.0
300797.SZ,300797,大飞机;海工装备;核电;食品安全;一带一路;新能源汽车;职业教育;稀土永磁;京津冀一体化;国企改革;央企国企改革;光刻胶;深股通,33,13.0
600966.SH,600966,沪股通;融资融券,17,2.0
002554.SZ,002554,天然气;俄乌冲突概念;股权转让(并购重组);地下管网;污水处理;碳中和;垃圾分类;国企改革;氢能源;碳交易;一带一路;海工装备;人民币贬值受益;云计算;融资融券,33,15.0
001279.SZ,001279,专精特新;固态电池;深股通;融资融券,33,4.0
002878.SZ,002878,冰雪产业;体育产业;NFT概念;拼多多概念;网红经济;文化传媒概念;短剧游戏;Web3.0;IP经济(谷子经济);小红书概念;三胎概念;虚拟数字人;京津冀一体化;快手概念;AI视频;元宇宙;数字经济;AIGC概念;ChatGPT概念;区块链;数据要素;人工智能;百度概念;抖音概念(字节概念);腾讯概念;虚拟现实;阿里巴巴概念;智能音箱;华为概念;小米概念;消费电子概念;无线耳机;深股通,33,33.0
002128.SZ,002128,煤炭概念;高股息精选;国企改革;西部大开发;央企国企改革;绿色电力;风电;深股通;融资融券;数据要素;储能;股权转让(并购重组),33,12.0
301518.SZ,301518,污水处理;专精特新;新能源汽车;碳中和;深股通;融资融券,33,6.0
300340.SZ,300340,钠离子电池;锂电池概念;固态电池;宁德时代概念;燃料电池;氢能源;小金属概念;高端装备;比亚迪概念;稀土永磁;碳中和;粤港澳大湾区;新能源汽车;钙钛矿电池;国企改革;MicroLED概念,33,16.0
920978.BJ,920978,液冷服务器;长安汽车概念;融资融券;汽车电子;汽车热管理;比亚迪概念;机器人概念;新能源汽车;小米汽车;储能;传感器;专精特新,151,12.0
601108.SH,601108,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;2026中报预增;融资融券,17,8.0
003027.SZ,003027,钠离子电池;碳中和;储能,33,3.0
002817.SZ,002817,医疗器械概念;专精特新,33,2.0
603041.SH,603041,建筑节能;有机硅概念;专精特新,17,3.0
300627.SZ,300627,卫星导航;商业航天;无人机;低空经济;时空大数据;智慧城市;百度概念;无人驾驶;机器人概念;小米汽车;人形机器人;水利;比亚迪概念;农机;雅下水电概念;芯片概念;长三角一体化;融资融券;深股通,33,19.0
688072.SH,688072,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,17,6.0
002363.SZ,002363,数字经济;长安汽车概念;华为汽车;军工;百度概念;新能源汽车;比亚迪概念;特斯拉概念;华为概念;商业航天,33,10.0
605077.SH,605077,合成生物;玉米;高股息精选;代糖概念;沪股通,17,5.0
600235.SH,600235,烟草;共同富裕示范区;创投;长三角一体化;国企改革,17,5.0
603089.SH,603089,人民币贬值受益;机器人概念;专精特新;新能源汽车;比亚迪概念,17,5.0
002228.SZ,002228,福建自贸区;海峡两岸;数字水印;高股息精选;小米概念;深股通,33,6.0
002390.SZ,002390,医药电商;流感;肝炎概念;民营医院;医美概念;农业种植;养老概念;冷链物流;土地流转;基因测序;乡村振兴;医疗器械概念;西部大开发;创投;牙科医疗;深股通;融资融券,33,17.0
600936.SH,600936,5G;机器人概念;数字乡村;智慧政务;无人机;AI智能体;AI应用;DeepSeek概念;文化传媒概念;国企改革;乡村振兴;西部大开发;股权转让(并购重组);沪股通;融资融券,17,15.0
