market_code,code,所属概念数量,股票代码,所属概念
33,001239,6,001239.SZ,风电;海工装备;高端装备;机器人概念;股权转让(并购重组);融资融券
33,300321,2,300321.SZ,国企改革;证金持股
33,300928,15,300928.SZ,车联网(车路协同);低空经济;无人驾驶;飞行汽车(eVTOL);长安汽车概念;卫星导航;华为汽车;智能座舱;比亚迪概念;新能源汽车;汽车电子;锂电池概念;固态电池;OLED;融资融券
33,301031,17,301031.SZ,2025年报预增;小米概念;数据中心;特斯拉概念;小米汽车;宁德时代概念;新能源汽车;高压快充;专精特新;华为汽车;华为概念;储能;充电桩;风电;西部大开发;深股通;融资融券
33,002027,8,002027.SZ,文化传媒概念;DeepSeek概念;阿里巴巴概念;体育产业;同花顺漂亮100;深股通;融资融券;同花顺出海50
33,002213,15,002213.SZ,存储芯片;汽车芯片;PCB概念;小金属概念;芯片概念;WiFi 6;消费电子概念;硅能源;锂电池概念;比亚迪概念;信创;新能源汽车;粤港澳大湾区;无人驾驶;创投
17,603908,6,603908.SH,露营经济;共同富裕示范区;跨境电商;体育产业;一带一路;融资融券
33,300839,4,300839.SZ,氢能源;专精特新;东数西算(算力);液冷服务器
33,001209,5,001209.SZ,IP经济(谷子经济);数字经济;跨境电商;三胎概念;粤港澳大湾区
33,002401,32,002401.SZ,区块链;信创;数字经济;云计算;DeepSeek概念;数据要素;华为鲲鹏;智慧城市;国资云;人工智能;AI智能体;阿里巴巴概念;安防;ETC;ChatGPT概念;Web3.0;华为概念;跨境电商;机器视觉;智能物流;数据中心;上海自贸区;碳中和;国企改革;央企国企改革;碳交易;统一大市场;航运概念;自由贸易港;融资融券;深股通;中字头股票
33,300240,15,300240.SZ,统一大市场;航运概念;网约车;冷链物流;中俄贸易概念;智能物流;一带一路;创投;车联网(车路协同);无人驾驶;人工智能;新能源汽车;阿里巴巴概念;小米概念;特斯拉概念
33,300596,14,300596.SZ,合成生物;光伏概念;基因测序;新能源汽车;OLED;柔性屏(折叠屏);乡村振兴;先进封装;消费电子概念;京津冀一体化;智能穿戴;AI眼镜;融资融券;深股通
33,301108,5,301108.SZ,三胎概念;重组蛋白;宠物经济;合成生物;融资融券
33,301048,7,301048.SZ,央企国企改革;一带一路;国企改革;高铁;高端装备;深股通;融资融券
17,603093,4,603093.SH,期货概念;数字经济;参股券商;沪股通
33,002576,6,002576.SZ,新能源汽车;风电;比亚迪概念;机器人概念;特高压;专精特新
17,600703,27,600703.SH,第三代半导体;MicroLED概念;汽车芯片;MiniLED;芯片概念;AI眼镜;消费电子概念;小米概念;苹果概念;比亚迪概念;国家大基金持股;卫星导航;商业航天;华为汽车;新能源汽车;共封装光学(CPO);5G;无人驾驶;光伏概念;充电桩;海峡两岸;福建自贸区;数据中心;金属回收;同花顺漂亮100;沪股通;融资融券
33,000679,1,000679.SZ,跨境电商
33,002537,20,002537.SZ,数字货币;移动支付;互联网金融;蚂蚁集团概念;数字经济;区块链;跨境电商;华为概念;元宇宙;华为汽车;冷链物流;家用电器;5G;NFT概念;新能源汽车;特斯拉概念;比亚迪概念;深股通;2025年报预增;融资融券
33,300470,17,300470.SZ,核电;海工装备;水利;氢能源;军工;储能;绿色电力;专精特新;西部大开发;国企改革;机器人概念;新能源汽车;商业航天;天然气;煤化工概念;氟化工概念;深股通
33,000619,9,000619.SZ,新型城镇化;建筑节能;光伏建筑一体化;国企改革;一带一路;智能家居;光伏概念;数字经济;工业互联网
33,002488,8,002488.SZ,独角兽概念;机器人概念;人形机器人;长安汽车概念;比亚迪概念;新能源汽车;深股通;融资融券
33,300037,16,300037.SZ,钠离子电池;氟化工概念;固态电池;锂电池概念;宁德时代概念;超级电容;液冷服务器;比亚迪概念;特斯拉概念;新能源汽车;OLED;先进封装;数据中心;芯片概念;深股通;融资融券
17,600501,25,600501.SH,商业航天;卫星导航;大飞机;成飞概念;可控核聚变;军工;核污染防治;核电;高端装备;光热发电;无人驾驶;央企国企改革;新型工业化;机器人概念;氢能源;新能源汽车;长三角一体化;充电桩;国企改革;特高压;垃圾分类;天然气;煤化工概念;沪股通;融资融券
17,688669,6,688669.SH,钙钛矿电池;石墨烯;可降解塑料;磷化工;光刻胶;融资融券
33,300706,16,300706.SZ,PET铜箔;钙钛矿电池;HJT电池;第三代半导体;OLED;存储芯片;芯片概念;光伏概念;超导概念;消费电子概念;专精特新;福建自贸区;小金属概念;钒电池;海峡两岸;深股通
17,600862,18,600862.SH,大飞机;航空发动机;商业航天;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);高端装备;央企国企改革;高铁;创投;国企改革;人形机器人;工业母机;沪股通;中字头股票;融资融券
33,002055,22,002055.SZ,EDR概念;MiniLED;粤港澳大湾区;消费电子概念;小米概念;汽车电子;高压快充;5G;比亚迪概念;数据中心;无线充电;新能源汽车;宁德时代概念;华为概念;特斯拉概念;ST板块;车联网(车路协同);无人驾驶;铜缆高速连接;数据要素;OLED;存储芯片
33,002101,18,002101.SZ,一体化压铸;国企改革;横琴新区;华为汽车;新能源汽车;创投;粤港澳大湾区;飞行汽车(eVTOL);比亚迪概念;特斯拉概念;低空经济;无人机;宁德时代概念;华为概念;汽车电子;5G;深股通;融资融券
33,300504,14,300504.SZ,物联网;智能家居;虚拟现实;华为概念;鸿蒙概念;WiFi 6;星闪概念;5G;商业航天;AI眼镜;西部大开发;华为海思概念股;光纤概念;F5G概念
33,002262,10,002262.SZ,芬太尼;医药电商;创新药;仿制药一致性评价;阿尔茨海默概念;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券
17,688016,4,688016.SH,医疗器械概念;专精特新;沪股通;融资融券
33,300299,16,300299.SZ,AIGC概念;文化传媒概念;手机游戏;网络游戏;抖音概念(字节概念);IP经济(谷子经济);数据安全;福建自贸区;数字经济;人工智能;智慧城市;海峡两岸;虚拟现实;AI应用;机器人概念;融资融券
33,301101,7,301101.SZ,IP经济(谷子经济);智能穿戴;AI眼镜;小米概念;消费电子概念;深股通;融资融券
33,002975,37,002975.SZ,存储芯片;富士康概念;PCB概念;苹果概念;液冷服务器;无线耳机;消费电子概念;AI眼镜;英伟达概念;芯片概念;汽车电子;新型烟草(电子烟);特斯拉概念;比亚迪概念;毫米波雷达;小米概念;工业母机;5G;智能座舱;人形机器人;新能源汽车;MR(混合现实);新型工业化;机器视觉;机器人概念;减速器;粤港澳大湾区;华为概念;无人驾驶;虚拟现实;高端装备;横琴新区;一带一路;人工智能;阿里巴巴概念;腾讯概念;深股通
33,002084,10,002084.SZ,装配式建筑;空气能热泵;智能家居;海峡两岸;智能物流;一带一路;物联网;3D打印;回购增持再贷款概念;人民币贬值受益
33,300429,8,300429.SZ,光刻胶;先进封装;芯片概念;专精特新;PCB概念;创投;深股通;融资融券
17,603273,6,603273.SH,新型工业化;机器人概念;装配式建筑;水泥概念;氢能源;融资融券
33,300997,10,300997.SZ,乳业;广东自贸区;网红经济;拼多多概念;乡村振兴;参股银行;创投;粤港澳大湾区;深股通;融资融券
33,300823,12,300823.SZ,新型城镇化;中俄贸易概念;装配式建筑;雄安新区;水利;一带一路;高铁;新型工业化;高端装备;专精特新;机器人概念;核电
33,300219,25,300219.SZ,柔性屏(折叠屏);MiniLED;粤港澳大湾区;MicroLED概念;MR(混合现实);消费电子概念;汽车电子;新能源汽车;比亚迪概念;虚拟现实;华为概念;小米概念;国企改革;无人机;长安汽车概念;回购增持再贷款概念;华为汽车;车联网(车路协同);互联网金融;小米汽车;芯片概念;文化传媒概念;光刻机;深股通;融资融券
33,002607,14,002607.SZ,AI应用;AIGC概念;职业教育;虚拟数字人;在线教育;旅游概念;百度概念;DeepSeek概念;阿里巴巴概念;人工智能;超级品牌;乡村振兴;融资融券;深股通
33,002682,28,002682.SZ,海峡两岸;卫星导航;军工;ETC;网约车;智慧城市;农村电商;水利;充电桩;燃料电池;垃圾分类;机器人概念;新疆振兴;职业教育;氢能源;冷链物流;新能源汽车;航运概念;车联网(车路协同);污水处理;人工智能;统一大市场;一带一路;储能;乡村振兴;天然气;国企改革;宁德时代概念
17,688663,13,688663.SH,华为数字能源;光伏概念;稀土永磁;风电;光热发电;储能;核电;可控核聚变;数据中心;国企改革;阿里巴巴概念;融资融券;股权转让(并购重组)
33,002997,11,002997.SZ,一体化压铸;华为汽车;小米汽车;新能源汽车;新型工业化;机器人概念;比亚迪概念;专精特新;人工智能;深股通;融资融券
17,603120,7,603120.SH,光刻胶;注册制次新股;环氧丙烷;专精特新;芯片概念;新股与次新股;融资融券
17,688166,10,688166.SH,重组蛋白;减肥药;细胞免疫治疗;创新药;仿制药一致性评价;流感;合成生物;创投;沪股通;融资融券
33,000032,46,000032.SZ,AI语料;云计算;智谱AI;华为鲲鹏;信创;数据安全;算力租赁;AI智能体;阿里巴巴概念;抖音概念(字节概念);智慧政务;国产操作系统;东数西算(算力);数据确权;数据要素;元宇宙;数字乡村;国资云;人工智能;数字孪生;DeepSeek概念;数字经济;安防;智慧城市;智能医疗;数据中心;商业航天;低空经济;工业互联网;粤港澳大湾区;芯片概念;可控核聚变;高铁;专精特新;碳中和;柔性屏(折叠屏);体育产业;乡村振兴;央企国企改革;国企改革;绿色电力;中芯国际概念;AI应用;生物质能发电;融资融券;深股通
33,002580,20,002580.SZ,动力电池回收;钠离子电池;固态电池;锂电池概念;储能;高铁;数据中心;液冷服务器;创投;雄安新区;军工;新疆振兴;国企改革;华为概念;东数西算(算力);抖音概念(字节概念);鸿蒙概念;快手概念;深股通;融资融券
33,002801,13,002801.SZ,人形机器人;新能源汽车;无线充电;机器人概念;储能;无人机;低空经济;军工;人民币贬值受益;锂电池概念;数据中心;冷链物流;深股通
17,605358,20,605358.SH,中芯国际概念;存储芯片;第三代半导体;汽车芯片;芯片概念;硅能源;共封装光学(CPO);商业航天;卫星导航;光伏概念;汽车电子;比亚迪概念;专精特新;无人驾驶;5G;人形机器人;机器人概念;充电桩;融资融券;沪股通
17,605180,2,605180.SH,露营经济;碳纤维
17,603041,3,603041.SH,建筑节能;有机硅概念;专精特新
17,688114,9,688114.SH,AI智能体;智能医疗;基因测序;脑机接口;医疗器械概念;合成生物;机器人概念;沪股通;融资融券
33,300822,11,300822.SZ,AIGC概念;人脸识别;人工智能;智能家居;跨境电商;机器视觉;粤港澳大湾区;宠物经济;人民币贬值受益;锂电池概念;深股通
33,002346,8,002346.SZ,参股银行;回购增持再贷款概念;创投;锂电池概念;DeepSeek概念;中芯国际概念;深股通;融资融券
17,600601,11,600601.SH,共封装光学(CPO);PCB概念;2025年报预增;5G;东数西算(算力);融资融券;华为概念;智慧城市;网络游戏;国企改革;沪股通
33,002095,12,002095.SZ,AI智能体;虚拟数字人;数据要素;区块链;互联网金融;DeepSeek概念;人工智能;跨境电商;AI应用;统一大市场;深股通;融资融券
33,300958,16,300958.SZ,新型城镇化;污水处理;土壤修复;净水概念;固废处理;碳中和;乡村振兴;国企改革;生态农业;京津冀一体化;人工智能;核污染防治;无人机;AI智能体;磷化工;融资融券
33,002559,19,002559.SZ,工业母机;新型工业化;新能源汽车;OLED;比亚迪概念;芯片概念;机器人概念;存储芯片;高端装备;光伏概念;机器视觉;光刻胶;工业互联网;智能物流;军工;华为概念;军民融合;信创;深股通
17,688020,11,688020.SH,PCB概念;PET铜箔;先进封装;5G;华为手机;稀土永磁;消费电子概念;华为概念;专精特新;小米概念;融资融券
33,300996,18,300996.SZ,AI语料;AI应用;AIGC概念;ERP概念;财税数字化;AI智能体;华为鲲鹏;数据要素;智慧政务;信创;区块链;网络安全;人工智能;跨境支付(CIPS);数字经济;互联网金融;小米概念;融资融券
33,001218,1,001218.SZ,消毒剂
17,601908,11,601908.SH,硅能源;光伏概念;绿色电力;风电;第三代半导体;高端装备;专精特新;京津冀一体化;芯片概念;沪股通;融资融券
17,603266,12,603266.SH,汽车热管理;低空经济;智能家居;机器人概念;传感器;无人机;新能源汽车;无人驾驶;毫米波雷达;汽车电子;消费电子概念;芯片概念
17,603567,8,603567.SH,智能医疗;医药电商;流感;黑龙江自贸区;仿制药一致性评价;创新药;沪股通;融资融券
33,300323,13,300323.SZ,MicroLED概念;MiniLED;智能穿戴;AI眼镜;虚拟现实;华为概念;消费电子概念;汽车电子;第三代半导体;芯片概念;国企改革;深股通;融资融券
151,920699,5,920699.BJ,家用电器;华为概念;融资融券;东数西算(算力);比亚迪概念
17,688526,9,688526.SH,禽流感;动物疫苗;合成生物;宠物经济;生物疫苗;生态农业;转基因;沪股通;融资融券
17,688056,5,688056.SH,食品安全;核污染防治;芯片概念;光刻胶;融资融券
17,603990,20,603990.SH,AI应用;DRG/DIP;华为鲲鹏;智能医疗;人形机器人;WiFi 6;人工智能;华为概念;DeepSeek概念;物联网;机器人概念;无人机;养老概念;辅助生殖;低空经济;民营医院;三胎概念;国企改革;股权转让(并购重组);融资融券
33,300722,14,300722.SZ,军民融合;大飞机;商业航天;军工;无人机;低空经济;海工装备;智慧城市;数字经济;人工智能;国企改革;民爆概念;深股通;融资融券
33,300730,30,300730.SZ,电子身份证;数字乡村;智慧政务;数据要素;DRG/DIP;数字孪生;网络安全;华为鲲鹏;智慧城市;信创;财税数字化;数据安全;军工;数字经济;互联网金融;云办公;区块链;百度概念;人工智能;食品安全;东数西算(算力);家庭医生;物联网;智能医疗;华为概念;数据中心;工业互联网;机器视觉;芯片概念;AI应用
17,688363,6,688363.SH,重组蛋白;创新药;合成生物;医美概念;沪股通;融资融券
33,301528,10,301528.SZ,成飞概念;商业航天;新能源汽车;核电;比亚迪概念;专精特新;卫星导航;芯片概念;粤港澳大湾区;融资融券
17,600148,10,600148.SH,中俄贸易概念;国企改革;一带一路;央企国企改革;换电概念;军工;无人机;专精特新;传感器;新能源汽车
17,600760,13,600760.SH,军民融合;大飞机;军工;无人机;央企国企改革;高端装备;数字经济;国企改革;同花顺中特估100;同花顺漂亮100;沪股通;中字头股票;融资融券
33,000010,6,000010.SZ,新型城镇化;水利;PPP概念;东数西算(算力);煤炭概念;抽水蓄能
33,301479,17,301479.SZ,机器视觉;无人驾驶;智能座舱;智能家居;机器人概念;虚拟现实;专精特新;小米概念;粤港澳大湾区;AI眼镜;消费电子概念;比亚迪概念;人形机器人;注册制次新股;深股通;新股与次新股;融资融券
33,002259,3,002259.SZ,天然气;西部大开发;摘帽
33,002550,5,002550.SZ,创新药;仿制药一致性评价;肝炎概念;合成生物;深股通
33,002535,7,002535.SZ,高端装备;燃料电池;军工;储能;安防;煤炭概念;蚂蚁集团概念
33,300759,7,300759.SZ,CRO概念;创新药;智能医疗;人工智能;人民币贬值受益;融资融券;深股通
17,603879,6,603879.SH,海峡两岸;低空经济;无人机;农机;机器人概念;摘帽
17,600587,19,600587.SH,脑机接口;智能医疗;医疗器械概念;民营医院;人工智能;合成生物;DeepSeek概念;AI应用;华为概念;医疗废物处理;消毒剂;智能物流;机器人概念;回购增持再贷款概念;国企改革;人形机器人;光刻胶;沪股通;融资融券
33,002725,11,002725.SZ,碳纤维;新能源汽车;5G;燃料电池;芯片概念;中俄贸易概念;共同富裕示范区;回购增持再贷款概念;人民币贬值受益;一带一路;股权转让(并购重组)
33,002389,15,002389.SZ,军民融合;军工;无人机;低空经济;碳纤维;央企国企改革;人工智能;智能物流;柔性屏(折叠屏);国企改革;光伏概念;MiniLED;人民币贬值受益;深股通;融资融券
17,603073,4,603073.SH,共同富裕示范区;中俄贸易概念;一带一路;人民币贬值受益
17,600463,7,600463.SH,垃圾分类;雄安新区;物业管理;国企改革;京津冀一体化;创投;军民融合
33,002893,3,002893.SZ,碳中和;碳交易;国企改革
17,603683,12,603683.SH,石墨烯;创投;新能源汽车;柔性屏(折叠屏);锂电池概念;机器人概念;固态电池;AI手机;宁德时代概念;传感器;消费电子概念;沪股通
33,301110,12,301110.SZ,小红书概念;AI智能体;抖音概念(字节概念);阿里巴巴概念;数据要素;人工智能;跨境电商;三胎概念;宠物经济;AI应用;深股通;融资融券
33,300533,9,300533.SZ,手机游戏;网络游戏;阿里巴巴概念;IP经济(谷子经济);创投;粤港澳大湾区;人民币贬值受益;新能源汽车;深股通
33,002817,2,002817.SZ,医疗器械概念;专精特新
17,688083,7,688083.SH,信创;鸿蒙概念;职业教育;新型工业化;智能电网;沪股通;融资融券
33,002410,14,002410.SZ,多模态AI;数据要素;人工智能;智慧城市;数字孪生;物联网;京津冀一体化;雄安新区;回购增持再贷款概念;装配式建筑;AI应用;深股通;融资融券;2025年报预增
33,002137,20,002137.SZ,文化传媒概念;数字经济;物联网;区块链;智能家居;粤港澳大湾区;网红经济;抖音概念(字节概念);华为概念;人民币贬值受益;新能源汽车;5G;汽车电子;智能穿戴;光伏概念;消费电子概念;无线耳机;芯片概念;先进封装;深股通
17,688711,17,688711.SH,人形机器人;华为汽车;第三代半导体;可控核聚变;汽车芯片;比亚迪概念;新能源汽车;机器人概念;芯片概念;充电桩;光伏概念;专精特新;数据中心;华为概念;回购增持再贷款概念;沪股通;融资融券
17,600847,1,600847.SH,西部大开发
33,301359,8,301359.SZ,中俄贸易概念;家用电器;共同富裕示范区;专精特新;新能源汽车;比亚迪概念;汽车电子;融资融券
151,920725,6,920725.BJ,第三代半导体;6G概念;芯片概念;专精特新;融资融券;培育钻石
33,300525,26,300525.SZ,财税数字化;智慧政务;数字货币;信创;移动支付;AI智能体;云计算;网络安全;数据要素;腾讯概念;数字乡村;互联网金融;数字经济;DeepSeek概念;智慧城市;人工智能;华为概念;中国AI 50;智能医疗;福建自贸区;海峡两岸;机器人概念;乡村振兴;AI应用;融资融券;深股通
33,300587,8,300587.SZ,液冷服务器;固态电池;机器人概念;专精特新;高铁;锂电池概念;融资融券;深股通
33,002611,25,002611.SZ,人形机器人;新型工业化;机器人概念;物联网;毫米波雷达;工业互联网;高端装备;英伟达概念;无人机;军工;核电;华为概念;3D打印;数字经济;粤港澳大湾区;智能物流;水利;多模态AI;人工智能;可控核聚变;人民币贬值受益;一带一路;牙科医疗;深股通;融资融券
33,301203,6,301203.SZ,污水处理;固废处理;碳中和;锂电池概念;固态电池;融资融券
17,600066,12,600066.SH,同花顺出海50;露营经济;沪股通;融资融券;冷链物流;汽车热管理;燃料电池;氢能源;新能源汽车;DeepSeek概念;车联网(车路协同);无人驾驶
33,301372,6,301372.SZ,地下管网;污水处理;净水概念;新型城镇化;水利;融资融券
17,605389,8,605389.SH,减速器;高端装备;专精特新;机器人概念;光伏概念;海工装备;沪股通;股权转让(并购重组)
33,002909,22,002909.SZ,有机硅概念;硅能源;液冷服务器;碳中和;光伏概念;储能;装配式建筑;雄安新区;高铁;新型城镇化;跨境电商;回购增持再贷款概念;消费电子概念;一带一路;粤港澳大湾区;两轮车;比亚迪概念;新能源汽车;5G;飞行汽车(eVTOL);低空经济;融资融券
33,002298,44,002298.SZ,电力物联网;虚拟电厂;智能电网;光伏建筑一体化;数字乡村;智慧政务;AIGC概念;阿里巴巴概念;碳交易;云计算;数字经济;数据要素;数据安全;时空大数据;人工智能;信创;碳中和;网络安全;水利;智慧城市;PPP概念;东数西算(算力);储能;充电桩;数据中心;工业互联网;人脸识别;华为概念;物联网;军工信息化;高铁;军工;新型城镇化;安防;无线充电;专精特新;无人机;机器视觉;5G;传感器;光纤概念;消费电子概念;深股通;融资融券
33,301267,12,301267.SZ,民营医院;眼科医疗;智能医疗;DeepSeek概念;人工智能;福建自贸区;海峡两岸;智能穿戴;5G;AI眼镜;深股通;融资融券
33,002655,18,002655.SZ,智能音箱;无线耳机;新型烟草(电子烟);消费电子概念;智能穿戴;智能家居;汽车电子;小米概念;传感器;苹果概念;毫米波雷达;新能源汽车;无人机;芯片概念;无线充电;一带一路;华为概念;元宇宙
17,603380,9,603380.SH,汽车电子;5G;消费电子概念;新能源汽车;机器人概念;数据中心;独角兽概念;医疗器械概念;沪股通
33,002247,2,002247.SZ,共同富裕示范区;长三角一体化
33,300815,18,300815.SZ,阿里巴巴概念;DeepSeek概念;数字乡村;东数西算(算力);碳中和;智慧城市;新型城镇化;PPP概念;一带一路;垃圾分类;粤港澳大湾区;医疗废物处理;物业管理;机器人概念;无人驾驶;无人机;人形机器人;深股通
17,603648,13,603648.SH,统一大市场;冷链物流;国企改革;自由贸易港;智能物流;长三角一体化;一带一路;换电概念;医疗器械概念;上海自贸区;机器人概念;新能源汽车;苹果概念
33,301306,10,301306.SZ,商业航天;卫星导航;大飞机;军民融合;军工;华为概念;专精特新;西部大开发;存储芯片;融资融券
33,300993,5,300993.SZ,露营经济;建筑节能;跨境电商;智能物流;融资融券
17,601877,18,601877.SH,智能电网;虚拟电厂;光伏概念;风电;锂电池概念;绿色电力;储能;充电桩;光伏建筑一体化;特斯拉概念;一带一路;数据中心;机器人概念;沪股通;融资融券;物联网;人工智能;阿里巴巴概念
17,688566,5,688566.SH,创新药;肝炎概念;眼科医疗;沪股通;融资融券
33,002771,28,002771.SZ,在线教育;数字经济;信创;虚拟数字人;人脸识别;算力租赁;AIGC概念;时空大数据;人工智能;DeepSeek概念;阿里巴巴概念;语音技术;虚拟现实;东数西算(算力);华为概念;京津冀一体化;物联网;军民融合;智能医疗;军工;工业互联网;数据中心;电力物联网;充电桩;风电;液冷服务器;高压快充;AI应用
17,603373,8,603373.SH,安防;职业教育;阿里巴巴概念;低空经济;无人机;国企改革;沪股通;融资融券
33,002981,11,002981.SZ,无线耳机;智能穿戴;消费电子概念;苹果概念;虚拟现实;机器人概念;无人机;人民币贬值受益;医疗器械概念;储能;一带一路
17,603320,2,603320.SH,空气能热泵;家用电器
33,300652,9,300652.SZ,脑机接口;人形机器人;机器人概念;长安汽车概念;无人驾驶;专精特新;芯片概念;新能源汽车;深股通
33,002824,14,002824.SZ,汽车热管理;新能源汽车;宁德时代概念;比亚迪概念;储能;华为手机;柔性屏(折叠屏);消费电子概念;小米概念;智能家居;华为概念;三胎概念;深股通;融资融券
33,300418,30,300418.SZ,Sora概念(文生视频);AI语料;Web3.0;多模态AI;ChatGPT概念;AIGC概念;短剧游戏;虚拟数字人;AI智能体;网络游戏;手机游戏;阿里巴巴概念;在线教育;区块链;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;同花顺新质50;虚拟现实;网红经济;华为概念;京津冀一体化;创投;无人驾驶;芯片概念;人民币贬值受益;AI应用;深股通;融资融券
33,002015,31,002015.SZ,光伏概念;虚拟电厂;华为数字能源;智能电网;换电概念;储能;充电桩;高压快充;风电;新能源汽车;碳中和;碳交易;绿色电力;华为概念;水利;宁德时代概念;数据中心;锂电池概念;长三角一体化;抽水蓄能;动力电池回收;东数西算(算力);数字经济;蚂蚁集团概念;区块链;算力租赁;英伟达概念;百度概念;生物质能发电;融资融券;深股通
151,920469,9,920469.BJ,比亚迪概念;粤港澳大湾区;融资融券;碳纤维;机器人概念;消费电子概念;PEEK材料;专精特新;新能源汽车
33,300397,29,300397.SZ,军工信息化;太赫兹;军民融合;卫星导航;军工;时空大数据;无人机;量子科技;海工装备;低空经济;车联网(车路协同);安防;智慧城市;算力租赁;东数西算(算力);智慧灯杆;人工智能;华为概念;毫米波雷达;5G;数据中心;无人驾驶;机器人概念;西部大开发;芯片概念;传感器;先进封装;深股通;融资融券
17,603156,4,603156.SH,创投;超级品牌;沪股通;融资融券
33,002900,9,002900.SZ,流感;仿制药一致性评价;维生素;创新药;医美概念;医疗器械概念;宠物经济;黑龙江自贸区;消毒剂
33,300960,8,300960.SZ,高铁;超级电容;充电桩;储能;物联网;芯片概念;股权转让(并购重组);融资融券
33,300294,8,300294.SZ,肝炎概念;生物疫苗;仿制药一致性评价;国企改革;央企国企改革;回购增持再贷款概念;深股通;融资融券
33,002858,16,002858.SZ,IP经济(谷子经济);NFT概念;体育产业;AIGC概念;职业教育;多模态AI;在线教育;百度概念;Web3.0;人工智能;虚拟现实;数字经济;低空经济;无人驾驶;回购增持再贷款概念;AI应用
17,605088,11,605088.SH,华为汽车;人形机器人;机器人概念;新能源汽车;人民币贬值受益;回购增持再贷款概念;DeepSeek概念;储能;锂电池概念;固态电池;沪股通
17,600893,13,600893.SH,国产航母;航空发动机;大飞机;央企国企改革;高端装备;军工;无人机;低空经济;国企改革;西部大开发;同花顺漂亮100;沪股通;融资融券
151,920870,6,920870.BJ,风电;高端装备;新型工业化;融资融券;专精特新;工业母机
17,688783,9,688783.SH,科创次新股;国家大基金持股;存储芯片;MCU芯片;注册制次新股;芯片概念;西部大开发;新股与次新股;融资融券
151,920892,14,920892.BJ,AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;国企改革;房屋检测;融资融券;新型城镇化;粤港澳大湾区;数字经济;一带一路;低空经济;乡村振兴
33,300441,7,300441.SZ,空气能热泵;燃料电池;家用电器;光伏概念;锂电池概念;高端装备;深股通
151,920076,5,920076.BJ,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券
33,300082,10,300082.SZ,固态电池;锂电池概念;宁德时代概念;污水处理;柔性屏(折叠屏);碳中和;新能源汽车;一带一路;深股通;融资融券
151,920876,18,920876.BJ,2025年报预增;在线教育;移动支付;融资融券;数字经济;芯片概念;安防;人工智能;智能家居;鸿蒙概念;信创;智慧政务;物联网;机器人概念;消费电子概念;AI PC;专精特新;5G
17,688616,6,688616.SH,智能电网;电力物联网;充电桩;储能;高端装备;融资融券
33,301357,11,301357.SZ,军民融合;军工信息化;军工;无人机;低空经济;卫星导航;飞行汽车(eVTOL);专精特新;西部大开发;深股通;融资融券
33,300994,7,300994.SZ,三胎概念;人民币贬值受益;中俄贸易概念;跨境电商;体育产业;两轮车;融资融券
33,301085,22,301085.SZ,算力租赁;抖音概念(字节概念);快手概念;腾讯概念;东数西算(算力);智慧政务;华为昇腾;小红书概念;阿里巴巴概念;AI智能体;百度概念;华为鲲鹏;数字经济;DeepSeek概念;华为概念;数据中心;京津冀一体化;富士康概念;一带一路;共封装光学(CPO);深股通;融资融券
33,002702,5,002702.SZ,福建自贸区;人造肉;海峡两岸;预制菜;网红经济
33,001367,5,001367.SZ,仿制药一致性评价;合成生物;人民币贬值受益;专精特新;融资融券
17,603768,7,603768.SH,一体化压铸;长安汽车概念;新能源汽车;华为汽车;比亚迪概念;锂电池概念;宁德时代概念
17,688726,10,688726.SH,钙钛矿电池;BC电池;TOPCON电池;光伏概念;第三代半导体;专精特新;比亚迪概念;芯片概念;沪股通;融资融券
33,300723,16,300723.SZ,重组蛋白;减肥药;创新药;生物疫苗;肝炎概念;猴痘概念;流感;仿制药一致性评价;医药电商;智能医疗;三胎概念;DeepSeek概念;英伟达概念;粤港澳大湾区;融资融券;深股通
33,300956,16,300956.SZ,消费电子概念;专精特新;小米概念;机器人概念;储能;人民币贬值受益;光伏概念;AI PC;光伏建筑一体化;人形机器人;绿色电力;HJT电池;TOPCON电池;锂电池概念;固态电池;融资融券
33,001256,3,001256.SZ,共同富裕示范区;长三角一体化;专精特新
33,001696,25,001696.SZ,飞行汽车(eVTOL);低空经济;军工;两轮车;航空发动机;军民融合;无人机;机器人概念;工业互联网;专精特新;比亚迪概念;商业航天;数字经济;燃料电池;农机;新能源汽车;储能;2025三季报预增;氢能源;西部大开发;锂电池概念;钠离子电池;乡村振兴;深股通;融资融券
17,688505,3,688505.SH,创新药;沪股通;融资融券
17,688093,9,688093.SH,苹果概念;OLED;消费电子概念;新能源汽车;专精特新;华为概念;回购增持再贷款概念;沪股通;融资融券
17,688661,8,688661.SH,芯片概念;消费电子概念;专精特新;英伟达概念;传感器;机器人概念;沪股通;融资融券
17,688548,10,688548.SH,芯片概念;专精特新;氢能源;华为概念;商业航天;粤港澳大湾区;数字孪生;国企改革;沪股通;融资融券
33,300756,8,300756.SZ,三胎概念;机器人概念;旅游概念;IP经济(谷子经济);虚拟现实;元宇宙;2025年报预增;深股通
