code,所属概念数量,所属概念,market_code,股票代码
300957,12,三胎概念;跨境电商;医美概念;医疗器械概念;创新药;创投;智能医疗;人工智能;西部大开发;AI应用;深股通;融资融券,33,300957.SZ
600774,14,民营医院;物业管理;医药电商;医美概念;三胎概念;辅助生殖;幽门螺杆菌概念;流感;创新药;医疗器械概念;低空经济;智能医疗;DeepSeek概念;股权转让(并购重组),17,600774.SH
301039,11,高端装备;氢能源;新能源汽车;冷链物流;人民币贬值受益;无人驾驶;智能物流;华为概念;统一大市场;融资融券;深股通,33,301039.SZ
605336,3,家用电器;智能家居;DeepSeek概念,17,605336.SH
600661,7,职业教育;养老概念;在线教育;旅游概念;人工智能;AI应用;融资融券,17,600661.SH
600711,16,金属钴;金属铜;金属镍;金属锌;金属铅;小金属概念;黄金概念;锂电池概念;绿色电力;固废处理;福建自贸区;人民币贬值受益;海峡两岸;沪股通;融资融券;摘帽,17,600711.SH
300616,13,IP经济(谷子经济);养老概念;AIGC概念;空间计算;小红书概念;人工智能;AI智能体;智能物流;海峡两岸;智能家居;虚拟现实;机器人概念;MR(混合现实),33,300616.SZ
600196,21,创新药;仿制药一致性评价;减肥药;流感;生物疫苗;细胞免疫治疗;猴痘概念;阿尔茨海默概念;辅助生殖;青蒿素;医美概念;民营医院;医疗器械概念;智能医疗;证金持股;家庭医生;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,17,600196.SH
300462,11,ST板块;储能;充电桩;液冷服务器;汽车热管理;人脸识别;车联网(车路协同);ETC;智慧城市;移动支付;独角兽概念,33,300462.SZ
601127,18,华为汽车;车联网(车路协同);无人驾驶;飞行汽车(eVTOL);人形机器人;低空经济;固态电池;机器人概念;新能源汽车;人工智能;无线充电;参股银行;华为概念;西部大开发;抖音概念(字节概念);沪股通;股权转让(并购重组);融资融券,17,601127.SH
002920,22,智能座舱;无人驾驶;小米汽车;同花顺新质50;华为汽车;长安汽车概念;传感器;车联网(车路协同);毫米波雷达;英伟达概念;比亚迪概念;汽车电子;机器人概念;百度概念;华为概念;粤港澳大湾区;数字经济;回购增持再贷款概念;海峡两岸;中国AI 50;深股通;融资融券,33,002920.SZ
688215,9,2025年报预增;机器人概念;专精特新;智能物流;数字孪生;东数西算(算力);人工智能;阿里巴巴概念;融资融券,17,688215.SH
920748,13,车联网(车路协同);融资融券;股权转让(并购重组);移动支付;福建自贸区;海峡两岸;机器人概念;智慧城市;国企改革;充电桩;低空经济;人工智能;乡村振兴,151,920748.BJ
300868,8,东数西算(算力);华为概念;智能穿戴;消费电子概念;AI眼镜;跨境电商;股权转让(并购重组);融资融券,33,300868.SZ
002985,16,成飞概念;大飞机;军民融合;商业航天;卫星导航;军工;低空经济;无人机;高铁;高端装备;京津冀一体化;芯片概念;2025年报预增;2025三季报预增;融资融券;深股通,33,002985.SZ
600604,8,租售同权;数字经济;创投;蚂蚁集团概念;DeepSeek概念;国企改革;融资融券;沪股通,17,600604.SH
920066,5,染料;新能源汽车;专精特新;家用电器;融资融券,151,920066.BJ
600388,17,固废处理;钠离子电池;风电;绿色电力;土壤修复;氢能源;污水处理;回购增持再贷款概念;储能;国企改革;PPP概念;专精特新;海峡两岸;机器人概念;华为概念;融资融券;沪股通,17,600388.SH
605122,4,装配式建筑;建筑节能;水泥概念;西部大开发,17,605122.SH
300005,19,足球概念;商业航天;京津冀一体化;体育产业;三胎概念;露营经济;冰雪产业;机器人概念;跨境电商;智能穿戴;芯片概念;消费电子概念;MiniLED;柔性屏(折叠屏);汽车芯片;OLED;MCU芯片;融资融券;深股通,33,300005.SZ
003011,5,共同富裕示范区;长三角一体化;人民币贬值受益;回购增持再贷款概念;2025年报预增,33,003011.SZ
300993,5,露营经济;智能物流;跨境电商;建筑节能;融资融券,33,300993.SZ
600053,6,人形机器人;创投;PPP概念;跨境电商;沪股通;融资融券,17,600053.SH
002893,5,碳交易;碳中和;建筑节能;国企改革;京津冀一体化,33,002893.SZ
600259,10,金属铜;小金属概念;稀土永磁;海南自贸区;央企国企改革;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通,17,600259.SH
000016,27,星闪概念;无线耳机;存储芯片;智能穿戴;网约车;鸿蒙概念;智能家居;芯片概念;消费电子概念;MiniLED;MicroLED概念;家用电器;腾讯概念;人工智能;工业互联网;DeepSeek概念;5G;创投;PCB概念;海峡两岸;PPP概念;污水处理;国企改革;央企国企改革;深股通;股权转让(并购重组);融资融券,33,000016.SZ
002797,4,期货概念;区块链;深股通;融资融券,33,002797.SZ
603218,7,风电;海工装备;核电;核污染防治;军工;融资融券;沪股通,17,603218.SH
301246,13,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;2025年报预增;比亚迪概念;猴痘概念;仿制药一致性评价;合成生物;流感;深股通;融资融券,33,301246.SZ
000050,20,MicroLED概念;电子纸;MiniLED;OLED;柔性屏(折叠屏);智能穿戴;虚拟现实;消费电子概念;智能座舱;小米概念;华为概念;芯片概念;苹果概念;汽车电子;智能家居;回购增持再贷款概念;央企国企改革;国企改革;深股通;融资融券,33,000050.SZ
603176,6,新型城镇化;PPP概念;雄安新区;乡村振兴;水利;京津冀一体化,17,603176.SH
002946,4,乳业;西部大开发;融资融券;深股通,33,002946.SZ
300590,18,信创;车联网(车路协同);智慧城市;AI智能体;人工智能;物联网;WiFi 6;无人驾驶;卫星导航;工业互联网;5G;智能座舱;智能物流;专精特新;芯片概念;人民币贬值受益;两轮车;深股通,33,300590.SZ
603194,11,机器人概念;新能源汽车;人民币贬值受益;智能物流;共同富裕示范区;储能;锂电池概念;军工;汽车拆解概念;沪股通;融资融券,17,603194.SH
301662,11,固态电池;钠离子电池;宁德时代概念;注册制次新股;锂电池概念;比亚迪概念;动力电池回收;粤港澳大湾区;深股通;新股与次新股;融资融券,33,301662.SZ
300625,5,家用电器;跨境电商;智能家居;智慧灯杆;智慧城市,33,300625.SZ
300732,25,新型城镇化;装配式建筑;房屋检测;地下管网;雄安新区;水利;污水处理;光伏建筑一体化;净水概念;碳中和;碳交易;智慧城市;数字孪生;一带一路;人工智能;DeepSeek概念;数据要素;车联网(车路协同);华为概念;低空经济;时空大数据;雅下水电概念;新疆振兴;数据中心;军工,33,300732.SZ
002300,9,特高压;核电;风电;海工装备;充电桩;军工;海峡两岸;光伏概念;融资融券,33,002300.SZ
300898,5,乳业;网红经济;三胎概念;自由贸易港;融资融券,33,300898.SZ
600828,4,信托概念;物业管理;西部大开发;沪股通,17,600828.SH
605199,10,海南自贸区;幽门螺杆菌概念;仿制药一致性评价;医药电商;流感;ST板块;三胎概念;肝炎概念;创新药;专精特新,22,605199.SH
002802,4,国企改革;海峡两岸;风电;股权转让(并购重组),33,002802.SZ
003040,24,数字货币;移动支付;跨境支付(CIPS);电子身份证;ETC;互联网金融;国产操作系统;区块链;数字经济;智慧政务;信创;鸿蒙概念;数据安全;物联网;量子科技;AI智能体;DeepSeek概念;人工智能;华为概念;5G;消费电子概念;AI应用;融资融券;深股通,33,003040.SZ
688332,18,2025年报预增;智能音箱;星闪概念;无线耳机;AI眼镜;智能穿戴;小米概念;语音技术;芯片概念;物联网;消费电子概念;专精特新;百度概念;抖音概念(字节概念);人工智能;独角兽概念;沪股通;融资融券,17,688332.SH
301396,31,算力租赁;云计算;财税数字化;东数西算(算力);多模态AI;ChatGPT概念;腾讯概念;AI智能体;信创;智慧政务;MR(混合现实);数据中心;数据要素;空间计算;华为概念;DeepSeek概念;人工智能;安防;数字经济;智慧城市;物联网;职业教育;AI应用;智能医疗;专精特新;智能物流;乡村振兴;旅游概念;新型城镇化;深股通;融资融券,33,301396.SZ
300320,12,光伏建筑一体化;光伏概念;钙钛矿电池;比亚迪概念;华为汽车;特斯拉概念;新能源汽车;高铁;高端装备;大飞机;深股通;融资融券,33,300320.SZ
603806,11,BC电池;HJT电池;POE胶膜;光伏概念;固态电池;储能;MicroLED概念;MiniLED;PCB概念;沪股通;融资融券,17,603806.SH
600996,18,文化传媒概念;数字乡村;旅游概念;云计算;算力租赁;DeepSeek概念;人工智能;物联网;华为概念;东数西算(算力);智能医疗;智能家居;数据中心;5G;国企改革;西部大开发;沪股通;融资融券,17,600996.SH
000592,9,福建自贸区;海峡两岸;旅游概念;乡村振兴;民营医院;化肥;合成生物;深股通;融资融券,33,000592.SZ
301499,15,传感器;汽车电子;毫米波雷达;消费电子概念;高压快充;无人驾驶;新能源汽车;专精特新;汽车热管理;芯片概念;燃料电池;氢能源;PCB概念;天然气;融资融券,33,301499.SZ
300506,6,比亚迪概念;ST板块;粤港澳大湾区;智慧灯杆;车联网(车路协同);智慧城市,33,300506.SZ
603937,1,锂电池概念,17,603937.SH
603886,3,IP经济(谷子经济);海峡两岸;长三角一体化,17,603886.SH
920003,3,数字经济;融资融券;新股与次新股,151,920003.BJ
600853,17,黑龙江自贸区;冰雪产业;水利;创投;体育产业;新型城镇化;地下管网;旅游概念;PPP概念;农村电商;智慧城市;乡村振兴;国企改革;一带一路;雅下水电概念;生态农业;商业航天,17,600853.SH
600665,4,物业管理;国企改革;水利;西部大开发,17,600665.SH
920779,6,宁德时代概念;锂电池概念;融资融券;消费电子概念;比亚迪概念;固态电池,151,920779.BJ
002349,10,流感;医药电商;仿制药一致性评价;肝炎概念;创新药;养老概念;国企改革;锂电池概念;深股通;融资融券,33,002349.SZ
603217,4,可降解塑料;专精特新;固态电池;合成生物,17,603217.SH
301157,15,液冷服务器;数据中心;东数西算(算力);腾讯概念;抖音概念(字节概念);华为概念;阿里巴巴概念;百度概念;华为盘古;专精特新;储能;高铁;锂电池概念;钠离子电池;融资融券,33,301157.SZ
300155,10,区块链;人脸识别;智慧城市;AI应用;DeepSeek概念;语音技术;安防;食品安全;物业管理;智能家居,33,300155.SZ
603278,8,商业航天;人形机器人;海峡两岸;高端装备;一带一路;风电;绿色电力;生物质能发电,17,603278.SH
300371,12,雄安新区;水利;物联网;传感器;专精特新;智慧城市;华为概念;人工智能;绿色电力;DeepSeek概念;AI智能体;核电,33,300371.SZ
300423,21,可控核聚变;光热发电;智能电网;智慧灯杆;商业航天;风电;虚拟电厂;光伏概念;氢能源;燃料电池;水利;储能;安防;智慧城市;专精特新;智能家居;锂电池概念;冷链物流;数据中心;智慧政务;股权转让(并购重组),33,300423.SZ
300735,37,智能座舱;智能穿戴;毫米波雷达;小米概念;消费电子概念;汽车电子;5G;无人驾驶;华为手机;传感器;人形机器人;MCU芯片;安防;华为概念;机器人概念;小米汽车;车联网(车路协同);物联网;低空经济;华为汽车;东数西算(算力);新能源汽车;EDR概念;智能家居;工业互联网;卫星导航;粤港澳大湾区;商业航天;移动支付;光伏概念;储能;充电桩;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,33,300735.SZ
689009,12,跨境电商;车联网(车路协同);两轮车;国产操作系统;机器人概念;人工智能;DeepSeek概念;小米概念;英伟达概念;储能;2025年报预增;融资融券,17,689009.SH
300363,10,CRO概念;减肥药;细胞免疫治疗;创新药;流感;人民币贬值受益;新型烟草(电子烟);西部大开发;融资融券;深股通,33,300363.SZ
002917,15,空气能热泵;一带一路;雅下水电概念;粤港澳大湾区;机器人概念;新型工业化;工业互联网;机器视觉;新疆振兴;人工智能;军工;芯片概念;民爆概念;军民融合;虚拟现实,33,002917.SZ
300699,17,大飞机;商业航天;卫星导航;碳纤维;军民融合;军工;低空经济;无人机;PEEK材料;高铁;消费电子概念;光伏概念;风电;氢能源;体育产业;深股通;融资融券,33,300699.SZ
002534,18,核电;钙钛矿电池;光热发电;光伏概念;高端装备;大飞机;储能;商业航天;钒电池;燃料电池;绿色电力;碳中和;一带一路;固废处理;回购增持再贷款概念;创投;融资融券;深股通,33,002534.SZ
003003,4,可降解塑料;跨境电商;冷链物流;工业互联网,33,003003.SZ
002201,8,商业航天;风电;高铁;创投;2025年报预增;比亚迪概念;深股通;融资融券,33,002201.SZ
001322,7,回购增持再贷款概念;养老概念;智能家居;粤港澳大湾区;华为概念;鸿蒙概念;深股通,33,001322.SZ
300101,19,卫星导航;商业航天;军民融合;军工;国产航母;无人机;时空大数据;5G;智慧城市;机器视觉;芯片概念;机器人概念;人工智能;物联网;专精特新;回购增持再贷款概念;西部大开发;深股通;融资融券,33,300101.SZ
301600,12,智能座舱;小米汽车;比亚迪概念;小米概念;专精特新;长安汽车概念;车联网(车路协同);物联网;宁德时代概念;福建自贸区;深股通;融资融券,33,301600.SZ
000736,7,ST板块;物业管理;参股券商;国企改革;雄安新区;西部大开发;央企国企改革,33,000736.SZ
603895,13,数字孪生;工业互联网;华为概念;新型工业化;机器人概念;长安汽车概念;人形机器人;专精特新;特斯拉概念;新能源汽车;储能;锂电池概念;固态电池,17,603895.SH
301680,11,注册制次新股;储能;特高压;汽车热管理;专精特新;锂电池概念;新能源汽车;宁德时代概念;智能电网;新股与次新股;融资融券,33,301680.SZ
002553,18,减速器;新能源汽车;机器人概念;比亚迪概念;无人机;物联网;专精特新;无线耳机;芯片概念;锂电池概念;语音技术;人工智能;MCU芯片;汽车芯片;2025年报预增;ChatGPT概念;融资融券;深股通,33,002553.SZ
600530,4,幽门螺杆菌概念;养老概念;宠物经济;沪股通,17,600530.SH
688448,2,污水处理;融资融券,17,688448.SH
603180,14,海峡两岸;福建自贸区;创投;家用电器;智能家居;虚拟数字人;一带一路;人工智能;回购增持再贷款概念;工业互联网;AI智能体;AIGC概念;多模态AI;智能音箱,17,603180.SH
300340,15,钠离子电池;固态电池;锂电池概念;宁德时代概念;钙钛矿电池;碳中和;燃料电池;小金属概念;粤港澳大湾区;国企改革;稀土永磁;比亚迪概念;氢能源;新能源汽车;高端装备,33,300340.SZ
301632,26,粤港澳大湾区;光伏概念;建筑节能;垃圾分类;机器人概念;物联网;光伏建筑一体化;智慧城市;水利;智能物流;车联网(车路协同);低空经济;国企改革;5G;DeepSeek概念;碳中和;人工智能;注册制次新股;房屋检测;碳交易;AI智能体;AIGC概念;文化传媒概念;深股通;新股与次新股;融资融券,33,301632.SZ
603418,11,一体化压铸;华为汽车;特斯拉概念;小米汽车;新能源汽车;比亚迪概念;注册制次新股;小米概念;宁德时代概念;新股与次新股;融资融券,17,603418.SH
300587,8,机器人概念;专精特新;高铁;液冷服务器;固态电池;锂电池概念;融资融券;深股通,33,300587.SZ
603097,10,特高压;智能电网;风电;光伏概念;充电桩;储能;数据中心;雄安新区;军工;机器人概念,17,603097.SH
002524,11,眼科医疗;民营医院;医美概念;装配式建筑;智能医疗;地下管网;创投;人工智能;西部大开发;新疆振兴;天然气,33,002524.SZ
000530,20,海工装备;核电;军工;无人零售;冰雪产业;汽车热管理;数据中心;独角兽概念;比亚迪概念;空气能热泵;数字经济;储能;体育产业;液冷服务器;碳中和;氢能源;中俄贸易概念;冷链物流;统一大市场;融资融券,33,000530.SZ
600855,20,军工信息化;商业航天;军民融合;军工;无人机;低空经济;车联网(车路协同);ETC;安防;信创;智慧城市;央企国企改革;物联网;人工智能;数据中心;医疗器械概念;储能;国企改革;融资融券;沪股通,17,600855.SH
003027,5,碳中和;储能;钠离子电池;2025三季报预增;2025年报预增,33,003027.SZ
300947,13,租售同权;物业管理;旅游概念;IP经济(谷子经济);建筑节能;新型城镇化;元宇宙;ChatGPT概念;人工智能;DeepSeek概念;空间计算;AI应用;融资融券,33,300947.SZ
688581,5,医疗器械概念;人民币贬值受益;机器人概念;沪股通;融资融券,17,688581.SH
300550,9,家庭医生;腾讯概念;鸿蒙概念;区块链;人工智能;云计算;DeepSeek概念;智能医疗;AI应用,33,300550.SZ
301238,16,钠离子电池;固态电池;锂电池概念;宁德时代概念;有机硅概念;新能源汽车;储能;超级电容;2025年报预增;高压快充;汽车热管理;无人机;国企改革;股权转让(并购重组);深股通;融资融券,33,301238.SZ
920300,9,量子科技;超导概念;融资融券;智能医疗;宠物经济;可控核聚变;医疗器械概念;光伏概念;专精特新,151,920300.BJ
002022,7,猴痘概念;流感;肝炎概念;宠物经济;医疗器械概念;智能医疗;食品安全,33,002022.SZ
688758,3,2025三季报预增;沪股通;融资融券,17,688758.SH
603799,25,金属钴;金属镍;金属铜;小金属概念;盐湖提锂;金属回收;磷化工;动力电池回收;固态电池;钠离子电池;锂电池概念;宁德时代概念;特斯拉概念;比亚迪概念;回购增持再贷款概念;同花顺漂亮100;新能源汽车;飞行汽车(eVTOL);储能;人形机器人;长三角一体化;人民币贬值受益;俄乌冲突概念;沪股通;融资融券,17,603799.SH
300895,23,算力租赁;数据安全;云计算;网络安全;抖音概念(字节概念);数据确权;阿里巴巴概念;国资云;东数西算(算力);量子科技;数据要素;电力物联网;DeepSeek概念;华为概念;数据中心;数字孪生;数字经济;物联网;核电;京津冀一体化;国企改革;深股通;融资融券,33,300895.SZ
301066,9,AIGC概念;AI智能体;NFT概念;数字经济;人工智能;跨境电商;创投;共同富裕示范区;融资融券,33,301066.SZ
002322,16,电力物联网;智能电网;特高压;PM2.5;土壤修复;储能;数字孪生;无人机;核电;人工智能;东数西算(算力);虚拟现实;数据要素;信创;AI应用;深股通,33,002322.SZ
920522,8,锂电池概念;钠离子电池;融资融券;碳纤维;比亚迪概念;宁德时代概念;固态电池;专精特新,151,920522.BJ
001356,5,跨境电商;可降解塑料;人民币贬值受益;深股通;融资融券,33,001356.SZ
603501,21,MCU芯片;汽车芯片;中芯国际概念;无线耳机;汽车电子;AI眼镜;芯片概念;传感器;小米概念;英伟达概念;无人驾驶;消费电子概念;机器视觉;OLED;华为手机;华为概念;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,17,603501.SH
600710,21,央企国企改革;土壤修复;可降解塑料;固废处理;华为数字能源;储能;污水处理;光伏概念;光伏建筑一体化;数据中心;新能源汽车;国企改革;人民币贬值受益;乡村振兴;工业互联网;机器人概念;创投;航运概念;阿里巴巴概念;沪股通;融资融券,17,600710.SH
605377,1,沪股通,17,605377.SH
603009,8,汽车热管理;人形机器人;特斯拉概念;新能源汽车;比亚迪概念;2025年报预增;融资融券;沪股通,17,603009.SH
000415,9,新疆振兴;参股保险;西部大开发;雄安新区;人民币贬值受益;飞行汽车(eVTOL);低空经济;深股通;融资融券,33,000415.SZ
301315,19,AI应用;ERP概念;AIGC概念;数据要素;AI智能体;互联网金融;DeepSeek概念;人工智能;数字经济;华为概念;智能物流;工业互联网;机器视觉;新型工业化;烟草;无人驾驶;机器人概念;数据中心;融资融券,33,301315.SZ
688728,12,国家大基金持股;OLED;芯片概念;消费电子概念;汽车电子;智能穿戴;传感器;安防;人民币贬值受益;智慧城市;融资融券;沪股通,17,688728.SH
002817,2,医疗器械概念;专精特新,33,002817.SZ
603536,4,预制菜;网红经济;乡村振兴;一带一路,17,603536.SH
000796,14,海南自贸区;免税店;冰雪产业;旅游概念;露营经济;体育产业;互联网金融;跨境支付(CIPS);乡村振兴;海峡两岸;养老概念;国企改革;回购增持再贷款概念;深股通,33,000796.SZ
002530,27,数字货币;财税数字化;区块链;智慧政务;互联网金融;华为鲲鹏;鸿蒙概念;百度概念;信创;数据要素;ChatGPT概念;ERP概念;AI智能体;虚拟数字人;云计算;数字经济;AIGC概念;智慧城市;人工智能;华为概念;跨境电商;养老概念;机器人概念;比亚迪概念;AI应用;深股通;融资融券,33,002530.SZ
002214,13,房屋检测;ST板块;机器人概念;芯片概念;智能电网;传感器;军工;无人机;军民融合;无人驾驶;商业航天;安防;卫星导航,33,002214.SZ
603201,5,新能源汽车;人民币贬值受益;专精特新;比亚迪概念;跨境电商,17,603201.SH
920249,41,抖音概念(字节概念);汽车芯片;无人驾驶;电力物联网;智能物流;鸿蒙概念;阿里巴巴概念;车联网(车路协同);融资融券;芯片概念;百度概念;物联网;消费电子概念;汽车电子;汽车热管理;机器人概念;智能穿戴;智能座舱;智能家居;智慧灯杆;星闪概念;数字经济;工业互联网;安防;存储芯片;华为海思概念股;华为概念;医疗器械概念;光伏概念;先进封装;充电桩;传感器;人脸识别;人形机器人;人工智能;两轮车;一带一路;WiFi 6;DeepSeek概念;AI智能体;5G,151,920249.BJ
002544,30,商业航天;卫星导航;军民融合;军工;6G概念;低空经济;网络安全;智慧城市;数字乡村;数字孪生;东数西算(算力);物联网;数据要素;5G;机器人概念;华为概念;水利;数据中心;农机;横琴新区;储能;粤港澳大湾区;2025年报预增;一带一路;国企改革;雄安新区;PCB概念;乡村振兴;深股通;融资融券,33,002544.SZ
003032,11,ST板块;机器人概念;人形机器人;职业教育;华为概念;在线教育;鸿蒙概念;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏,33,003032.SZ
002326,8,钠离子电池;氟化工概念;宁德时代概念;锂电池概念;液冷服务器;仿制药一致性评价;深股通;融资融券,33,002326.SZ
000011,8,物业管理;深圳国企改革;新型城镇化;化债概念(AMC概念);国企改革;一带一路;粤港澳大湾区;深股通,33,000011.SZ
301589,12,MicroLED概念;MiniLED;芯片概念;虚拟现实;人工智能;智慧城市;创投;足球概念;体育产业;西部大开发;融资融券;深股通,33,301589.SZ
002915,8,PEEK材料;氟化工概念;钠离子电池;固态电池;专精特新;光伏概念;深股通;融资融券,33,002915.SZ
603868,4,家用电器;短剧游戏;沪股通;融资融券,17,603868.SH
301322,6,新能源汽车;芯片概念;人民币贬值受益;中芯国际概念;动力电池回收;融资融券,33,301322.SZ
300165,9,ST板块;华为概念;专精特新;工业大麻;医疗器械概念;食品安全;土壤修复;污水处理;锂电池概念,33,300165.SZ
600877,25,6G概念;卫星导航;商业航天;WiFi 6;数据要素;毫米波雷达;汽车芯片;MCU芯片;无人机;5G;无线充电;星闪概念;传感器;芯片概念;汽车电子;消费电子概念;光伏概念;长安汽车概念;储能;回购增持再贷款概念;西部大开发;央企国企改革;国企改革;沪股通;融资融券,17,600877.SH
301102,9,小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,33,301102.SZ
605388,5,乳业;白酒概念;三胎概念;跨境电商;幽门螺杆菌概念,17,605388.SH
002923,10,青蒿素;仿制药一致性评价;合成生物;创新药;医疗器械概念;医药电商;肝炎概念;流感;猴痘概念;幽门螺杆菌概念,33,002923.SZ
600857,3,参股银行;共同富裕示范区;黄金概念,17,600857.SH
000430,3,ST板块;旅游概念;国企改革,33,000430.SZ
600323,15,生物质能发电;碳交易;污水处理;固废处理;绿色电力;国企改革;垃圾分类;创投;天然气;智慧城市;氢能源;沪股通;融资融券;粤港澳大湾区;股权转让(并购重组),17,600323.SH
003020,8,眼科医疗;创新药;仿制药一致性评价;肝炎概念;医药电商;医美概念;脑机接口;深股通,33,003020.SZ
000888,12,冰雪产业;啤酒概念;旅游概念;体育产业;IP经济(谷子经济);NFT概念;国企改革;智慧政务;西部大开发;低空经济;融资融券;深股通,33,000888.SZ
603205,7,医药电商;三胎概念;医疗器械概念;跨境电商;消毒剂;人民币贬值受益;融资融券,17,603205.SH
002609,19,蚂蚁集团概念;数据要素;百度概念;腾讯概念;鸿蒙概念;DeepSeek概念;数字经济;人工智能;智慧城市;车联网(车路协同);华为概念;新型城镇化;粤港澳大湾区;2025年报预增;充电桩;储能;2025三季报预增;高压快充;深股通,33,002609.SZ
300207,41,钠离子电池;固态电池;动力电池回收;锂电池概念;盐湖提锂;无线充电;新型烟草(电子烟);华为手机;苹果概念;无线耳机;石墨烯;两轮车;AI眼镜;储能;星闪概念;智能穿戴;消费电子概念;新能源汽车;金属回收;小米概念;高压快充;智能音箱;汽车电子;机器人概念;华为概念;工业互联网;虚拟现实;粤港澳大湾区;无人机;数字孪生;低空经济;智能家居;虚拟电厂;一带一路;数字经济;换电概念;创投;DeepSeek概念;人工智能;深股通;融资融券,33,300207.SZ
300375,12,传感器;长安汽车概念;华为汽车;小米汽车;比亚迪概念;汽车热管理;新能源汽车;小米概念;储能;京津冀一体化;宁德时代概念;百度概念,33,300375.SZ
000810,45,星闪概念;智能音箱;虚拟现实;鸿蒙概念;元宇宙;安防;在线教育;人工智能;物联网;百度概念;腾讯概念;智能家居;智能穿戴;智能座舱;数据要素;AIGC概念;WiFi 6;Web3.0;空间计算;数字经济;ChatGPT概念;华为概念;MR(混合现实);小米概念;AI眼镜;文化传媒概念;华为海思概念股;5G;汽车电子;家用电器;长安汽车概念;短剧游戏;消费电子概念;MiniLED;无人机;芯片概念;柔性屏(折叠屏);数据中心;眼科医疗;OLED;F5G概念;储能;西部大开发;深股通;融资融券,33,000810.SZ
605080,6,体育产业;露营经济;共同富裕示范区;人工智能;一带一路;人民币贬值受益,17,605080.SH
603535,14,自由贸易港;统一大市场;跨境电商;智能物流;粤港澳大湾区;无人驾驶;数字经济;物联网;拼多多概念;低空经济;抖音概念(字节概念);阿里巴巴概念;航运概念;沪股通,17,603535.SH
603633,12,智能座舱;机器人概念;汽车电子;毫米波雷达;比亚迪概念;无人驾驶;新能源汽车;消费电子概念;华为概念;储能;宁德时代概念;中芯国际概念,17,603633.SH
603396,10,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;高端装备;新型工业化;专精特新;氢能源;一带一路;融资融券,17,603396.SH
920906,9,2025年报预增;高端装备;长安汽车概念;融资融券;机器人概念;比亚迪概念;智能座舱;无人驾驶;新能源汽车,151,920906.BJ
600052,5,体育产业;文化传媒概念;国企改革;储能;锂电池概念,17,600052.SH
300854,7,土壤修复;粤港澳大湾区;固废处理;碳中和;生物质能发电;绿色电力;融资融券,33,300854.SZ
300631,9,盐湖提锂;稀土永磁;锂电池概念;固态电池;专精特新;净水概念;光伏概念;污水处理;垃圾分类,33,300631.SZ
688557,15,新型工业化;人形机器人;比亚迪概念;机器人概念;机器视觉;物联网;华为概念;无人驾驶;智能物流;人工智能;宁德时代概念;军工;跨境电商;统一大市场;融资融券,17,688557.SH
603882,19,AIGC概念;AI智能体;数据要素;腾讯概念;智能医疗;DeepSeek概念;人工智能;基因测序;食品安全;华为概念;细胞免疫治疗;医疗器械概念;AI应用;幽门螺杆菌概念;机器人概念;肝炎概念;冷链物流;融资融券;沪股通,17,603882.SH
300511,7,NMN概念;人造肉;农业种植;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组),33,300511.SZ
603408,12,福建自贸区;海峡两岸;跨境电商;智能家居;机器人概念;净水概念;一带一路;养老概念;人民币贬值受益;小米概念;芯片概念;沪股通,17,603408.SH
600621,10,期货概念;参股券商;物业管理;上海国企改革;DeepSeek概念;创投;国企改革;2025年报预增;沪股通;融资融券,17,600621.SH
600165,4,ST板块;西部大开发;合成生物;参股银行,22,600165.SH
688509,21,时空大数据;数字乡村;卫星导航;智慧城市;华为欧拉;空间计算;信创;数据要素;数字经济;低空经济;人工智能;DeepSeek概念;无人机;物联网;华为概念;PPP概念;地下管网;国企改革;央企国企改革;碳交易;融资融券,17,688509.SH
002576,6,新能源汽车;风电;机器人概念;比亚迪概念;特高压;专精特新,33,002576.SZ
002097,25,飞行汽车(eVTOL);低空经济;无人机;机器人概念;军工;军民融合;传感器;工业互联网;高端装备;高铁;农机;航空发动机;核污染防治;5G;人工智能;数字经济;消费电子概念;雅下水电概念;人民币贬值受益;一带一路;国企改革;锂电池概念;深股通;页岩气;融资融券,33,002097.SZ
688707,12,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;低空经济;西部大开发;国企改革;央企国企改革;融资融券;沪股通,17,688707.SH
688301,8,牙科医疗;高端装备;传感器;芯片概念;专精特新;医疗器械概念;沪股通;融资融券,17,688301.SH
603169,27,可控核聚变;商业航天;核污染防治;军工;航空发动机;光热发电;核电;氢能源;高端装备;天然气;中俄贸易概念;光伏概念;超超临界发电;一带一路;碳中和;储能;西部大开发;新疆振兴;一体化压铸;机器人概念;工业互联网;煤化工概念;锂电池概念;数字经济;国企改革;沪股通;融资融券,17,603169.SH
002033,6,冰雪产业;旅游概念;IP经济(谷子经济);西部大开发;深股通;融资融券,33,002033.SZ
