code,所属概念数量,所属概念,股票代码,market_code
920510,7,芯片概念;机器人概念;融资融券;专精特新;人形机器人;减速器;新能源汽车,920510.BJ,151
600172,8,培育钻石;第三代半导体;沪股通;回购增持再贷款概念;国企改革;物业管理;旅游概念;融资融券,600172.SH,17
301185,13,数据要素;华为鲲鹏;数据安全;在线教育;AI应用;人工智能;AIGC概念;多模态AI;数字水印;虚拟现实;数据中心(AIDC);国企改革;融资融券,301185.SZ,33
600262,8,人民币贬值受益;无人驾驶;华为概念;车联网(车路协同);西部大开发;氢能源;央企国企改革;国企改革,600262.SH,17
603097,10,特高压;智能电网;数据中心(AIDC);充电桩;军工;风电;储能;光伏概念;雄安新区;机器人概念,603097.SH,17
920808,9,数据中心(AIDC);碳中和;抖音概念(字节概念);腾讯概念;东数西算(算力);融资融券;专精特新;液冷服务器;股权转让(并购重组),920808.BJ,151
920357,6,新能源汽车;融资融券;专精特新;消费电子概念;汽车电子;PCB概念,920357.BJ,151
600689,7,创投;物业管理;人民币贬值受益;国企改革;安防;独角兽概念;股权转让(并购重组),600689.SH,17
300062,14,智能电网;充电桩;储能;光伏概念;高压快充;绿色电力;高铁;福建自贸区;锂电池概念;宁德时代概念;海峡两岸;一带一路;机器人概念;新能源汽车,300062.SZ,33
301550,11,减速器;人形机器人;机器人概念;新能源汽车;农机;专精特新;工业互联网;人民币贬值受益;数字经济;深股通;融资融券,301550.SZ,33
603010,8,芯片概念;新能源汽车;比亚迪概念;锂电池概念;磷化工;合成生物;融资融券;沪股通,603010.SH,17
002236,57,人脸识别;物联网;智慧灯杆;安防;网络安全;车联网(车路协同);智慧城市;人工智能;工业互联网;数字孪生;鸿蒙概念;DeepSeek概念;AI应用;虚拟现实;时空大数据;AI智能体;信创;云计算;华为鲲鹏;数据要素;星闪概念;多模态AI;低空经济;数据安全;数字经济;东数西算(算力);华为昇腾;智能家居;智能物流;养老概念;机器人概念;智能电网;水利;充电桩;传感器;机器视觉;无人机;无人驾驶;新型工业化;数据中心(AIDC);卫星导航;网约车;智能座舱;5G;毫米波雷达;汽车电子;MiniLED;PPP概念;人民币贬值受益;MicroLED概念;海工装备;乡村振兴;OLED;证金持股;存储芯片;深股通;融资融券,002236.SZ,33
601678,14,环氧丙烷;氟化工概念;煤化工概念;消毒剂;氢能源;锂电池概念;燃料电池;回购增持再贷款概念;参股银行;绿色电力;参股保险;芯片概念;沪股通;融资融券,601678.SH,17
688509,22,时空大数据;华为欧拉;信创;物联网;空间计算;智慧城市;数据要素;数字乡村;华为概念;数字经济;人工智能;DeepSeek概念;无人机;卫星导航;低空经济;军工信息化;PPP概念;地下管网;国企改革;碳交易;央企国企改革;融资融券,688509.SH,17
603181,6,有机硅概念;染料;工业互联网;风电;沪股通;融资融券,603181.SH,17
003038,10,金属回收;飞行汽车(eVTOL);低空经济;新能源汽车;专精特新;储能;人形机器人;光伏概念;风电;绿色电力,003038.SZ,33
920092,30,AI应用;专精特新;云计算;无人驾驶;信创;人工智能;融资融券;车联网(车路协同);华为概念;互联网金融;机器视觉;数据要素;工业互联网;华为盘古;碳中和;财税数字化;华为鲲鹏;物联网;算力租赁;新型工业化;智慧城市;无人机;数字孪生;机器人概念;数据安全;独角兽概念;智慧政务;AIGC概念;东数西算(算力);DeepSeek概念,920092.BJ,151
601858,14,中字头股票;知识产权保护;国资云;文化传媒概念;在线教育;国企改革;数据要素;数字经济;DeepSeek概念;芯片概念;智能医疗;同花顺中特估100;沪股通;融资融券,601858.SH,17
600493,3,创投;人民币贬值受益;海峡两岸,600493.SH,17
300107,6,染料;京津冀一体化;雄安新区;低空经济;飞行汽车(eVTOL);深股通,300107.SZ,33
600666,19,算力租赁;东数西算(算力);云计算;数据确权;AI视频;AIGC概念;数据要素;AI智能体;AI应用;短剧游戏;DeepSeek概念;蚂蚁集团概念;人工智能;比亚迪概念;高端装备;OLED;黑龙江自贸区;新疆振兴;沪股通,600666.SH,17
300465,24,数字货币;蚂蚁集团概念;移动支付;Web3.0;ChatGPT概念;信创;跨境支付(CIPS);AI智能体;数据安全;数据要素;区块链;腾讯概念;化债概念(AMC概念);抖音概念(字节概念);物联网;DeepSeek概念;人工智能;文化传媒概念;华为概念;东数西算(算力);芯片概念;比亚迪概念;数据中心(AIDC);深股通,300465.SZ,33
002515,8,共封装光学(CPO);数据中心(AIDC);芯片概念;人造肉;共同富裕示范区;网红经济;预制菜;深股通,002515.SZ,33
002953,14,物联网;风电;充电桩;华为概念;东数西算(算力);机器人概念;数据中心(AIDC);储能;粤港澳大湾区;新能源汽车;高压快充;家用电器;5G;深股通,002953.SZ,33
000757,8,西部大开发;工业互联网;长安汽车概念;华为汽车;新能源汽车;比亚迪概念;小米汽车;小米概念,000757.SZ,33
601515,15,烟草;新型烟草(电子烟);PVDF概念;医疗器械概念;锂电池概念;固态电池;钠离子电池;比亚迪概念;创投;宁德时代概念;国企改革;PET铜箔;沪股通;融资融券;股权转让(并购重组),601515.SH,17
300867,16,生物质能发电;医疗废物处理;绿色电力;DeepSeek概念;垃圾分类;PPP概念;AI应用;污水处理;固废处理;氢能源;短剧游戏;海峡两岸;燃料电池;医美概念;深股通;融资融券,300867.SZ,33
002960,22,安防;快手概念;人工智能;物联网;智慧城市;智能家居;机器视觉;阿里巴巴概念;无人机;机器人概念;跨境电商;新型城镇化;传感器;储能;人形机器人;数据中心(AIDC);MCU芯片;芯片概念;核电;氢能源;融资融券;深股通,002960.SZ,33
002134,8,PCB概念;专精特新;新能源汽车;军工;大飞机;天津自贸区;京津冀一体化;深股通,002134.SZ,33
002362,37,在线教育;数据要素;智慧政务;电子身份证;AI应用;虚拟数字人;信创;人脸识别;ChatGPT概念;鸿蒙概念;AI智能体;智慧城市;华为鲲鹏;语音技术;人工智能;数字经济;AI语料;DeepSeek概念;安防;多模态AI;云计算;智能医疗;华为概念;机器视觉;跨境电商;IP经济(谷子经济);京津冀一体化;机器人概念;比亚迪概念;医疗器械概念;PM2.5;基因测序;消费电子概念;芯片概念;电子纸;融资融券;深股通,002362.SZ,33
300521,2,3D打印;柔性屏(折叠屏),300521.SZ,33
920015,7,芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,920015.BJ,151
000782,1,军工,000782.SZ,33
688011,6,军工信息化;军民融合;军工;专精特新;黑龙江自贸区;融资融券,688011.SH,17
688616,6,充电桩;智能电网;电力物联网;储能;高端装备;融资融券,688616.SH,17
002202,25,商业航天;柔性直流输电;特高压;智能电网;东数西算(算力);海工装备;独角兽概念;储能;工业互联网;风电;抽水蓄能;人工智能;创投;碳中和;氢能源;污水处理;绿色电力;碳交易;西部大开发;PPP概念;新疆振兴;同花顺出海50;煤化工概念;深股通;融资融券,002202.SZ,33
600933,11,人形机器人;汽车热管理;一体化压铸;机器人概念;新能源汽车;人民币贬值受益;一带一路;回购增持再贷款概念;沪股通;共封装光学(CPO);融资融券,600933.SH,17
002240,10,盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;西部大开发;回购增持再贷款概念;比亚迪概念;深股通;融资融券,002240.SZ,33
300807,26,ERP概念;东数西算(算力);数据中心(AIDC);EDR概念;华为概念;人脸识别;百度概念;智能穿戴;比亚迪概念;高压快充;AI智能体;卫星导航;数据要素;智能座舱;人工智能;物联网;移动支付;充电桩;车联网(车路协同);无人驾驶;新能源汽车;智能物流;网约车;冷链物流;雄安新区;乡村振兴,300807.SZ,33
301128,29,液冷服务器;华为海思概念股;共封装光学(CPO);富士康概念;数据中心(AIDC);光刻机;无人驾驶;华为手机;PCB概念;芯片概念;华为概念;消费电子概念;柔性屏(折叠屏);苹果概念;虚拟现实;无人机;新型工业化;华为汽车;人形机器人;比亚迪概念;军工;新能源汽车;机器人概念;人工智能;高端装备;华为数字能源;粤港澳大湾区;深股通;融资融券,301128.SZ,33
603006,3,冷链物流;新能源汽车;特斯拉概念,603006.SH,17
301165,31,WiFi 6;6G概念;共封装光学(CPO);液冷服务器;中国AI 50;5G;数据中心(AIDC);东数西算(算力);网络安全;信创;云办公;抖音概念(字节概念);小米概念;阿里巴巴概念;百度概念;腾讯概念;AI智能体;工业互联网;国资云;新型工业化;快手概念;人工智能;AIGC概念;AI应用;数字经济;蚂蚁集团概念;智能医疗;一带一路;国企改革;深股通;融资融券,301165.SZ,33
603788,7,小米汽车;小米概念;新能源汽车;医疗器械概念;特斯拉概念;比亚迪概念;高股息精选,603788.SH,17
000633,3,西部大开发;核电;新疆振兴,000633.SZ,33
600201,8,动物疫苗;禽流感;合成生物;宠物经济;西部大开发;人工智能;沪股通;融资融券,600201.SH,17
002148,14,车联网(车路协同);抖音概念(字节概念);物联网;京津冀一体化;网络游戏;手机游戏;创投;低空经济;机器人概念;无人机;5G;芯片概念;融资融券;深股通,002148.SZ,33
300621,10,装配式建筑;新型城镇化;建筑节能;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;华为概念;国企改革;风电,300621.SZ,33
002642,44,国资云;华为鲲鹏;智慧政务;数据安全;数字乡村;网络安全;ChatGPT概念;多模态AI;数据要素;AI智能体;信创;云计算;AI应用;华为昇腾;智慧城市;区块链;阿里巴巴概念;数字孪生;腾讯概念;车联网(车路协同);数字经济;百度概念;DeepSeek概念;智能医疗;物联网;人工智能;星闪概念;互联网金融;虚拟现实;独角兽概念;东数西算(算力);华为概念;电力物联网;京津冀一体化;工业互联网;新型工业化;基因测序;乡村振兴;数据中心(AIDC);5G;碳中和;华为数字能源;国企改革;深股通,002642.SZ,33
603507,12,氢能源;光热发电;风电;海工装备;回购增持再贷款概念;光伏概念;一带一路;专精特新;人民币贬值受益;机器人概念;商业航天;融资融券,603507.SH,17
603948,5,中俄贸易概念;共同富裕示范区;光伏概念;芯片概念;高股息精选,603948.SH,17
301396,31,算力租赁;东数西算(算力);云计算;财税数字化;多模态AI;数据中心(AIDC);智慧政务;信创;腾讯概念;ChatGPT概念;AI智能体;数据要素;空间计算;AI应用;DeepSeek概念;华为概念;智慧城市;安防;数字经济;MR(混合现实);物联网;人工智能;职业教育;智能医疗;专精特新;新型城镇化;乡村振兴;智能物流;旅游概念;深股通;融资融券,301396.SZ,33
002765,18,减速器;华为汽车;长安汽车概念;机器人概念;虚拟现实;智能座舱;新能源汽车;低空经济;比亚迪概念;军工;汽车电子;西部大开发;国企改革;消费电子概念;富士康概念;股权转让(并购重组);深股通;融资融券,002765.SZ,33
603161,9,人民币贬值受益;一带一路;长安汽车概念;华为汽车;燃料电池;回购增持再贷款概念;新能源汽车;比亚迪概念;氢能源,603161.SH,17
300211,9,血氧仪;医疗器械概念;传感器;人工智能;物联网;消费电子概念;智能穿戴;芯片概念;ST板块,300211.SZ,33
300882,16,电力物联网;智能电网;虚拟电厂;物联网;数字经济;AI应用;人工智能;传感器;专精特新;储能;新能源汽车;汽车电子;碳中和;参股银行;深股通;融资融券,300882.SZ,33
605033,2,乡村振兴;西部大开发,605033.SH,17
600961,10,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通,600961.SH,17
002478,14,特钢概念;光热发电;核电;海工装备;一带一路;超超临界发电;储能;新能源汽车;专精特新;地下管网;天然气;页岩气;深股通;融资融券,002478.SZ,33
601882,6,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通,601882.SH,17
300510,19,虚拟电厂;智能电网;柔性直流输电;换电概念;充电桩;特高压;物联网;储能;区块链;光伏概念;高压快充;中俄贸易概念;专精特新;智能物流;机器人概念;新型工业化;锂电池概念;国企改革;新能源汽车,300510.SZ,33
002853,6,C2M概念;物联网;智能家居;网红经济;粤港澳大湾区;股权转让(并购重组),002853.SZ,33
300981,9,宠物经济;医疗器械概念;智能医疗;核污染防治;国企改革;人民币贬值受益;专精特新;融资融券;深股通,300981.SZ,33
300025,6,元宇宙;虚拟现实;IP经济(谷子经济);华为概念;5G;融资融券,300025.SZ,33
002339,31,电力物联网;智能电网;特高压;虚拟电厂;网络安全;高压快充;充电桩;核电;智慧城市;换电概念;物联网;风电;数字孪生;车联网(车路协同);水利;华为概念;工业互联网;人工智能;数字经济;储能;光伏概念;机器人概念;碳中和;新能源汽车;新型城镇化;绿色电力;养老概念;地下管网;动力电池回收;天然气;融资融券,002339.SZ,33
688119,9,商业航天;军工;核电;工业互联网;核污染防治;央企国企改革;国企改革;中字头股票;融资融券,688119.SH,17
920188,5,海工装备;天然气;参股银行;新股与次新股;融资融券,920188.BJ,151
603730,8,特斯拉概念;上海自贸区;比亚迪概念;新能源汽车;人民币贬值受益;长安汽车概念;沪股通;融资融券,603730.SH,17
920578,8,新能源汽车;融资融券;新型工业化;机器人概念;西部大开发;工业互联网;专精特新;工业母机,920578.BJ,151
688381,24,汽车芯片;AI手机;AI眼镜;共封装光学(CPO);芯片概念;汽车电子;消费电子概念;5G;传感器;智能座舱;小米概念;虚拟现实;数据中心(AIDC);安防;比亚迪概念;专精特新;海峡两岸;小米汽车;机器人概念;人形机器人;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,688381.SH,17
603666,19,传感器;新型工业化;人形机器人;机器视觉;机器人概念;专精特新;华为概念;低空经济;ChatGPT概念;人工智能;腾讯概念;无人机;AIGC概念;多模态AI;脑机接口;充电桩;医疗器械概念;智能电网;沪股通,603666.SH,17
300422,17,医疗废物处理;净水概念;土壤修复;垃圾分类;消毒剂;污水处理;动力电池回收;固废处理;PPP概念;碳中和;雄安新区;锂电池概念;食品安全;西部大开发;国企改革;天然气;无人驾驶,300422.SZ,33
001207,2,特高压;固态电池,001207.SZ,33
301616,7,机器人概念;高端装备;专精特新;2025年报预增;参股银行;可降解塑料;融资融券,301616.SZ,33
000049,26,钠离子电池;固态电池;锂电池概念;储能;华为手机;人民币贬值受益;粤港澳大湾区;比亚迪概念;新能源汽车;智能家居;无线耳机;同花顺果指数;消费电子概念;苹果概念;小米概念;机器人概念;物联网;华为概念;无人机;AI眼镜;人形机器人;智能穿戴;5G;深股通;融资融券;先进封装,000049.SZ,33
600989,11,煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;跨境电商;DeepSeek概念;2025年报预增;融资融券;沪股通,600989.SH,17
688558,9,工业母机;新型工业化;人形机器人;专精特新;航空发动机;高端装备;机器人概念;商业航天;融资融券,688558.SH,17
600361,20,金属回收;金属铜;宁德时代概念;超导概念;苹果概念;消费电子概念;无线耳机;特高压;碳中和;回购增持再贷款概念;比亚迪概念;华为概念;新能源汽车;小米概念;一带一路;富士康概念;机器人概念;液冷服务器;小米汽车;沪股通,600361.SH,17
920183,5,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,920183.BJ,151
301580,9,牙科医疗;3D打印;专精特新;阿里巴巴概念;人民币贬值受益;智能医疗;医疗器械概念;深股通;融资融券,301580.SZ,33
603014,4,医疗器械概念;一带一路;股权转让(并购重组);融资融券,603014.SH,17
002199,3,股权转让(并购重组);ST板块;锂电池概念,002199.SZ,33
002180,17,物联网;人民币贬值受益;鸿蒙概念;信创;机器人概念;高端装备;军工;小米概念;智能座舱;储能;人形机器人;汽车电子;芯片概念;MCU芯片;汽车芯片;深股通;融资融券,002180.SZ,33
600148,10,中俄贸易概念;专精特新;一带一路;新能源汽车;换电概念;传感器;无人机;国企改革;军工;央企国企改革,600148.SH,17
603583,11,长安汽车概念;人形机器人;机器人概念;医疗器械概念;智能家居;养老概念;人民币贬值受益;三胎概念;一带一路;融资融券;沪股通,603583.SH,17
300033,15,AI语料;互联网金融;ChatGPT概念;AIGC概念;AI应用;多模态AI;AI智能体;鸿蒙概念;数据要素;智能医疗;人工智能;融资融券;深股通;证金持股;2025年报预增,300033.SZ,33
301363,11,脑机接口;PEEK材料;CRO概念;医疗器械概念;机器人概念;减肥药;传感器;消费电子概念;人民币贬值受益;深股通;融资融券,301363.SZ,33
002546,8,电力物联网;虚拟电厂;智能电网;充电桩;物联网;数据要素;2025年报预增;深股通,002546.SZ,33
920896,10,2025年报预增;专精特新;新能源汽车;机器人概念;风电;融资融券;西部大开发;两轮车;农机;减速器,920896.BJ,151
300825,37,汽车芯片;智谱AI;数字孪生;多模态AI;芯片概念;新型工业化;AI智能体;数据要素;车联网(车路协同);虚拟现实;汽车电子;人工智能;华为概念;英伟达概念;数字经济;DeepSeek概念;人形机器人;无人驾驶;低空经济;智能座舱;东数西算(算力);机器人概念;换电概念;比亚迪概念;智能物流;减速器;算力租赁;长安汽车概念;京津冀一体化;新能源汽车;飞行汽车(eVTOL);华为汽车;农机;乡村振兴;燃料电池;融资融券;深股通,300825.SZ,33
002609,18,数据要素;鸿蒙概念;数字经济;人工智能;智慧城市;腾讯概念;蚂蚁集团概念;百度概念;DeepSeek概念;车联网(车路协同);华为概念;粤港澳大湾区;新型城镇化;2025年报预增;充电桩;储能;高压快充;深股通,002609.SZ,33
300711,26,军工信息化;军民融合;卫星导航;6G概念;军工;华为鲲鹏;信创;低空经济;语音技术;人脸识别;多模态AI;数据要素;AI智能体;5G;人工智能;AI应用;核电;工业互联网;高铁;智能电网;水利;粤港澳大湾区;储能;抽水蓄能;国企改革;深股通,300711.SZ,33
001255,14,水利;高铁;长三角一体化;专精特新;共同富裕示范区;核电;军工;家用电器;新能源汽车;比亚迪概念;光伏概念;有机硅概念;风电;超导概念,001255.SZ,33
600202,8,中俄贸易概念;创投;一带一路;黑龙江自贸区;回购增持再贷款概念;国企改革;核电;超超临界发电,600202.SH,17
300846,34,算力租赁;华为昇腾;云计算;智谱AI;数据安全;东数西算(算力);快手概念;云游戏;网络安全;信创;智慧政务;国产操作系统;小红书概念;百度概念;数据中心(AIDC);AIGC概念;AI智能体;数据要素;虚拟数字人;数字乡村;车联网(车路协同);在线教育;DeepSeek概念;华为概念;人工智能;商业航天;无人驾驶;芯片概念;专精特新;京津冀一体化;创投;一带一路;融资融券;深股通,300846.SZ,33
301234,4,医疗器械概念;专精特新;人民币贬值受益;融资融券,301234.SZ,33
603520,5,氟化工概念;仿制药一致性评价;流感;锂电池概念;专精特新,603520.SH,17
001296,6,西部大开发;长安汽车概念;军工;3D打印;固废处理;页岩气,001296.SZ,33
601636,6,建筑节能;芯片概念;沪股通;融资融券;硅能源;光伏概念,601636.SH,17
920037,9,2025年报预增;无人机;特高压;智能电网;军工;专精特新;新股与次新股;融资融券;中俄贸易概念,920037.BJ,151
300221,15,PCB概念;消费电子概念;新型烟草(电子烟);5G;OLED;3D打印;碳纤维;新能源汽车;无人机;2025年报预增;机器人概念;可降解塑料;NMN概念;网约车;创投,300221.SZ,33
603130,2,共同富裕示范区;沪股通,603130.SH,17
605555,8,人形机器人;家用电器;共同富裕示范区;机器人概念;无人驾驶;新能源汽车;人民币贬值受益;沪股通,605555.SH,17
300435,15,天然气;俄乌冲突概念;煤化工概念;新疆振兴;氢能源;一带一路;碳中和;共同富裕示范区;海峡两岸;储能;高端装备;可控核聚变;芯片概念;商业航天;深股通,300435.SZ,33
603016,2,国企改革;特高压,603016.SH,17
300036,43,智慧政务;华为鲲鹏;时空大数据;华为欧拉;数据要素;信创;AI应用;AI智能体;鸿蒙概念;多模态AI;AIGC概念;军工信息化;华为昇腾;Web3.0;元宇宙;区块链;车联网(车路协同);阿里巴巴概念;数字经济;智慧城市;数字孪生;腾讯概念;DeepSeek概念;空间计算;人工智能;卫星导航;低空经济;虚拟现实;无人机;华为概念;商业航天;军工;无人驾驶;水利;英伟达概念;MR(混合现实);乡村振兴;智能电网;土壤修复;地下管网;雅下水电概念;深股通;融资融券,300036.SZ,33
600478,21,动力电池回收;固态电池;两轮车;共享单车;锂电池概念;小金属概念;氢能源;燃料电池;2025年报预增;储能;航空发动机;换电概念;新能源汽车;区块链;军工;军民融合;数据中心(AIDC);虚拟电厂;商业航天;融资融券;沪股通,600478.SH,17
600596,19,草甘膦;有机硅概念;硅能源;锂电池概念;2026一季报预增;大豆;光伏概念;玉米;乡村振兴;农业种植;转基因;共同富裕示范区;光纤概念;液冷服务器;华为概念;人形机器人;东数西算(算力);沪股通;融资融券,600596.SH,17
300540,12,天然气;氢能源;燃料电池;智慧灯杆;西部大开发;专精特新;一带一路;国企改革;商业航天;储能;充电桩;车联网(车路协同),300540.SZ,33
300803,5,互联网金融;AI应用;参股券商;融资融券;深股通,300803.SZ,33
301386,7,智能电网;光伏概念;高铁;专精特新;物联网;无人驾驶;融资融券,301386.SZ,33
300604,8,国家大基金持股;存储芯片;芯片概念;专精特新;2025年报预增;海峡两岸;融资融券;深股通,300604.SZ,33
603806,14,BC电池;HJT电池;PCB概念;POE胶膜;MiniLED;光伏概念;MicroLED概念;锂电池概念;储能;固态电池;钠离子电池;商业航天;沪股通;融资融券,603806.SH,17
688267,6,环氧丙烷;专精特新;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,688267.SH,17
920407,13,智能家居;安防;DeepSeek概念;地下管网;人脸识别;物联网;污水处理;鸿蒙概念;专精特新;无人零售;融资融券;智慧城市;传感器,920407.BJ,151
688128,20,新型工业化;无人驾驶;比亚迪概念;房屋检测;无人机;汽车热管理;储能;一带一路;可控核聚变;回购增持再贷款概念;特高压;锂电池概念;氢能源;国企改革;央企国企改革;固态电池;抽水蓄能;沪股通;中字头股票;融资融券,688128.SH,17
688067,10,三胎概念;医疗器械概念;辅助生殖;智能医疗;幽门螺杆菌概念;专精特新;人工智能;机器视觉;医药电商;融资融券,688067.SH,17
603980,8,染料;有机硅概念;医疗器械概念;家用电器;阿尔茨海默概念;仿制药一致性评价;创新药;股权转让(并购重组),603980.SH,17
002779,7,机器人概念;人民币贬值受益;华为概念;2025年报预增;乡村振兴;融资融券;深股通,002779.SZ,33
301491,11,注册制次新股;人工智能;人民币贬值受益;智能家居;物联网;智能音箱;智能穿戴;消费电子概念;深股通;新股与次新股;融资融券,301491.SZ,33
002104,23,数字货币;互联网金融;电子身份证;移动支付;区块链;数字经济;国产操作系统;智慧政务;ETC;数据安全;人工智能;阿里巴巴概念;网络安全;一带一路;车联网(车路协同);物联网;华为概念;量子科技;消费电子概念;5G;芯片概念;深股通;融资融券,002104.SZ,33
000967,22,算力租赁;云计算;智能电网;储能;华为概念;充电桩;数据要素;核电;智慧城市;物联网;固废处理;无人驾驶;垃圾分类;污水处理;绿色电力;新能源汽车;机器人概念;PPP概念;特色小镇;回购增持再贷款概念;深股通;融资融券,000967.SZ,33
003030,4,共同富裕示范区;人造肉;网红经济;宠物经济,003030.SZ,33
300697,8,金属铜;石墨烯;高铁;新能源汽车;数据中心(AIDC);氢能源;国企改革;深股通,300697.SZ,33
301086,19,液冷服务器;富士康概念;苹果概念;消费电子概念;专精特新;工业母机;华为概念;新型工业化;新能源汽车;锂电池概念;虚拟现实;储能;华为数字能源;机器人概念;2026一季报预增;汽车热管理;回购增持再贷款概念;深股通;融资融券,301086.SZ,33
300095,17,成飞概念;航空发动机;大飞机;减速器;军工;高端装备;水利;无人机;海工装备;新型工业化;商业航天;机器人概念;人形机器人;新能源汽车;一带一路;回购增持再贷款概念;风电,300095.SZ,33
603041,3,有机硅概念;建筑节能;专精特新,603041.SH,17
600468,15,柔性直流输电;智能电网;风电;核电;可控核聚变;超导概念;海工装备;储能;军民融合;京津冀一体化;军工;氢能源;一带一路;国企改革;沪股通,600468.SH,17
300052,24,云游戏;云计算;算力租赁;元宇宙;网络安全;东数西算(算力);数字孪生;电子竞技;阿里巴巴概念;数据中心(AIDC);虚拟现实;腾讯概念;虚拟数字人;华为概念;数字经济;区块链;NFT概念;DeepSeek概念;手机游戏;互联网金融;网络游戏;粤港澳大湾区;旅游概念;摘帽,300052.SZ,33
300184,38,华为海思概念股;存储芯片;汽车芯片;MCU芯片;6G概念;芯片概念;5G;第三代半导体;OLED;PCB概念;液冷服务器;消费电子概念;数据中心(AIDC);智能穿戴;汽车电子;星闪概念;传感器;华为概念;无线耳机;物联网;小米概念;腾讯概念;电力物联网;ETC;车联网(车路协同);智能电网;光伏概念;比亚迪概念;人工智能;机器人概念;智能家居;储能;独角兽概念;2025年报预增;特斯拉概念;跨境电商;融资融券;深股通,300184.SZ,33
002802,4,海峡两岸;风电;国企改革;股权转让(并购重组),002802.SZ,33
300509,4,专精特新;机器视觉;机器人概念;2025年报预增,300509.SZ,33
300771,12,智慧城市;人脸识别;无人零售;智能医疗;物联网;智能物流;换电概念;创投;机器人概念;无人驾驶;2025年报预增;冷链物流,300771.SZ,33
002633,7,核电;风电;高端装备;海工装备;军民融合;国企改革;股权转让(并购重组),002633.SZ,33
688221,4,创新药;医疗器械概念;沪股通;融资融券,688221.SH,17
300740,11,拼多多概念;跨境电商;DeepSeek概念;网红经济;三胎概念;回购增持再贷款概念;医美概念;合成生物;毛发医疗;深股通;融资融券,300740.SZ,33
300578,21,Web3.0;云办公;AI视频;多模态AI;虚拟数字人;信创;鸿蒙概念;AI应用;元宇宙;空间计算;在线教育;国产操作系统;东数西算(算力);人工智能;DeepSeek概念;数字经济;虚拟现实;华为概念;数据中心(AIDC);智能医疗;5G,300578.SZ,33
002247,2,共同富裕示范区;长三角一体化,002247.SZ,33
300743,3,人民币贬值受益;专精特新;回购增持再贷款概念,300743.SZ,33
600246,12,卫星导航;存储芯片;商业航天;芯片概念;毫米波雷达;5G;数字经济;创投;京津冀一体化;物业管理;沪股通;融资融券,600246.SH,17
300191,7,可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,300191.SZ,33
300073,19,钠离子电池;固态电池;动力电池回收;金属钴;宁德时代概念;锂电池概念;小金属概念;储能;比亚迪概念;特斯拉概念;新能源汽车;飞行汽车(eVTOL);高端装备;低空经济;无人机;国企改革;深股通;央企国企改革;融资融券,300073.SZ,33
600654,15,网络安全;信创;东数西算(算力);鸿蒙概念;智慧城市;数据中心(AIDC);安防;华为概念;人工智能;比亚迪概念;智能医疗;物业管理;养老概念;传感器;沪股通,600654.SH,17
300371,12,水利;专精特新;智慧城市;物联网;雄安新区;人工智能;DeepSeek概念;AI智能体;华为概念;传感器;核电;绿色电力,300371.SZ,33
688110,12,存储芯片;汽车芯片;芯片概念;5G;智能穿戴;消费电子概念;安防;车联网(车路协同);专精特新;回购增持再贷款概念;沪股通;融资融券,688110.SH,17
002368,48,国资云;财税数字化;数据安全;云计算;华为鲲鹏;DRG/DIP;智慧政务;数字乡村;网络安全;AIGC概念;AI智能体;信创;数据要素;国产操作系统;AI应用;阿里巴巴概念;鸿蒙概念;东数西算(算力);数字货币;DeepSeek概念;智慧城市;跨境支付(CIPS);时空大数据;数字经济;互联网金融;数字孪生;电力物联网;安防;人工智能;智能医疗;物联网;军工信息化;华为概念;数据中心(AIDC);工业互联网;水利;雄安新区;无人驾驶;雅下水电概念;国企改革;新型工业化;体育产业;央企国企改革;回购增持再贷款概念;汽车电子;芯片概念;深股通;融资融券,002368.SZ,33
300541,36,云计算;Web3.0;数据安全;华为昇腾;数据确权;快手概念;华为盘古;华为鲲鹏;阿里巴巴概念;智慧政务;信创;腾讯概念;数据要素;抖音概念(字节概念);AI智能体;鸿蒙概念;AI应用;蚂蚁集团概念;区块链;数字货币;数据中心(AIDC);数字经济;DeepSeek概念;英伟达概念;ETC;人工智能;华为概念;NFT概念;独角兽概念;互联网金融;跨境支付(CIPS);无人驾驶;智能物流;烟草;2025年报预增;深股通,300541.SZ,33
688370,3,回购增持再贷款概念;固废处理;融资融券,688370.SH,17
300523,30,时空大数据;财税数字化;网络安全;核污染防治;云计算;国资云;物联网;智慧城市;ChatGPT概念;AI智能体;地下管网;安防;腾讯概念;水利;传感器;人工智能;DeepSeek概念;华为概念;低空经济;芯片概念;无人机;机器人概念;高端装备;京津冀一体化;一带一路;股权转让(并购重组);国企改革;央企国企改革;天然气;深股通,300523.SZ,33
