code,所属概念,股票代码,所属概念数量,market_code
301327,钠离子电池;固态电池;BC电池;锂电池概念;光伏概念;特斯拉概念;储能;新能源汽车;机器人概念;人民币贬值受益;智能电网;光伏建筑一体化;露营经济;网红经济;深股通;融资融券,301327.SZ,16,33
002449,MicroLED概念;传感器;家用电器;智能家居;消费电子概念;智能穿戴;MiniLED;小米概念;汽车电子;AI眼镜;充电桩;无人驾驶;储能;华为概念;芯片概念;人脸识别;第三代半导体;语音技术;国企改革;人工智能;先进封装;汽车芯片;血氧仪;元宇宙;深股通;融资融券,002449.SZ,26,33
002205,地下管网;装配式建筑;新型城镇化;PPP概念;水利;雄安新区;新疆振兴;污水处理;高铁;风电;国企改革;央企国企改革;西部大开发,002205.SZ,13,33
600436,超级品牌;证金持股;同花顺漂亮100;肝炎概念;创新药;国企改革;沪股通;融资融券;海峡两岸;专精特新,600436.SH,10,17
601700,柔性直流输电;特高压;智能电网;光伏概念;硅能源;一带一路;化债概念(AMC概念);回购增持再贷款概念;国企改革;沪股通;融资融券,601700.SH,11,17
300019,有机硅概念;硅能源;固态电池;锂电池概念;宁德时代概念;光伏概念;可控核聚变;核电;特高压;芯片概念;高铁;比亚迪概念;西部大开发;新能源汽车;军工;雄安新区;无人机;商业航天;5G;水利;小米概念;装配式建筑;长安汽车概念;深股通;融资融券,300019.SZ,25,33
601177,减速器;人形机器人;机器人概念;农机;工业互联网;军民融合;军工;核电;海工装备;风电;国企改革;参股银行;融资融券;沪股通,601177.SH,14,17
002992,MiniLED;AI眼镜;无人机;小米概念;智能座舱;消费电子概念;比亚迪概念;智能穿戴;PET铜箔;新能源汽车;固态电池;华为概念;虚拟现实;锂电池概念;深股通,002992.SZ,15,33
920149,融资融券;光伏概念;光伏建筑一体化;房屋检测;股权转让(并购重组);建筑节能;新型城镇化;装配式建筑,920149.BJ,8,151
603605,共同富裕示范区;沪股通;融资融券,603605.SH,3,17
603201,新能源汽车;人民币贬值受益;专精特新;比亚迪概念;跨境电商,603201.SH,5,17
002462,民营医院;医疗器械概念;冷链物流;国企改革;医药电商;央企国企改革;证金持股;股权转让(并购重组),002462.SZ,8,33
688538,上海国企改革;国企改革;大飞机;华为概念;柔性屏(折叠屏);小米概念;智能座舱;OLED;智能穿戴;沪股通;融资融券,688538.SH,11,17
000716,粮食概念;农业种植;网红经济;乡村振兴;跨境电商;养老概念;国企改革;PPP概念;西部大开发;一带一路;新能源汽车;储能;锂电池概念;股权转让(并购重组);深股通;融资融券,000716.SZ,16,33
002158,数据中心;光伏概念;第三代半导体;芯片概念;专精特新;海峡两岸;工业互联网;燃料电池;空气能热泵;氢能源;雄安新区;冷链物流;深股通;融资融券,002158.SZ,14,33
688021,专精特新;燃料电池;氢能源;融资融券,688021.SH,4,17
002791,光伏建筑一体化;雄安新区;垃圾分类;海峡两岸;粤港澳大湾区;光伏概念;智能家居;充电桩;融资融券;深股通,002791.SZ,10,33
603511,跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通,603511.SH,6,17
688398,专精特新;家用电器;新能源汽车;福建自贸区;冷链物流;融资融券,688398.SH,6,17
300982,光伏概念;智能电网;虚拟电厂;充电桩;电力物联网;数据中心;储能;工业互联网;融资融券,300982.SZ,9,33
603351,创新药,603351.SH,1,17
002898,ST板块;医美概念;仿制药一致性评价;创新药;医疗器械概念;幽门螺杆菌概念;横琴新区;肝炎概念;新疆振兴;东数西算(算力);股权转让(并购重组),002898.SZ,11,33
688750,小金属概念;航空发动机;军工;商业航天;核电;大飞机;高端装备;飞行汽车(eVTOL);专精特新;国企改革;沪股通;融资融券,688750.SH,12,17
603578,共同富裕示范区;光伏概念;专精特新,603578.SH,3,17
001386,旅游概念;生物质能发电;参股银行;乡村振兴;固废处理;绿色电力;注册制次新股;AIGC概念;粤港澳大湾区;人工智能;深股通;新股与次新股;融资融券,001386.SZ,13,33
002732,乳业;乡村振兴;三胎概念;统一大市场;冷链物流;玉米;国企改革;粤港澳大湾区,002732.SZ,8,33
002738,小金属概念;金属铜;金属回收;稀土永磁;动力电池回收;锂电池概念;特斯拉概念;一带一路;融资融券;深股通,002738.SZ,10,33
603195,超级品牌;同花顺漂亮100;露营经济;抖音概念(字节概念);腾讯概念;家用电器;回购增持再贷款概念;充电桩;智能家居;储能;华为概念;无线充电;沪股通;融资融券,603195.SH,14,17
300568,钠离子电池;固态电池;宁德时代概念;锂电池概念;比亚迪概念;储能;芯片概念;氢能源;回购增持再贷款概念;机器人概念;DeepSeek概念;融资融券;深股通,300568.SZ,13,33
301209,光刻机;染料;光刻胶;专精特新;深股通;融资融券,301209.SZ,6,33
300938,汽车拆解概念;军民融合;华为汽车;AI眼镜;小米概念;低空经济;军工;比亚迪概念;特斯拉概念;机器人概念;华为概念;DeepSeek概念;食品安全;深股通;融资融券,300938.SZ,15,33
600657,物业管理;化债概念(AMC概念);参股保险;证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,600657.SH,9,17
300594,液冷服务器;数据中心;芯片概念;低空经济;飞行汽车(eVTOL);专精特新;光伏概念;比亚迪概念;高铁;烟草;换电概念;储能;新能源汽车;充电桩;汽车热管理;空气能热泵;农机;风电;回购增持再贷款概念,300594.SZ,19,33
603279,污水处理;融资融券;沪股通,603279.SH,3,17
300847,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,300847.SZ,6,33
000756,流感;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;医药电商;维生素;辅助生殖;创新药;毛发医疗;阿尔茨海默概念;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券,000756.SZ,17,33
000631,回购增持再贷款概念;储能;绿色电力;风电;物业管理;证金持股;深股通;融资融券,000631.SZ,8,33
300200,光刻胶;OLED;芯片概念;军工;专精特新;高铁;核电;光伏概念;新能源汽车;比亚迪概念;有机硅概念,300200.SZ,11,33
600266,商业航天;卫星导航;时空大数据;京津冀一体化;创投;参股券商;新型城镇化;国企改革;旅游概念;沪股通;融资融券,600266.SH,11,17
002236,星闪概念;智能座舱;安防;机器视觉;毫米波雷达;车联网(车路协同);物联网;虚拟现实;无人驾驶;汽车电子;传感器;人脸识别;智能家居;机器人概念;5G;低空经济;东数西算(算力);无人机;鸿蒙概念;智慧灯杆;新型工业化;人工智能;智慧城市;工业互联网;信创;数字孪生;网络安全;数据中心;时空大数据;DeepSeek概念;华为昇腾;MiniLED;数字经济;MicroLED概念;数据安全;数据要素;华为鲲鹏;AI智能体;人民币贬值受益;云计算;卫星导航;智能物流;多模态AI;OLED;充电桩;网约车;存储芯片;海工装备;水利;养老概念;智能电网;乡村振兴;PPP概念;证金持股;AI应用;深股通;融资融券,002236.SZ,57,33
300727,液冷服务器;有机硅概念;硅能源;染料;东数西算(算力);医美概念;深股通,300727.SZ,7,33
002438,可控核聚变;海工装备;核电;航空发动机;超超临界发电;商业航天;军工;军民融合;风电;氢能源;芯片概念;无人机;燃料电池;深股通;融资融券,002438.SZ,15,33
605068,新能源汽车;回购增持再贷款概念;比亚迪概念;机器人概念;华为汽车;长安汽车概念;人形机器人,605068.SH,7,17
688101,盐湖提锂;净水概念;代糖概念;石墨烯;污水处理;锂电池概念;核污染防治;西部大开发;海峡两岸;福建自贸区;沪股通;融资融券,688101.SH,12,17
600732,BC电池;TOPCON电池;光伏概念;光伏建筑一体化;风电;沪股通;融资融券,600732.SH,7,17
300365,智慧城市;职业教育;数字经济;京津冀一体化;低空经济;时空大数据;人工智能;水利;空间计算;换电概念;物联网;养老概念;数据要素;电力物联网;智慧政务;无人机;在线教育;DeepSeek概念;工业互联网;信创;华为概念;鸿蒙概念;机器视觉;碳交易;虚拟电厂;AI智能体;智能电网;光伏建筑一体化;碳中和;AIGC概念;华为数字能源;数据中心;一带一路;储能;燃料电池;MLOps概念;氢能源;特高压;柔性直流输电;AI应用;风电,300365.SZ,41,33
000528,雅下水电概念;海工装备;回购增持再贷款概念;国企改革;核电;一带一路;西部大开发;新疆振兴;水利;风电;中俄贸易概念;新型城镇化;高端装备;农机;无人驾驶;机器人概念;DeepSeek概念;深股通;融资融券,000528.SZ,19,33
002810,锂电池概念;专精特新;人民币贬值受益;融资融券;深股通,002810.SZ,5,33
920834,可降解塑料;融资融券,920834.BJ,2,151
002298,虚拟电厂;电力物联网;智能电网;光伏建筑一体化;碳交易;储能;充电桩;碳中和;无线充电;高铁;水利;人工智能;数字乡村;工业互联网;数据中心;阿里巴巴概念;时空大数据;物联网;数字经济;智慧城市;数据要素;军工信息化;网络安全;智慧政务;PPP概念;军工;AIGC概念;云计算;东数西算(算力);信创;华为概念;专精特新;数据安全;无人机;机器视觉;人脸识别;光纤概念;安防;新型城镇化;5G;传感器;消费电子概念;深股通;融资融券,002298.SZ,44,33
300821,硅能源;有机硅概念;燃料电池;融资融券;深股通,300821.SZ,5,33
301311,中船系;成飞概念;军工;数字孪生;央企国企改革;新型工业化;机器人概念;智能物流;人工智能;华为概念;专精特新;烟草;国企改革;西部大开发;储能;比亚迪概念;深股通;融资融券,301311.SZ,18,33
688162,新型工业化;新能源汽车;比亚迪概念;专精特新;特斯拉概念;燃料电池;小米汽车;机器人概念;长安汽车概念;华为汽车;小米概念;减速器;固态电池;2025年报预增;融资融券,688162.SH,15,17
002988,建筑节能;华为汽车;比亚迪概念;智能物流;新能源汽车;汽车热管理;光伏概念;商业航天;回购增持再贷款概念;储能;深股通,002988.SZ,11,33
601010,证金持股;沪股通;融资融券,601010.SH,3,17
688013,医疗器械概念;专精特新;2025年报预增;智能医疗;融资融券,688013.SH,5,17
600081,长安汽车概念;一体化压铸;华为汽车;减速器;机器人概念;无人驾驶;传感器;新能源汽车;汽车热管理;氢能源;比亚迪概念;智能座舱;汽车电子;EDR概念;沪股通;融资融券,600081.SH,16,17
002819,脑机接口;安防;人脸识别;智能医疗;低空经济;人工智能;智慧城市;车联网(车路协同);虚拟现实;量子科技;信创;鸿蒙概念;商业航天;网络安全;华为海思概念股;国产操作系统;华为概念;DeepSeek概念;数据要素;智慧政务;无人驾驶;数据安全;智能座舱;区块链;数字水印;5G;电子身份证;小米概念;云计算;芯片概念;汽车电子;数据中心;云办公;高端装备;比亚迪概念;小米汽车;长安汽车概念;新能源汽车;光伏概念;存储芯片;国企改革;AI应用;深股通,002819.SZ,43,33
300829,可降解塑料;农业种植;玉米;土地流转;乡村振兴;参股银行;回购增持再贷款概念;2025年报预增,300829.SZ,8,33
001208,商业航天;卫星导航;可控核聚变;军工;核电;海工装备;高端装备;特高压;高铁;人形机器人;光伏概念;风电;机器人概念;专精特新;充电桩;水利;工业互联网;新能源汽车;比亚迪概念;新疆振兴;国企改革;深股通,001208.SZ,22,33
002523,军工;海工装备;核电;水利;风电;雅下水电概念;一带一路;机器人概念;华为概念;回购增持再贷款概念;国企改革;固废处理;体育产业;冰雪产业;2025年报预增;人工智能;工业互联网;深股通;融资融券,002523.SZ,19,33
603668,养鸡;预制菜;福建自贸区;海峡两岸;C2M概念;乡村振兴;回购增持再贷款概念;沪股通;融资融券,603668.SH,9,17
002823,新能源汽车;汽车热管理;比亚迪概念;特斯拉概念;燃料电池;机器人概念;风电;人民币贬值受益;锂电池概念;无人驾驶;深股通,002823.SZ,11,33
000785,AI应用;免税店;预制菜;AIGC概念;AI语料;数据要素;空间计算;跨境电商;AI智能体;Sora概念(文生视频);DeepSeek概念;鸿蒙概念;阿里巴巴概念;人工智能;抖音概念(字节概念);京津冀一体化;乡村振兴;智能物流;回购增持再贷款概念;华为概念;智能家居;苹果概念;融资融券;深股通,000785.SZ,24,33
300617,特高压;智能电网;虚拟电厂;光伏概念;电力物联网;氟化工概念;风电;核电;储能;宁德时代概念;充电桩;数据中心;专精特新;腾讯概念;深股通,300617.SZ,15,33
605080,体育产业;露营经济;共同富裕示范区;人工智能;一带一路;人民币贬值受益,605080.SH,6,17
688114,AI智能体;智能医疗;脑机接口;基因测序;医疗器械概念;机器人概念;合成生物;沪股通;融资融券,688114.SH,9,17
601500,国企改革;一带一路;人民币贬值受益;新能源汽车;工业互联网;股权转让(并购重组);融资融券;沪股通,601500.SH,8,17
300655,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;宁德时代概念;比亚迪概念;锂电池概念;无人驾驶;融资融券;深股通,300655.SZ,12,33
002416,虚拟现实;物联网;东数西算(算力);人工智能;创投;区块链;粤港澳大湾区;AI智能体;互联网金融;阿里巴巴概念;算力租赁;消费电子概念;苹果概念;新能源汽车;参股保险;储能;锂电池概念;深股通;融资融券,002416.SZ,19,33
688237,成飞概念;军工;工业母机;汽车热管理;专精特新;新能源汽车;融资融券,688237.SH,7,17
300964,6G概念;5G;卫星导航;商业航天;毫米波雷达;共封装光学(CPO);华为概念;PCB概念;虚拟现实;军工;无人机;低空经济;专精特新;工业互联网;汽车电子;机器人概念;创投;充电桩;特斯拉概念;医疗器械概念;新能源汽车;融资融券,300964.SZ,22,33
002975,存储芯片;富士康概念;液冷服务器;PCB概念;英伟达概念;苹果概念;AI眼镜;芯片概念;消费电子概念;无线耳机;汽车电子;新型烟草(电子烟);小米概念;2025年报预增;5G;比亚迪概念;智能座舱;MR(混合现实);工业母机;特斯拉概念;人形机器人;毫米波雷达;新能源汽车;新型工业化;机器视觉;华为概念;机器人概念;无人驾驶;高端装备;减速器;粤港澳大湾区;虚拟现实;阿里巴巴概念;人工智能;腾讯概念;一带一路;横琴新区;深股通,002975.SZ,38,33
300489,军工;核污染防治;核电;新能源汽车;第三代半导体;低空经济;无人机;氢能源;无人驾驶;黑龙江自贸区;先进封装;中俄贸易概念;深股通,300489.SZ,13,33
600601,共封装光学(CPO);PCB概念;2025年报预增;5G;东数西算(算力);华为概念;融资融券;智慧城市;国企改革;网络游戏;沪股通,600601.SH,11,17
001359,PCB概念;固态电池;宁德时代概念;储能;高铁;新能源汽车;特斯拉概念;汽车热管理;深股通;融资融券,001359.SZ,10,33
603589,白酒概念;沪股通;融资融券,603589.SH,3,17
600197,白酒概念;旅游概念;文化传媒概念;新疆振兴;国企改革;西部大开发;沪股通;融资融券,600197.SH,8,17
603177,医疗废物处理;固废处理;碳中和;超超临界发电;氢能源;钠离子电池;充电桩;燃料电池;一带一路,603177.SH,9,17
688459,中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;专精特新;机器人概念;传感器;人工智能;华为概念;芯片概念;卫星导航;MCU芯片;融资融券,688459.SH,14,17
600897,福建自贸区;海峡两岸;国企改革;沪股通;融资融券,600897.SH,5,17
920089,家用电器;碳纤维;比亚迪概念;小米汽车;3D打印;小米概念;融资融券,920089.BJ,7,151
603985,英伟达概念;东数西算(算力);算力租赁;高端装备;DeepSeek概念;核电;海工装备;风电;国企改革;融资融券;沪股通,603985.SH,11,17
600559,白酒概念;国企改革;沪股通;融资融券;京津冀一体化,600559.SH,5,17
002095,AI智能体;虚拟数字人;数据要素;区块链;DeepSeek概念;互联网金融;人工智能;跨境电商;AI应用;统一大市场;深股通;融资融券,002095.SZ,12,33
600496,NMN概念;装配式建筑;新型城镇化;雄安新区;一带一路;回购增持再贷款概念;光伏建筑一体化;工业互联网;DeepSeek概念;沪股通;融资融券,600496.SH,11,17
688223,BC电池;钙钛矿电池;TOPCON电池;光伏概念;储能;同花顺漂亮100;DeepSeek概念;人民币贬值受益;沪股通;融资融券,688223.SH,10,17
603566,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券,603566.SH,9,17
603406,参股银行;一带一路;注册制次新股;新股与次新股;融资融券,603406.SH,5,17
001202,粤港澳大湾区;统一大市场;一带一路;航运概念;新疆振兴,001202.SZ,5,33
688737,碳纤维;专精特新;新能源汽车;燃料电池;储能;固态电池;长安汽车概念;氢能源;钠离子电池;西部大开发;融资融券,688737.SH,11,17
300887,脑机接口;军工信息化;商业航天;军工;无人机;核污染防治;低空经济;PM2.5;房屋检测;海工装备;5G;机器人概念;人形机器人;京津冀一体化;食品安全;特斯拉概念;医疗器械概念;新能源汽车;储能;碳中和;土壤修复;碳交易;辅助生殖;三胎概念;基因测序;幽门螺杆菌概念;猴痘概念;CRO概念;肝炎概念;深股通;融资融券,300887.SZ,31,33
920768,小米概念;融资融券;家用电器;华为概念;粤港澳大湾区,920768.BJ,5,151
301525,人形机器人;汽车电子;汽车热管理;新能源汽车;机器人概念;专精特新;数据中心;空气能热泵;冷链物流;深股通;融资融券,301525.SZ,11,33
301169,华为昇腾;阿里巴巴概念;信创;数据安全;云办公;AI智能体;鸿蒙概念;云计算;数据要素;智慧政务;腾讯概念;AIGC概念;时空大数据;财税数字化;人工智能;华为概念;元宇宙;蚂蚁集团概念;数字孪生;DeepSeek概念;数字乡村;智慧城市;数字经济;数据确权;互联网金融;跨境支付(CIPS);苹果概念;烟草;跨境电商;一带一路;融资融券,301169.SZ,31,33
300021,生态农业;农业种植;土地流转;新疆振兴;粮食概念;地下管网;PPP概念;新型城镇化;乡村振兴;土壤修复;光伏建筑一体化;污水处理;水利;西部大开发;一带一路;京津冀一体化;雅下水电概念;数字孪生;智慧城市;机器人概念;数字经济;数字乡村;物联网;DeepSeek概念;人工智能;华为概念;鸿蒙概念;数据安全;云计算;AI应用,300021.SZ,30,33
600877,6G概念;卫星导航;商业航天;WiFi 6;数据要素;无人机;毫米波雷达;无线充电;MCU芯片;5G;汽车芯片;芯片概念;星闪概念;传感器;消费电子概念;光伏概念;汽车电子;长安汽车概念;储能;西部大开发;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,600877.SH,25,17
603787,共享单车;两轮车;职业教育;DeepSeek概念;比亚迪概念;华为概念;2025年报预增,603787.SH,7,17
001378,参股银行;回购增持再贷款概念;粤港澳大湾区;融资融券,001378.SZ,4,33
603099,冰雪产业;旅游概念;网约车;体育产业;特色小镇;国企改革;融资融券;沪股通,603099.SH,8,17
600182,黑龙江自贸区;工业互联网,600182.SH,2,17
002603,禽流感;流感;幽门螺杆菌概念;仿制药一致性评价;医药电商;创新药;阿尔茨海默概念;养老概念;京津冀一体化;深股通;融资融券,002603.SZ,11,33
920821,传感器;消费电子概念;新能源汽车;汽车电子;虚拟现实;共封装光学(CPO);融资融券;人民币贬值受益;专精特新;AI眼镜;PCB概念,920821.BJ,11,151
000504,ST板块;污水处理;国企改革;细胞免疫治疗;CRO概念;动力电池回收;锂电池概念;股权转让(并购重组);智慧灯杆,000504.SZ,9,33
600421,股权转让(并购重组);ST板块;风电;传感器;智慧城市;数据要素,600421.SH,6,22
000548,物业管理;乡村振兴;国企改革,000548.SZ,3,33
000565,石墨烯;氢能源;储能;军工;西部大开发;国企改革;数字经济;融资融券,000565.SZ,8,33
001239,风电;高端装备;机器人概念;海工装备;股权转让(并购重组);融资融券,001239.SZ,6,33
920305,智慧政务;机器视觉;机器人概念;独角兽概念;新型工业化;数据要素;智能医疗;智慧城市;数据中心;数字经济;华为概念;人工智能;专精特新;DeepSeek概念;ST板块;ChatGPT概念;AIGC概念;云计算;东数西算(算力);信创,920305.BJ,20,151
605399,有机硅概念;硅能源;专精特新;融资融券,605399.SH,4,17
603661,跨境电商;一带一路;智能家居;人民币贬值受益;培育钻石;芯片概念;沪股通,603661.SH,7,17
002661,预制菜;农业种植;猪肉;粮食概念;三胎概念;新疆振兴;食品安全;回购增持再贷款概念,002661.SZ,8,33
920866,玉米;乡村振兴;粮食概念;融资融券;数字经济;农业种植,920866.BJ,6,151
688310,医疗器械概念;专精特新;高端装备;融资融券,688310.SH,4,17
601058,同花顺出海50;沪股通;回购增持再贷款概念;人民币贬值受益;小米汽车;长安汽车概念;比亚迪概念;小米概念;DeepSeek概念;融资融券,601058.SH,10,17
300167,股权转让(并购重组);ST板块;安防;智能物流;军工;氢能源;横琴新区;数据中心;华为概念;智慧城市;东数西算(算力);算力租赁;在线教育;信创;智慧政务;虚拟数字人;AI智能体,300167.SZ,17,33
600675,物业管理;土地流转;上海国企改革;预制菜;国企改革;乡村振兴;沪股通;融资融券,600675.SH,8,17
600557,流感;创新药;医药电商;减肥药;禽流感;毛发医疗;智能医疗;养老概念;证金持股;沪股通;融资融券,600557.SH,11,17
002304,白酒概念;超级品牌;参股券商;证金持股;国企改革;深股通;融资融券,002304.SZ,7,33
002213,存储芯片;小金属概念;汽车芯片;硅能源;WiFi 6;芯片概念;锂电池概念;PCB概念;消费电子概念;比亚迪概念;信创;新能源汽车;粤港澳大湾区;无人驾驶;创投,002213.SZ,15,33
000798,预制菜;人工智能;央企国企改革;参股保险;国企改革;中字头股票,000798.SZ,6,33
600383,物业管理;沪股通;融资融券,600383.SH,3,17
002489,参股银行;露营经济;共同富裕示范区;跨境电商;长三角一体化;体育产业;C2M概念;旅游概念;一带一路;创投;人民币贬值受益;机器人概念;独角兽概念;深股通;融资融券,002489.SZ,15,33
300857,EDR概念;存储芯片;英伟达概念;共封装光学(CPO);智能音箱;AI眼镜;芯片概念;智能穿戴;消费电子概念;云游戏;小米概念;汽车电子;东数西算(算力);数据中心;算力租赁;云计算;车联网(车路协同);AI智能体;腾讯概念;安防;人脸识别;人形机器人;物联网;2025年报预增;人工智能;短剧游戏;机器人概念;DeepSeek概念;智能家居;网络游戏;粤港澳大湾区;人民币贬值受益;家用电器;净水概念;跨境电商;AI应用;融资融券;深股通,300857.SZ,38,33
603893,汽车芯片;MCU芯片;国家大基金持股;中国AI 50;智能音箱;AI眼镜;智能穿戴;芯片概念;智能座舱;小米概念;消费电子概念;虚拟现实;机器视觉;人形机器人;2025年报预增;华为概念;物联网;百度概念;腾讯概念;机器人概念;比亚迪概念;智能家居;人工智能;2025三季报预增;电力物联网;海峡两岸;福建自贸区;融资融券;沪股通,603893.SH,29,17
300425,PPP概念;污水处理;新型城镇化;固废处理;净水概念;国企改革;土壤修复;西部大开发;央企国企改革;高端装备;专精特新;智慧城市;中字头股票,300425.SZ,13,33
600551,文化传媒概念;托育服务;在线教育;数字经济;人工智能;创投;参股券商;国企改革;AI应用;沪股通;融资融券,600551.SH,11,17
600449,统一大市场;参股银行;水泥概念;国企改革;智能物流;西部大开发;国资云;央企国企改革;人工智能;算力租赁;东数西算(算力);数据中心;融资融券;沪股通,600449.SH,14,17
000965,天津自贸区;物业管理;参股券商;国企改革;养老概念;京津冀一体化;大飞机;融资融券,000965.SZ,8,33
601992,房屋检测;京津冀一体化;商业航天;水泥概念;雄安新区;创投;装配式建筑;一带一路;可控核聚变;物业管理;国企改革;固废处理;储能;沪股通;融资融券,601992.SH,15,17
300026,流感;仿制药一致性评价;创新药;医疗器械概念;养老概念;血氧仪;国企改革;京津冀一体化;深股通;融资融券,300026.SZ,10,33
000530,海工装备;核电;冰雪产业;军工;无人零售;中俄贸易概念;空气能热泵;氢能源;汽车热管理;碳中和;储能;比亚迪概念;体育产业;数据中心;独角兽概念;冷链物流;数字经济;统一大市场;液冷服务器;融资融券,000530.SZ,20,33
920263,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;稀土永磁;机器人概念;AIGC概念;人工智能;碳交易;融资融券;碳中和;水泥概念;专精特新;人形机器人;页岩气;污水处理;新疆振兴;土壤修复,920263.BJ,21,151
002950,医药电商;医美概念;医疗器械概念;三胎概念;回购增持再贷款概念;人民币贬值受益;深股通,002950.SZ,7,33
688336,重组蛋白;创新药;阿尔茨海默概念;2025年报预增;沪股通;融资融券,688336.SH,6,17
300596,OLED;先进封装;光伏概念;柔性屏(折叠屏);合成生物;新能源汽车;消费电子概念;基因测序;乡村振兴;AI眼镜;智能穿戴;京津冀一体化;融资融券;深股通,300596.SZ,14,33
603601,商业航天;大飞机;核污染防治;核电;PM2.5;西部大开发;建筑节能;芯片概念;特斯拉概念;宁德时代概念;新能源汽车;中芯国际概念;家用电器;融资融券,603601.SH,14,17
600195,动物疫苗;禽流感;维生素;流感;宠物经济;央企国企改革;国企改革;参股保险;乡村振兴;2025年报预增;赛马概念;沪股通;中字头股票;融资融券,600195.SH,14,17
300992,中俄贸易概念;空气能热泵;水利;人民币贬值受益;液冷服务器;融资融券,300992.SZ,6,33
688283,卫星导航;商业航天;军工信息化;军民融合;军工;5G;车联网(车路协同);专精特新;西部大开发;融资融券,688283.SH,10,17
301323,稀土永磁;锂电池概念;芯片概念;消费电子概念;核污染防治;俄乌冲突概念;专精特新;新能源汽车;传感器;机器人概念;一带一路;建筑节能;人民币贬值受益;华为概念;中俄贸易概念;粤港澳大湾区;医疗器械概念;安防;智能家居;食品安全;三胎概念;深股通;股权转让(并购重组);融资融券,301323.SZ,24,33
688136,肝炎概念;重组蛋白;创新药;动物疫苗;减肥药;合成生物;智能医疗;2025年报预增;回购增持再贷款概念;沪股通;融资融券,688136.SH,11,17
000605,PPP概念;污水处理;雄安新区;固废处理;国企改革;养老概念;京津冀一体化;创投,000605.SZ,8,33
600235,共同富裕示范区;烟草;长三角一体化;国企改革;回购增持再贷款概念;创投,600235.SH,6,17
603312,锂电池概念;宁德时代概念;光伏概念;储能;风电;新能源汽车;特斯拉概念;高铁;比亚迪概念;沪股通;融资融券,603312.SH,11,17
605006,PCB概念;风电;国企改革,605006.SH,3,17
001210,2025年报预增;建筑节能;液冷服务器;京津冀一体化;数据中心;工业互联网;储能;新疆振兴,001210.SZ,8,33
300296,MicroLED概念;智慧灯杆;商业航天;海工装备;MiniLED;柔性屏(折叠屏);AI眼镜;智能穿戴;OLED;消费电子概念;京津冀一体化;无人驾驶;机器视觉;第三代半导体;华为概念;智慧城市;芯片概念;空间计算;一带一路;小米概念;雄安新区;虚拟现实;人工智能;人形机器人;元宇宙;DeepSeek概念;数据要素;乡村振兴;体育产业;腾讯概念;抖音概念(字节概念);AIGC概念;虚拟数字人;旅游概念;文化传媒概念;IP经济(谷子经济);深股通;AI应用;无人机;融资融券,300296.SZ,40,33
301456,工业母机;风电;海工装备;融资融券,301456.SZ,4,33
002333,光伏建筑一体化;房屋检测;光伏概念;智慧城市;工业互联网,002333.SZ,5,33
002873,医药电商;流感;肝炎概念;创新药;细胞免疫治疗;西部大开发,002873.SZ,6,33
300337,商业航天;航空发动机;大飞机;国产航母;军工;3D打印;核污染防治;海工装备;华为手机;华为概念;富士康概念;高铁;专精特新;消费电子概念;比亚迪概念;特斯拉概念;小米概念;宁德时代概念;牙科医疗;汽车热管理;新能源汽车;医疗器械概念;深股通;融资融券,300337.SZ,24,33
600054,旅游概念;参股券商;区块链;DeepSeek概念;国企改革;沪股通,600054.SH,6,17
300482,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;医药电商;宠物经济;工业大麻;医疗器械概念;三胎概念;智能医疗;食品安全;粤港澳大湾区;腾讯概念;DeepSeek概念;人工智能;AI应用;深股通;融资融券,300482.SZ,21,33
000633,新疆振兴;西部大开发;核电,000633.SZ,3,33
603577,特高压;光热发电;光伏概念;核电;海工装备;工业互联网,603577.SH,6,17
002531,风电;海工装备;氢能源;绿色电力;深股通;融资融券,002531.SZ,6,33
002427,国企改革;海工装备;新能源汽车;深股通,002427.SZ,4,33
688132,军工信息化;网络安全;信创;DeepSeek概念;军工;军民融合;云计算;AI智能体;虚拟数字人;专精特新;数据中心;AI应用;融资融券,688132.SH,13,17
600379,特高压;智能电网;虚拟电厂;光热发电;氢能源;储能;高铁;燃料电池;央企国企改革;国企改革;西部大开发;军工;芯片概念;融资融券,600379.SH,14,17
688367,无人驾驶;专精特新;工业互联网;华为概念;DeepSeek概念;融资融券,688367.SH,6,17
002515,人造肉;预制菜;共同富裕示范区;网红经济;共封装光学(CPO);芯片概念;深股通,002515.SZ,7,33
300820,可控核聚变;第三代半导体;核电;芯片概念;充电桩;光伏概念;专精特新;储能;新能源汽车;TOPCON电池;氢能源;西部大开发;深股通;融资融券,300820.SZ,14,33
