code,所属概念数量,market_code,所属概念,股票代码
600961,10,17,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通,600961.SH
301151,15,33,新型城镇化;地下管网;污水处理;雄安新区;水利;专精特新;海峡两岸;一带一路;乡村振兴;碳中和;核电;液冷服务器;超超临界发电;抽水蓄能;融资融券,301151.SZ
300489,13,33,核污染防治;新能源汽车;核电;军工;无人机;黑龙江自贸区;中俄贸易概念;低空经济;无人驾驶;第三代半导体;先进封装;氢能源;深股通,300489.SZ
300413,33,33,短剧游戏;AI语料;虚拟数字人;AIGC概念;多模态AI;手机游戏;文化传媒概念;网络游戏;智谱AI;抖音概念(字节概念);AI智能体;元宇宙;鸿蒙概念;阿里巴巴概念;IP经济(谷子经济);区块链;网红经济;DeepSeek概念;独角兽概念;人工智能;虚拟现实;数字孪生;华为概念;跨境电商;MR(混合现实);机器人概念;5G;乡村振兴;AI应用;国企改革;农村电商;深股通;融资融券,300413.SZ
600455,4,17,职业教育;鸿蒙概念;西部大开发;国企改革,600455.SH
300873,20,33,芯片概念;新型工业化;工业互联网;机器人概念;新能源汽车;数字孪生;人形机器人;人工智能;粤港澳大湾区;智能物流;DeepSeek概念;数字经济;AI智能体;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,300873.SZ
300780,21,33,商业航天;低空经济;军民融合;3D打印;军工;减速器;工业母机;机器视觉;新型工业化;工业互联网;专精特新;机器人概念;AIGC概念;物联网;云计算;农机;比亚迪概念;新能源汽车;跨境电商;中俄贸易概念;西部大开发,300780.SZ
920405,5,151,工业互联网;融资融券;数据中心;固态电池;储能,920405.BJ
603968,3,17,染料;代糖概念;维生素,603968.SH
920370,7,151,西部大开发;融资融券;物业管理;新型城镇化;垃圾分类;乡村振兴;DeepSeek概念,920370.BJ
603109,14,17,机器人概念;农机;新能源汽车;专精特新;数据中心;人民币贬值受益;无人机;储能;中俄贸易概念;水利;一带一路;乡村振兴;西部大开发;沪股通,603109.SH
605158,2,17,一带一路;回购增持再贷款概念,605158.SH
600501,25,17,卫星导航;商业航天;大飞机;成飞概念;军工;可控核聚变;核污染防治;核电;高端装备;新型工业化;无人驾驶;机器人概念;新能源汽车;央企国企改革;长三角一体化;光热发电;充电桩;氢能源;特高压;国企改革;垃圾分类;煤化工概念;天然气;沪股通;融资融券,600501.SH
300253,25,33,DRG/DIP;AIGC概念;ChatGPT概念;家庭医生;虚拟数字人;AI智能体;AI应用;互联网保险;华为鲲鹏;数据要素;阿里巴巴概念;腾讯概念;鸿蒙概念;信创;蚂蚁集团概念;智能医疗;区块链;DeepSeek概念;人工智能;中国AI 50;智慧城市;养老概念;华为概念;融资融券;深股通,300253.SZ
600332,13,17,医药电商;证金持股;青蒿素;流感;仿制药一致性评价;白酒概念;生物疫苗;创新药;国企改革;医疗器械概念;沪股通;融资融券;阿里巴巴概念,600332.SH
920087,8,151,转基因;融资融券;粮食概念;国企改革;玉米;大豆;农业种植;乡村振兴,920087.BJ
301167,15,33,装配式建筑;新型城镇化;房屋检测;地下管网;建筑节能;乡村振兴;智慧城市;换电概念;充电桩;光伏建筑一体化;国企改革;储能;虚拟电厂;可控核聚变;融资融券,301167.SZ
603823,4,17,PEEK材料;光刻胶;钠离子电池;沪股通,603823.SH
002410,14,33,多模态AI;数据要素;人工智能;智慧城市;数字孪生;物联网;京津冀一体化;AI应用;2025年报预增;雄安新区;回购增持再贷款概念;装配式建筑;深股通;融资融券,002410.SZ
301209,6,33,染料;专精特新;光刻胶;光刻机;深股通;融资融券,301209.SZ
002238,19,33,短剧游戏;文化传媒概念;虚拟数字人;在线教育;智慧政务;数据要素;腾讯概念;AI智能体;网络安全;算力租赁;国资云;养老概念;智慧城市;足球概念;数据中心;5G;国企改革;深股通;融资融券,002238.SZ
600322,6,17,物业管理;天津自贸区;国企改革;京津冀一体化;股权转让(并购重组);融资融券,600322.SH
688659,7,17,专精特新;人工智能;碳中和;氢能源;PET铜箔;AI应用;融资融券,688659.SH
002051,17,33,固废处理;新疆振兴;同花顺中特估100;污水处理;新型城镇化;国企改革;雄安新区;央企国企改革;乡村振兴;一带一路;水利;冰雪产业;人民币贬值受益;华为概念;深股通;融资融券;中字头股票,002051.SZ
688565,9,17,污水处理;专精特新;核电;共同富裕示范区;2025年报预增;燃料电池;氢能源;超超临界发电;融资融券,688565.SH
605151,5,17,智能物流;新能源汽车;比亚迪概念;创投;统一大市场,605151.SH
688576,4,17,医疗器械概念;专精特新;西部大开发;融资融券,688576.SH
000737,7,33,黄金概念;金属铜;小金属概念;国企改革;PCB概念;融资融券;深股通,000737.SZ
920553,4,151,高端装备;融资融券;烟草;工业母机,920553.BJ
300759,7,33,CRO概念;创新药;智能医疗;人工智能;人民币贬值受益;融资融券;深股通,300759.SZ
300853,18,33,新型工业化;传感器;机器人概念;无人机;机器视觉;专精特新;电力物联网;人形机器人;语音技术;人工智能;智能穿戴;智能电网;AI眼镜;东数西算(算力);海工装备;DeepSeek概念;储能;一带一路,300853.SZ
002452,14,33,柔性直流输电;特高压;智能电网;风电;光伏概念;储能;充电桩;绿色电力;新能源汽车;军工;专精特新;数据中心;新疆振兴;融资融券,002452.SZ
002957,28,33,共封装光学(CPO);液冷服务器;新型烟草(电子烟);苹果概念;宁德时代概念;固态电池;消费电子概念;2025年报预增;芯片概念;锂电池概念;AI眼镜;无线耳机;比亚迪概念;机器视觉;智能穿戴;新型工业化;粤港澳大湾区;人形机器人;华为概念;机器人概念;虚拟现实;工业互联网;无人机;智能物流;物联网;低空经济;融资融券;深股通,002957.SZ
603669,7,17,阿尔茨海默概念;民营医院;仿制药一致性评价;创新药;流感;CRO概念;西部大开发,603669.SH
002467,28,33,云办公;Web3.0;网络安全;智慧政务;信创;云计算;虚拟数字人;在线教育;语音技术;腾讯概念;元宇宙;区块链;AIGC概念;鸿蒙概念;阿里巴巴概念;AI智能体;虚拟现实;数字经济;人工智能;DeepSeek概念;网红经济;物联网;数据中心;低空经济;小米概念;一带一路;融资融券;深股通,002467.SZ
600690,16,17,超级品牌;证金持股;同花顺漂亮100;沪股通;融资融券;净水概念;家用电器;同花顺出海50;空气能热泵;智能家居;阿里巴巴概念;机器人概念;物联网;工业互联网;华为概念;无线充电,600690.SH
002949,9,33,装配式建筑;新型城镇化;粤港澳大湾区;一带一路;低空经济;数字经济;人工智能;文化传媒概念;百度概念,002949.SZ
002387,15,33,MicroLED概念;柔性屏(折叠屏);虚拟现实;智能穿戴;OLED;小米概念;人脸识别;汽车电子;消费电子概念;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券,002387.SZ
000020,2,33,粤港澳大湾区;物业管理,000020.SZ
300264,16,33,空间计算;MR(混合现实);专精特新;云游戏;虚拟现实;华为概念;在线教育;人工智能;元宇宙;国产操作系统;Web3.0;文化传媒概念;百度概念;虚拟数字人;AIGC概念;股权转让(并购重组),300264.SZ
002681,27,33,跨境电商;体育产业;人工智能;智能家居;星闪概念;虚拟现实;智能音箱;华为概念;机器人概念;粤港澳大湾区;人民币贬值受益;家用电器;阿里巴巴概念;智能穿戴;小米概念;中俄贸易概念;传感器;人形机器人;无线耳机;血氧仪;减速器;消费电子概念;汽车电子;无线充电;储能;深股通;融资融券,002681.SZ
301169,31,33,华为昇腾;数据安全;云办公;信创;阿里巴巴概念;智慧政务;时空大数据;AI智能体;数据要素;腾讯概念;鸿蒙概念;云计算;人工智能;华为概念;智慧城市;AIGC概念;财税数字化;元宇宙;数字孪生;数据确权;DeepSeek概念;数字乡村;数字经济;蚂蚁集团概念;互联网金融;烟草;跨境电商;跨境支付(CIPS);苹果概念;一带一路;融资融券,301169.SZ
600742,17,17,新能源汽车;国企改革;参股保险;华为汽车;长安汽车概念;比亚迪概念;传感器;机器人概念;特斯拉概念;无人驾驶;机器视觉;芯片概念;低空经济;小米概念;智能座舱;沪股通;融资融券,600742.SH
002830,3,33,粤港澳大湾区;物业管理;华为概念,002830.SZ
920806,13,151,融资融券;车联网(车路协同);百度概念;毫米波雷达;机器视觉;机器人概念;智慧城市;新型城镇化;数据要素;国企改革;低空经济;京津冀一体化;ETC,920806.BJ
000538,12,33,超级品牌;医药电商;证金持股;创新药;医美概念;参股券商;工业大麻;同花顺漂亮100;深股通;融资融券;西部大开发;华为概念,000538.SZ
301489,21,33,液冷服务器;富士康概念;AI PC;消费电子概念;AI手机;AI眼镜;无线充电;汽车热管理;小米概念;小米汽车;比亚迪概念;专精特新;新能源汽车;储能;华为概念;石墨烯;机器人概念;智能家居;一带一路;深股通;融资融券,301489.SZ
920719,12,151,锂电池概念;钠离子电池;融资融券;第三代半导体;石墨电极;石墨烯;燃料电池;氢能源;宁德时代概念;固态电池;光伏概念;专精特新,920719.BJ
002432,16,33,天津自贸区;血氧仪;智能医疗;京津冀一体化;AI应用;流感;创投;智能穿戴;回购增持再贷款概念;医疗器械概念;养老概念;跨境电商;人民币贬值受益;小米概念;深股通;融资融券,002432.SZ
603052,11,17,共封装光学(CPO);芯片概念;消费电子概念;OLED;专精特新;传感器;新能源汽车;宁德时代概念;锂电池概念;固态电池;沪股通,603052.SH
300447,15,33,军工信息化;商业航天;卫星导航;大飞机;军民融合;成飞概念;军工;无人机;低空经济;光纤概念;高铁;专精特新;芯片概念;共封装光学(CPO);2025年报预增,300447.SZ
300781,32,33,小红书概念;快手概念;Sora概念(文生视频);短剧游戏;智谱AI;Web3.0;AIGC概念;多模态AI;ChatGPT概念;虚拟数字人;NFT概念;抖音概念(字节概念);文化传媒概念;AI智能体;腾讯概念;阿里巴巴概念;百度概念;数据要素;元宇宙;蚂蚁集团概念;网红经济;IP经济(谷子经济);DeepSeek概念;AI应用;人工智能;华为概念;MR(混合现实);跨境电商;粤港澳大湾区;股权转让(并购重组);融资融券;深股通,300781.SZ
600302,5,17,机器人概念;物联网;人脸识别;西部大开发;国企改革,600302.SH
920002,4,151,融资融券;机器人概念;人形机器人;专精特新,920002.BJ
002353,16,33,页岩气;核电;数据中心;海工装备;天然气;高端装备;同花顺出海50;一带一路;中俄贸易概念;锂电池概念;污水处理;土壤修复;回购增持再贷款概念;动力电池回收;深股通;融资融券,002353.SZ
301539,7,33,专精特新;飞行汽车(eVTOL);新能源汽车;比亚迪概念;低空经济;商业航天;融资融券,301539.SZ
601198,7,17,期货概念;国企改革;化债概念(AMC概念);互联网金融;央企国企改革;沪股通;融资融券,601198.SH
600880,36,17,小红书概念;Sora概念(文生视频);短剧游戏;AIGC概念;虚拟数字人;NFT概念;抖音概念(字节概念);网络游戏;文化传媒概念;知识产权保护;手机游戏;AI智能体;百度概念;阿里巴巴概念;数据确权;数据要素;腾讯概念;鸿蒙概念;蚂蚁集团概念;区块链;人工智能;DeepSeek概念;数字经济;互联网金融;虚拟现实;智慧城市;华为概念;AI应用;跨境电商;旅游概念;乡村振兴;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通,600880.SH
002138,25,33,PCB概念;芯片概念;5G;汽车电子;无线充电;6G概念;消费电子概念;AI眼镜;无人机;传感器;小米概念;智能穿戴;新能源汽车;数据中心;燃料电池;光伏概念;华为概念;储能;物联网;固态电池;回购增持再贷款概念;创投;移动支付;深股通;融资融券,002138.SZ
688533,8,17,特斯拉概念;比亚迪概念;新能源汽车;汽车电子;芯片概念;华为概念;沪股通;融资融券,688533.SH
002778,7,33,污水处理;净水概念;土壤修复;储能;国企改革;天然气;股权转让(并购重组),002778.SZ
003001,11,33,装配式建筑;水利;地下管网;土壤修复;雄安新区;人工智能;一带一路;核电;可控核聚变;雅下水电概念;深股通,003001.SZ
301566,6,33,5G;军工;专精特新;医疗器械概念;融资融券;深股通,301566.SZ
300624,30,33,Sora概念(文生视频);多模态AI;ChatGPT概念;AIGC概念;Web3.0;虚拟数字人;云办公;AI智能体;阿里巴巴概念;百度概念;数据安全;信创;鸿蒙概念;元宇宙;AI应用;DeepSeek概念;人工智能;虚拟现实;网红经济;同花顺新质50;华为概念;物联网;创投;机器人概念;智能家居;人民币贬值受益;西部大开发;回购增持再贷款概念;融资融券;深股通,300624.SZ
600226,9,17,创投;比亚迪概念;PCB概念;合成生物;腾讯概念;动物疫苗;锂电池概念;PET铜箔;沪股通,600226.SH
600661,7,17,职业教育;养老概念;在线教育;旅游概念;人工智能;AI应用;融资融券,600661.SH
301177,8,33,黄金概念;广东自贸区;2025年报预增;DeepSeek概念;IP经济(谷子经济);抖音概念(字节概念);深股通;融资融券,301177.SZ
920810,5,151,高端装备;融资融券;机器人概念;智能物流;专精特新,920810.BJ
000925,36,33,商业航天;低空经济;卫星导航;车联网(车路协同);无人机;时空大数据;智慧城市;数字孪生;无人驾驶;空间计算;数字经济;信创;机器人概念;数据要素;工业互联网;高铁;机器视觉;人工智能;华为概念;数字水印;元宇宙;ChatGPT概念;东数西算(算力);虚拟数字人;数据确权;多模态AI;数据中心;芯片概念;乡村振兴;算力租赁;一带一路;医疗器械概念;回购增持再贷款概念;合成生物;先进封装;深股通,000925.SZ
300640,13,33,IP经济(谷子经济);三胎概念;宠物经济;跨境电商;福建自贸区;海峡两岸;智能家居;家用电器;中俄贸易概念;人民币贬值受益;智能穿戴;新能源汽车;储能,300640.SZ
603530,9,17,柔性直流输电;特高压;抽水蓄能;智能电网;核电;风电;绿色电力;沪股通;融资融券,603530.SH
002200,6,33,特色小镇;PPP概念;污水处理;ST板块;国企改革;西部大开发,002200.SZ
002577,14,33,人工智能;星闪概念;跨境电商;百度概念;粤港澳大湾区;智能穿戴;电子竞技;机器人概念;网络游戏;无线耳机;消费电子概念;无线充电;融资融券;深股通,002577.SZ
605183,3,17,专精特新;一带一路;沪股通,605183.SH
300856,3,33,人民币贬值受益;融资融券;深股通,300856.SZ
600171,20,17,MCU芯片;汽车芯片;存储芯片;无线耳机;第三代半导体;芯片概念;汽车电子;无线充电;智能家居;共封装光学(CPO);物联网;低空经济;充电桩;锂电池概念;长三角一体化;智能电网;国企改革;央企国企改革;沪股通;融资融券,600171.SH
920693,7,151,融资融券;芯片概念;液冷服务器;机器人概念;医疗器械概念;人民币贬值受益;专精特新,920693.BJ
300507,12,33,传感器;飞行汽车(eVTOL);低空经济;华为汽车;比亚迪概念;新能源汽车;芯片概念;汽车热管理;高压快充;股权转让(并购重组);深股通;融资融券,300507.SZ
301262,24,33,短剧游戏;文化传媒概念;AIGC概念;在线教育;抖音概念(字节概念);IP经济(谷子经济);腾讯概念;智慧政务;虚拟现实;数字乡村;旅游概念;人脸识别;人工智能;数字经济;DeepSeek概念;语音技术;AI应用;东数西算(算力);数字孪生;养老概念;宠物经济;国企改革;深股通;融资融券,301262.SZ
300411,18,33,军民融合;军工;商业航天;无人机;低空经济;水利;海工装备;核电;人工智能;高端装备;高铁;飞行汽车(eVTOL);PM2.5;可控核聚变;专精特新;雅下水电概念;共同富裕示范区;深股通,300411.SZ
002596,14,33,海南自贸区;自由贸易港;特色小镇;旅游概念;装配式建筑;垃圾分类;新型城镇化;PPP概念;水利;固废处理;雄安新区;水泥概念;一带一路;融资融券,002596.SZ
301600,12,33,智能座舱;小米汽车;比亚迪概念;小米概念;专精特新;长安汽车概念;车联网(车路协同);宁德时代概念;物联网;福建自贸区;深股通;融资融券,301600.SZ
300552,16,33,智能座舱;星闪概念;ETC;无人驾驶;车联网(车路协同);机器视觉;汽车电子;传感器;数据要素;智慧城市;数字孪生;华为概念;机器人概念;人形机器人;京津冀一体化;深股通,300552.SZ
920212,11,151,无人驾驶;车联网(车路协同);融资融券;消费电子概念;电子竞技;汽车电子;智能穿戴;智能家居;新能源汽车;储能;一带一路,920212.BJ
002247,2,33,共同富裕示范区;长三角一体化,002247.SZ
688653,15,17,星闪概念;智能音箱;WiFi 6;芯片概念;物联网;智能座舱;专精特新;车联网(车路协同);无人机;低空经济;智能家居;上海自贸区;沪股通;股权转让(并购重组);融资融券,688653.SH
300472,14,33,体育产业;冰雪产业;ST板块;区块链;算力租赁;智慧城市;东数西算(算力);AI眼镜;5G;机器人概念;工业互联网;数据中心;光伏概念;硅能源,300472.SZ
301101,8,33,IP经济(谷子经济);智能穿戴;AI眼镜;小米概念;专精特新;消费电子概念;深股通;融资融券,301101.SZ
301117,25,33,DRG/DIP;军工信息化;华为昇腾;卫星导航;商业航天;AI智能体;网络安全;数据安全;智慧政务;军民融合;军工;区块链;移动支付;DeepSeek概念;东数西算(算力);人工智能;数字经济;智能医疗;安防;华为概念;数据中心;芯片概念;西部大开发;汽车芯片;融资融券,301117.SZ
600063,9,17,水泥概念;2025三季报预增;光伏概念;国企改革;储能;参股券商;专精特新;融资融券;沪股通,600063.SH
920690,12,151,人形机器人;飞行汽车(eVTOL);芯片概念;融资融券;特斯拉概念;汽车电子;汽车热管理;机器人概念;新能源汽车;军工;低空经济;专精特新,920690.BJ
603916,12,17,房屋检测;AI应用;建筑节能;水利;雅下水电概念;军工;核电;水泥概念;可控核聚变;风电;抽水蓄能;融资融券,603916.SH
002295,6,33,金属铜;数字经济;国企改革;储能;虚拟电厂;股权转让(并购重组),002295.SZ
002394,3,33,数字经济;创投;一带一路,002394.SZ
002005,7,33,横琴新区;ST板块;家用电器;人民币贬值受益;新能源汽车;华为汽车;MiniLED,002005.SZ
002184,25,33,新型工业化;工业互联网;机器人概念;智能物流;机器视觉;华为概念;创投;信创;数据中心;DeepSeek概念;工业母机;5G;东数西算(算力);华为鲲鹏;高端装备;军工;智能医疗;芯片概念;智能电网;储能;光伏概念;风电;虚拟电厂;共封装光学(CPO);AI应用,002184.SZ
300349,19,33,AI智能体;数据要素;云计算;鸿蒙概念;量子科技;人工智能;DeepSeek概念;星闪概念;智慧城市;华为概念;物联网;传感器;芯片概念;AI应用;储能;氢能源;绿色电力;深股通;融资融券,300349.SZ
688597,20,17,特高压;智能电网;电力物联网;虚拟电厂;高压快充;充电桩;储能;碳交易;机器人概念;军工;无人机;数字孪生;低空经济;智慧城市;空间计算;京津冀一体化;人工智能;时空大数据;数据要素;融资融券,688597.SH
300150,6,33,安防;水利;京津冀一体化;高铁;专精特新;AIGC概念,300150.SZ
002115,25,33,快手概念;小红书概念;短剧游戏;AIGC概念;AI应用;虚拟数字人;6G概念;卫星导航;抖音概念(字节概念);信创;阿里巴巴概念;腾讯概念;文化传媒概念;人工智能;智慧城市;华为概念;网红经济;智慧灯杆;5G;创投;海工装备;专精特新;共同富裕示范区;深股通;融资融券,002115.SZ
600403,4,17,煤炭概念;国企改革;沪股通;融资融券,600403.SH
688219,28,17,PEEK材料;汽车热管理;人形机器人;新能源汽车;华为汽车;比亚迪概念;小米汽车;机器人概念;家用电器;专精特新;小米概念;碳纤维;飞行汽车(eVTOL);消费电子概念;富士康概念;无人驾驶;可降解塑料;5G;锂电池概念;液冷服务器;华为概念;低空经济;军工;光伏概念;碳中和;DeepSeek概念;沪股通;融资融券,688219.SH
688545,10,17,光刻胶;存储芯片;国家大基金持股;中芯国际概念;芯片概念;磷化工;独角兽概念;国企改革;沪股通;融资融券,688545.SH
000420,11,33,碳纤维;大飞机;飞行汽车(eVTOL);风电;国企改革;低空经济;体育产业;无人机;冰雪产业;融资融券;深股通,000420.SZ
688306,26,17,减速器;人形机器人;汽车热管理;华为汽车;新型工业化;机器人概念;传感器;新能源汽车;燃料电池;汽车电子;机器视觉;毫米波雷达;无人驾驶;脑机接口;医疗器械概念;人民币贬值受益;氢能源;共同富裕示范区;锂电池概念;人工智能;固态电池;DeepSeek概念;眼科医疗;AI智能体;沪股通;融资融券,688306.SH
000552,10,33,煤炭概念;煤化工概念;天然气;页岩气;化肥;超超临界发电;国企改革;西部大开发;深股通;融资融券,000552.SZ
002736,5,33,证金持股;深圳国企改革;国企改革;融资融券;深股通,002736.SZ
920870,6,151,高端装备;风电;融资融券;新型工业化;工业母机;专精特新,920870.BJ
301077,10,33,AI应用;人工智能;专精特新;东数西算(算力);AI智能体;跨境电商;英伟达概念;量子科技;储能;融资融券,301077.SZ
600845,21,17,算力租赁;云计算;东数西算(算力);中国AI 50;AI智能体;ERP概念;数据中心;DeepSeek概念;车联网(车路协同);华为概念;工业互联网;液冷服务器;新型工业化;机器人概念;央企国企改革;人形机器人;上海自贸区;国企改革;AI应用;融资融券;沪股通,600845.SH
002862,20,33,NFT概念;AIGC概念;网络游戏;手机游戏;智能音箱;百度概念;ChatGPT概念;IP经济(谷子经济);人工智能;DeepSeek概念;跨境电商;三胎概念;人民币贬值受益;宠物经济;充电桩;光伏概念;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力,002862.SZ
002801,14,33,人形机器人;新能源汽车;机器人概念;储能;无线充电;人民币贬值受益;锂电池概念;数据中心;无人机;低空经济;2025年报预增;军工;冷链物流;深股通,002801.SZ
002797,4,33,期货概念;区块链;深股通;融资融券,002797.SZ
300540,11,33,商业航天;智慧灯杆;氢能源;车联网(车路协同);专精特新;燃料电池;充电桩;储能;天然气;西部大开发;国企改革,300540.SZ
603650,10,17,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;石墨烯;可降解塑料;融资融券;沪股通,603650.SH
000819,6,33,POE胶膜;消毒剂;央企国企改革;国企改革;深股通;融资融券,000819.SZ
300402,15,33,航空发动机;特钢概念;海工装备;军工;小金属概念;高端装备;金属铜;光热发电;中俄贸易概念;污水处理;专精特新;回购增持再贷款概念;光伏概念;国企改革;硅能源,300402.SZ
300556,27,33,文化传媒概念;在线教育;虚拟数字人;抖音概念(字节概念);AIGC概念;元宇宙;职业教育;智慧政务;数据要素;阿里巴巴概念;云计算;空间计算;数字经济;人工智能;智慧城市;时空大数据;虚拟现实;数字孪生;东数西算(算力);华为概念;机器视觉;粤港澳大湾区;MR(混合现实);雄安新区;商业航天;大飞机;苹果概念,300556.SZ
000997,34,33,数字货币;跨境支付(CIPS);移动支付;电子身份证;蚂蚁集团概念;区块链;互联网金融;鸿蒙概念;数据要素;AI智能体;数字经济;华为鲲鹏;人脸识别;阿里巴巴概念;ETC;DeepSeek概念;云计算;人工智能;数字乡村;多模态AI;智慧城市;食品安全;物联网;安防;华为概念;AI应用;机器视觉;乡村振兴;海峡两岸;福建自贸区;芯片概念;证金持股;深股通;融资融券,000997.SZ
002114,8,33,金属锌;金属铅;金属铜;小金属概念;西部大开发;绿色电力;粮食概念;乡村振兴,002114.SZ
603179,6,17,特斯拉概念;新能源汽车;机器人概念;比亚迪概念;沪股通;融资融券,603179.SH
301558,14,33,AIGC概念;知识产权保护;AI智能体;多模态AI;人工智能;DeepSeek概念;跨境电商;创投;粤港澳大湾区;智能物流;人民币贬值受益;2025年报预增;深股通;融资融券,301558.SZ
300259,11,33,智能电网;水利;传感器;专精特新;光伏概念;雄安新区;物联网;华为概念;数字孪生;虚拟现实;数据要素,300259.SZ
688389,11,17,猴痘概念;医药电商;医疗器械概念;流感;医美概念;智能医疗;养老概念;人工智能;DeepSeek概念;沪股通;融资融券,688389.SH
600088,8,17,文化传媒概念;虚拟数字人;旅游概念;乡村振兴;国企改革;融资融券;沪股通;中字头股票,600088.SH
600785,6,17,统一大市场;智能物流;西部大开发;IP经济(谷子经济);粮食概念;抖音概念(字节概念),600785.SH
688009,10,17,央企国企改革;高铁;国企改革;低空经济;5G;华为概念;芯片概念;中字头股票;沪股通;融资融券,688009.SH
002354,43,33,Sora概念(文生视频);快手概念;小红书概念;AI语料;短剧游戏;Web3.0;ChatGPT概念;AIGC概念;虚拟数字人;多模态AI;数据确权;抖音概念(字节概念);AI智能体;在线教育;文化传媒概念;云计算;手机游戏;百度概念;腾讯概念;网络游戏;数据要素;元宇宙;信创;电子竞技;算力租赁;IP经济(谷子经济);DeepSeek概念;数字经济;人工智能;智能医疗;东数西算(算力);虚拟现实;数字孪生;MR(混合现实);AI应用;跨境电商;机器视觉;机器人概念;乡村振兴;芯片概念;人形机器人;深股通;融资融券,002354.SZ
688396,24,17,国家大基金持股;存储芯片;先进封装;第三代半导体;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;小米概念;传感器;宁德时代概念;比亚迪概念;新能源汽车;机器人概念;数据中心;储能;充电桩;工业互联网;智能电网;央企国企改革;国企改革;沪股通;融资融券,688396.SH
605189,5,17,PEEK材料;人形机器人;机器人概念;染料;储能,605189.SH
688212,4,17,医疗器械概念;回购增持再贷款概念;沪股通;融资融券,688212.SH
600815,10,17,福建自贸区;海峡两岸;军工;国企改革;地下管网;高端装备;智能物流;职业教育;中俄贸易概念;沪股通,600815.SH
003019,14,33,智能座舱;汽车电子;海峡两岸;福建自贸区;特斯拉概念;新能源汽车;人形机器人;芯片概念;机器人概念;物联网;人民币贬值受益;人工智能;数字货币;深股通,003019.SZ
301596,11,33,减速器;人形机器人;新型工业化;机器人概念;新能源汽车;无人机;核电;风电;西部大开发;融资融券;深股通,301596.SZ
688585,7,17,机器人概念;燃料电池;风电;一带一路;沪股通;股权转让(并购重组);融资融券,688585.SH
600825,9,17,文化传媒概念;AI语料;无人零售;独角兽概念;创投;上海国企改革;国企改革;融资融券;沪股通,600825.SH
002230,46,33,AI语料;多模态AI;ChatGPT概念;AIGC概念;虚拟数字人;AI智能体;云计算;互联网保险;数据要素;华为昇腾;阿里巴巴概念;智慧政务;在线教育;中国AI 50;元宇宙;语音技术;智能医疗;DeepSeek概念;家庭医生;人工智能;人脸识别;AI应用;独角兽概念;东数西算(算力);智能音箱;数字孪生;智慧城市;脑机接口;车联网(车路协同);华为概念;量子科技;AI手机;工业互联网;机器视觉;智能穿戴;无线耳机;智能座舱;智能家居;机器人概念;消费电子概念;人形机器人;眼科医疗;雄安新区;同花顺漂亮100;深股通;融资融券,002230.SZ
688372,9,17,存储芯片;先进封装;汽车芯片;MCU芯片;芯片概念;消费电子概念;2025年报预增;沪股通;融资融券,688372.SH
300355,12,33,土壤修复;PPP概念;新型城镇化;生态农业;化债概念(AMC概念);碳中和;西部大开发;一带一路;碳交易;足球概念;深股通;融资融券,300355.SZ
603000,31,17,AI语料;知识产权保护;AI应用;智谱AI;AIGC概念;数据确权;云办公;文化传媒概念;AI智能体;数据安全;百度概念;国资云;数据要素;鸿蒙概念;区块链;网络安全;蚂蚁集团概念;算力租赁;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;体育产业;数据中心;京津冀一体化;创投;国企改革;证金持股;沪股通;融资融券,603000.SH
001268,2,33,成飞概念;粤港澳大湾区,001268.SZ
002833,9,33,减速器;新型工业化;新能源汽车;粤港澳大湾区;机器人概念;专精特新;高端装备;DeepSeek概念;深股通,002833.SZ
002068,8,33,PVDF概念;锂电池概念;固态电池;回购增持再贷款概念;国企改革;碳中和;深股通;融资融券,002068.SZ
688680,6,17,BC电池;钙钛矿电池;POE胶膜;光伏概念;新能源汽车;融资融券,688680.SH
688334,14,17,柔性直流输电;特高压;智能电网;超导概念;充电桩;核电;无人机;一带一路;固态电池;央企国企改革;西部大开发;国企改革;沪股通;融资融券,688334.SH
920599,5,151,西部大开发;融资融券;无人驾驶;工业互联网;回购增持再贷款概念,920599.BJ
002132,7,33,有机硅概念;硅能源;黄金概念;光伏概念;特高压;深股通;融资融券,002132.SZ
600458,17,17,有机硅概念;超级电容;OLED;锂电池概念;氢能源;新能源汽车;风电;特斯拉概念;储能;高铁;小米概念;5G;国企改革;央企国企改革;低空经济;融资融券;沪股通,600458.SH
300971,15,33,高端装备;专精特新;新型工业化;军工;工业母机;军民融合;新能源汽车;商业航天;机器视觉;中俄贸易概念;海工装备;军工信息化;2025年报预增;人工智能;融资融券,300971.SZ
920726,3,151,超级品牌;融资融券;乡村振兴,920726.BJ
301251,13,33,共封装光学(CPO);PCB概念;富士康概念;5G;MiniLED;汽车电子;专精特新;新型工业化;工业互联网;机器人概念;一带一路;深股通;融资融券,301251.SZ
