code,所属概念数量,股票代码,所属概念,market_code
600022,8,600022.SH,特钢概念;国企改革;回购增持再贷款概念;工业互联网;机器人概念;人工智能;融资融券;沪股通,17
603187,3,603187.SH,冷链物流;无人零售;沪股通,17
300882,16,300882.SZ,虚拟电厂;智能电网;电力物联网;储能;碳中和;参股银行;专精特新;新能源汽车;人工智能;数字经济;物联网;传感器;汽车电子;AI应用;深股通;融资融券,33
920895,3,920895.BJ,专精特新;农机;融资融券,151
603599,3,603599.SH,草甘膦;沪股通;融资融券,17
002885,19,002885.SZ,高压快充;充电桩;光伏概念;储能;富士康概念;无线充电;数据中心;第三代半导体;5G;新能源汽车;比亚迪概念;OLED;消费电子概念;华为汽车;华为概念;汽车电子;粤港澳大湾区;小米概念;融资融券,33
601126,24,601126.SH,柔性直流输电;抽水蓄能;特高压;虚拟电厂;智能电网;电力物联网;风电;雅下水电概念;核电;光伏概念;储能;氢能源;数据中心;绿色电力;军工;东数西算(算力);机器人概念;数字孪生;阿里巴巴概念;人工智能;京津冀一体化;DeepSeek概念;融资融券;沪股通,17
002660,20,002660.SZ,换电概念;充电桩;绿色电力;光伏概念;储能;粤港澳大湾区;智慧灯杆;体育产业;国企改革;创投;数字乡村;比亚迪概念;机器人概念;柔性屏(折叠屏);区块链;消费电子概念;5G;知识产权保护;OLED;第三代半导体,33
601108,7,601108.SH,期货概念;蚂蚁集团概念;国企改革;共同富裕示范区;区块链;沪股通;融资融券,17
002422,11,002422.SZ,创新药;肝炎概念;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;医疗器械概念;合成生物;西部大开发;深股通;融资融券,33
603858,12,603858.SH,流感;生物疫苗;肝炎概念;仿制药一致性评价;医药电商;创新药;医美概念;医疗器械概念;参股银行;回购增持再贷款概念;融资融券;沪股通,17
688681,13,688681.SH,虚拟电厂;充电桩;智能电网;电力物联网;柔性直流输电;绿色电力;特高压;专精特新;储能;物联网;工业互联网;2025年报预增;融资融券,17
688700,11,688700.SH,PET铜箔;PCB概念;华为手机;芯片概念;固态电池;专精特新;光伏概念;高端装备;2025年报预增;融资融券;沪股通,17
002484,13,002484.SZ,5G;超级电容;可控核聚变;人形机器人;东数西算(算力);新能源汽车;华为概念;储能;军工;机器人概念;深股通;国企改革;融资融券,33
603699,9,603699.SH,可控核聚变;核电;风电;氢能源;页岩气;一带一路;人民币贬值受益;沪股通;融资融券,17
920735,5,920735.BJ,流感;减肥药;仿制药一致性评价;创新药;融资融券,151
600328,12,600328.SH,小金属概念;国企改革;西部大开发;回购增持再贷款概念;央企国企改革;锂电池概念;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,17
600255,7,600255.SH,国企改革;回购增持再贷款概念;铜缆高速连接;消费电子概念;金属铜;沪股通;融资融券,17
000955,8,000955.SZ,海南自贸区;自由贸易港;民营医院;创投;三胎概念;医药电商;医疗器械概念;军民融合,33
003029,37,003029.SZ,量子科技;电子身份证;数字水印;数字货币;网络安全;华为鲲鹏;数据安全;信创;智慧政务;军工信息化;车联网(车路协同);移动支付;区块链;鸿蒙概念;AI智能体;互联网金融;跨境支付(CIPS);智慧城市;安防;东数西算(算力);卫星导航;商业航天;抖音概念(字节概念);数字经济;华为概念;蚂蚁集团概念;物联网;军工;DeepSeek概念;无人驾驶;工业互联网;芯片概念;专精特新;比亚迪概念;长安汽车概念;中俄贸易概念;深股通,33
002418,16,002418.SZ,动力电池回收;石墨烯;超级电容;锂电池概念;液冷服务器;储能;氢能源;充电桩;数据中心;新能源汽车;空气能热泵;东数西算(算力);汽车热管理;算力租赁;家用电器;无人驾驶,33
301028,8,301028.SZ,海峡两岸;福建自贸区;核电;雅下水电概念;专精特新;比亚迪概念;深股通;融资融券,33
300040,17,300040.SZ,光伏建筑一体化;智能电网;虚拟电厂;抽水蓄能;绿色电力;高压快充;充电桩;光伏概念;垃圾分类;碳中和;生物质能发电;风电;储能;黑龙江自贸区;高铁;数据中心;华为概念,33
603376,11,603376.SH,注册制次新股;长安汽车概念;汽车电子;传感器;无人驾驶;新能源汽车;比亚迪概念;专精特新;共同富裕示范区;新股与次新股;融资融券,17
688353,9,688353.SH,有机硅概念;钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;专精特新;沪股通;融资融券,17
688356,8,688356.SH,医美概念;医疗器械概念;创新药;人民币贬值受益;3D打印;2025年报预增;沪股通;融资融券,17
603158,18,603158.SH,汽车热管理;空气能热泵;长安汽车概念;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;燃料电池;储能;氢能源;液冷服务器;专精特新;传感器;数据中心;汽车电子;无线充电;华为概念;智能座舱,17
688739,5,688739.SH,流感;生物疫苗;重组蛋白;融资融券;沪股通,17
688677,5,688677.SH,医疗器械概念;人民币贬值受益;专精特新;融资融券;沪股通,17
603728,12,603728.SH,减速器;人形机器人;同花顺新质50;智能座舱;机器人概念;新能源汽车;无人驾驶;5G;华为概念;专精特新;沪股通;融资融券,17
603948,4,603948.SH,中俄贸易概念;光伏概念;共同富裕示范区;芯片概念,17
000739,15,000739.SZ,减肥药;CRO概念;创新药;流感;仿制药一致性评价;合成生物;宠物经济;医美概念;共同富裕示范区;养老概念;深股通;融资融券;AIGC概念;AI智能体;工业互联网,33
688141,13,688141.SH,汽车芯片;消费电子概念;芯片概念;汽车电子;小米概念;智能座舱;新能源汽车;专精特新;储能;华为概念;无人驾驶;沪股通;融资融券,17
920198,13,920198.BJ,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;数据要素;国企改革;人工智能;股权转让(并购重组);安防;创投;融资融券,151
300398,13,300398.SZ,光刻胶;中芯国际概念;先进封装;OLED;存储芯片;芯片概念;第三代半导体;光纤概念;电子纸;新能源汽车;光伏概念;深股通;融资融券,33
920111,4,920111.BJ,共同富裕示范区;专精特新;融资融券;新能源汽车,151
920970,4,920970.BJ,融资融券;食品安全;专精特新;猪肉,151
688758,2,688758.SH,2025三季报预增;融资融券,17
600223,23,600223.SH,三胎概念;宠物经济;网红经济;旅游概念;物业管理;合成生物;国企改革;流感;医美概念;仿制药一致性评价;眼科医疗;医疗器械概念;创新药;独角兽概念;重组蛋白;虚拟数字人;DeepSeek概念;人工智能;元宇宙;腾讯概念;海峡两岸;融资融券;沪股通,17
688691,12,688691.SH,存储芯片;汽车芯片;MCU芯片;中芯国际概念;芯片概念;5G;卫星导航;小米概念;专精特新;上海自贸区;沪股通;融资融券,17
600376,11,600376.SH,体育产业;租售同权;雄安新区;京津冀一体化;物业管理;冰雪产业;国企改革;养老概念;融资融券;证金持股;沪股通,17
603248,6,603248.SH,注册制次新股;风电;专精特新;高端装备;新股与次新股;融资融券,17
603057,4,603057.SH,预制菜;一带一路;冷链物流;沪股通,17
600327,6,600327.SH,民营医院;预制菜;参股银行;信托概念;三胎概念;IP经济(谷子经济),17
301270,17,301270.SZ,AIGC概念;知识产权保护;数据要素;云计算;数字水印;鸿蒙概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;DeepSeek概念;人工智能;IP经济(谷子经济);华为概念;小米概念;华为汽车;AI应用;融资融券,33
600116,11,600116.SH,国企改革;绿色电力;央企国企改革;西部大开发;水利;虚拟电厂;充电桩;储能;沪股通;融资融券;小金属概念,17
600567,18,600567.SH,生物质能发电;固废处理;参股银行;污水处理;碳交易;碳中和;一带一路;回购增持再贷款概念;智能物流;创投;储能;工业互联网;数字经济;比亚迪概念;无人驾驶;小米概念;沪股通;融资融券,17
920035,7,920035.BJ,云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,151
603968,2,603968.SH,代糖概念;维生素,17
601700,11,601700.SH,柔性直流输电;特高压;智能电网;光伏概念;硅能源;化债概念(AMC概念);一带一路;国企改革;回购增持再贷款概念;沪股通;融资融券,17
300540,11,300540.SZ,商业航天;车联网(车路协同);智慧灯杆;氢能源;国企改革;充电桩;西部大开发;专精特新;燃料电池;天然气;储能,33
300105,13,300105.SZ,固废处理;碳中和;超超临界发电;雄安新区;国企改革;风电;光伏概念;央企国企改革;储能;PM2.5;2025三季报预增;DeepSeek概念;华为概念,33
300281,13,300281.SZ,高端装备;商业航天;卫星导航;中俄贸易概念;工业互联网;碳中和;粤港澳大湾区;可降解塑料;国企改革;风电;养老概念;绿色电力;PVDF概念,33
605198,3,605198.SH,乡村振兴;人民币贬值受益;沪股通,17
301047,13,301047.SZ,CRO概念;细胞免疫治疗;重组蛋白;流感;肝炎概念;猴痘概念;合成生物;智能医疗;人民币贬值受益;人工智能;京津冀一体化;深股通;融资融券,33
300169,11,300169.SZ,建筑节能;露营经济;医疗器械概念;军工;风电;新能源汽车;华为概念;柔性屏(折叠屏);小米概念;锂电池概念;OLED,33
600136,4,600136.SH,ST板块;物业管理;国企改革;文化传媒概念,22
301626,8,301626.SZ,宁德时代概念;液冷服务器;汽车热管理;消费电子概念;汽车电子;华为概念;深股通;融资融券,33
002382,9,002382.SZ,三胎概念;跨境电商;一带一路;医疗器械概念;医药电商;人民币贬值受益;特斯拉概念;深股通;融资融券,33
920925,7,920925.BJ,芯片概念;融资融券;跨境电商;医疗器械概念;专精特新;智能医疗;人民币贬值受益,151
688218,16,688218.SH,新型工业化;人形机器人;机器视觉;高端装备;机器人概念;特斯拉概念;无线充电;新能源汽车;专精特新;低空经济;宁德时代概念;人工智能;储能;DeepSeek概念;创投;融资融券,17
001278,7,001278.SZ,农机;机器视觉;长安汽车概念;新能源汽车;比亚迪概念;汽车电子;无线充电,33
001267,8,001267.SZ,共封装光学(CPO);铜缆高速连接;污水处理;新型城镇化;土壤修复;乡村振兴;深股通;股权转让(并购重组),33
688783,9,688783.SH,科创次新股;国家大基金持股;存储芯片;MCU芯片;注册制次新股;芯片概念;西部大开发;新股与次新股;融资融券,17
300970,4,300970.SZ,农业种植;合成生物;乡村振兴;融资融券,33
600380,14,600380.SH,流感;创新药;猴痘概念;辅助生殖;减肥药;合成生物;宠物经济;智能医疗;粤港澳大湾区;DeepSeek概念;人工智能;腾讯概念;沪股通;融资融券,17
600196,22,600196.SH,减肥药;创新药;细胞免疫治疗;CRO概念;仿制药一致性评价;生物疫苗;阿尔茨海默概念;流感;辅助生殖;猴痘概念;医美概念;医疗器械概念;民营医院;智能医疗;青蒿素;家庭医生;DeepSeek概念;证金持股;AI智能体;机器人概念;沪股通;融资融券,17
603053,7,603053.SH,天然气;国企改革;碳中和;西部大开发;氢能源;充电桩;沪股通,17
300966,4,300966.SZ,辅助生殖;合成生物;回购增持再贷款概念;融资融券,33
300074,17,300074.SZ,在线教育;智慧政务;DRG/DIP;智慧城市;家庭医生;云办公;AI智能体;DeepSeek概念;安防;智能医疗;创投;华为概念;低空经济;无人机;充电桩;储能;AI应用,33
603636,43,603636.SH,数字水印;Web3.0;智慧政务;数据确权;电子身份证;数字乡村;智谱AI;华为鲲鹏;数据要素;虚拟数字人;华为盘古;网络安全;数据安全;云计算;区块链;信创;AI智能体;华为昇腾;数字经济;百度概念;算力租赁;蚂蚁集团概念;智慧城市;人脸识别;鸿蒙概念;阿里巴巴概念;DeepSeek概念;人工智能;海峡两岸;房屋检测;车联网(车路协同);东数西算(算力);智慧灯杆;军工;华为概念;水利;物联网;智能医疗;PPP概念;无人驾驶;AI应用;沪股通;融资融券,17
688236,9,688236.SH,牙科医疗;医疗器械概念;智能医疗;京津冀一体化;专精特新;机器人概念;3D打印;融资融券;沪股通,17
920926,7,920926.BJ,鸿蒙概念;物联网;智能家居;融资融券;家用电器;跨境电商;人民币贬值受益,151
603298,9,603298.SH,同花顺出海50;人形机器人;新能源汽车;机器人概念;宁德时代概念;沪股通;智能物流;5G;融资融券,17
301263,9,301263.SZ,创新药;减肥药;眼科医疗;合成生物;医药电商;毛发医疗;医疗器械概念;深股通;融资融券,33
000410,11,000410.SZ,央企国企改革;国企改革;工业母机;高端装备;商业航天;职业教育;工业互联网;新型工业化;股权转让(并购重组);融资融券;深股通,33
600075,14,600075.SH,煤化工概念;水泥概念;生态农业;可降解塑料;新疆振兴;碳交易;西部大开发;国企改革;绿色电力;回购增持再贷款概念;一带一路;储能;沪股通;融资融券,17
000931,7,000931.SZ,仿制药一致性评价;创新药;养老概念;雄安新区;京津冀一体化;创投;融资融券,33
300460,22,300460.SZ,抖音概念(字节概念);元宇宙;华为海思概念股;星闪概念;安防;DeepSeek概念;华为概念;卫星导航;无人机;小米概念;数据中心;AI眼镜;汽车电子;苹果概念;机器人概念;商业航天;ST板块;比亚迪概念;芯片概念;专精特新;共封装光学(CPO);海工装备,33
300501,3,300501.SZ,锂电池概念;固态电池;回购增持再贷款概念,33
601011,12,601011.SH,煤炭概念;煤化工概念;石墨电极;黑龙江自贸区;石墨烯;碳中和;氢能源;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,17
301098,10,301098.SZ,新型城镇化;地下管网;土壤修复;PPP概念;特色小镇;旅游概念;乡村振兴;体育产业;足球概念;融资融券,33
600192,11,600192.SH,智能电网;核电;风电;充电桩;燃料电池;光伏概念;军工;西部大开发;国企改革;商业航天;融资融券,17
603049,6,603049.SH,注册制次新股;新能源汽车;两轮车;比亚迪概念;新股与次新股;融资融券,17
688603,5,688603.SH,PCB概念;先进封装;芯片概念;沪股通;融资融券,17
300405,10,300405.SZ,石墨烯;锂电池概念;建筑节能;装配式建筑;氢能源;水利;稀土永磁;海工装备;专精特新;芯片概念,33
688219,28,688219.SH,PEEK材料;汽车热管理;人形机器人;新能源汽车;华为汽车;比亚迪概念;小米汽车;锂电池概念;碳纤维;飞行汽车(eVTOL);可降解塑料;液冷服务器;家用电器;机器人概念;专精特新;光伏概念;小米概念;富士康概念;低空经济;消费电子概念;华为概念;碳中和;军工;5G;无人驾驶;DeepSeek概念;沪股通;融资融券,17
600871,13,600871.SH,可燃冰;页岩气;俄乌冲突概念;天然气;雄安新区;碳中和;国企改革;一带一路;海工装备;央企国企改革;氢能源;融资融券;沪股通,17
300180,21,300180.SZ,数字货币;移动支付;跨境支付(CIPS);互联网金融;蚂蚁集团概念;区块链;低空经济;信创;华为鲲鹏;数据要素;工业互联网;腾讯概念;创投;华为概念;华为汽车;一带一路;参股券商;长安汽车概念;比亚迪概念;深股通;融资融券,33
002895,8,002895.SZ,磷化工;化肥;盐湖提锂;参股银行;西部大开发;深股通;AI智能体;融资融券,33
605151,5,605151.SH,统一大市场;智能物流;创投;新能源汽车;比亚迪概念,17
000650,17,000650.SZ,医药电商;医疗器械概念;脑机接口;养老概念;流感;肝炎概念;生物疫苗;眼科医疗;三胎概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,33
000705,16,000705.SZ,医药电商;民营医院;流感;三胎概念;仿制药一致性评价;冷链物流;幽门螺杆菌概念;肝炎概念;阿尔茨海默概念;参股银行;共同富裕示范区;合成生物;医疗器械概念;创新药;国企改革;数字经济,33
002313,28,002313.SZ,智慧城市;智慧灯杆;东数西算(算力);车联网(车路协同);物联网;人工智能;DeepSeek概念;阿里巴巴概念;智能家居;卫星导航;华为概念;无人机;5G;粤港澳大湾区;无人驾驶;数据中心;小米概念;工业互联网;智能座舱;汽车电子;机器人概念;国企改革;充电桩;比亚迪概念;新疆振兴;储能;液冷服务器;股权转让(并购重组),33
002929,45,002929.SZ,东数西算(算力);算力租赁;MR(混合现实);云办公;阿里巴巴概念;华为昇腾;5G;数据中心;AI智能体;华为数字能源;数据安全;百度概念;华为概念;虚拟数字人;元宇宙;信创;多模态AI;数据要素;虚拟现实;人工智能;DeepSeek概念;空间计算;数字孪生;智慧灯杆;数字乡村;智慧城市;低空经济;军工;无人机;工业互联网;电力物联网;机器人概念;智能电网;充电桩;光伏概念;储能;跨境电商;虚拟电厂;一带一路;西部大开发;乡村振兴;雄安新区;AI应用;融资融券;深股通,33
001358,3,001358.SZ,净水概念;碳中和;融资融券,33
002759,10,002759.SZ,氟化工概念;磷化工;钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;家用电器;深股通;融资融券,33
300988,17,300988.SZ,光伏概念;充电桩;一带一路;专精特新;智能电网;储能;风电;新型工业化;新能源汽车;比亚迪概念;汽车热管理;数据中心;小米概念;锂电池概念;汽车电子;小米汽车;融资融券,33
688575,10,688575.SH,基因测序;猴痘概念;辅助生殖;肝炎概念;医疗器械概念;脑机接口;智能医疗;DeepSeek概念;沪股通;融资融券,17
300198,14,300198.SZ,海峡两岸;新型城镇化;地下管网;PPP概念;ST板块;污水处理;水利;一带一路;无人驾驶;汽车热管理;锂电池概念;新能源汽车;减速器;核电,33
600184,14,600184.SH,国产航母;军民融合;军工;央企国企改革;机器人概念;人形机器人;机器视觉;专精特新;国企改革;回购增持再贷款概念;AI眼镜;光纤概念;沪股通;融资融券,17
002170,17,002170.SZ,磷化工;化肥;钠离子电池;锂电池概念;生态农业;土地流转;垃圾分类;农村电商;2025三季报预增;乡村振兴;转基因;无人机;数字乡村;物联网;人工智能;2025年报预增;深股通,33
002873,6,002873.SZ,流感;医药电商;肝炎概念;创新药;细胞免疫治疗;西部大开发,33
300770,23,300770.SZ,虚拟数字人;知识产权保护;在线教育;腾讯概念;短剧游戏;抖音概念(字节概念);文化传媒概念;元宇宙;快手概念;网络安全;NFT概念;人工智能;云游戏;电子竞技;虚拟现实;IP经济(谷子经济);华为概念;华为海思概念股;小米概念;国企改革;高股息精选;深股通;融资融券,33
601326,6,601326.SH,航运概念;国企改革;雄安新区;京津冀一体化;沪股通;融资融券,17
603002,9,603002.SH,PCB概念;先进封装;英伟达概念;5G;芯片概念;比亚迪概念;3D打印;海峡两岸;沪股通,17
603825,31,603825.SH,文化传媒概念;IP经济(谷子经济);在线教育;旅游概念;数字经济;数据要素;网红经济;NFT概念;区块链;虚拟数字人;腾讯概念;DeepSeek概念;人工智能;AIGC概念;AI智能体;元宇宙;抖音概念(字节概念);Web3.0;创投;小红书概念;Sora概念(文生视频);华为概念;ST板块;国企改革;机器人概念;数据中心;农村电商;免税店;人形机器人;百度概念;AI应用,22
300733,15,300733.SZ,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;机器人概念;长安汽车概念;比亚迪概念;小米概念;新能源汽车;氢能源;西部大开发;2025年报预增;深股通,33
002053,11,002053.SZ,天然气;绿色电力;超超临界发电;国企改革;西部大开发;证金持股;风电;储能;钠离子电池;深股通;融资融券,33
603072,7,603072.SH,稀土永磁;风电;西部大开发;新能源汽车;机器人概念;人形机器人;融资融券,17
920663,5,920663.BJ,新能源汽车;减速器;专精特新;融资融券;PEEK材料,151
000725,34,000725.SZ,电子纸;人工智能;智能医疗;国企改革;回购增持再贷款概念;MicroLED概念;民营医院;工业互联网;物联网;同花顺漂亮100;虚拟现实;长安汽车概念;华为概念;机器人概念;光伏建筑一体化;医疗器械概念;智能座舱;钙钛矿电池;传感器;MiniLED;光伏概念;智能穿戴;小米概念;充电桩;柔性屏(折叠屏);储能;AI眼镜;OLED;深股通;融资融券;芯片概念;苹果概念;光纤概念;同花顺果指数,33
300381,6,300381.SZ,维生素;合成生物;NMN概念;横琴新区;可降解塑料;粤港澳大湾区,33
002706,14,002706.SZ,换电概念;充电桩;光伏概念;智能电网;核电;储能;风电;新能源汽车;数据中心;华为概念;物联网;智能家居;融资融券;深股通,33
300981,9,300981.SZ,医疗器械概念;宠物经济;智能医疗;核污染防治;国企改革;人民币贬值受益;专精特新;融资融券;深股通,33
600056,14,600056.SH,医药电商;流感;仿制药一致性评价;肝炎概念;创新药;证金持股;猴痘概念;医疗器械概念;国企改革;央企国企改革;脑机接口;中字头股票;沪股通;融资融券,17
001366,3,001366.SZ,乡村振兴;粤港澳大湾区;合成生物,33
920571,6,920571.BJ,福建自贸区;融资融券;低空经济;人民币贬值受益;航运概念;海峡两岸,151
300546,29,300546.SZ,数字货币;移动支付;电子身份证;蚂蚁集团概念;网约车;车联网(车路协同);智慧政务;信创;数据安全;华为鲲鹏;云计算;区块链;网络安全;人脸识别;量子科技;鸿蒙概念;数据要素;智慧城市;数字经济;DeepSeek概念;腾讯概念;数字孪生;智能物流;人工智能;机器人概念;粤港澳大湾区;专精特新;一带一路;深股通,33
001317,11,001317.SZ,统一大市场;拼多多概念;跨境电商;智能物流;新疆振兴;无人驾驶;长安汽车概念;一带一路;西部大开发;低空经济;传感器,33
300113,30,300113.SZ,多模态AI;Web3.0;虚拟数字人;AIGC概念;AI智能体;抖音概念(字节概念);云计算;NFT概念;元宇宙;数据确权;百度概念;腾讯概念;云游戏;手机游戏;算力租赁;区块链;文化传媒概念;人工智能;虚拟现实;电子竞技;DeepSeek概念;东数西算(算力);华为概念;IP经济(谷子经济);智能医疗;英伟达概念;数据中心;深股通;融资融券;AI应用,33
603383,14,603383.SH,华为鲲鹏;互联网金融;鸿蒙概念;信创;区块链;AI智能体;腾讯概念;DeepSeek概念;华为概念;福建自贸区;海峡两岸;AI应用;融资融券;沪股通,17
600851,11,600851.SH,物业管理;维生素;仿制药一致性评价;参股券商;生物疫苗;创新药;细胞免疫治疗;证金持股;互联网金融;融资融券;沪股通,17
002262,10,002262.SZ,芬太尼;创新药;医药电商;仿制药一致性评价;阿尔茨海默概念;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券,33
605089,3,605089.SH,预制菜;冷链物流;长三角一体化,17
301179,29,301179.SZ,电力物联网;智能电网;风电;虚拟电厂;特高压;柔性直流输电;充电桩;光伏概念;专精特新;绿色电力;光伏建筑一体化;储能;数据中心;数字孪生;数字经济;低空经济;物联网;DeepSeek概念;机器人概念;人工智能;无人机;新型工业化;5G;网络安全;数据安全;多模态AI;AI应用;深股通;融资融券,33
920932,27,920932.BJ,AI应用;知识产权保护;数字经济;新型工业化;碳中和;机器人概念;融资融券;机器视觉;智慧政务;钠离子电池;智慧城市;无人驾驶;物联网;ERP概念;换电概念;工业互联网;储能;华为盘古;人形机器人;人工智能;华为鲲鹏;充电桩;专精特新;华为概念;DeepSeek概念;信创;5G,151
300098,30,300098.SZ,车联网(车路协同);数据安全;鸿蒙概念;百度概念;人脸识别;东数西算(算力);卫星导航;安防;无人驾驶;智慧城市;腾讯概念;智慧灯杆;虚拟现实;物联网;华为概念;商业航天;5G;人工智能;汽车芯片;数据中心;机器人概念;汽车电子;比亚迪概念;长安汽车概念;高铁;智能电网;PPP概念;深股通;AI应用;融资融券,33
002537,19,002537.SZ,移动支付;数字货币;互联网金融;蚂蚁集团概念;数字经济;区块链;跨境电商;元宇宙;家用电器;华为概念;华为汽车;冷链物流;NFT概念;5G;新能源汽车;比亚迪概念;特斯拉概念;深股通;融资融券,33
301372,6,301372.SZ,地下管网;污水处理;新型城镇化;净水概念;水利;融资融券,33
300146,9,300146.SZ,三胎概念;跨境电商;维生素;医药电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,33
688584,5,688584.SH,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,17
301096,15,301096.SZ,毛发医疗;眼科医疗;创新药;仿制药一致性评价;CRO概念;幽门螺杆菌概念;流感;宠物经济;医美概念;医疗器械概念;智能医疗;人工智能;AI应用;深股通;融资融券,33
688658,10,688658.SH,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;智能医疗;人工智能;华为概念;融资融券;沪股通,17
688767,10,688767.SH,脑机接口;芬太尼;医疗器械概念;猴痘概念;幽门螺杆菌概念;肝炎概念;人民币贬值受益;流感;沪股通;融资融券,17
688083,7,688083.SH,信创;鸿蒙概念;职业教育;新型工业化;智能电网;沪股通;融资融券,17
600568,8,600568.SH,ST板块;眼科医疗;民营医院;医药电商;PPP概念;细胞免疫治疗;医疗器械概念;粤港澳大湾区,22
300441,7,300441.SZ,空气能热泵;燃料电池;家用电器;光伏概念;高端装备;锂电池概念;深股通,33
000966,14,000966.SZ,生物质能发电;绿色电力;碳交易;国企改革;超超临界发电;碳中和;央企国企改革;抽水蓄能;风电;创投;虚拟电厂;储能;融资融券;深股通,33
301555,12,301555.SZ,海峡两岸;MicroLED概念;新能源汽车;PCB概念;MiniLED;比亚迪概念;碳纤维;机器人概念;低空经济;风电;无人机;融资融券,33
920641,16,920641.BJ,股权转让(并购重组);光伏概念;智慧灯杆;新能源汽车;智慧城市;虚拟电厂;充电桩;融资融券;一带一路;军工;家用电器;传感器;智能音箱;储能;车联网(车路协同);东数西算(算力),151
301175,15,301175.SZ,商业航天;固废处理;生物质能发电;国企改革;医疗废物处理;乡村振兴;一带一路;绿色电力;碳中和;海峡两岸;专精特新;华为概念;深股通;中字头股票;融资融券,33
603983,4,603983.SH,合成生物;DeepSeek概念;重组蛋白;沪股通,17
002331,17,002331.SZ,数字乡村;智慧政务;智慧城市;安防;数字经济;华为鲲鹏;数字孪生;区块链;ETC;水利;鸿蒙概念;DeepSeek概念;雄安新区;华为昇腾;华为概念;智能物流;航运概念,33
002912,30,002912.SZ,深圳国企改革;数据安全;ChatGPT概念;网络安全;AI智能体;智慧政务;多模态AI;数据要素;信创;华为鲲鹏;财税数字化;国产操作系统;东数西算(算力);职业教育;数字经济;数字孪生;人工智能;DeepSeek概念;华为概念;车联网(车路协同);数据中心;工业互联网;低空经济;无人机;粤港澳大湾区;智能医疗;国企改革;专精特新;AI应用;融资融券,33
002990,28,002990.SZ,智慧政务;信创;华为昇腾;数字经济;AIGC概念;鸿蒙概念;人脸识别;网络安全;多模态AI;智慧城市;语音技术;DeepSeek概念;人工智能;安防;车联网(车路协同);物联网;核污染防治;华为概念;机器视觉;无人驾驶;机器人概念;传感器;一带一路;人形机器人;冷链物流;芯片概念;存储芯片;深股通,33
000507,12,000507.SZ,航运概念;统一大市场;国企改革;天然气;广东自贸区;绿色电力;光伏建筑一体化;一带一路;横琴新区;风电;粤港澳大湾区;深股通,33
688271,7,688271.SH,智能医疗;人工智能;阿尔茨海默概念;医疗器械概念;AI应用;沪股通;融资融券,17
688528,10,688528.SH,智慧城市;物联网;低空经济;专精特新;传感器;长安汽车概念;西部大开发;汽车电子;股权转让(并购重组);融资融券,17
000528,19,000528.SZ,雅下水电概念;新疆振兴;新型城镇化;中俄贸易概念;国企改革;水利;西部大开发;农机;一带一路;海工装备;回购增持再贷款概念;核电;风电;DeepSeek概念;无人驾驶;深股通;融资融券;高端装备;机器人概念,33
002241,34,002241.SZ,同花顺果指数;智能音箱;无线耳机;AI眼镜;星闪概念;智能穿戴;苹果概念;汽车电子;富士康概念;MR(混合现实);小米概念;消费电子概念;语音技术;传感器;虚拟现实;芯片概念;元宇宙;华为概念;物联网;机器人概念;无人机;3D打印;工业互联网;人工智能;独角兽概念;智能家居;人民币贬值受益;创投;海峡两岸;同花顺漂亮100;回购增持再贷款概念;深股通;融资融券;证金持股,33
600446,18,600446.SH,互联网保险;互联网金融;信创;华为鲲鹏;区块链;数据要素;AI智能体;腾讯概念;智慧城市;数字经济;独角兽概念;DeepSeek概念;虚拟数字人;人工智能;华为概念;沪股通;融资融券;AI应用,17
600909,4,600909.SH,期货概念;沪股通;国企改革;融资融券,17
002423,14,002423.SZ,期货概念;信托概念;参股银行;国企改革;乡村振兴;央企国企改革;参股保险;养老概念;同花顺中特估100;人工智能;区块链;融资融券;中字头股票;深股通,33
688310,4,688310.SH,医疗器械概念;专精特新;高端装备;融资融券,17
001206,7,001206.SZ,宠物经济;三胎概念;跨境电商;养老概念;京津冀一体化;一带一路;人民币贬值受益,33
000595,10,000595.SZ,ST板块;绿色电力;光伏概念;储能;西部大开发;风电;国企改革;国产航母;军工;股权转让(并购重组),33
301665,8,301665.SZ,草甘膦;一带一路;氟化工概念;人民币贬值受益;注册制次新股;深股通;新股与次新股;融资融券,33
