所属概念数量,code,股票代码,market_code,所属概念
16,301175,301175.SZ,33,医疗废物处理;生物质能发电;商业航天;专精特新;海峡两岸;固废处理;碳中和;华为概念;绿色电力;一带一路;人工智能;乡村振兴;国企改革;深股通;中字头股票;融资融券
5,603816,603816.SH,17,高股息精选;跨境电商;智能家居;沪股通;融资融券
8,603499,603499.SH,17,烟草;创投;工业互联网;上海自贸区;2025年报预增;芯片概念;存储芯片;沪股通
6,603949,603949.SH,17,汽车热管理;专精特新;新能源汽车;创投;农机;军工
16,603579,603579.SH,17,养老概念;跨境电商;智能医疗;脑机接口;人工智能;虚拟现实;人民币贬值受益;鸿蒙概念;专精特新;DeepSeek概念;机器人概念;小米概念;长三角一体化;阿里巴巴概念;Web3.0;沪股通
11,300514,300514.SZ,33,智慧灯杆;物联网;传感器;电力物联网;充电桩;智能家居;智能电网;粤港澳大湾区;5G;芯片概念;虚拟电厂
5,300818,300818.SZ,33,专精特新;宁德时代概念;人民币贬值受益;一带一路;高端装备
14,000008,000008.SZ,33,高铁;PPP概念;国企改革;职业教育;一带一路;央企国企改革;智能物流;智慧城市;机器人概念;腾讯概念;锂电池概念;华为概念;深股通;融资融券
9,000525,000525.SZ,33,草甘膦;农村电商;NMN概念;合成生物;乡村振兴;国企改革;深股通;摘帽;股权转让(并购重组)
20,603066,603066.SH,17,跨境电商;烟草;冷链物流;智能物流;统一大市场;新型工业化;物联网;人工智能;数字孪生;专精特新;机器视觉;机器人概念;国企改革;比亚迪概念;一带一路;工业互联网;特斯拉概念;华为概念;宁德时代概念;华为数字能源
14,688368,688368.SH,17,汽车芯片;MCU芯片;第三代半导体;芯片概念;汽车电子;英伟达概念;无线充电;小米概念;专精特新;机器人概念;数据中心;股权转让(并购重组);沪股通;融资融券
8,920128,920128.BJ,151,新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券
5,920753,920753.BJ,151,融资融券;国企改革;京津冀一体化;食品安全;创投
13,600664,600664.SH,17,医药电商;维生素;仿制药一致性评价;流感;创新药;肝炎概念;黑龙江自贸区;三胎概念;养老概念;跨境电商;DeepSeek概念;沪股通;融资融券
40,300012,300012.SZ,33,商业航天;海工装备;核电;无人机;高铁;低空经济;数据中心;华为概念;星闪概念;车联网(车路协同);芯片概念;汽车电子;机器人概念;新能源汽车;核污染防治;物联网;雅下水电概念;小米概念;水利;人工智能;网络安全;汽车芯片;食品安全;数字经济;PCB概念;医疗器械概念;基因测序;房屋检测;土壤修复;碳中和;辅助生殖;宠物经济;互联网金融;CRO概念;猴痘概念;流感;创新药;航运概念;深股通;融资融券
19,002238,002238.SZ,33,文化传媒概念;短剧游戏;虚拟数字人;在线教育;智慧政务;数据要素;AI智能体;腾讯概念;养老概念;足球概念;网络安全;智慧城市;国资云;算力租赁;数据中心;国企改革;5G;深股通;融资融券
8,300824,300824.SZ,33,露营经济;宠物经济;跨境电商;家用电器;网红经济;粤港澳大湾区;2025年报预增;芯片概念
19,002140,002140.SZ,33,煤化工概念;钛白粉概念;医疗废物处理;氢能源;可降解塑料;土壤修复;固废处理;光热发电;POE胶膜;石墨烯;污水处理;盐湖提锂;锂电池概念;国企改革;PPP概念;一带一路;融资融券;股权转让(并购重组);深股通
5,601336,601336.SH,17,互联网保险;蚂蚁集团概念;证金持股;沪股通;融资融券
5,000799,000799.SZ,33,白酒概念;国企改革;深股通;央企国企改革;融资融券
3,920547,920547.BJ,151,专精特新;合成生物;融资融券
17,002347,002347.SZ,33,商业航天;高端装备;新型工业化;军工;机器人概念;机器视觉;人工智能;工业互联网;数字经济;专精特新;新能源汽车;创投;核电;锂电池概念;超级电容;动力电池回收;参股银行
19,688579,688579.SH,17,数据确权;智慧政务;信创;DRG/DIP;数据要素;AI智能体;AI应用;区块链;虚拟数字人;DeepSeek概念;人工智能;虚拟现实;华为概念;智能医疗;量子科技;智能电网;虚拟电厂;国企改革;融资融券
8,920522,920522.BJ,151,宁德时代概念;锂电池概念;融资融券;固态电池;碳纤维;比亚迪概念;钠离子电池;专精特新
12,603293,603293.SH,17,注册制次新股;小米汽车;智能座舱;无人驾驶;毫米波雷达;新能源汽车;MCU芯片;汽车电子;专精特新;汽车芯片;新股与次新股;融资融券
3,920895,920895.BJ,151,专精特新;农机;融资融券
28,002313,002313.SZ,33,智慧灯杆;东数西算(算力);智慧城市;阿里巴巴概念;数据中心;股权转让(并购重组);车联网(车路协同);华为概念;粤港澳大湾区;DeepSeek概念;物联网;液冷服务器;人工智能;工业互联网;5G;智能家居;智能座舱;小米概念;储能;无人驾驶;充电桩;国企改革;汽车电子;机器人概念;比亚迪概念;新疆振兴;无人机;卫星导航
21,300482,300482.SZ,33,芬太尼;猴痘概念;流感;医药电商;肝炎概念;幽门螺杆菌概念;辅助生殖;基因测序;宠物经济;三胎概念;工业大麻;医疗器械概念;智能医疗;食品安全;AI应用;DeepSeek概念;人工智能;粤港澳大湾区;腾讯概念;深股通;融资融券
11,003816,003816.SZ,33,同花顺中特估100;绿色电力;央企国企改革;国企改革;核电;核污染防治;一带一路;DeepSeek概念;中字头股票;融资融券;深股通
9,000504,000504.SZ,33,ST板块;细胞免疫治疗;CRO概念;污水处理;国企改革;动力电池回收;智慧灯杆;锂电池概念;股权转让(并购重组)
6,300923,300923.SZ,33,高铁;一带一路;无人驾驶;电子纸;储能;融资融券
12,920130,920130.BJ,151,AI应用;融资融券;PCB概念;专精特新;安防;充电桩;智慧城市;网约车;多模态AI;人工智能;AI智能体;阿里巴巴概念
3,605007,605007.SH,17,海峡两岸;共同富裕示范区;沪股通
10,301040,301040.SZ,33,卫星导航;军工;商业航天;专精特新;人民币贬值受益;核电;高端装备;风电;绿色电力;融资融券
21,600571,600571.SH,17,跨境支付(CIPS);移动支付;数据安全;ChatGPT概念;互联网金融;AI智能体;信创;百度概念;阿里巴巴概念;数字经济;数字水印;DeepSeek概念;人工智能;独角兽概念;华为概念;量子科技;创投;共同富裕示范区;参股券商;沪股通;融资融券
11,920429,920429.BJ,151,军民融合;人工智能;AI应用;预制菜;职业教育;体育产业;京津冀一体化;网红经济;数字经济;融资融券;DeepSeek概念
6,920634,920634.BJ,151,风电;海工装备;储能;融资融券;金属锌;专精特新
16,000813,000813.SZ,33,减肥药;仿制药一致性评价;合成生物;NMN概念;CRO概念;创新药;民营医院;重组蛋白;生物疫苗;医美概念;工业大麻;养老概念;西部大开发;国企改革;深股通;融资融券
9,920035,920035.BJ,151,芯片概念;液冷服务器;云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益
11,603717,603717.SH,17,猪肉;生态农业;乡村振兴;雄安新区;特色小镇;PPP概念;西部大开发;锂电池概念;氟化工概念;绿色电力;钠离子电池
5,000037,000037.SZ,33,储能;核电;粤港澳大湾区;固废处理;2025年报预增
4,920826,920826.BJ,151,跨境电商;融资融券;预制菜;人民币贬值受益
8,001328,001328.SZ,33,网红经济;三胎概念;医疗器械概念;超级品牌;国企改革;西部大开发;深股通;融资融券
18,300233,300233.SZ,33,创新药;辅助生殖;眼科医疗;仿制药一致性评价;肝炎概念;工业大麻;合成生物;医药电商;维生素;流感;新型烟草(电子烟);医疗器械概念;智能医疗;专精特新;2026一季报预增;转基因;融资融券;深股通
9,688211,688211.SH,17,芯片概念;机器视觉;专精特新;机器人概念;人工智能;智能物流;稀土永磁;统一大市场;融资融券
8,301592,301592.SZ,33,军工信息化;军工;无人机;西部大开发;存储芯片;芯片概念;深股通;融资融券
5,600722,600722.SH,17,煤化工概念;国企改革;融资融券;风电;京津冀一体化
11,688519,688519.SH,17,MiniLED;存储芯片;PCB概念;共封装光学(CPO);5G;华为概念;专精特新;新能源汽车;2025年报预增;沪股通;融资融券
8,688200,688200.SH,17,第三代半导体;芯片概念;华为概念;专精特新;高端装备;京津冀一体化;沪股通;融资融券
4,920082,920082.BJ,151,天然气;海工装备;专精特新;融资融券
10,300896,300896.SZ,33,毛发医疗;医美概念;合成生物;重组蛋白;减肥药;医疗器械概念;同花顺漂亮100;专精特新;深股通;融资融券
17,002605,002605.SZ,33,短剧游戏;文化传媒概念;手机游戏;网络游戏;AIGC概念;AI应用;IP经济(谷子经济);小红书概念;腾讯概念;抖音概念(字节概念);体育产业;网红经济;独角兽概念;细胞免疫治疗;创投;长三角一体化;深股通
28,300130,300130.SZ,33,数字货币;移动支付;跨境支付(CIPS);蚂蚁集团概念;电子身份证;区块链;鸿蒙概念;AI应用;数字经济;智慧政务;人脸识别;AI智能体;虚拟数字人;AIGC概念;DeepSeek概念;人工智能;腾讯概念;安防;AI语料;物联网;多模态AI;跨境电商;参股保险;2025年报预增;汽车电子;储能;深股通;融资融券
6,688277,688277.SH,17,智能医疗;医疗器械概念;机器人概念;专精特新;沪股通;融资融券
7,920779,920779.BJ,151,高股息精选;宁德时代概念;消费电子概念;融资融券;比亚迪概念;固态电池;锂电池概念
6,603273,603273.SH,17,装配式建筑;新型工业化;机器人概念;水泥概念;氢能源;融资融券
19,300468,300468.SZ,33,数字货币;跨境支付(CIPS);互联网金融;区块链;Web3.0;信创;数据确权;数字经济;AI智能体;云计算;粤港澳大湾区;华为概念;人工智能;DeepSeek概念;NFT概念;人民币贬值受益;参股银行;融资融券;深股通
9,920139,920139.BJ,151,先进封装;融资融券;芯片概念;MCU芯片;中芯国际概念;存储芯片;专精特新;汽车芯片;上海自贸区
5,601089,601089.SH,17,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通
20,603882,603882.SH,17,AI应用;AIGC概念;智能医疗;AI智能体;数据要素;人工智能;DeepSeek概念;腾讯概念;细胞免疫治疗;基因测序;医疗器械概念;幽门螺杆菌概念;食品安全;华为概念;肝炎概念;机器人概念;冷链物流;回购增持再贷款概念;融资融券;沪股通
9,002443,002443.SZ,33,石墨烯;氢能源;核电;新型城镇化;回购增持再贷款概念;天然气;地下管网;水利;国企改革
17,002358,002358.SZ,33,柔性直流输电;特高压;智能电网;核电;风电;高压快充;充电桩;光伏概念;数据中心;智慧灯杆;商业航天;垃圾分类;新能源汽车;机器人概念;一带一路;智能物流;国企改革
13,301589,301589.SZ,33,MicroLED概念;MiniLED;虚拟现实;芯片概念;人工智能;足球概念;智慧城市;创投;体育产业;回购增持再贷款概念;西部大开发;融资融券;深股通
9,002571,002571.SZ,33,C2M概念;新能源汽车;创投;拼多多概念;一带一路;光伏概念;网络游戏;参股银行;股权转让(并购重组)
15,301096,301096.SZ,33,CRO概念;幽门螺杆菌概念;创新药;流感;眼科医疗;医疗器械概念;仿制药一致性评价;智能医疗;医美概念;宠物经济;毛发医疗;人工智能;AI应用;深股通;融资融券
3,002569,002569.SZ,33,ST板块;股权转让(并购重组);国企改革
23,301112,301112.SZ,33,新型工业化;机器视觉;一体化压铸;比亚迪概念;汽车电子;长安汽车概念;机器人概念;汽车芯片;智能物流;芯片概念;新能源汽车;粤港澳大湾区;人民币贬值受益;MCU芯片;工业互联网;高端装备;无人机;军工;光伏概念;储能;航空发动机;股权转让(并购重组);融资融券
8,600032,600032.SH,17,抽水蓄能;绿色电力;风电;氢能源;储能;国企改革;沪股通;融资融券
30,002639,002639.SZ,33,天然气;可控核聚变;冷链物流;雅下水电概念;福建自贸区;高端装备;一带一路;海峡两岸;核电;海工装备;氢能源;燃料电池;商业航天;水利;空气能热泵;工业互联网;冰雪产业;碳中和;体育产业;液冷服务器;抽水蓄能;华为概念;物联网;数字经济;数据中心;阿里巴巴概念;东数西算(算力);腾讯概念;深股通;融资融券
19,003039,003039.SZ,33,绿色电力;地下管网;污水处理;固废处理;光伏建筑一体化;水利;乡村振兴;氢能源;垃圾分类;净水概念;国企改革;充电桩;旅游概念;储能;高压快充;粤港澳大湾区;数据确权;融资融券;深股通
15,688790,688790.SH,17,科创次新股;注册制次新股;芯片概念;汽车芯片;AI眼镜;智能穿戴;小米概念;WiFi 6;5G;6G概念;卫星导航;商业航天;华为概念;新股与次新股;融资融券
11,600750,600750.SH,17,高股息精选;白酒概念;医药电商;证金持股;沪股通;融资融券;参股银行;央企国企改革;国企改革;数字经济;回购增持再贷款概念
8,301111,301111.SZ,33,幽门螺杆菌概念;流感;创新药;医药电商;眼科医疗;三胎概念;养老概念;融资融券
15,300543,300543.SZ,33,物联网;机器人概念;光伏概念;智能家居;小米概念;比亚迪概念;家用电器;华为概念;粤港澳大湾区;储能;DeepSeek概念;人民币贬值受益;创投;锂电池概念;宠物经济
19,300335,300335.SZ,33,生物质能发电;绿色电力;天然气;固废处理;空气能热泵;净水概念;PM2.5;氢能源;雄安新区;生态农业;家用电器;粤港澳大湾区;创投;智能家居;光伏概念;锂电池概念;物联网;工业互联网;人工智能
7,600543,600543.SH,22,旅游概念;可降解塑料;乡村振兴;农业种植;西部大开发;国企改革;ST板块
22,300310,300310.SZ,33,信创;5G;物联网;智慧灯杆;车联网(车路协同);华为概念;AIGC概念;AI智能体;数据中心;工业互联网;低空经济;机器人概念;算力租赁;共封装光学(CPO);DeepSeek概念;粤港澳大湾区;充电桩;光伏概念;创投;储能;深股通;融资融券
4,002003,002003.SZ,33,高股息精选;同花顺出海50;融资融券;深股通
6,001325,001325.SZ,33,冰雪产业;参股银行;农机;注册制次新股;新股与次新股;融资融券
9,000506,000506.SZ,33,黄金概念;金属铜;小金属概念;股权转让(并购重组);一带一路;国企改革;人民币贬值受益;深股通;摘帽
19,603716,603716.SH,17,细胞免疫治疗;创新药;生物疫苗;智能医疗;养老概念;医疗器械概念;DRG/DIP;脑机接口;AI应用;人工智能;医疗废物处理;鸿蒙概念;DeepSeek概念;固废处理;信创;网络安全;数据安全;华为概念;沪股通
7,688237,688237.SH,17,新能源汽车;汽车热管理;专精特新;成飞概念;工业母机;军工;融资融券
6,920357,920357.BJ,151,新能源汽车;汽车电子;融资融券;消费电子概念;专精特新;PCB概念
31,301638,301638.SZ,33,电力物联网;虚拟电厂;智能电网;算力租赁;东数西算(算力);数据中心;国产操作系统;网络安全;多模态AI;区块链;数据要素;碳中和;数字孪生;AI应用;DeepSeek概念;鸿蒙概念;量子科技;数字经济;注册制次新股;物联网;人工智能;卫星导航;无人机;央企国企改革;粤港澳大湾区;传感器;国企改革;芯片概念;深股通;新股与次新股;融资融券
36,301091,301091.SZ,33,数据要素;智慧政务;腾讯概念;数据确权;百度概念;智慧城市;国资云;车联网(车路协同);信创;DeepSeek概念;智慧灯杆;时空大数据;多模态AI;房屋检测;数字孪生;华为概念;同花顺新质50;低空经济;高铁;粤港澳大湾区;无人机;水利;新型城镇化;智能物流;雄安新区;无人驾驶;深圳国企改革;建筑节能;充电桩;PPP概念;地下管网;虚拟电厂;国企改革;AI应用;深股通;融资融券
6,300837,300837.SZ,33,金属铅;雅下水电概念;动力电池回收;专精特新;固废处理;共同富裕示范区
8,603871,603871.SH,17,统一大市场;冷链物流;PPP概念;中俄贸易概念;一带一路;智能物流;沪股通;融资融券
17,002735,002735.SZ,33,军工信息化;军工;低空经济;可控核聚变;飞行汽车(eVTOL);核电;比亚迪概念;新能源汽车;信创;无线充电;光伏概念;医疗器械概念;富士康概念;储能;两轮车;可降解塑料;深股通
5,603988,603988.SH,17,新能源汽车;储能;风电;股权转让(并购重组);沪股通
14,300842,300842.SZ,33,BC电池;钙钛矿电池;TOPCON电池;存储芯片;HJT电池;第三代半导体;芯片概念;商业航天;汽车电子;光伏概念;专精特新;新能源汽车;深股通;融资融券
9,002899,002899.SZ,33,足球概念;体育产业;鸿蒙概念;冰雪产业;华为概念;跨境电商;养老概念;人民币贬值受益;AI眼镜
15,300402,300402.SZ,33,小金属概念;金属铜;航空发动机;军工;特钢概念;海工装备;高端装备;专精特新;硅能源;光伏概念;光热发电;污水处理;回购增持再贷款概念;中俄贸易概念;国企改革
11,002246,002246.SZ,33,军民融合;军工;商业航天;核电;核污染防治;专精特新;西部大开发;国企改革;垃圾分类;深股通;融资融券
2,600847,600847.SH,17,储能;西部大开发
12,301503,301503.SZ,33,智能物流;人工智能;粤港澳大湾区;人民币贬值受益;机器人概念;中俄贸易概念;消费电子概念;电子竞技;芯片概念;数据中心;一带一路;融资融券
18,920363,920363.BJ,151,无人驾驶;机器人概念;机器视觉;生态农业;融资融券;高端装备;车联网(车路协同);传感器;新型城镇化;军民融合;专精特新;卫星导航;农机;军工;商业航天;安防;无人机;DeepSeek概念
20,002862,002862.SZ,33,智能音箱;IP经济(谷子经济);NFT概念;网络游戏;AIGC概念;跨境电商;人工智能;手机游戏;人民币贬值受益;三胎概念;ChatGPT概念;百度概念;宠物经济;DeepSeek概念;光伏概念;充电桩;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力
47,002230,002230.SZ,33,ChatGPT概念;AI语料;多模态AI;互联网保险;AIGC概念;华为昇腾;虚拟数字人;云计算;AI智能体;AI应用;阿里巴巴概念;数据要素;智慧政务;中国AI 50;元宇宙;在线教育;人脸识别;语音技术;东数西算(算力);DeepSeek概念;算力租赁;人工智能;车联网(车路协同);独角兽概念;智能音箱;智慧城市;AI手机;华为概念;数字孪生;智能医疗;智能座舱;脑机接口;家庭医生;机器视觉;量子科技;工业互联网;智能穿戴;无线耳机;智能家居;消费电子概念;机器人概念;人形机器人;雄安新区;眼科医疗;同花顺漂亮100;深股通;融资融券
29,600590,600590.SH,17,太赫兹;电力物联网;6G概念;智能电网;数据中心;国产航母;卫星导航;光伏概念;华为概念;军工;军工信息化;无人机;腾讯概念;储能;军民融合;碳纤维;AI智能体;虚拟现实;机器人概念;低空经济;区块链;燃料电池;氢能源;智能医疗;创投;一带一路;IP经济(谷子经济);沪股通;融资融券
14,002592,002592.SZ,33,ST板块;细胞免疫治疗;网络游戏;长安汽车概念;华为汽车;文化传媒概念;汽车热管理;新能源汽车;燃料电池;西部大开发;华为概念;专精特新;2025年报预增;军工
4,920271,920271.BJ,151,融资融券;低空经济;人民币贬值受益;汽车热管理
12,301109,301109.SZ,33,生物质能发电;绿色电力;固废处理;碳中和;污水处理;高股息精选;垃圾分类;新型城镇化;一带一路;股权转让(并购重组);深股通;融资融券
17,002235,002235.SZ,33,知识产权保护;Web3.0;文化传媒概念;数据确权;NFT概念;体育产业;区块链;数据要素;网络安全;独角兽概念;蚂蚁集团概念;海峡两岸;物业管理;福建自贸区;比亚迪概念;股权转让(并购重组);融资融券
25,002184,002184.SZ,33,新型工业化;机器视觉;机器人概念;工业互联网;华为概念;信创;智能物流;工业母机;智能医疗;DeepSeek概念;AI应用;创投;高端装备;华为鲲鹏;军工;5G;芯片概念;数据中心;光伏概念;智能电网;东数西算(算力);储能;虚拟电厂;风电;共封装光学(CPO)
9,601588,601588.SH,17,物业管理;养老概念;京津冀一体化;国企改革;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券
14,920098,920098.BJ,151,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发
9,300242,300242.SZ,33,文化传媒概念;抖音概念(字节概念);网络游戏;百度概念;互联网保险;华为概念;粤港澳大湾区;小米概念;参股保险
3,920504,920504.BJ,151,医疗器械概念;融资融券;食品安全
14,301613,301613.SZ,33,锂电池概念;固态电池;西部大开发;宁德时代概念;消费电子概念;比亚迪概念;新能源汽车;富士康概念;储能;机器人概念;无人机;股权转让(并购重组);深股通;融资融券
5,001260,001260.SZ,33,长安汽车概念;华为汽车;比亚迪概念;小米汽车;小米概念
6,688336,688336.SH,17,创新药;阿尔茨海默概念;重组蛋白;2025年报预增;沪股通;融资融券
18,301380,301380.SZ,33,小红书概念;AI应用;ChatGPT概念;抖音概念(字节概念);智慧政务;腾讯概念;百度概念;文化传媒概念;阿里巴巴概念;数据安全;网络安全;数字经济;人工智能;互联网金融;移动支付;华为概念;5G;融资融券
13,301185,301185.SZ,33,在线教育;数据要素;华为鲲鹏;AI应用;人工智能;数据安全;AIGC概念;多模态AI;数字水印;虚拟现实;数据中心;国企改革;融资融券
28,002682,002682.SZ,33,航运概念;天然气;统一大市场;新疆振兴;冷链物流;网约车;农村电商;乡村振兴;污水处理;国企改革;垃圾分类;一带一路;海峡两岸;职业教育;水利;氢能源;ETC;燃料电池;智慧城市;人工智能;车联网(车路协同);机器人概念;充电桩;新能源汽车;储能;宁德时代概念;军工;卫星导航
8,301656,301656.SZ,33,注册制次新股;小米汽车;减速器;小米概念;新能源汽车;深股通;新股与次新股;融资融券
8,920925,920925.BJ,151,2025年报预增;芯片概念;融资融券;跨境电商;医疗器械概念;专精特新;智能医疗;人民币贬值受益
44,002268,002268.SZ,33,国产操作系统;数据安全;网络安全;华为鲲鹏;信创;数字水印;智慧政务;移动支付;数字货币;量子科技;财税数字化;云办公;区块链;鸿蒙概念;车联网(车路协同);数据要素;跨境支付(CIPS);互联网金融;腾讯概念;国资云;智慧城市;数字经济;数字孪生;人工智能;物联网;低空经济;工业互联网;EDR概念;华为概念;卫星导航;商业航天;军工;5G;汽车芯片;汽车电子;芯片概念;消费电子概念;水利;雅下水电概念;西部大开发;乡村振兴;国企改革;深股通;融资融券
12,301133,301133.SZ,33,毫米波雷达;人形机器人;比亚迪概念;小米汽车;无人机;新能源汽车;特斯拉概念;长安汽车概念;华为汽车;百度概念;碳纤维;融资融券
11,002094,002094.SZ,33,中韩自贸区;跨境电商;网红经济;化债概念(AMC概念);参股银行;C2M概念;一带一路;人民币贬值受益;腾讯概念;深股通;融资融券
11,600477,600477.SH,17,HJT电池;钙钛矿电池;光伏建筑一体化;建筑节能;雄安新区;装配式建筑;工业互联网;一带一路;储能;沪股通;融资融券
48,002368,002368.SZ,33,国资云;财税数字化;数据安全;云计算;华为鲲鹏;DRG/DIP;智慧政务;网络安全;信创;数字乡村;AI智能体;国产操作系统;数据要素;AIGC概念;AI应用;阿里巴巴概念;鸿蒙概念;数字货币;东数西算(算力);DeepSeek概念;跨境支付(CIPS);时空大数据;智慧城市;数字经济;安防;互联网金融;数字孪生;人工智能;智能医疗;华为概念;电力物联网;物联网;工业互联网;数据中心;军工信息化;无人驾驶;回购增持再贷款概念;雅下水电概念;新型工业化;汽车电子;水利;国企改革;雄安新区;芯片概念;体育产业;央企国企改革;深股通;融资融券
12,920719,920719.BJ,151,第三代半导体;固态电池;光伏概念;氢能源;燃料电池;石墨电极;钠离子电池;宁德时代概念;石墨烯;专精特新;锂电池概念;融资融券
12,600257,600257.SH,17,民营医院;高压氧舱;预制菜;养老概念;乡村振兴;净水概念;智能医疗;污水处理;创投;回购增持再贷款概念;白酒概念;融资融券
21,002301,002301.SZ,33,虚拟数字人;IP经济(谷子经济);文化传媒概念;在线教育;AI应用;百度概念;智慧政务;腾讯概念;云办公;数字经济;信创;DeepSeek概念;人工智能;跨境电商;医疗器械概念;华为概念;粤港澳大湾区;智能物流;AI眼镜;深股通;融资融券
7,600830,600830.SH,17,烟草;共同富裕示范区;化债概念(AMC概念);互联网金融;国企改革;融资融券;股权转让(并购重组)
17,300627,300627.SZ,33,商业航天;卫星导航;无人机;低空经济;无人驾驶;雅下水电概念;小米汽车;机器人概念;芯片概念;百度概念;智慧城市;水利;农机;比亚迪概念;长三角一体化;融资融券;深股通
12,300507,300507.SZ,33,飞行汽车(eVTOL);汽车热管理;比亚迪概念;新能源汽车;传感器;华为汽车;低空经济;高压快充;芯片概念;股权转让(并购重组);深股通;融资融券
2,000692,000692.SZ,33,风电;充电桩
14,688700,688700.SH,17,PCB概念;PET铜箔;华为手机;芯片概念;固态电池;锂电池概念;专精特新;光伏概念;2025年报预增;海峡两岸;高端装备;HJT电池;融资融券;沪股通
11,603052,603052.SH,17,共封装光学(CPO);芯片概念;消费电子概念;传感器;专精特新;OLED;新能源汽车;宁德时代概念;固态电池;锂电池概念;沪股通
15,000543,000543.SZ,33,超超临界发电;绿色电力;抽水蓄能;碳交易;风电;天然气;参股券商;国企改革;核电;参股银行;储能;充电桩;高股息精选;深股通;融资融券
9,002029,002029.SZ,33,跨境电商;海峡两岸;互联网保险;数字经济;AI应用;参股保险;证金持股;深股通;融资融券
12,000620,000620.SZ,33,存储芯片;数据要素;AI智能体;芯片概念;京津冀一体化;短剧游戏;IP经济(谷子经济);乡村振兴;参股银行;体育产业;旅游概念;深股通
17,002721,002721.SZ,33,黄金概念;小金属概念;互联网金融;数字货币;国企改革;区块链;移动支付;数字经济;智慧政务;DeepSeek概念;人工智能;AI应用;AI智能体;阿里巴巴概念;3D打印;深股通;摘帽
22,002960,002960.SZ,33,人形机器人;MCU芯片;机器人概念;机器视觉;传感器;智能家居;安防;无人机;芯片概念;物联网;储能;人工智能;快手概念;阿里巴巴概念;数据中心;跨境电商;智慧城市;核电;新型城镇化;氢能源;融资融券;深股通
5,300803,300803.SZ,33,互联网金融;AI应用;参股券商;融资融券;深股通
13,688146,688146.SH,17,光刻机;中船系;氟化工概念;中芯国际概念;国家大基金持股;固态电池;芯片概念;锂电池概念;央企国企改革;国企改革;沪股通;融资融券;中字头股票
9,301170,301170.SZ,33,专精特新;减速器;新能源汽车;燃料电池;一带一路;储能;参股银行;氢能源;融资融券
13,688560,688560.SH,17,BC电池;HJT电池;TOPCON电池;POE胶膜;光伏概念;固态电池;比亚迪概念;专精特新;锂电池概念;储能;人民币贬值受益;回购增持再贷款概念;融资融券
8,920651,920651.BJ,151,智慧城市;地下管网;传感器;核电;融资融券;物联网;专精特新;人工智能
7,300697,300697.SZ,33,金属铜;石墨烯;国企改革;高铁;氢能源;新能源汽车;深股通
9,002835,002835.SZ,33,人工智能;数字经济;人脸识别;智慧城市;物联网;安防;数据安全;网络安全;人民币贬值受益
3,300743,300743.SZ,33,专精特新;人民币贬值受益;回购增持再贷款概念
15,002564,002564.SZ,33,光热发电;风电;光伏概念;碳中和;氢能源;一带一路;高端装备;核电;海工装备;上海国企改革;军工;国企改革;军民融合;煤化工概念;深股通
22,301563,301563.SZ,33,存储芯片;汽车芯片;MCU芯片;PCB概念;芯片概念;汽车电子;传感器;注册制次新股;物联网;专精特新;机器人概念;数据要素;AI智能体;工业互联网;人工智能;DeepSeek概念;商业航天;2026一季报预增;智能物流;深股通;新股与次新股;融资融券
8,002857,002857.SZ,33,电力物联网;智能电网;虚拟电厂;养老概念;机器人概念;储能;智能医疗;数据中心
5,601865,601865.SH,17,光伏概念;一带一路;长三角一体化;融资融券;沪股通
8,002345,002345.SZ,33,黄金概念;小金属概念;IP经济(谷子经济);NFT概念;2025年报预增;高股息精选;培育钻石;深股通
5,300871,300871.SZ,33,创新药;合成生物;医药电商;宠物经济;融资融券
8,301398,301398.SZ,33,无人驾驶;专精特新;特斯拉概念;减速器;新能源汽车;一带一路;深股通;融资融券
11,688252,688252.SH,17,智能音箱;芯片概念;智能穿戴;消费电子概念;电子纸;抖音概念(字节概念);海峡两岸;人民币贬值受益;高压快充;沪股通;融资融券
15,300251,300251.SZ,33,短剧游戏;Sora概念(文生视频);文化传媒概念;网络游戏;IP经济(谷子经济);虚拟数字人;AIGC概念;抖音概念(字节概念);AI应用;虚拟现实;DeepSeek概念;英伟达概念;2025年报预增;深股通;融资融券
12,688060,688060.SH,17,网络安全;信创;物联网;车联网(车路协同);新型工业化;工业互联网;专精特新;芯片概念;智能电网;充电桩;虚拟电厂;融资融券
6,301322,301322.SZ,33,芯片概念;中芯国际概念;新能源汽车;人民币贬值受益;动力电池回收;融资融券
6,688376,688376.SH,17,光刻机;中芯国际概念;芯片概念;PM2.5;沪股通;融资融券
4,003030,003030.SZ,33,人造肉;网红经济;共同富裕示范区;宠物经济
14,688081,688081.SH,17,军民融合;军工信息化;军工;无人机;低空经济;量子科技;芯片概念;时空大数据;华为昇腾;多模态AI;安防;人工智能;DeepSeek概念;融资融券
8,603606,603606.SH,17,柔性直流输电;海工装备;风电;高端装备;工业互联网;参股券商;沪股通;融资融券
