股票代码,所属概念数量,market_code,所属概念,code
301023.SZ,9,33,减速器;人形机器人;机器人概念;专精特新;储能;光伏概念;特高压;股权转让(并购重组);融资融券,301023
300920.SZ,5,33,人形机器人;新能源汽车;机器人概念;三胎概念;融资融券,300920
002878.SZ,33,33,小红书概念;快手概念;Sora概念(文生视频);NFT概念;Web3.0;拼多多概念;短剧游戏;AIGC概念;虚拟数字人;ChatGPT概念;文化传媒概念;抖音概念(字节概念);网红经济;百度概念;元宇宙;阿里巴巴概念;数据要素;腾讯概念;IP经济(谷子经济);区块链;数字经济;人工智能;虚拟现实;体育产业;三胎概念;京津冀一体化;冰雪产业;华为概念;智能音箱;小米概念;无线耳机;消费电子概念;深股通,002878
300100.SZ,15,33,PEEK材料;人形机器人;华为汽车;工业母机;特斯拉概念;机器人概念;长安汽车概念;新能源汽车;智能座舱;比亚迪概念;汽车电子;低空经济;工业互联网;深股通;融资融券,300100
002399.SZ,6,33,创新药;生物疫苗;CRO概念;人民币贬值受益;深股通;融资融券,002399
301059.SZ,3,33,专精特新;有机硅概念;融资融券,301059
600212.SH,15,17,换电概念;储能;充电桩;专精特新;新能源汽车;无人机;一带一路;机器人概念;高压快充;宁德时代概念;回购增持再贷款概念;新疆振兴;人工智能;沪股通;融资融券,600212
603912.SH,10,17,液冷服务器;数据中心;5G;华为概念;专精特新;算力租赁;腾讯概念;阿里巴巴概念;抖音概念(字节概念);百度概念,603912
002550.SZ,5,33,创新药;仿制药一致性评价;肝炎概念;合成生物;深股通,002550
002612.SZ,14,33,中韩自贸区;C2M概念;网红经济;IP经济(谷子经济);三胎概念;毛发医疗;牙科医疗;民营医院;虚拟数字人;医美概念;医疗器械概念;2025年报预增;融资融券;深股通,002612
688533.SH,8,17,特斯拉概念;新能源汽车;比亚迪概念;汽车电子;芯片概念;华为概念;沪股通;融资融券,688533
688511.SH,9,22,商业航天;军工信息化;军民融合;军工;专精特新;ST板块;锂电池概念;人工智能;西部大开发,688511
600268.SH,27,17,特高压;抽水蓄能;智能电网;虚拟电厂;超超临界发电;核电;风电;雅下水电概念;充电桩;绿色电力;储能;高端装备;高铁;水利;新疆振兴;央企国企改革;国企改革;机器人概念;雄安新区;商业航天;华为概念;人工智能;DeepSeek概念;数据要素;AI智能体;沪股通;融资融券,600268
000501.SZ,21,33,免税店;预制菜;物业管理;冰雪产业;网红经济;露营经济;IP经济(谷子经济);参股银行;跨境电商;白酒概念;国企改革;创投;一带一路;低空经济;文化传媒概念;数字经济;人工智能;电子竞技;黄金概念;深股通;融资融券,000501
603995.SH,5,17,特钢概念;小金属概念;专精特新;沪股通;融资融券,603995
301103.SZ,14,33,基因测序;跨境电商;眼科医疗;合成生物;民营医院;智能医疗;医药电商;雄安新区;细胞免疫治疗;创新药;乡村振兴;DeepSeek概念;ChatGPT概念;融资融券,301103
300498.SZ,9,33,猪肉;养鸡;预制菜;乡村振兴;基因测序;禽流感;回购增持再贷款概念;深股通;融资融券,300498
603109.SH,14,17,新能源汽车;农机;机器人概念;专精特新;数据中心;无人机;人民币贬值受益;中俄贸易概念;储能;水利;一带一路;西部大开发;乡村振兴;沪股通,603109
300517.SZ,4,33,装配式建筑;PPP概念;一带一路;5G,300517
301047.SZ,13,33,CRO概念;细胞免疫治疗;重组蛋白;肝炎概念;流感;猴痘概念;合成生物;智能医疗;人工智能;京津冀一体化;人民币贬值受益;深股通;融资融券,301047
600692.SH,13,17,农业种植;粮食概念;土地流转;生态农业;乡村振兴;国企改革;光伏建筑一体化;绿色电力;创投;文化传媒概念;风电;2025年报预增;融资融券,600692
300968.SZ,23,33,卫星导航;智能音箱;虚拟现实;无人机;MR(混合现实);商业航天;智能穿戴;华为概念;柔性屏(折叠屏);智能家居;AI手机;AI眼镜;新型烟草(电子烟);小米概念;消费电子概念;机器人概念;粤港澳大湾区;富士康概念;人民币贬值受益;一带一路;医美概念;深股通;融资融券,300968
002698.SZ,16,33,人形机器人;新型工业化;机器人概念;智能医疗;专精特新;医疗器械概念;工业互联网;智能物流;高端装备;中俄贸易概念;3D打印;创投;黑龙江自贸区;污水处理;深股通;融资融券,002698
002472.SZ,11,33,减速器;新能源汽车;比亚迪概念;机器人概念;高端装备;智能家居;高铁;创投;绿色电力;融资融券;深股通,002472
002823.SZ,11,33,汽车热管理;新能源汽车;特斯拉概念;燃料电池;比亚迪概念;机器人概念;风电;锂电池概念;人民币贬值受益;无人驾驶;深股通,002823
002651.SZ,11,33,成飞概念;军民融合;大飞机;商业航天;军工;无人机;低空经济;机器人概念;高端装备;西部大开发;深股通,002651
300335.SZ,19,33,雄安新区;生物质能发电;净水概念;固废处理;生态农业;空气能热泵;绿色电力;天然气;家用电器;氢能源;PM2.5;创投;粤港澳大湾区;智能家居;光伏概念;物联网;工业互联网;锂电池概念;人工智能,300335
300889.SZ,13,33,露营经济;跨境电商;智慧灯杆;智慧城市;充电桩;储能;机器人概念;比亚迪概念;新能源汽车;锂电池概念;传感器;液冷服务器;融资融券,300889
002004.SZ,15,33,毛发医疗;煤化工概念;医药电商;西部大开发;医美概念;三胎概念;民营医院;仿制药一致性评价;氟化工概念;创新药;旅游概念;转基因;细胞免疫治疗;深股通;融资融券,002004
688335.SH,6,17,专精特新;氢能源;碳交易;污水处理;绿色电力;融资融券,688335
002510.SZ,20,33,飞行汽车(eVTOL);大飞机;低空经济;军民融合;军工;无人机;工业互联网;华为汽车;创投;长安汽车概念;京津冀一体化;新疆振兴;小米概念;新能源汽车;比亚迪概念;特斯拉概念;国企改革;宁德时代概念;深股通;股权转让(并购重组),002510
603633.SH,12,17,消费电子概念;毫米波雷达;比亚迪概念;汽车电子;宁德时代概念;智能座舱;新能源汽车;机器人概念;华为概念;无人驾驶;储能;中芯国际概念,603633
300210.SZ,8,33,东数西算(算力);机器人概念;3D打印;雄安新区;新能源汽车;PPP概念;股权转让(并购重组);深股通,300210
920781.BJ,8,151,高端装备;西部大开发;融资融券;核电;核污染防治;天然气;军工;专精特新,920781
300489.SZ,13,33,军工;核污染防治;核电;新能源汽车;第三代半导体;氢能源;低空经济;无人机;黑龙江自贸区;无人驾驶;中俄贸易概念;先进封装;深股通,300489
920160.BJ,6,151,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革,920160
601686.SH,8,17,天津自贸区;高股息精选;雄安新区;地下管网;雅下水电概念;水利;2025年报预增;沪股通,601686
600051.SH,7,17,物业管理;共同富裕示范区;航运概念;绿色电力;跨境电商;旅游概念;煤炭概念,600051
600662.SH,13,17,AI应用;云办公;AI智能体;财税数字化;职业教育;智慧政务;DeepSeek概念;上海国企改革;人工智能;统一大市场;国企改革;融资融券;沪股通,600662
603518.SH,4,17,IP经济(谷子经济);三胎概念;露营经济;网红经济,603518
920790.BJ,15,151,AI应用;融资融券;车联网(车路协同);电力物联网;水利;智慧城市;数据要素;数字乡村;手机游戏;储能;人民币贬值受益;互联网金融;云办公;乡村振兴;DeepSeek概念,920790
688616.SH,6,17,电力物联网;充电桩;智能电网;储能;高端装备;融资融券,688616
300829.SZ,8,33,可降解塑料;农业种植;乡村振兴;参股银行;回购增持再贷款概念;玉米;土地流转;2025年报预增,300829
300241.SZ,13,33,智能家居;MiniLED;MicroLED概念;电子纸;粤港澳大湾区;汽车电子;传感器;消费电子概念;小米概念;虚拟现实;智能座舱;比亚迪概念;2025年报预增,300241
600365.SH,2,22,ST板块;白酒概念,600365
301083.SZ,13,33,人脸识别;安防;车联网(车路协同);智慧城市;新型城镇化;人工智能;数字经济;DeepSeek概念;机器人概念;专精特新;工业互联网;充电桩;融资融券,301083
300272.SZ,12,33,细胞免疫治疗;基因测序;辅助生殖;医美概念;养老概念;净水概念;冷链物流;数据要素;独角兽概念;家用电器;人民币贬值受益;机器人概念,300272
300848.SZ,9,33,染料;露营经济;新型工业化;可降解塑料;充电桩;小米概念;华为概念;专精特新;深股通,300848
688531.SH,16,17,PCB概念;芯片概念;液冷服务器;比亚迪概念;专精特新;特斯拉概念;宁德时代概念;一体化压铸;高端装备;固态电池;锂电池概念;回购增持再贷款概念;商业航天;人工智能;沪股通;融资融券,688531
300319.SZ,21,33,汽车电子;AI眼镜;5G;消费电子概念;小米概念;芯片概念;智能穿戴;英伟达概念;无人机;人形机器人;比亚迪概念;新能源汽车;充电桩;储能;华为概念;粤港澳大湾区;东数西算(算力);深圳国企改革;国企改革;融资融券;深股通,300319
301392.SZ,10,33,第三代半导体;富士康概念;芯片概念;PET铜箔;苹果概念;专精特新;比亚迪概念;锂电池概念;深股通;融资融券,301392
600628.SH,9,17,物业管理;网红经济;IP经济(谷子经济);冰雪产业;医药电商;国企改革;证金持股;医疗器械概念;沪股通,600628
002420.SZ,23,33,医疗器械概念;家用电器;汽车热管理;农机;广东自贸区;粤港澳大湾区;飞行汽车(eVTOL);华为汽车;低空经济;充电桩;机器人概念;新能源汽车;华为概念;储能;比亚迪概念;富士康概念;光伏概念;人形机器人;小米概念;宁德时代概念;锂电池概念;2025年报预增;股权转让(并购重组),002420
600169.SH,12,22,商业航天;海工装备;高端装备;高铁;回购增持再贷款概念;国企改革;核电;一带一路;中俄贸易概念;减速器;ST板块;储能,600169
920523.BJ,5,151,安防;锂电池概念;人民币贬值受益;融资融券;专精特新,920523
300546.SZ,29,33,数字货币;移动支付;电子身份证;车联网(车路协同);网约车;蚂蚁集团概念;信创;智慧政务;量子科技;华为鲲鹏;数据安全;网络安全;区块链;人脸识别;云计算;鸿蒙概念;数据要素;智慧城市;数字经济;数字孪生;DeepSeek概念;腾讯概念;人工智能;智能物流;机器人概念;粤港澳大湾区;专精特新;一带一路;深股通,300546
301195.SZ,15,33,物联网;华为概念;人工智能;DeepSeek概念;机器视觉;鸿蒙概念;工业互联网;无人驾驶;机器人概念;专精特新;5G;卫星导航;芯片概念;商业航天;融资融券,301195
000725.SZ,34,33,电子纸;MicroLED概念;智能医疗;人工智能;民营医院;机器人概念;工业互联网;医疗器械概念;长安汽车概念;华为概念;物联网;MiniLED;钙钛矿电池;虚拟现实;回购增持再贷款概念;光伏概念;光伏建筑一体化;传感器;国企改革;智能座舱;充电桩;小米概念;智能穿戴;柔性屏(折叠屏);储能;OLED;AI眼镜;芯片概念;苹果概念;同花顺漂亮100;光纤概念;同花顺果指数;深股通;融资融券,000725
603049.SH,6,17,注册制次新股;新能源汽车;两轮车;比亚迪概念;新股与次新股;融资融券,603049
002599.SZ,27,33,职业教育;数字孪生;在线教育;人工智能;人脸识别;鸿蒙概念;文化传媒概念;DeepSeek概念;腾讯概念;手机游戏;物联网;体育产业;跨境电商;元宇宙;京津冀一体化;虚拟数字人;虚拟现实;语音技术;云办公;机器人概念;机器视觉;人形机器人;智谱AI;无人机;三胎概念;海峡两岸;AI应用,002599
000722.SZ,8,33,绿色电力;碳交易;国企改革;供销社;水利;股权转让(并购重组);深股通;融资融券,000722
300073.SZ,19,33,钠离子电池;固态电池;宁德时代概念;动力电池回收;锂电池概念;特斯拉概念;比亚迪概念;储能;新能源汽车;金属钴;飞行汽车(eVTOL);高端装备;小金属概念;无人机;低空经济;国企改革;央企国企改革;深股通;融资融券,300073
688683.SH,7,17,芯片概念;汽车电子;新能源汽车;固态电池;回购增持再贷款概念;粤港澳大湾区;融资融券,688683
600458.SH,17,17,氢能源;风电;超级电容;OLED;储能;新能源汽车;特斯拉概念;高铁;锂电池概念;央企国企改革;低空经济;小米概念;国企改革;有机硅概念;5G;融资融券;沪股通,600458
300518.SZ,7,33,锂电池概念;氢能源;西部大开发;网络游戏;网红经济;手机游戏;融资融券,300518
688110.SH,12,17,汽车芯片;存储芯片;消费电子概念;芯片概念;智能穿戴;5G;专精特新;安防;车联网(车路协同);回购增持再贷款概念;沪股通;融资融券,688110
301603.SZ,13,33,PCB概念;工业母机;人形机器人;新能源汽车;新型工业化;柔性屏(折叠屏);专精特新;机器人概念;军工;2025年报预增;粤港澳大湾区;深股通;融资融券,301603
688535.SH,12,17,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;光伏概念;华为概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,688535
001309.SZ,15,33,存储芯片;中芯国际概念;AI PC;共封装光学(CPO);2025年报预增;芯片概念;汽车电子;智能穿戴;专精特新;数据中心;人民币贬值受益;粤港澳大湾区;人工智能;融资融券;深股通,001309
920061.BJ,7,151,锂电池概念;融资融券;稀土永磁;机器人概念;宁德时代概念;固态电池;专精特新,920061
300387.SZ,14,33,农业种植;生态农业;化肥;土地流转;土壤修复;中俄贸易概念;乡村振兴;合成生物;农机;磷化工;机器人概念;数字乡村;无人机;人工智能,300387
002843.SZ,15,33,高压快充;储能;充电桩;数据中心;军工;光伏概念;一带一路;华为概念;AI PC;商业航天;苹果概念;智能穿戴;消费电子概念;深股通;融资融券,002843
603307.SH,3,17,露营经济;体育产业;人民币贬值受益,603307
300869.SZ,13,33,幽门螺杆菌概念;血氧仪;三胎概念;宠物经济;医疗器械概念;医药电商;智能医疗;养老概念;跨境电商;人民币贬值受益;智能穿戴;深股通;融资融券,300869
688235.SH,5,17,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券,688235
000712.SZ,6,33,期货概念;算力租赁;粤港澳大湾区;深股通;融资融券;股权转让(并购重组),000712
600173.SH,17,17,黄金概念;金属锌;金属铅;金属铜;稀土永磁;物业管理;锂电池概念;IP经济(谷子经济);网络游戏;手机游戏;氢能源;绿色电力;储能;机器人概念;风电;沪股通;股权转让(并购重组),600173
002765.SZ,18,33,减速器;华为汽车;长安汽车概念;机器人概念;新能源汽车;低空经济;智能座舱;比亚迪概念;军工;汽车电子;虚拟现实;消费电子概念;富士康概念;西部大开发;国企改革;股权转让(并购重组);深股通;融资融券,002765
600758.SH,5,17,煤炭概念;国企改革;风电;沪股通;融资融券,600758
300373.SZ,26,33,汽车芯片;中芯国际概念;第三代半导体;芯片概念;英伟达概念;AI眼镜;5G;人形机器人;小米概念;小米汽车;特斯拉概念;比亚迪概念;新能源汽车;光伏概念;宁德时代概念;华为汽车;无人机;充电桩;高压快充;储能;回购增持再贷款概念;固态电池;低空经济;华为概念;深股通;融资融券,300373
600601.SH,11,17,共封装光学(CPO);PCB概念;2025年报预增;5G;东数西算(算力);华为概念;融资融券;智慧城市;网络游戏;国企改革;沪股通,600601
000938.SZ,34,33,中国AI 50;国产操作系统;WiFi 6;5G;东数西算(算力);网络安全;物联网;车联网(车路协同);阿里巴巴概念;数据中心;芯片概念;数据安全;6G概念;AI智能体;云计算;抖音概念(字节概念);机器人概念;算力租赁;人工智能;英伟达概念;DeepSeek概念;数字孪生;智慧政务;数据要素;液冷服务器;智慧城市;国资云;AIGC概念;数字乡村;共封装光学(CPO);储能;AI应用;深股通;融资融券,000938
002728.SZ,9,33,流感;幽门螺杆菌概念;肝炎概念;仿制药一致性评价;医药电商;医美概念;NMN概念;2025年报预增;深股通,002728
600223.SH,23,17,三胎概念;宠物经济;网红经济;旅游概念;合成生物;物业管理;医美概念;国企改革;仿制药一致性评价;流感;眼科医疗;医疗器械概念;独角兽概念;创新药;DeepSeek概念;虚拟数字人;元宇宙;人工智能;重组蛋白;腾讯概念;海峡两岸;融资融券;沪股通,600223
300438.SZ,23,33,钠离子电池;固态电池;锂电池概念;两轮车;石墨烯;新型烟草(电子烟);储能;燃料电池;虚拟电厂;新能源汽车;充电桩;长安汽车概念;消费电子概念;粤港澳大湾区;无线耳机;军工;无人机;机器人概念;低空经济;小米概念;独角兽概念;深股通;融资融券,300438
000045.SZ,6,33,深圳国企改革;粤港澳大湾区;OLED;虚拟现实;国企改革;深股通,000045
002985.SZ,16,33,成飞概念;大飞机;军民融合;商业航天;军工;卫星导航;无人机;低空经济;高铁;高端装备;京津冀一体化;芯片概念;2025三季报预增;2025年报预增;融资融券;深股通,002985
301031.SZ,17,33,2025年报预增;小米概念;数据中心;特斯拉概念;小米汽车;新能源汽车;专精特新;高压快充;宁德时代概念;华为汽车;华为概念;储能;充电桩;风电;西部大开发;深股通;融资融券,301031
301033.SZ,5,33,牙科医疗;医美概念;医疗器械概念;3D打印;融资融券,301033
300674.SZ,32,33,数字货币;跨境支付(CIPS);财税数字化;MLOps概念;华为欧拉;蚂蚁集团概念;华为鲲鹏;ChatGPT概念;AI智能体;智谱AI;信创;Web3.0;云计算;鸿蒙概念;区块链;数据要素;百度概念;互联网金融;虚拟数字人;阿里巴巴概念;腾讯概念;抖音概念(字节概念);DeepSeek概念;人工智能;华为概念;京津冀一体化;创投;数据中心;化债概念(AMC概念);AI应用;融资融券;深股通,300674
603960.SH,18,17,汽车电子;机器视觉;新能源汽车;华为汽车;新型工业化;芯片概念;无人驾驶;智能物流;汽车热管理;机器人概念;高端装备;燃料电池;华为概念;共封装光学(CPO);氢能源;AI应用;沪股通;融资融券,603960
688552.SH,9,17,军民融合;军工信息化;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,688552
002800.SZ,7,33,统一大市场;冷链物流;跨境电商;中俄贸易概念;新疆振兴;一带一路;西部大开发,002800
300195.SZ,25,33,烟草;中俄贸易概念;绿色电力;光伏概念;一带一路;高端装备;智能物流;专精特新;京津冀一体化;工业互联网;物联网;机器人概念;新型工业化;C2M概念;锂电池概念;数据中心;医疗器械概念;数字经济;工业母机;机器视觉;人工智能;网络安全;区块链;信创;ERP概念,300195
000559.SZ,19,33,人形机器人;无人机;小米汽车;低空经济;小米概念;机器人概念;军工;汽车电子;比亚迪概念;新能源汽车;MCU芯片;工业互联网;储能;锂电池概念;固态电池;绿色电力;深股通;融资融券;股权转让(并购重组),000559
301051.SZ,6,33,柔性屏(折叠屏);智能穿戴;储能;消费电子概念;深股通;融资融券,301051
000708.SZ,11,33,同花顺中特估100;国企改革;特钢概念;绿色电力;氢能源;新能源汽车;航空发动机;机器人概念;融资融券;中字头股票;深股通,000708
002556.SZ,25,33,煤化工概念;化肥;土地流转;农业种植;玉米;粮食概念;农村电商;供销社;磷化工;统一大市场;染料;民爆概念;乡村振兴;装配式建筑;生物质能发电;建筑节能;维生素;毛发医疗;创投;互联网金融;数字乡村;医美概念;光伏概念;融资融券;深股通,002556
603006.SH,3,17,新能源汽车;特斯拉概念;冷链物流,603006
600558.SH,9,17,可控核聚变;核电;海工装备;超超临界发电;军工;水利;国企改革;西部大开发;2025三季报预增,600558
300802.SZ,20,33,汽车电子;小米概念;机器视觉;苹果概念;芯片概念;MiniLED;比亚迪概念;华为概念;特斯拉概念;无人机;PCB概念;先进封装;高端装备;创投;储能;人工智能;光伏概念;商业航天;AI应用;深股通,300802
600829.SH,9,17,民营医院;流感;医药电商;眼科医疗;冷链物流;黑龙江自贸区;宠物经济;医疗器械概念;沪股通,600829
688458.SH,15,17,MCU芯片;汽车芯片;AI眼镜;消费电子概念;AI手机;汽车电子;芯片概念;小米概念;传感器;无线充电;专精特新;特斯拉概念;机器人概念;华为概念;融资融券,688458
920719.BJ,12,151,锂电池概念;钠离子电池;融资融券;第三代半导体;石墨电极;石墨烯;燃料电池;氢能源;宁德时代概念;固态电池;光伏概念;专精特新,920719
002733.SZ,22,33,钠离子电池;固态电池;石墨烯;动力电池回收;燃料电池;锂电池概念;储能;氢能源;新能源汽车;专精特新;数据中心;一带一路;军工;无人机;粤港澳大湾区;5G;人民币贬值受益;东数西算(算力);阿里巴巴概念;百度概念;深股通;融资融券,002733
300622.SZ,10,33,虚拟现实;华为概念;智能穿戴;IP经济(谷子经济);AI眼镜;小米概念;粤港澳大湾区;消费电子概念;眼科医疗;深股通,300622
301173.SZ,8,33,注册制次新股;新能源汽车;长安汽车概念;比亚迪概念;汽车电子;深股通;新股与次新股;融资融券,301173
002739.SZ,15,33,IP经济(谷子经济);文化传媒概念;手机游戏;网络游戏;短剧游戏;京津冀一体化;腾讯概念;抖音概念(字节概念);阿里巴巴概念;数据确权;华为概念;鸿蒙概念;小红书概念;深股通;融资融券,002739
300121.SZ,8,33,先进封装;有机硅概念;芯片概念;第三代半导体;回购增持再贷款概念;硅能源;数字经济;深股通,300121
002099.SZ,9,33,染料;仿制药一致性评价;创新药;肝炎概念;人民币贬值受益;减肥药;生物疫苗;深股通;融资融券,002099
603527.SH,6,17,锂电池概念;固态电池;3D打印;新能源汽车;高端装备;融资融券,603527
688228.SH,32,17,存储芯片;语音技术;专精特新;卫星导航;虚拟现实;华为昇腾;华为概念;东数西算(算力);多模态AI;信创;数据安全;AI语料;ChatGPT概念;华为鲲鹏;Sora概念(文生视频);财税数字化;虚拟电厂;元宇宙;人工智能;云计算;AI智能体;AIGC概念;智慧政务;数据要素;DeepSeek概念;虚拟数字人;知识产权保护;AI应用;文化传媒概念;沪股通;股权转让(并购重组);融资融券,688228
301376.SZ,12,33,跨境电商;宠物经济;足球概念;露营经济;体育产业;网红经济;创投;人民币贬值受益;数字经济;ChatGPT概念;深股通;融资融券,301376
000717.SZ,12,33,特钢概念;国企改革;乡村振兴;央企国企改革;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票,000717
601677.SH,14,17,金属回收;中韩自贸区;锂电池概念;特高压;固态电池;储能;新能源汽车;比亚迪概念;机器人概念;消费电子概念;军工;5G;融资融券;沪股通,601677
300931.SZ,3,33,物联网;智慧城市;融资融券,300931
920221.BJ,5,151,高压快充;融资融券;新能源汽车;减速器;专精特新,920221
301469.SZ,6,33,烟草;医疗器械概念;食品安全;回购增持再贷款概念;参股银行;融资融券,301469
600478.SH,18,17,动力电池回收;固态电池;锂电池概念;小金属概念;储能;燃料电池;两轮车;氢能源;新能源汽车;军工;共享单车;航空发动机;2025年报预增;商业航天;军民融合;区块链;融资融券;沪股通,600478
920351.BJ,6,151,融资融券;跨境电商;航运概念;统一大市场;一带一路;中韩自贸区,920351
603370.SH,11,17,新能源汽车;工业母机;比亚迪概念;家用电器;专精特新;机器人概念;注册制次新股;储能;液冷服务器;新股与次新股;融资融券,603370
600861.SH,8,17,职业教育;虚拟数字人;人工智能;京津冀一体化;乡村振兴;国企改革;一带一路;沪股通,600861
605298.SH,3,17,专精特新;高铁;沪股通,605298
301077.SZ,10,33,AI应用;人工智能;专精特新;东数西算(算力);AI智能体;储能;量子科技;跨境电商;英伟达概念;融资融券,301077
300654.SZ,10,33,AIGC概念;AI语料;文化传媒概念;ChatGPT概念;AI智能体;在线教育;职业教育;人工智能;三胎概念;AI应用,300654
920057.BJ,6,151,中俄贸易概念;海峡两岸;装配式建筑;光伏建筑一体化;融资融券;专精特新,920057
300663.SZ,48,33,数字货币;电子身份证;华为盘古;移动支付;华为欧拉;跨境支付(CIPS);华为鲲鹏;财税数字化;华为昇腾;信创;数据安全;蚂蚁集团概念;互联网金融;数据确权;云计算;Web3.0;网络安全;区块链;鸿蒙概念;数据要素;百度概念;AI智能体;数字乡村;数字经济;智慧城市;智谱AI;DeepSeek概念;阿里巴巴概念;腾讯概念;人工智能;量子科技;东数西算(算力);虚拟数字人;华为概念;物联网;京津冀一体化;商业航天;化债概念(AMC概念);无人零售;创投;数据中心;小米概念;乡村振兴;芯片概念;脑机接口;AI应用;深股通;融资融券,300663
002566.SZ,5,33,流感;毛发医疗;肝炎概念;农业种植;乡村振兴,002566
002838.SZ,17,33,5G;PEEK材料;特斯拉概念;华为概念;小米概念;专精特新;新能源汽车;机器人概念;比亚迪概念;军工;可降解塑料;锂电池概念;预制菜;钛白粉概念;股权转让(并购重组);融资融券;深股通,002838
300530.SZ,8,33,钠离子电池;锂电池概念;储能;高压快充;国企改革;充电桩;新能源汽车;深股通,300530
600743.SH,8,17,物业管理;国企改革;京津冀一体化;证金持股;智能家居;沪股通;融资融券;股权转让(并购重组),600743
605155.SH,6,17,体育产业;跨境电商;智能家居;建筑节能;人民币贬值受益;中俄贸易概念,605155
002322.SZ,16,33,电力物联网;PM2.5;土壤修复;智能电网;数字孪生;人工智能;特高压;储能;虚拟现实;无人机;数据要素;核电;东数西算(算力);信创;AI应用;深股通,002322
603195.SH,14,17,超级品牌;同花顺漂亮100;露营经济;抖音概念(字节概念);腾讯概念;回购增持再贷款概念;智能家居;家用电器;华为概念;充电桩;储能;无线充电;沪股通;融资融券,603195
300703.SZ,14,33,托育服务;IP经济(谷子经济);文化传媒概念;体育产业;三胎概念;宠物经济;跨境电商;共同富裕示范区;人工智能;国企改革;绿色电力;一带一路;人民币贬值受益;深股通,300703
300199.SZ,23,33,CRO概念;细胞免疫治疗;减肥药;创新药;辅助生殖;猴痘概念;肝炎概念;幽门螺杆菌概念;智能医疗;仿制药一致性评价;流感;医疗器械概念;合成生物;工业大麻;人工智能;华为概念;区块链;人民币贬值受益;粤港澳大湾区;三胎概念;创投;深股通;融资融券,300199
000721.SZ,6,33,预制菜;职业教育;独角兽概念;西部大开发;国企改革;深股通,000721
002825.SZ,5,33,燃料电池;专精特新;创投;人民币贬值受益;氢能源,002825
600280.SH,1,17,物业管理,600280
600635.SH,12,17,独角兽概念;创投;互联网金融;污水处理;新能源汽车;充电桩;天然气;绿色电力;高压快充;2025年报预增;沪股通;融资融券,600635
000803.SZ,6,33,西部大开发;国企改革;数字经济;固废处理;工业互联网;物联网,000803
000975.SZ,9,33,金属铅;黄金概念;金属锌;小金属概念;深股通;融资融券;西部大开发;回购增持再贷款概念;国企改革,000975
300772.SZ,11,33,海工装备;风电;氢能源;储能;绿色电力;碳中和;云计算;国企改革;DeepSeek概念;融资融券;深股通,300772
603111.SH,15,17,高铁;高端装备;新能源汽车;工业母机;充电桩;机器人概念;一带一路;新型工业化;比亚迪概念;无人驾驶;工业互联网;养老概念;医疗器械概念;智能医疗;沪股通,603111
688185.SH,9,17,生物疫苗;猴痘概念;流感;CRO概念;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,688185
600235.SH,6,17,共同富裕示范区;烟草;长三角一体化;国企改革;创投;回购增持再贷款概念,600235
300295.SZ,9,33,租售同权;互联网金融;数据要素;文化传媒概念;养老概念;AI智能体;DeepSeek概念;人工智能;AI应用,300295
600570.SH,27,17,数字货币;蚂蚁集团概念;华为昇腾;ChatGPT概念;华为鲲鹏;AI智能体;信创;多模态AI;鸿蒙概念;AIGC概念;智慧政务;区块链;数据要素;跨境支付(CIPS);中国AI 50;互联网金融;DeepSeek概念;人工智能;数字经济;华为概念;AI应用;碳中和;回购增持再贷款概念;碳交易;证金持股;沪股通;融资融券,600570
688696.SH,13,17,手机游戏;跨境电商;智能家居;百度概念;机器视觉;智能座舱;专精特新;新能源汽车;西部大开发;AI眼镜;消费电子概念;融资融券;沪股通,688696
300203.SZ,15,33,PM2.5;物联网;智慧城市;食品安全;高端装备;碳中和;芯片概念;垃圾分类;污水处理;PPP概念;医疗器械概念;回购增持再贷款概念;光刻胶;深股通;融资融券,300203
600055.SH,13,17,智能医疗;医疗器械概念;DeepSeek概念;京津冀一体化;阿里巴巴概念;云计算;机器人概念;数据中心;一带一路;绿色电力;超导概念;沪股通;融资融券,600055
002468.SZ,10,33,统一大市场;智能物流;乡村振兴;回购增持再贷款概念;长三角一体化;数字经济;人工智能;阿里巴巴概念;深股通;融资融券,002468
603029.SH,6,17,供销社;乡村振兴;农机;新疆振兴;专精特新;新型工业化,603029
300525.SZ,26,33,财税数字化;智慧政务;AI智能体;云计算;信创;数字货币;移动支付;数据要素;网络安全;腾讯概念;数字乡村;互联网金融;数字经济;DeepSeek概念;人工智能;智慧城市;中国AI 50;智能医疗;华为概念;福建自贸区;海峡两岸;机器人概念;乡村振兴;AI应用;融资融券;深股通,300525
301111.SZ,8,33,流感;幽门螺杆菌概念;医药电商;创新药;眼科医疗;三胎概念;养老概念;融资融券,301111
600653.SH,6,17,物业管理;国企改革;绿色电力;人工智能;新能源汽车;融资融券,600653
002470.SZ,10,33,化肥;水泥概念;生态农业;磷化工;农村电商;乡村振兴;国企改革;土壤修复;锂电池概念;深股通,002470
