股票代码,market_code,code,所属概念数量,所属概念
300634.SZ,33,300634,45,智谱AI;华为昇腾;云办公;云计算;ChatGPT概念;多模态AI;华为鲲鹏;AIGC概念;智慧政务;数据安全;算力租赁;信创;AI智能体;抖音概念(字节概念);网络安全;虚拟数字人;腾讯概念;阿里巴巴概念;百度概念;数据要素;鸿蒙概念;区块链;元宇宙;东数西算(算力);DeepSeek概念;数字经济;人工智能;智慧城市;车联网(车路协同);虚拟现实;华为概念;智能医疗;数据中心;AI应用;6G概念;5G;IP经济(谷子经济);低空经济;无人驾驶;粤港澳大湾区;创投;机器人概念;飞行汽车(eVTOL);融资融券;深股通
002451.SZ,33,002451,16,智能电网;风电;充电桩;储能;光伏概念;化债概念(AMC概念);高铁;海工装备;智慧城市;创投;物业管理;高端装备;上海自贸区;机器人概念;5G;融资融券
300149.SZ,33,300149,11,细胞免疫治疗;重组蛋白;CRO概念;创新药;智能医疗;AI应用;DeepSeek概念;人民币贬值受益;深股通;股权转让(并购重组);融资融券
603656.SH,17,603656,10,储能;新型工业化;食品安全;机器人概念;高端装备;机器视觉;人工智能;数字孪生;金属回收;股权转让(并购重组)
601377.SH,17,601377,6,证金持股;国企改革;福建自贸区;沪股通;融资融券;海峡两岸
301051.SZ,33,301051,6,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券
300230.SZ,33,300230,11,一带一路;智能物流;人民币贬值受益;宠物经济;长三角一体化;智能家居;长安汽车概念;机器人概念;小米概念;3D打印;无人机
688058.SH,17,688058,25,华为欧拉;数据安全;华为鲲鹏;信创;云计算;华为昇腾;数据要素;鸿蒙概念;人脸识别;AI智能体;阿里巴巴概念;ChatGPT概念;算力租赁;AIGC概念;智慧城市;互联网金融;DeepSeek概念;人工智能;华为概念;机器视觉;跨境支付(CIPS);5G;专精特新;AI应用;融资融券
603637.SH,17,603637,4,碳中和;氢能源;国企改革;天然气
000877.SZ,33,000877,9,水泥概念;央企国企改革;国企改革;新疆振兴;西部大开发;一带一路;绿色电力;深股通;融资融券
002469.SZ,33,002469,9,煤化工概念;固废处理;氢能源;高股息精选;光热发电;一带一路;储能;深股通;融资融券
002949.SZ,33,002949,9,装配式建筑;新型城镇化;粤港澳大湾区;一带一路;数字经济;人工智能;文化传媒概念;低空经济;百度概念
600621.SH,17,600621,11,期货概念;物业管理;参股券商;互联网金融;上海国企改革;DeepSeek概念;创投;国企改革;2025年报预增;沪股通;融资融券
601163.SH,17,601163,6,新能源汽车;人民币贬值受益;大飞机;军工;沪股通;融资融券
000801.SZ,33,000801,28,军民融合;卫星导航;商业航天;大飞机;军工信息化;军工;低空经济;无人机;同花顺新质50;机器视觉;智能物流;智能座舱;人工智能;智能家居;华为概念;专精特新;数字经济;WiFi 6;消费电子概念;DeepSeek概念;数据要素;PCB概念;回购增持再贷款概念;西部大开发;物业管理;国企改革;深股通;融资融券
002106.SZ,33,002106,15,电子纸;柔性屏(折叠屏);消费电子概念;汽车电子;先进封装;小米概念;华为概念;新能源汽车;石墨烯;海峡两岸;粤港澳大湾区;人民币贬值受益;绿色电力;深股通;融资融券
300237.SZ,33,300237,19,特色小镇;股权转让(并购重组);ST板块;旅游概念;PPP概念;新型城镇化;乡村振兴;农业种植;固废处理;垃圾分类;国企改革;长安汽车概念;充电桩;新能源汽车;储能;比亚迪概念;汽车热管理;军工;氢能源
600789.SH,17,600789,14,流感;肝炎概念;仿制药一致性评价;创新药;阿尔茨海默概念;毛发医疗;合成生物;宠物经济;消毒剂;国企改革;DeepSeek概念;工业互联网;融资融券;沪股通
301028.SZ,33,301028,8,比亚迪概念;专精特新;海峡两岸;核电;雅下水电概念;福建自贸区;深股通;融资融券
600469.SH,17,600469,4,新能源汽车;央企国企改革;国企改革;融资融券
601901.SH,17,601901,6,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增
002202.SZ,33,002202,25,商业航天;海工装备;东数西算(算力);智能电网;特高压;风电;抽水蓄能;储能;柔性直流输电;独角兽概念;工业互联网;人工智能;氢能源;碳中和;创投;碳交易;绿色电力;西部大开发;PPP概念;污水处理;新疆振兴;煤化工概念;同花顺出海50;深股通;融资融券
300587.SZ,33,300587,8,锂电池概念;固态电池;机器人概念;专精特新;高铁;液冷服务器;融资融券;深股通
002733.SZ,33,002733,22,钠离子电池;固态电池;动力电池回收;锂电池概念;石墨烯;储能;燃料电池;5G;新能源汽车;氢能源;数据中心;专精特新;无人机;粤港澳大湾区;军工;人民币贬值受益;一带一路;东数西算(算力);阿里巴巴概念;百度概念;深股通;融资融券
600706.SH,17,600706,8,旅游概念;IP经济(谷子经济);体育产业;露营经济;职业教育;数字经济;国企改革;西部大开发
002306.SZ,33,002306,7,ST板块;新能源汽车;光伏概念;TOPCON电池;BC电池;京津冀一体化;NFT概念
002095.SZ,33,002095,12,AI智能体;区块链;数据要素;虚拟数字人;互联网金融;DeepSeek概念;人工智能;AI应用;跨境电商;统一大市场;深股通;融资融券
600684.SH,17,600684,13,冰雪产业;物业管理;体育产业;家庭医生;养老概念;三胎概念;土壤修复;国企改革;粤港澳大湾区;智慧城市;2025年报预增;AI应用;融资融券
000555.SZ,33,000555,33,数字货币;网络安全;数据安全;华为昇腾;华为鲲鹏;信创;财税数字化;量子科技;鸿蒙概念;区块链;腾讯概念;阿里巴巴概念;数据要素;智慧城市;AI智能体;跨境支付(CIPS);互联网金融;数字经济;虚拟数字人;数字乡村;物联网;AIGC概念;ERP概念;华为概念;人工智能;DeepSeek概念;NFT概念;5G;碳中和;碳交易;AI应用;深股通;融资融券
002439.SZ,33,002439,44,数据安全;华为欧拉;华为昇腾;网络安全;华为鲲鹏;信创;多模态AI;智慧政务;云计算;电子身份证;量子科技;东数西算(算力);鸿蒙概念;腾讯概念;AI智能体;数据要素;数字货币;跨境支付(CIPS);车联网(车路协同);智慧城市;军工信息化;DeepSeek概念;6G概念;数字经济;物联网;智慧灯杆;华为概念;数据中心;人工智能;低空经济;军民融合;商业航天;5G;工业互联网;无人机;京津冀一体化;小米概念;机器人概念;AI应用;烟草;国企改革;2026一季报预增;融资融券;深股通
301122.SZ,33,301122,4,医疗器械概念;辅助生殖;人民币贬值受益;融资融券
002372.SZ,33,002372,12,高股息精选;地下管网;净水概念;污水处理;一带一路;水利;数字经济;海峡两岸;石墨烯;智能家居;深股通;融资融券
920112.BJ,151,920112,5,比亚迪概念;阿里巴巴概念;新股与次新股;融资融券;人民币贬值受益
920491.BJ,151,920491,18,液冷服务器;飞行汽车(eVTOL);消费电子概念;汽车电子;融资融券;物联网;芯片概念;无人驾驶;专精特新;新能源汽车;智能家居;无人机;机器人概念;低空经济;传感器;安防;人形机器人;医疗器械概念
601033.SH,17,601033,11,生物质能发电;绿色电力;医疗废物处理;固废处理;PPP概念;垃圾分类;国企改革;储能;粤港澳大湾区;沪股通;融资融券
300765.SZ,33,300765,7,减肥药;创新药;生物疫苗;维生素;回购增持再贷款概念;融资融券;深股通
600582.SH,17,600582,11,煤炭概念;高股息精选;国企改革;央企国企改革;中俄贸易概念;沪股通;融资融券;人工智能;机器人概念;华为概念;F5G概念
002698.SZ,33,002698,16,医疗器械概念;智能医疗;新型工业化;人形机器人;机器人概念;智能物流;专精特新;工业互联网;创投;高端装备;中俄贸易概念;3D打印;黑龙江自贸区;污水处理;深股通;融资融券
301392.SZ,33,301392,13,富士康概念;第三代半导体;苹果概念;芯片概念;PET铜箔;比亚迪概念;专精特新;锂电池概念;光伏概念;TOPCON电池;钙钛矿电池;深股通;融资融券
603609.SH,17,603609,6,猪肉;养鸡;生态农业;宠物经济;沪股通;融资融券
601066.SH,17,601066,4,同花顺中特估100;腾讯概念;沪股通;融资融券
002266.SZ,33,002266,25,金属镍;小金属概念;金属回收;金属钴;金属铜;金属锌;金属铅;黄金概念;可控核聚变;雅下水电概念;核电;动力电池回收;一带一路;高端装备;固废处理;碳中和;抽水蓄能;汽车拆解概念;水利;绿色电力;创投;共同富裕示范区;文化传媒概念;深股通;融资融券
300226.SZ,33,300226,16,AI语料;ChatGPT概念;多模态AI;AIGC概念;AI智能体;百度概念;数据要素;区块链;鸿蒙概念;DeepSeek概念;互联网金融;AI应用;人工智能;工业互联网;深股通;融资融券
001382.SZ,33,001382,9,特高压;智能电网;风电;核电;储能;光伏概念;机器人概念;深股通;融资融券
300810.SZ,33,300810,8,军工;海工装备;数据中心;芯片概念;专精特新;人工智能;机器人概念;深股通
300612.SZ,33,300612,31,快手概念;小红书概念;文化传媒概念;NFT概念;虚拟数字人;Web3.0;拼多多概念;网红经济;AIGC概念;抖音概念(字节概念);ChatGPT概念;多模态AI;元宇宙;智慧政务;腾讯概念;AI智能体;百度概念;阿里巴巴概念;数字乡村;区块链;数字经济;体育产业;DeepSeek概念;人工智能;AI应用;京津冀一体化;乡村振兴;机器视觉;数据中心;长安汽车概念;融资融券
300493.SZ,33,300493,23,抖音概念(字节概念);智能音箱;物联网;人工智能;智能穿戴;汽车芯片;5G;AI眼镜;无线耳机;数据中心;传感器;汽车电子;芯片概念;智能家居;专精特新;先进封装;智能医疗;海峡两岸;存储芯片;养老概念;2025年报预增;深股通;融资融券
920493.BJ,151,920493,21,商业航天;数据中心;量子科技;算力租赁;百度概念;阿里巴巴概念;长安汽车概念;比亚迪概念;飞行汽车(eVTOL);融资融券;DeepSeek概念;云计算;华为概念;华为昇腾;智谱AI;华为鲲鹏;东数西算(算力);在线教育;AIGC概念;数字经济;低空经济
002831.SZ,33,002831,6,液冷服务器;可降解塑料;机器人概念;深股通;宠物经济;融资融券
002416.SZ,33,002416,19,苹果概念;消费电子概念;虚拟现实;新能源汽车;粤港澳大湾区;物联网;创投;人工智能;东数西算(算力);区块链;锂电池概念;互联网金融;阿里巴巴概念;AI智能体;储能;算力租赁;参股保险;深股通;融资融券
300349.SZ,33,300349,19,AI智能体;数据要素;鸿蒙概念;星闪概念;云计算;人工智能;量子科技;DeepSeek概念;智慧城市;华为概念;物联网;传感器;AI应用;芯片概念;储能;氢能源;绿色电力;深股通;融资融券
600026.SH,17,600026,14,俄乌冲突概念;航运概念;天然气;同花顺中特估100;上海自贸区;一带一路;央企国企改革;回购增持再贷款概念;沪股通;融资融券;国企改革;证金持股;人民币贬值受益;中字头股票
600062.SH,17,600062,13,医药电商;青蒿素;仿制药一致性评价;创新药;减肥药;合成生物;NMN概念;智能医疗;国企改革;央企国企改革;沪股通;融资融券;DeepSeek概念
600835.SH,17,600835,9,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券
603166.SH,17,603166,12,减速器;人形机器人;比亚迪概念;新能源汽车;机器人概念;农机;专精特新;2025年报预增;西部大开发;AI应用;融资融券;沪股通
603928.SH,17,603928,12,光刻胶;新能源汽车;芯片概念;3D打印;锂电池概念;先进封装;高铁;2025年报预增;丙烯酸;大飞机;风电;在线教育
600143.SH,17,600143,26,PEEK材料;人形机器人;碳纤维;特斯拉概念;商业航天;固态电池;无人机;低空经济;光伏概念;机器人概念;锂电池概念;储能;新能源汽车;充电桩;氢能源;数据中心;5G;可降解塑料;碳中和;粤港澳大湾区;数字经济;创投;医疗器械概念;沪股通;融资融券;合成生物
300727.SZ,33,300727,7,液冷服务器;有机硅概念;染料;东数西算(算力);硅能源;医美概念;深股通
688302.SH,17,688302,4,创新药;西部大开发;沪股通;融资融券
603042.SH,17,603042,13,光纤概念;F5G概念;铜缆高速连接;WiFi 6;5G;数据中心;物联网;智慧城市;芯片概念;华为概念;智能医疗;互联网金融;融资融券
002939.SZ,33,002939,5,期货概念;国企改革;央企国企改革;融资融券;深股通
603927.SH,17,603927,31,数字货币;跨境支付(CIPS);区块链;鸿蒙概念;智慧政务;AI智能体;数据要素;华为鲲鹏;信创;DeepSeek概念;百度概念;数据安全;网络安全;阿里巴巴概念;数字乡村;AIGC概念;腾讯概念;互联网保险;人工智能;国资云;车联网(车路协同);智能医疗;华为概念;工业互联网;新型工业化;AI应用;乡村振兴;国企改革;中字头股票;融资融券;沪股通
300170.SZ,33,300170,41,智谱AI;华为昇腾;多模态AI;云计算;财税数字化;ChatGPT概念;数据安全;信创;中国AI 50;抖音概念(字节概念);AIGC概念;ERP概念;网络安全;腾讯概念;虚拟数字人;百度概念;AI智能体;阿里巴巴概念;数据要素;鸿蒙概念;区块链;AI应用;英伟达概念;DeepSeek概念;数据中心;数字经济;人工智能;车联网(车路协同);互联网金融;华为概念;智能医疗;工业互联网;低空经济;小米概念;C2M概念;智能物流;跨境电商;海峡两岸;长三角一体化;深股通;融资融券
600115.SH,17,600115,9,跨境电商;大飞机;3D打印;国企改革;央企国企改革;同花顺中特估100;沪股通;融资融券;中字头股票
603185.SH,17,603185,10,TOPCON电池;硅能源;光伏概念;第三代半导体;储能;工业母机;高端装备;专精特新;融资融券;沪股通
920978.BJ,151,920978,12,液冷服务器;融资融券;比亚迪概念;汽车电子;新能源汽车;长安汽车概念;汽车热管理;储能;小米汽车;机器人概念;传感器;专精特新
002489.SZ,33,002489,15,参股银行;露营经济;体育产业;跨境电商;旅游概念;共同富裕示范区;一带一路;C2M概念;创投;人民币贬值受益;长三角一体化;独角兽概念;机器人概念;深股通;融资融券
688187.SH,17,688187,27,特高压;柔性直流输电;高铁;风电;海工装备;光伏概念;充电桩;储能;央企国企改革;一带一路;新能源汽车;氢能源;机器人概念;长安汽车概念;传感器;国家大基金持股;第三代半导体;小米概念;芯片概念;数据中心;无人驾驶;国企改革;汽车芯片;数据要素;可燃冰;沪股通;融资融券
000572.SZ,33,000572,18,海南自贸区;网约车;自由贸易港;车联网(车路协同);碳中和;百度概念;乡村振兴;燃料电池;无人驾驶;氢能源;充电桩;参股银行;新能源汽车;绿色电力;中俄贸易概念;人民币贬值受益;融资融券;深股通
688781.SH,17,688781,8,科创次新股;注册制次新股;AI眼镜;智能穿戴;OLED;芯片概念;新股与次新股;融资融券
688260.SH,17,688260,6,消费电子概念;汽车电子;无人驾驶;光纤概念;华为概念;融资融券
920639.BJ,151,920639,4,智能电网;参股银行;融资融券;物联网
600845.SH,17,600845,21,算力租赁;云计算;东数西算(算力);中国AI 50;AI智能体;数据中心;车联网(车路协同);ERP概念;液冷服务器;DeepSeek概念;华为概念;工业互联网;新型工业化;机器人概念;人形机器人;AI应用;上海自贸区;央企国企改革;国企改革;融资融券;沪股通
300124.SZ,33,300124,22,小米汽车;人形机器人;新型工业化;小米概念;机器视觉;一体化压铸;机器人概念;新能源汽车;农机;人工智能;工业互联网;工业母机;同花顺漂亮100;数字经济;DeepSeek概念;储能;换电概念;液冷服务器;AI应用;碳中和;深股通;融资融券
600578.SH,17,600578,13,超超临界发电;绿色电力;风电;氢能源;储能;高股息精选;国企改革;证金持股;2025年报预增;京津冀一体化;蚂蚁集团概念;沪股通;融资融券
002299.SZ,33,002299,9,养鸡;预制菜;参股银行;食品安全;2025年报预增;海峡两岸;2026一季报预增;深股通;融资融券
002611.SZ,33,002611,25,人形机器人;机器人概念;3D打印;新型工业化;无人机;军工;智能物流;高端装备;毫米波雷达;工业互联网;粤港澳大湾区;物联网;华为概念;可控核聚变;核电;人工智能;人民币贬值受益;水利;数字经济;多模态AI;英伟达概念;牙科医疗;一带一路;深股通;融资融券
688686.SH,17,688686,10,传感器;机器视觉;苹果概念;机器人概念;锂电池概念;AI应用;粤港澳大湾区;光伏建筑一体化;融资融券;沪股通
605588.SH,17,605588,9,OLED;富士康概念;苹果概念;柔性屏(折叠屏);消费电子概念;芯片概念;华为手机;小米概念;华为概念
002534.SZ,33,002534,18,钙钛矿电池;光热发电;光伏概念;核电;商业航天;高端装备;储能;大飞机;燃料电池;钒电池;碳中和;一带一路;创投;绿色电力;回购增持再贷款概念;固废处理;融资融券;深股通
605368.SH,17,605368,5,天然气;高股息精选;回购增持再贷款概念;DeepSeek概念;沪股通
603275.SH,17,603275,10,减速器;新型工业化;新能源汽车;专精特新;机器人概念;物联网;工业互联网;风电;沪股通;融资融券
002152.SZ,33,002152,43,数字货币;跨境支付(CIPS);区块链;信创;智慧政务;数据安全;华为鲲鹏;鸿蒙概念;网络安全;数据要素;AI智能体;数据确权;华为昇腾;国资云;阿里巴巴概念;百度概念;人脸识别;互联网金融;Web3.0;车联网(车路协同);腾讯概念;智慧城市;时空大数据;DeepSeek概念;安防;东数西算(算力);人工智能;虚拟数字人;华为概念;算力租赁;独角兽概念;数据中心;机器视觉;英伟达概念;创投;机器人概念;液冷服务器;人形机器人;AI应用;国企改革;污水处理;深股通;融资融券
600748.SH,17,600748,8,物业管理;养老概念;上海国企改革;土地流转;国企改革;长三角一体化;沪股通;融资融券
603919.SH,17,603919,6,白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券
688400.SH,17,688400,33,共封装光学(CPO);富士康概念;光纤概念;苹果概念;华为手机;MR(混合现实);芯片概念;消费电子概念;机器视觉;小米概念;人形机器人;数据中心;虚拟现实;新型工业化;华为概念;无人机;专精特新;机器人概念;宁德时代概念;空间计算;光伏概念;2025年报预增;元宇宙;Web3.0;智谱AI;锂电池概念;人工智能;AIGC概念;虚拟数字人;数字经济;Sora概念(文生视频);沪股通;融资融券
001210.SZ,33,001210,8,2025年报预增;建筑节能;数据中心;京津冀一体化;工业互联网;储能;液冷服务器;新疆振兴
603005.SH,17,603005,16,先进封装;第三代半导体;光刻机;汽车芯片;芯片概念;光刻胶;消费电子概念;汽车电子;传感器;新能源汽车;华为概念;虚拟现实;人民币贬值受益;长三角一体化;沪股通;融资融券
001238.SZ,33,001238,8,宠物经济;露营经济;跨境电商;共同富裕示范区;人民币贬值受益;长三角一体化;碳中和;深股通
002168.SZ,33,002168,15,ST板块;国企改革;创投;网络游戏;西部大开发;区块链;手机游戏;新能源汽车;充电桩;智能电网;光伏概念;腾讯概念;华为概念;储能;高压快充
603386.SH,17,603386,12,毫米波雷达;PCB概念;汽车电子;5G;小米概念;人形机器人;比亚迪概念;机器人概念;卫星导航;华为概念;光纤概念;医疗器械概念
688266.SH,17,688266,5,细胞免疫治疗;创新药;重组蛋白;沪股通;融资融券
002777.SZ,33,002777,39,DRG/DIP;数据要素;AI智能体;智慧政务;华为鲲鹏;区块链;家庭医生;阿里巴巴概念;蚂蚁集团概念;鸿蒙概念;数据安全;云计算;信创;数字乡村;DeepSeek概念;网络安全;AI应用;数字经济;华为昇腾;移动支付;人工智能;智能医疗;人脸识别;智慧城市;养老概念;安防;物联网;华为概念;食品安全;军工信息化;数据中心;机器视觉;乡村振兴;军工;军民融合;西部大开发;国企改革;新疆振兴;深股通
601601.SH,17,601601,7,互联网保险;蚂蚁集团概念;证金持股;沪股通;融资融券;同花顺中特估100;华为概念
000528.SZ,33,000528,19,雅下水电概念;高端装备;农机;回购增持再贷款概念;一带一路;无人驾驶;中俄贸易概念;机器人概念;新型城镇化;水利;核电;海工装备;国企改革;西部大开发;风电;DeepSeek概念;新疆振兴;深股通;融资融券
600007.SH,17,600007,7,高股息精选;同花顺中特估100;中字头股票;物业管理;国企改革;沪股通;融资融券
002701.SZ,33,002701,16,预制菜;啤酒概念;冰雪产业;工业大麻;体育产业;足球概念;一带一路;京津冀一体化;锂电池概念;虚拟数字人;人工智能;新能源汽车;深股通;融资融券;储能;股权转让(并购重组)
920017.BJ,151,920017,9,阿尔茨海默概念;流感;创新药;融资融券;辅助生殖;CRO概念;减肥药;专精特新;仿制药一致性评价
002783.SZ,33,002783,13,化肥;生态农业;民爆概念;煤化工概念;氢能源;国企改革;燃料电池;光伏概念;新能源汽车;军工;军民融合;股权转让(并购重组);融资融券
603608.SH,17,603608,8,C2M概念;粤港澳大湾区;抖音概念(字节概念);AIGC概念;跨境电商;网红经济;股权转让(并购重组);摘帽
600100.SH,17,600100,48,华为昇腾;网络安全;算力租赁;东数西算(算力);国产操作系统;信创;国资云;ChatGPT概念;AI智能体;数据要素;区块链;鸿蒙概念;AI语料;AIGC概念;数据中心;智慧城市;在线教育;华为概念;DeepSeek概念;安防;物联网;数字经济;人工智能;液冷服务器;机器视觉;工业互联网;互联网保险;消费电子概念;可控核聚变;机器人概念;工业母机;核电;创投;京津冀一体化;核污染防治;食品安全;AI应用;储能;锂电池概念;土壤修复;央企国企改革;雄安新区;污水处理;国企改革;参股券商;沪股通;融资融券;股权转让(并购重组)
000631.SZ,33,000631,8,物业管理;绿色电力;风电;回购增持再贷款概念;储能;证金持股;深股通;融资融券
000016.SZ,33,000016,27,网约车;星闪概念;存储芯片;无线耳机;鸿蒙概念;人工智能;腾讯概念;智能穿戴;智能家居;芯片概念;家用电器;创投;DeepSeek概念;消费电子概念;工业互联网;污水处理;PCB概念;海峡两岸;PPP概念;5G;MiniLED;MicroLED概念;国企改革;央企国企改革;深股通;股权转让(并购重组);融资融券
920526.BJ,151,920526,4,融资融券;专精特新;芯片概念;PCB概念
600173.SH,17,600173,17,金属铅;金属锌;金属铜;黄金概念;稀土永磁;物业管理;锂电池概念;绿色电力;IP经济(谷子经济);储能;氢能源;风电;网络游戏;手机游戏;机器人概念;沪股通;股权转让(并购重组)
600624.SH,22,600624,8,肝炎概念;仿制药一致性评价;物业管理;ST板块;创投;国企改革;数字经济;量子科技
002533.SZ,33,002533,26,柔性直流输电;特高压;智能电网;超导概念;风电;高压快充;核电;可控核聚变;充电桩;储能;光伏概念;雅下水电概念;数据中心;新能源汽车;水利;高铁;比亚迪概念;特斯拉概念;一带一路;机器人概念;长安汽车概念;华为概念;冷链物流;高股息精选;深股通;融资融券
000811.SZ,33,000811,33,超导概念;液冷服务器;可控核聚变;3D打印;中芯国际概念;数据中心;核电;军工;海工装备;新能源汽车;储能;机器人概念;燃料电池;海峡两岸;空气能热泵;氢能源;雅下水电概念;固态电池;水利;中俄贸易概念;回购增持再贷款概念;人工智能;碳中和;创投;智能物流;国企改革;体育产业;冷链物流;冰雪产业;宠物经济;融资融券;天然气;深股通
688069.SH,17,688069,10,专精特新;数字孪生;储能;水利;光伏概念;人工智能;氢能源;碳交易;碳中和;融资融券
300185.SZ,33,300185,15,超超临界发电;风电;抽水蓄能;核污染防治;国企改革;储能;核电;海工装备;回购增持再贷款概念;京津冀一体化;高端装备;军工;2025年报预增;深股通;融资融券
688111.SH,17,688111,17,智谱AI;云计算;AI智能体;中国AI 50;云办公;信创;腾讯概念;鸿蒙概念;DeepSeek概念;人工智能;华为概念;AI应用;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券
603402.SH,17,603402,7,旅游概念;注册制次新股;文化传媒概念;西部大开发;国企改革;新股与次新股;融资融券
600282.SH,17,600282,20,特钢概念;煤化工概念;国企改革;商业航天;一带一路;海工装备;核电;高股息精选;污水处理;C2M概念;工业互联网;创投;可燃冰;机器人概念;人形机器人;数字经济;人工智能;数据要素;融资融券;沪股通
600000.SH,17,600000,6,高股息精选;证金持股;信托概念;跨境支付(CIPS);沪股通;融资融券
600889.SH,22,600889,9,人形机器人;工业母机;机器人概念;光刻机;商业航天;国企改革;参股券商;ST板块;股权转让(并购重组)
600030.SH,17,600030,6,期货概念;同花顺漂亮100;证金持股;沪股通;融资融券;同花顺中特估100
603396.SH,17,603396,10,TOPCON电池;HJT电池;钙钛矿电池;光伏概念;氢能源;高端装备;新型工业化;专精特新;一带一路;融资融券
688627.SH,17,688627,10,存储芯片;OLED;MicroLED概念;芯片概念;专精特新;机器人概念;粤港澳大湾区;东数西算(算力);沪股通;融资融券
301170.SZ,33,301170,9,专精特新;新能源汽车;减速器;燃料电池;一带一路;参股银行;储能;氢能源;融资融券
001296.SZ,33,001296,6,3D打印;军工;长安汽车概念;西部大开发;固废处理;页岩气
603580.SH,22,603580,4,ST板块;消费电子概念;海峡两岸;人民币贬值受益
000623.SZ,33,000623,16,参股券商;维生素;农业种植;幽门螺杆菌概念;创新药;流感;医药电商;肝炎概念;回购增持再贷款概念;乡村振兴;三胎概念;创投;网红经济;工业互联网;深股通;融资融券
301158.SZ,33,301158,11,可燃冰;页岩气;俄乌冲突概念;天然气;新疆振兴;中俄贸易概念;一带一路;海工装备;高端装备;专精特新;融资融券
600337.SH,17,600337,14,C2M概念;数字经济;AIGC概念;AI智能体;华为概念;人工智能;铜缆高速连接;跨境电商;工业互联网;智能物流;智能家居;新疆振兴;AI应用;融资融券
603132.SH,17,603132,7,金属铅;金属锌;黄金概念;小金属概念;西部大开发;专精特新;沪股通
000777.SZ,33,000777,21,可控核聚变;商业航天;核电;核污染防治;高端装备;水利;安防;储能;燃料电池;一带一路;央企国企改革;氢能源;抽水蓄能;超超临界发电;国企改革;幽门螺杆菌概念;煤化工概念;融资融券;天然气;深股通;中字头股票
002135.SZ,33,002135,16,装配式建筑;PPP概念;新型城镇化;雄安新区;光伏建筑一体化;绿色电力;养老概念;体育产业;乡村振兴;一带一路;储能;光伏概念;深股通;低空经济;可控核聚变;融资融券
002488.SZ,33,002488,8,人形机器人;比亚迪概念;长安汽车概念;新能源汽车;机器人概念;独角兽概念;深股通;融资融券
920753.BJ,151,920753,5,融资融券;国企改革;京津冀一体化;食品安全;创投
300059.SZ,33,300059,13,互联网保险;期货概念;互联网金融;区块链;数据要素;AIGC概念;DeepSeek概念;人工智能;AI应用;同花顺漂亮100;证金持股;深股通;融资融券
688076.SH,22,688076,12,减肥药;创新药;肝炎概念;流感;CRO概念;辅助生殖;合成生物;智能医疗;AI应用;ST板块;人民币贬值受益;专精特新
601990.SH,17,601990,5,期货概念;国企改革;创投;沪股通;融资融券
920792.BJ,151,920792,3,小金属概念;融资融券;专精特新
301283.SZ,33,301283,6,2025年报预增;人民币贬值受益;专精特新;粤港澳大湾区;三胎概念;融资融券
603657.SH,17,603657,4,家用电器;机器人概念;专精特新;小米概念
000755.SZ,33,000755,6,绿色电力;国企改革;乡村振兴;一带一路;深股通;融资融券
600905.SH,17,600905,17,同花顺中特估100;绿色电力;碳交易;抽水蓄能;碳中和;风电;国企改革;央企国企改革;同花顺漂亮100;钒电池;光热发电;氢能源;储能;回购增持再贷款概念;华为概念;融资融券;沪股通
600571.SH,17,600571,21,跨境支付(CIPS);移动支付;互联网金融;ChatGPT概念;AI智能体;信创;数据安全;阿里巴巴概念;百度概念;数字经济;DeepSeek概念;数字水印;人工智能;独角兽概念;华为概念;量子科技;创投;共同富裕示范区;参股券商;沪股通;融资融券
002746.SZ,33,002746,5,养鸡;预制菜;乡村振兴;深股通;融资融券
301558.SZ,33,301558,14,AIGC概念;知识产权保护;AI智能体;人工智能;多模态AI;跨境电商;DeepSeek概念;创投;粤港澳大湾区;智能物流;人民币贬值受益;2025年报预增;深股通;融资融券
002249.SZ,33,002249,17,人形机器人;长安汽车概念;家用电器;机器人概念;新能源汽车;比亚迪概念;充电桩;粤港澳大湾区;燃料电池;储能;风电;数据中心;回购增持再贷款概念;氢能源;AIGC概念;深股通;融资融券
002773.SZ,33,002773,8,创新药;眼科医疗;阿尔茨海默概念;合成生物;医疗器械概念;西部大开发;深股通;融资融券
600733.SH,17,600733,24,星闪概念;华为汽车;车联网(车路协同);无人驾驶;网约车;智能座舱;小米汽车;汽车芯片;一体化压铸;燃料电池;新能源汽车;华为概念;京津冀一体化;换电概念;DeepSeek概念;充电桩;储能;高压快充;固态电池;百度概念;国企改革;动力电池回收;沪股通;融资融券
300527.SZ,33,300527,13,中船系;军民融合;国企改革;央企国企改革;ST板块;核污染防治;军工;海工装备;机器人概念;核电;新型工业化;人工智能;2025年报预增
603955.SH,17,603955,9,雄安新区;新型城镇化;碳中和;PPP概念;旅游概念;宠物经济;机器人概念;特色小镇;股权转让(并购重组)
300790.SZ,33,300790,16,汽车电子;AI眼镜;消费电子概念;小米概念;机器视觉;虚拟现实;无人驾驶;安防;华为概念;无人机;新能源汽车;机器人概念;车联网(车路协同);智能家居;职业教育;深股通
300984.SZ,33,300984,3,2025年报预增;深股通;融资融券
