股票代码,code,market_code,所属概念,所属概念数量
300600.SZ,300600,33,国产航母;军民融合;商业航天;军工;海工装备;核电;国企改革;机器人概念;专精特新;风电;储能;摘帽,12
688613.SH,688613,17,医疗器械概念;融资融券,2
600111.SH,600111,17,稀土永磁;小金属概念;金属回收;回购增持再贷款概念;军工;西部大开发;国企改革;2025年报预增;氢能源;2026一季报预增;专精特新;同花顺漂亮100;沪股通;融资融券,14
688076.SH,688076,22,减肥药;创新药;肝炎概念;流感;CRO概念;辅助生殖;合成生物;智能医疗;AI应用;ST板块;人民币贬值受益;专精特新,12
300239.SZ,300239,33,维生素;医美概念;跨境电商;人造肉;西部大开发;专精特新;化肥,7
002992.SZ,002992,33,PET铜箔;消费电子概念;AI眼镜;智能穿戴;MiniLED;小米概念;固态电池;虚拟现实;比亚迪概念;无人机;新能源汽车;智能座舱;华为概念;锂电池概念;深股通,15
603421.SH,603421,17,充电桩;虚拟电厂;光伏概念;智能电网;电力物联网;MCU芯片;储能;华为概念;鸿蒙概念;芯片概念,10
600698.SH,600698,17,兵装重组概念;央企国企改革;高铁;国企改革;汽车热管理;长安汽车概念;新能源汽车;融资融券;沪股通,9
603696.SH,603696,17,海峡两岸;互联网金融;融资融券,3
600039.SH,600039,17,高股息精选;同花顺中特估100;PPP概念;国企改革;碳交易;西部大开发;雅下水电概念;一带一路;碳中和;沪股通;融资融券;锂电池概念;金属铜,13
300136.SZ,300136,33,商业航天;卫星导航;6G概念;WiFi 6;同花顺果指数;毫米波雷达;无人机;低空经济;芯片概念;柔性屏(折叠屏);富士康概念;5G;AI眼镜;智能穿戴;消费电子概念;车联网(车路协同);无线充电;智能音箱;华为概念;苹果概念;虚拟现实;汽车电子;无线耳机;物联网;特斯拉概念;机器人概念;海峡两岸;粤港澳大湾区;人民币贬值受益;一带一路;回购增持再贷款概念;深股通;融资融券,33
688315.SH,688315,17,基因测序;医疗器械概念;AI应用;沪股通;融资融券,5
603271.SH,603271,17,固态电池;锂电池概念;宁德时代概念;钠离子电池;比亚迪概念;储能;消费电子概念;新能源汽车;家用电器;绿色电力;PCB概念;高铁;华为概念;数据中心;低空经济;5G;沪股通;融资融券,18
603344.SH,603344,17,家用电器;机器人概念;比亚迪概念;新能源汽车;小米概念;汽车热管理;锂电池概念;沪股通;融资融券,9
601089.SH,601089,17,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,5
600446.SH,600446,17,互联网金融;互联网保险;信创;华为鲲鹏;区块链;AI智能体;数据要素;腾讯概念;DeepSeek概念;数字经济;智慧城市;人工智能;虚拟数字人;华为概念;独角兽概念;AI应用;沪股通;融资融券,18
300357.SZ,300357,33,创新药;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券,7
688359.SH,688359,17,PCB概念;PET铜箔;光伏概念;TOPCON电池;HJT电池;沪股通;融资融券,7
000989.SZ,000989,33,创新药;医药电商;细胞免疫治疗;毛发医疗;高股息精选;国企改革;深股通;摘帽;股权转让(并购重组),9
601012.SH,601012,17,TOPCON电池;BC电池;HJT电池;钙钛矿电池;硅能源;光伏建筑一体化;光伏概念;同花顺漂亮100;储能;绿色电力;氢能源;特斯拉概念;西部大开发;华为概念;百度概念;证金持股;沪股通;融资融券,18
600822.SH,600822,17,上海自贸区;上海国企改革;智能物流;统一大市场;国企改革;数据要素;融资融券,7
002427.SZ,002427,33,国企改革;海工装备;新能源汽车;深股通,4
603208.SH,603208,17,新型城镇化;共同富裕示范区;养老概念;安防,4
300923.SZ,300923,33,高铁;一带一路;无人驾驶;储能;电子纸;融资融券,6
600278.SH,600278,17,统一大市场;创投;自由贸易港;上海自贸区;上海国企改革;人民币贬值受益;医疗器械概念;一带一路;参股券商;国企改革;航运概念;沪股通;融资融券,13
300549.SZ,300549,33,长安汽车概念;家用电器;减速器;机器人概念;比亚迪概念;医疗器械概念;新能源汽车;海峡两岸;特斯拉概念,9
301601.SZ,301601,33,环氧丙烷;可降解塑料;高端装备;融资融券,4
688230.SH,688230,17,AI眼镜;智能穿戴;芯片概念;AI手机;第三代半导体;消费电子概念;小米概念;5G;专精特新;人形机器人;股权转让(并购重组);沪股通;融资融券,13
000710.SZ,000710,33,AI应用;辅助生殖;智能医疗;基因测序;三胎概念;AI语料;医疗器械概念;数据要素;AI智能体;DeepSeek概念;人工智能;智谱AI;腾讯概念;京津冀一体化;西部大开发;海峡两岸,16
600267.SH,600267,17,仿制药一致性评价;医药电商;流感;创新药;阿尔茨海默概念;减肥药;动物疫苗;合成生物;青蒿素;医美概念;宠物经济;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,16
603686.SH,603686,17,车联网(车路协同);海峡两岸;智慧城市;无人驾驶;机器人概念;工业互联网;智慧政务;华为概念;人工智能;新能源汽车;物业管理;充电桩;垃圾分类;PPP概念;中俄贸易概念;锂电池概念;动力电池回收;固废处理;氢能源;生物质能发电;金属回收;金属镍;沪股通;融资融券,24
688383.SH,688383,17,MiniLED;先进封装;芯片概念;人形机器人;商业航天;机器人概念;华为概念;锂电池概念;沪股通;融资融券,10
600653.SH,600653,17,物业管理;国企改革;绿色电力;人工智能;新能源汽车;融资融券,6
603158.SH,603158,17,液冷服务器;数据中心;空气能热泵;汽车电子;汽车热管理;无线充电;储能;智能座舱;传感器;华为概念;长安汽车概念;新能源汽车;比亚迪概念;专精特新;特斯拉概念;华为汽车;燃料电池;氢能源,18
001335.SZ,001335,33,染料;人民币贬值受益;一带一路;融资融券,4
605077.SH,605077,17,代糖概念;合成生物;玉米;高股息精选;沪股通,5
688790.SH,688790,17,科创次新股;WiFi 6;卫星导航;AI眼镜;商业航天;6G概念;5G;智能穿戴;汽车芯片;芯片概念;小米概念;注册制次新股;华为概念;新股与次新股;融资融券,15
002343.SZ,002343,33,文化传媒概念;短剧游戏;手机游戏;IP经济(谷子经济);AI语料;AIGC概念;旅游概念;元宇宙;腾讯概念;AI应用;虚拟现实;京津冀一体化;创投;国企改革,14
300653.SZ,300653,33,重组蛋白;辅助生殖;合成生物;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,8
001336.SZ,001336,33,新型城镇化;垃圾分类;污水处理;共同富裕示范区;固废处理;创投;碳中和;专精特新;储能;氢能源,10
603129.SH,603129,17,同花顺出海50;人民币贬值受益;车联网(车路协同);两轮车;工业互联网;体育产业;共同富裕示范区;融资融券;沪股通,9
002073.SZ,002073,33,智能物流;参股银行;一带一路;工业互联网;生物质能发电;锂电池概念;绿色电力;物联网;传感器;数字经济;机器视觉;宁德时代概念;固态电池;知识产权保护;证金持股;深股通;融资融券,17
301175.SZ,301175,33,医疗废物处理;生物质能发电;商业航天;海峡两岸;固废处理;绿色电力;专精特新;碳中和;华为概念;一带一路;人工智能;乡村振兴;国企改革;深股通;中字头股票;融资融券,16
600693.SH,600693,17,免税店;物业管理;福建自贸区;旅游概念;跨境电商;冷链物流;海峡两岸;IP经济(谷子经济);统一大市场;数字经济;阿里巴巴概念;沪股通,12
600884.SH,600884,17,钠离子电池;氟化工概念;固态电池;石墨电极;动力电池回收;宁德时代概念;锂电池概念;OLED;石墨烯;苹果概念;金属镍;MiniLED;小金属概念;超级电容;光伏概念;比亚迪概念;消费电子概念;新能源汽车;储能;虚拟现实;共同富裕示范区;创投;参股银行;沪股通;融资融券;股权转让(并购重组),26
300789.SZ,300789,33,车联网(车路协同);智慧城市;职业教育;物联网;虚拟现实;人工智能;AI智能体;多模态AI;DeepSeek概念;高铁;无人机;机器视觉;机器人概念;专精特新;新型工业化;高端装备;智能电网;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,22
605128.SH,605128,17,华为汽车;人形机器人;机器人概念;新能源汽车;华为概念;高铁;沪股通,7
603889.SH,603889,17,长三角一体化;工业互联网;高股息精选;沪股通,4
600844.SH,600844,17,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),4
603801.SH,603801,17,智能家居;工业互联网;阿里巴巴概念;沪股通,4
601238.SH,601238,17,同花顺漂亮100;两轮车;网约车;国企改革;动力电池回收;燃料电池;飞行汽车(eVTOL);氢能源;华为汽车;锂电池概念;低空经济;石墨烯;固态电池;车联网(车路协同);机器人概念;宁德时代概念;储能;充电桩;人形机器人;新能源汽车;商业航天;无人驾驶;沪股通;融资融券;智能座舱;华为概念;汽车芯片;英伟达概念,28
920970.BJ,920970,151,融资融券;食品安全;专精特新;猪肉,4
603773.SH,603773,17,MicroLED概念;共封装光学(CPO);光刻机;先进封装;MiniLED;OLED;6G概念;柔性屏(折叠屏);存储芯片;PET铜箔;消费电子概念;芯片概念;汽车电子;钙钛矿电池;智能穿戴;商业航天;卫星导航;小米概念;华为概念;锂电池概念;沪股通,21
600362.SH,600362,17,黄金概念;金属铜;小金属概念;金属回收;锂电池概念;一带一路;国企改革;证金持股;参股券商;沪股通;融资融券,11
002197.SZ,002197,33,算力租赁;网络安全;云计算;信创;智慧政务;数据安全;数字水印;东数西算(算力);数字货币;鸿蒙概念;区块链;腾讯概念;数据要素;阿里巴巴概念;ChatGPT概念;移动支付;百度概念;智慧城市;抖音概念(字节概念);互联网金融;数字经济;智慧灯杆;DeepSeek概念;人工智能;职业教育;数据中心;华为概念;智能医疗;NFT概念;AI应用;机器人概念;粤港澳大湾区;充电桩;芯片概念;垃圾分类;乡村振兴;钠离子电池;深股通;摘帽,39
600258.SH,600258,17,旅游概念;国企改革;京津冀一体化;人工智能;阿里巴巴概念;沪股通;融资融券,7
603060.SH,603060,17,房屋检测;雄安新区;水利;土壤修复;国企改革;碳交易;碳中和;光伏建筑一体化;雅下水电概念;央企国企改革;核污染防治;核电;光伏概念;商业航天;沪股通,15
688778.SH,688778,17,钠离子电池;固态电池;宁德时代概念;锂电池概念;专精特新;低空经济;氢能源;福建自贸区;国企改革;融资融券;沪股通,11
300274.SZ,300274,33,虚拟电厂;储能;宁德时代概念;风电;充电桩;氢能源;光伏概念;同花顺漂亮100;数据中心;深股通;融资融券;新能源汽车;回购增持再贷款概念;数字经济,14
601798.SH,601798,17,一带一路;海工装备;氢能源;西部大开发;碳中和;国企改革;央企国企改革;专精特新;光热发电;储能;机器人概念;天然气;页岩气;俄乌冲突概念;股权转让(并购重组),15
600162.SH,600162,17,养老概念;京津冀一体化;民营医院;粤港澳大湾区;沪股通;融资融券,6
600624.SH,600624,22,肝炎概念;仿制药一致性评价;物业管理;ST板块;创投;国企改革;数字经济;量子科技,8
601588.SH,601588,17,物业管理;养老概念;京津冀一体化;国企改革;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券,9
301626.SZ,301626,33,液冷服务器;汽车电子;消费电子概念;宁德时代概念;汽车热管理;华为概念;深股通;融资融券,8
301366.SZ,301366,33,PCB概念;苹果概念;汽车电子;芯片概念;5G;华为海思概念股;英伟达概念;智能座舱;比亚迪概念;人形机器人;无人驾驶;专精特新;机器人概念;华为概念;飞行汽车(eVTOL);无人机;低空经济;数据中心;商业航天;车联网(车路协同);东数西算(算力);脑机接口;腾讯概念;人工智能;百度概念;阿里巴巴概念;深股通;融资融券,28
603685.SH,603685,17,PCB概念;长三角一体化;2025年报预增;家用电器;风电;东数西算(算力);绿色电力;虚拟电厂,8
600371.SH,600371,17,转基因;玉米;粮食概念;农业种植;化肥;乡村振兴;黑龙江自贸区;回购增持再贷款概念,8
300287.SZ,300287,33,智慧政务;信创;Web3.0;时空大数据;华为鲲鹏;元宇宙;虚拟数字人;数据要素;在线教育;网络安全;鸿蒙概念;AI智能体;数字经济;AIGC概念;智慧城市;DeepSeek概念;人工智能;数字孪生;算力租赁;物联网;东数西算(算力);京津冀一体化;虚拟现实;华为概念;低空经济;食品安全;机器人概念;数据中心;卫星导航;MCU芯片;军工;乡村振兴;5G;芯片概念;智能电网;共封装光学(CPO);深股通;融资融券,38
600475.SH,600475,17,光伏概念;光伏建筑一体化;专精特新;信托概念;华为概念;储能;智慧城市;硅能源;垃圾分类;数据中心;数字孪生;固废处理;建筑节能;氢能源;土壤修复;生物质能发电;污水处理;碳交易;化债概念(AMC概念);PPP概念;一带一路;绿色电力;数字经济;碳中和;抖音概念(字节概念);乡村振兴;国企改革;参股券商;沪股通;融资融券,30
688558.SH,688558,17,工业母机;专精特新;新型工业化;人形机器人;机器人概念;高端装备;航空发动机;商业航天;融资融券,9
300985.SZ,300985,33,氢能源;燃料电池;石墨烯;新能源汽车;锂电池概念;回购增持再贷款概念;天然气;融资融券,8
300144.SZ,300144,33,旅游概念;IP经济(谷子经济);网红经济;文化传媒概念;手机游戏;电子竞技;抖音概念(字节概念);元宇宙;共同富裕示范区;虚拟现实;深股通;融资融券,12
001217.SZ,001217,33,染料;化肥;煤化工概念;光伏概念;航运概念,5
300173.SZ,300173,33,新型工业化;粤港澳大湾区;新能源汽车;高端装备;机器视觉;储能;ST板块;锂电池概念;宁德时代概念;石墨烯;华为概念;固态电池;数字经济;消费电子概念;国企改革;无线耳机;钠离子电池;数据要素;网络安全;数据中心;算力租赁,21
301223.SZ,301223,33,烟草;粤港澳大湾区;职业教育;小米概念;新型烟草(电子烟);数字经济;数字水印;融资融券,8
002759.SZ,002759,33,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;宁德时代概念;比亚迪概念;家用电器;深股通;融资融券,10
002438.SZ,002438,33,可控核聚变;海工装备;液冷服务器;核电;芯片概念;航空发动机;商业航天;军工;无人机;燃料电池;军民融合;风电;氢能源;超超临界发电;深股通;融资融券,16
600828.SH,600828,17,信托概念;物业管理;西部大开发;沪股通,4
300893.SZ,300893,33,华为汽车;汽车电子;比亚迪概念;新能源汽车;一带一路;网络安全;智能座舱;专精特新;深股通;融资融券,10
000955.SZ,000955,33,海南自贸区;三胎概念;创投;自由贸易港;医疗器械概念;民营医院;军民融合;医药电商,8
300907.SZ,300907,33,家用电器;新型工业化;机器人概念;新能源汽车;人民币贬值受益;融资融券,6
920964.BJ,920964,151,数字乡村;乡村振兴;股权转让(并购重组);物联网;融资融券;水利;专精特新;农机;国企改革,9
301356.SZ,301356,33,人民币贬值受益;3D打印;参股银行;融资融券,4
300157.SZ,300157,33,可燃冰;页岩气;俄乌冲突概念;天然气;超超临界发电;氢能源;融资融券;一带一路;雄安新区;创投;储能;高端装备;军工;人工智能;无人机;数据中心;东数西算(算力);机器人概念,18
002168.SZ,002168,33,ST板块;国企改革;创投;网络游戏;西部大开发;区块链;手机游戏;新能源汽车;充电桩;智能电网;光伏概念;腾讯概念;华为概念;储能;高压快充,15
301072.SZ,301072,33,比亚迪概念;新能源汽车;融资融券,3
300922.SZ,300922,33,军工;高端装备;专精特新;京津冀一体化;融资融券,5
603081.SH,603081,17,体育产业;机器人概念;人形机器人;虚拟现实;人工智能;旅游概念;数字经济;一带一路;雄安新区;IP经济(谷子经济);DeepSeek概念;元宇宙;阿里巴巴概念;文化传媒概念;沪股通,15
688273.SH,688273,17,脑机接口;AI智能体;DeepSeek概念;人工智能;智能医疗;专精特新;机器人概念;医疗器械概念;三胎概念;医美概念;辅助生殖;融资融券,12
920055.BJ,920055,151,汽车热管理;新能源汽车;专精特新;新股与次新股;融资融券,5
603486.SH,603486,17,家用电器;语音技术;机器人概念;智能家居;人工智能;华为概念;数据中心;2025年报预增;融资融券;沪股通,10
000035.SZ,000035,33,碳交易;医疗废物处理;固废处理;绿色电力;风电;生物质能发电;垃圾分类;氢能源;储能;一带一路;回购增持再贷款概念;机器人概念;人工智能;深股通;融资融券,15
001202.SZ,001202,33,粤港澳大湾区;统一大市场;一带一路;新疆振兴;航运概念,5
600689.SH,600689,17,创投;人民币贬值受益;物业管理;安防;国企改革;独角兽概念;股权转让(并购重组),7
600108.SH,600108,17,玉米;粮食概念;土地流转;农业种植;代糖概念;乡村振兴;西部大开发;国企改革;啤酒概念;回购增持再贷款概念;参股券商;水利;跨境电商;融资融券;沪股通,15
920198.BJ,920198,151,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;数据要素;国企改革;人工智能;股权转让(并购重组);安防;创投;融资融券,13
002800.SZ,002800,33,中俄贸易概念;冷链物流;统一大市场;一带一路;跨境电商;西部大开发;新疆振兴,7
300580.SZ,300580,33,人形机器人;特斯拉概念;机器视觉;工业母机;新型工业化;机器人概念;华为汽车;比亚迪概念;新能源汽车;燃料电池;氢能源;深股通,12
600037.SH,600037,17,文化传媒概念;云游戏;国资云;DeepSeek概念;智慧城市;华为概念;物联网;数据中心;5G;国企改革;央企国企改革;证金持股;融资融券;沪股通,14
603075.SH,603075,17,医疗器械概念;家用电器;汽车热管理;人民币贬值受益;新能源汽车;智能家居;机器人概念;芯片概念;沪股通;融资融券,10
920833.BJ,920833,151,新能源汽车;西部大开发;融资融券;专精特新;两轮车,5
000862.SZ,000862,33,绿色电力;智能电网;风电;碳中和;央企国企改革;国企改革;西部大开发;深股通,8
920016.BJ,920016,151,融资融券,1
920578.BJ,920578,151,新能源汽车;融资融券;新型工业化;工业母机;机器人概念;西部大开发;专精特新;工业互联网,8
603999.SH,603999,17,文化传媒概念;NFT概念;知识产权保护;IP经济(谷子经济);在线教育;腾讯概念;数据要素;参股保险;参股券商;国企改革;农村电商;西部大开发,12
300800.SZ,300800,33,污水处理;水利;PM2.5;专精特新;工业互联网;人工智能;雄安新区;乡村振兴;数字孪生;华为概念;数字乡村;一带一路;碳中和;AI智能体;国产操作系统;AI应用,16
688027.SH,688027,17,量子科技;商业航天;芯片概念;军工;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,10
603181.SH,603181,17,有机硅概念;染料;工业互联网;风电;沪股通;融资融券,6
603578.SH,603578,17,共同富裕示范区;光伏概念;专精特新,3
300194.SZ,300194,33,流感;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;创新药;猴痘概念;参股银行;西部大开发;深股通;融资融券,10
300841.SZ,300841,33,动物疫苗;合成生物;生物疫苗;西部大开发;融资融券;深股通,6
000632.SZ,000632,33,特色小镇;物业管理;旅游概念;福建自贸区;跨境电商;露营经济;海峡两岸;创投;国企改革,9
603605.SH,603605,17,共同富裕示范区;沪股通;融资融券,3
688133.SH,688133,17,工业互联网;融资融券,2
002322.SZ,002322,33,电力物联网;智能电网;储能;特高压;东数西算(算力);数字孪生;核电;PM2.5;信创;土壤修复;数据要素;人工智能;无人机;虚拟现实;AI应用;深股通;高股息精选,17
600120.SH,600120,17,量子科技;创投;参股保险;期货概念;信托概念;参股券商;共同富裕示范区;参股银行;国企改革;证金持股;中芯国际概念;融资融券;沪股通,13
002459.SZ,002459,33,BC电池;TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏概念;风电;储能;绿色电力;京津冀一体化;雄安新区;DeepSeek概念;比亚迪概念;一带一路;回购增持再贷款概念;人民币贬值受益;融资融券;深股通,18
603956.SH,603956,17,智慧城市;新型城镇化;数字经济;水利;人工智能;物联网;数字孪生;区块链;数字乡村;数据要素;工业互联网;DeepSeek概念;新型工业化;信创;空间计算;AI智能体;华为鲲鹏;机器人概念;华为概念;净水概念;乡村振兴;专精特新;智谱AI;华为昇腾;AI应用,25
002037.SZ,002037,33,民爆概念;汽车拆解概念;土壤修复;国企改革;新疆振兴;一带一路;西部大开发;水利;雅下水电概念;央企国企改革;芯片概念;深股通;融资融券,13
002010.SZ,002010,33,智能物流;共同富裕示范区;一带一路;工业互联网;2025年报预增;新能源汽车;人形机器人;DeepSeek概念;宁德时代概念;无人驾驶;车联网(车路协同);统一大市场;华为概念;蚂蚁集团概念;充电桩;区块链;军工;深股通;融资融券,19
300509.SZ,300509,33,机器视觉;机器人概念;专精特新;2025年报预增,4
600272.SH,600272,17,医药电商;民营医院;参股银行;国企改革,4
002571.SZ,002571,33,C2M概念;创投;新能源汽车;一带一路;光伏概念;网络游戏;拼多多概念;参股银行;股权转让(并购重组),9
000049.SZ,000049,33,钠离子电池;固态电池;锂电池概念;华为手机;储能;比亚迪概念;智能家居;新能源汽车;粤港澳大湾区;无线耳机;人民币贬值受益;同花顺果指数;消费电子概念;苹果概念;小米概念;AI眼镜;智能穿戴;机器人概念;物联网;5G;华为概念;无人机;深股通;融资融券,24
002877.SZ,002877,33,工业互联网;人工智能;新型工业化;专精特新,4
301323.SZ,301323,33,稀土永磁;核污染防治;消费电子概念;传感器;芯片概念;专精特新;新能源汽车;安防;机器人概念;医疗器械概念;华为概念;智能家居;人民币贬值受益;中俄贸易概念;一带一路;建筑节能;粤港澳大湾区;食品安全;三胎概念;锂电池概念;俄乌冲突概念;深股通;股权转让(并购重组);融资融券,24
301508.SZ,301508,33,小米汽车;机器人概念;新能源汽车;无人驾驶;比亚迪概念;小米概念;京津冀一体化;车联网(车路协同);人工智能;低空经济;充电桩;国企改革;无人机;汽车电子;碳中和;军工;氢能源;网络安全;央企国企改革;百度概念;数据安全;深股通;融资融券;中字头股票,24
300307.SZ,300307,33,人工智能;工业互联网;华为概念;机器人概念;新型工业化;机器视觉;网络游戏;比亚迪概念;C2M概念;5G;储能;短剧游戏;光伏概念;6G概念;锂电池概念;HJT电池;TOPCON电池;深股通,18
688586.SH,688586,17,大飞机;军民融合;商业航天;军工;无人机;高端装备;专精特新;央企国企改革;国企改革;沪股通;融资融券,11
688573.SH,688573,17,固态电池;宁德时代概念;锂电池概念;钠离子电池;比亚迪概念;专精特新;人形机器人;消费电子概念;机器人概念;粤港澳大湾区;燃料电池;华为概念;高端装备;存储芯片;MicroLED概念;钙钛矿电池;回购增持再贷款概念;氢能源;融资融券,19
603615.SH,603615,17,福建自贸区;三胎概念;可降解塑料;沪股通,4
000852.SZ,000852,33,可燃冰;页岩气;俄乌冲突概念;天然气;央企国企改革;氢能源;地下管网;国企改革;一带一路;海工装备;雄安新区;燃料电池;高端装备;储能;数字经济;专精特新;工业互联网;深股通;融资融券,19
920118.BJ,920118,151,储能;柔性直流输电;智能电网;新能源汽车;光伏概念;工业互联网;专精特新;融资融券,8
000886.SZ,000886,33,旅游概念;物业管理;自由贸易港;化债概念(AMC概念);海南自贸区;数字经济;参股银行;水利;车联网(车路协同);低空经济;抖音概念(字节概念);国企改革;东数西算(算力);算力租赁;回购增持再贷款概念;数据中心;2025年报预增;股权转让(并购重组);深股通,19
300444.SZ,300444,33,柔性直流输电;智能电网;电力物联网;虚拟电厂;风电;华为数字能源;高压快充;充电桩;换电概念;光伏建筑一体化;光伏概念;绿色电力;储能;海工装备;碳中和;钒电池;数据中心;数字孪生;工业互联网;高端装备;京津冀一体化;数字经济;人工智能;新疆振兴;2025年报预增;一带一路;东数西算(算力);长安汽车概念;华为概念;机器人概念;新能源汽车;比亚迪概念;锂电池概念;固态电池;股权转让(并购重组);深股通,36
603703.SH,603703,17,卫星导航;商业航天;量子科技;车联网(车路协同);5G;数据中心;铜缆高速连接;家用电器;光纤概念,9
688279.SH,688279,17,芯片概念;新能源汽车;机器人概念;沪股通;融资融券,5
603279.SH,603279,17,高股息精选;污水处理;融资融券;沪股通,4
300802.SZ,300802,33,先进封装;PCB概念;汽车电子;MiniLED;消费电子概念;苹果概念;芯片概念;小米概念;机器视觉;比亚迪概念;华为概念;特斯拉概念;无人机;高端装备;商业航天;人工智能;创投;光伏概念;储能;AI应用;深股通,21
002973.SZ,002973,33,垃圾分类;人工智能;DeepSeek概念;智慧城市;乡村振兴;数字乡村;PPP概念;污水处理;低空经济;机器人概念;人形机器人;固废处理;碳中和;医疗废物处理;无人驾驶;绿色电力;深股通,17
300399.SZ,300399,33,互联网保险;互联网金融;ChatGPT概念;数据要素;百度概念;阿里巴巴概念;信创;创投;AI应用;国企改革;5G;深股通,12
002302.SZ,002302,33,水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;同花顺中特估100;西部大开发;一带一路;数字经济;央企国企改革;数据要素;风电;核电;3D打印;深股通;融资融券,16
301376.SZ,301376,33,露营经济;宠物经济;跨境电商;网红经济;体育产业;足球概念;创投;数字经济;ChatGPT概念;人民币贬值受益;深股通;融资融券,12
600916.SH,600916,17,黄金概念;培育钻石;央企国企改革;同花顺中特估100;回购增持再贷款概念;国企改革;中字头股票;沪股通;融资融券,9
688345.SH,688345,17,钠离子电池;固态电池;锂电池概念;储能;两轮车;数据中心;机器人概念;融资融券,8
300892.SZ,300892,33,网红经济;乳业;三胎概念;啤酒概念;融资融券,5
000589.SZ,000589,33,参股银行;国企改革;回购增持再贷款概念;西部大开发;一带一路;新能源汽车;机器人概念;军工;无人机;深股通;融资融券,11
301500.SZ,301500,33,黄金概念;金属锌;金属铜;小金属概念;金属镍;金属回收;汽车拆解概念;广东自贸区;固废处理;碳中和;2025年报预增;DeepSeek概念;粤港澳大湾区;比亚迪概念;深股通;融资融券,16
603515.SH,603515,17,高股息精选;超级品牌;智能家居;智慧灯杆;沪股通;智慧城市;鸿蒙概念;华为概念;融资融券,9
301299.SZ,301299,33,数据要素;AI智能体;AIGC概念;鸿蒙概念;DeepSeek概念;AI应用;期货概念;融资融券,8
600356.SH,600356,17,烟草;2025年报预增;黑龙江自贸区;国企改革,4
603833.SH,603833,17,同花顺漂亮100;C2M概念;沪股通;智能家居;高股息精选;融资融券,6
000505.SZ,000505,33,粮食概念;转基因;海南自贸区;国企改革;网红经济;京津冀一体化;一带一路;融资融券,8
603334.SH,603334,17,注册制次新股;生物质能发电;化肥;专精特新;融资融券;新股与次新股,6
603392.SH,603392,17,猴痘概念;流感;生物疫苗;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,10
002972.SZ,002972,33,高铁;粤港澳大湾区;专精特新;一带一路;智慧城市;传感器;无人驾驶;DeepSeek概念;储能;网络安全;信创,11
600983.SH,600983,17,垃圾分类;高股息精选;一带一路;人民币贬值受益;家用电器;2025年报预增;沪股通,7
603120.SH,603120,17,光刻胶;专精特新;芯片概念;环氧丙烷;融资融券,5
000572.SZ,000572,33,海南自贸区;网约车;自由贸易港;车联网(车路协同);碳中和;百度概念;乡村振兴;燃料电池;无人驾驶;氢能源;充电桩;参股银行;新能源汽车;绿色电力;中俄贸易概念;人民币贬值受益;融资融券;深股通,18
920634.BJ,920634,151,风电;海工装备;储能;融资融券;金属锌;专精特新,6
002849.SZ,002849,33,专精特新;物联网;星闪概念;智慧城市;DeepSeek概念;锂电池概念;动力电池回收;天然气,8
300197.SZ,300197,33,PPP概念;土壤修复;雄安新区;新型城镇化;垃圾分类;污水处理;旅游概念;水利;碳中和;地下管网;乡村振兴;智慧城市;国企改革;粤港澳大湾区;一带一路;充电桩;回购增持再贷款概念;央企国企改革;农业种植;深股通;融资融券,21
605378.SH,605378,17,锂电池概念;共同富裕示范区;长三角一体化;人民币贬值受益;工业互联网;沪股通,6
603153.SH,603153,17,上海国企改革;装配式建筑;新型城镇化;体育产业;地下管网;房屋检测;PPP概念;建筑节能;自由贸易港;雄安新区;水利;化债概念(AMC概念);国企改革;一带一路;碳中和;数字经济;智慧城市;人工智能;数字孪生;DeepSeek概念;文化传媒概念;阿里巴巴概念;虚拟电厂;无人机;数据中心;核电;沪股通,27
000676.SZ,000676,33,虚拟数字人;小红书概念;NFT概念;文化传媒概念;快手概念;Web3.0;拼多多概念;ChatGPT概念;网络游戏;抖音概念(字节概念);AI智能体;网红经济;财税数字化;区块链;腾讯概念;智慧政务;百度概念;鸿蒙概念;元宇宙;阿里巴巴概念;互联网金融;数字货币;数字经济;人工智能;独角兽概念;虚拟现实;创投;华为概念;智能音箱;小米概念;深股通;融资融券,32
002613.SZ,002613,33,建筑节能;装配式建筑;高铁;光伏概念;一带一路;钙钛矿电池;高端装备;苹果概念,8
920075.BJ,920075,151,AI应用;融资融券;人工智能;AIGC概念;文化传媒概念;多模态AI;IP经济(谷子经济),7
600029.SH,600029,17,证金持股;国企改革;央企国企改革;沪股通;融资融券,5
